Orthogroup	Prau	Praq
OG0000045	Prau.g_01432, Prau.g_01460	Praq.g_00271
OG0000047	Prau.g_01925	Praq.g_00763
OG0000047	Prau.g_00037	Praq.g_01243
OG0000048	Prau.g_01932	Praq.g_00770
OG0000050	Prau.g_00030	Praq.g_01234
OG0000051	Prau.g_00158	Praq.g_01845
OG0000052	Prau.g_00373	Praq.g_01173
OG0000053	Prau.g_00579	Praq.g_01063
OG0000054	Prau.g_00808	Praq.g_00629
OG0000055	Prau.g_00876	Praq.g_01420
OG0000056	Prau.g_01162, Prau.g_00749	Praq.g_01289
OG0000057	Prau.g_00238, Prau.g_00784	Praq.g_01765
OG0000058	Prau.g_00516	Praq.g_00526
OG0000059	Prau.g_00738	Praq.g_00827
OG0000060	Prau.g_00790	Praq.g_00612
OG0000060	Prau.g_01703	Praq.g_00548
OG0000061	Prau.g_01172, Prau.g_01035	Praq.g_01298
OG0000062	Prau.g_01174	Praq.g_01300
OG0000063	Prau.g_01318	Praq.g_00084
OG0000064	Prau.g_01325, Prau.g_01677, Prau.g_00783	Praq.g_00091
OG0000065	Prau.g_01371	Praq.g_00133
OG0000066	Prau.g_01430	Praq.g_00208
OG0000067	Prau.g_01335, Prau.g_01307	Praq.g_00100
OG0000068	Prau.g_01869	Praq.g_00879
OG0000069	Prau.g_01446, Prau.g_01475	Praq.g_00202
OG0000071	Prau.g_00011	Praq.g_00437
OG0000072	Prau.g_00324	Praq.g_01680
OG0000073	Prau.g_00709	Praq.g_00798
OG0000074	Prau.g_00731	Praq.g_00820
OG0000075	Prau.g_00861	Praq.g_00677
OG0000076	Prau.g_01089	Praq.g_01619
OG0000078	Prau.g_01435, Prau.g_01434, Prau.g_01491	Praq.g_00216
OG0000079	Prau.g_01609	Praq.g_00372
OG0000080	Prau.g_01658	Praq.g_00052
OG0000081	Prau.g_01899	Praq.g_00737
OG0000082	Prau.g_01297, Prau.g_01987	Praq.g_00392
OG0000083	Prau.g_00003	Praq.g_00429
OG0000084	Prau.g_00006	Praq.g_00432
OG0000085	Prau.g_00023	Praq.g_01226
OG0000086	Prau.g_00046, Prau.g_00429, Prau.g_00422	Praq.g_01254
OG0000087	Prau.g_00057	Praq.g_01265
OG0000088	Prau.g_00114	Praq.g_01890
OG0000089	Prau.g_00122	Praq.g_01882
OG0000090	Prau.g_00140	Praq.g_01864
OG0000091	Prau.g_00170	Praq.g_01833
OG0000092	Prau.g_00171	Praq.g_01832
OG0000093	Prau.g_00185	Praq.g_01818
OG0000094	Prau.g_00203	Praq.g_01800
OG0000095	Prau.g_00208	Praq.g_01795
OG0000096	Prau.g_00253	Praq.g_01751
OG0000097	Prau.g_00276	Praq.g_01729
OG0000098	Prau.g_00286	Praq.g_01718
OG0000099	Prau.g_00296	Praq.g_01708
OG0000100	Prau.g_00299	Praq.g_01705
OG0000101	Prau.g_00359	Praq.g_01187
OG0000102	Prau.g_00386	Praq.g_01160
OG0000103	Prau.g_00517	Praq.g_00527
OG0000104	Prau.g_00521	Praq.g_00531
OG0000105	Prau.g_00540	Praq.g_01103
OG0000106	Prau.g_00572	Praq.g_01070
OG0000107	Prau.g_00573	Praq.g_01069
OG0000108	Prau.g_00583	Praq.g_01059
OG0000109	Prau.g_00592	Praq.g_01050
OG0000110	Prau.g_00608	Praq.g_01034
OG0000111	Prau.g_00691	Praq.g_00780
OG0000112	Prau.g_00692	Praq.g_00781
OG0000113	Prau.g_00777	Praq.g_00605
OG0000114	Prau.g_00852	Praq.g_00668
OG0000115	Prau.g_01015	Praq.g_01548
OG0000116	Prau.g_01019	Praq.g_01552
OG0000117	Prau.g_01086	Praq.g_01616
OG0000118	Prau.g_01136	Praq.g_01667
OG0000119	Prau.g_01177	Praq.g_01303
OG0000120	Prau.g_01212	Praq.g_01339
OG0000121	Prau.g_01231	Praq.g_01358
OG0000122	Prau.g_01250	Praq.g_01377
OG0000123	Prau.g_01263	Praq.g_01390
OG0000124	Prau.g_01496, Prau.g_01271	Praq.g_00257
OG0000125	Prau.g_01383	Praq.g_00145
OG0000126	Prau.g_01409	Praq.g_00175
OG0000127	Prau.g_01515	Praq.g_00281
OG0000128	Prau.g_01532	Praq.g_00295
OG0000129	Prau.g_01568	Praq.g_00331
OG0000130	Prau.g_01730	Praq.g_01954, Praq.g_00499
OG0000131	Prau.g_01768	Praq.g_00461
OG0000132	Prau.g_01771	Praq.g_00458
OG0000133	Prau.g_01828	Praq.g_00920
OG0000134	Prau.g_01864	Praq.g_00884
OG0000135	Prau.g_01866	Praq.g_00882
OG0000136	Prau.g_01910	Praq.g_00748
OG0000137	Prau.g_01942	Praq.g_00683
OG0000138	Prau.g_01978	Praq.g_00718
OG0000139	Prau.g_02004	Praq.g_00409
OG0000140	Prau.g_00001	Praq.g_00427
OG0000141	Prau.g_00002	Praq.g_00428
OG0000142	Prau.g_00004	Praq.g_00430
OG0000143	Prau.g_00005	Praq.g_00431
OG0000144	Prau.g_00007	Praq.g_00433
OG0000145	Prau.g_00008	Praq.g_00434
OG0000146	Prau.g_00009	Praq.g_00435
OG0000147	Prau.g_00010	Praq.g_00436
OG0000148	Prau.g_00012	Praq.g_00438
OG0000149	Prau.g_00014	Praq.g_01217
OG0000150	Prau.g_00015	Praq.g_01218
OG0000151	Prau.g_00016	Praq.g_01219
OG0000152	Prau.g_00017	Praq.g_01220
OG0000153	Prau.g_00018	Praq.g_01221
OG0000154	Prau.g_00019	Praq.g_01222
OG0000155	Prau.g_00020	Praq.g_01223
OG0000156	Prau.g_00021	Praq.g_01224
OG0000157	Prau.g_00022	Praq.g_01225
OG0000158	Prau.g_00024	Praq.g_01227
OG0000159	Prau.g_00025	Praq.g_01228
OG0000160	Prau.g_00026	Praq.g_01229
OG0000161	Prau.g_00027	Praq.g_01230
OG0000162	Prau.g_00028	Praq.g_01231
OG0000163	Prau.g_00029	Praq.g_01232
OG0000164	Prau.g_00031	Praq.g_01235
OG0000165	Prau.g_00034	Praq.g_01239
OG0000166	Prau.g_00035	Praq.g_01240
OG0000167	Prau.g_00036	Praq.g_01241
OG0000168	Prau.g_00047	Praq.g_01255
OG0000169	Prau.g_00049	Praq.g_01257
OG0000170	Prau.g_00050	Praq.g_01258
OG0000171	Prau.g_00051	Praq.g_01259
OG0000172	Prau.g_00053	Praq.g_01261
OG0000173	Prau.g_00054	Praq.g_01262
OG0000174	Prau.g_00055	Praq.g_01263
OG0000175	Prau.g_00056	Praq.g_01264
OG0000176	Prau.g_00058	Praq.g_01266
OG0000177	Prau.g_00059	Praq.g_01267
OG0000178	Prau.g_00060	Praq.g_01268
OG0000179	Prau.g_00066	Praq.g_01939
OG0000180	Prau.g_00067	Praq.g_01938
OG0000181	Prau.g_00068	Praq.g_01937
OG0000182	Prau.g_00071	Praq.g_01934
OG0000183	Prau.g_00072	Praq.g_01933
OG0000184	Prau.g_00074	Praq.g_01930
OG0000185	Prau.g_00078	Praq.g_01926
OG0000186	Prau.g_00079	Praq.g_01925
OG0000187	Prau.g_00080	Praq.g_01924
OG0000188	Prau.g_00081	Praq.g_01923
OG0000189	Prau.g_00082	Praq.g_01922
OG0000190	Prau.g_00083	Praq.g_01921
OG0000191	Prau.g_00084	Praq.g_01920
OG0000192	Prau.g_00085	Praq.g_01919
OG0000193	Prau.g_00086	Praq.g_01918
OG0000194	Prau.g_00087	Praq.g_01917
OG0000195	Prau.g_00089	Praq.g_01915
OG0000196	Prau.g_00090	Praq.g_01914
OG0000197	Prau.g_00091	Praq.g_01913
OG0000198	Prau.g_00092	Praq.g_01912
OG0000199	Prau.g_00095	Praq.g_01909
OG0000200	Prau.g_00096	Praq.g_01908
OG0000201	Prau.g_00097	Praq.g_01907
OG0000202	Prau.g_00098	Praq.g_01906
OG0000203	Prau.g_00099	Praq.g_01905
OG0000204	Prau.g_00100	Praq.g_01904
OG0000205	Prau.g_00101	Praq.g_01903
OG0000206	Prau.g_00102	Praq.g_01902
OG0000207	Prau.g_00103	Praq.g_01901
OG0000208	Prau.g_00104	Praq.g_01900
OG0000209	Prau.g_00105	Praq.g_01899
OG0000210	Prau.g_00107	Praq.g_01897
OG0000211	Prau.g_00108	Praq.g_01896
OG0000212	Prau.g_00109	Praq.g_01895
OG0000213	Prau.g_00110	Praq.g_01894
OG0000214	Prau.g_00112	Praq.g_01892
OG0000215	Prau.g_00113	Praq.g_01891
OG0000216	Prau.g_00115	Praq.g_01889
OG0000217	Prau.g_00116	Praq.g_01888
OG0000218	Prau.g_00117	Praq.g_01887
OG0000219	Prau.g_00118	Praq.g_01886
OG0000220	Prau.g_00121	Praq.g_01883
OG0000221	Prau.g_00123	Praq.g_01881
OG0000222	Prau.g_00124	Praq.g_01880
OG0000223	Prau.g_00125	Praq.g_01879
OG0000224	Prau.g_00128	Praq.g_01876
OG0000225	Prau.g_00130	Praq.g_01874
OG0000226	Prau.g_00131	Praq.g_01873
OG0000227	Prau.g_00132	Praq.g_01872
OG0000228	Prau.g_00133	Praq.g_01871
OG0000229	Prau.g_00134	Praq.g_01870
OG0000230	Prau.g_00135	Praq.g_01869
OG0000231	Prau.g_00137	Praq.g_01867
OG0000232	Prau.g_00138	Praq.g_01866
OG0000233	Prau.g_00141	Praq.g_01863
OG0000234	Prau.g_00143	Praq.g_01861
OG0000235	Prau.g_00146	Praq.g_01857
OG0000236	Prau.g_00147	Praq.g_01856
OG0000237	Prau.g_00148	Praq.g_01855
OG0000238	Prau.g_00149	Praq.g_01854
OG0000239	Prau.g_00150	Praq.g_01853
OG0000240	Prau.g_00152	Praq.g_01851
OG0000241	Prau.g_00153	Praq.g_01850
OG0000242	Prau.g_00154	Praq.g_01849
OG0000243	Prau.g_00155	Praq.g_01848
OG0000244	Prau.g_00156	Praq.g_01847
OG0000245	Prau.g_00157	Praq.g_01846
OG0000246	Prau.g_00159	Praq.g_01844
OG0000247	Prau.g_00160	Praq.g_01843
OG0000248	Prau.g_00161	Praq.g_01842
OG0000249	Prau.g_00162	Praq.g_01841
OG0000250	Prau.g_00163	Praq.g_01840
OG0000251	Prau.g_00164	Praq.g_01839
OG0000252	Prau.g_00165	Praq.g_01838
OG0000253	Prau.g_00166	Praq.g_01837
OG0000254	Prau.g_00168	Praq.g_01835
OG0000255	Prau.g_00169	Praq.g_01834
OG0000256	Prau.g_00172	Praq.g_01831
OG0000257	Prau.g_00174	Praq.g_01829
OG0000258	Prau.g_00175	Praq.g_01828
OG0000259	Prau.g_00176	Praq.g_01827
OG0000260	Prau.g_00177	Praq.g_01826
OG0000261	Prau.g_00178	Praq.g_01825
OG0000262	Prau.g_00179	Praq.g_01824
OG0000263	Prau.g_00180	Praq.g_01823
OG0000264	Prau.g_00182	Praq.g_01821
OG0000265	Prau.g_00183	Praq.g_01820
OG0000266	Prau.g_00184	Praq.g_01819
OG0000267	Prau.g_00186	Praq.g_01817
OG0000268	Prau.g_00187	Praq.g_01816
OG0000269	Prau.g_00188	Praq.g_01815
OG0000270	Prau.g_00189	Praq.g_01814
OG0000271	Prau.g_00190	Praq.g_01813
OG0000272	Prau.g_00191	Praq.g_01812
OG0000273	Prau.g_00192	Praq.g_01811
OG0000274	Prau.g_00193	Praq.g_01810
OG0000275	Prau.g_00194	Praq.g_01809
OG0000276	Prau.g_00195	Praq.g_01808
OG0000277	Prau.g_00196	Praq.g_01807
OG0000278	Prau.g_00197	Praq.g_01806
OG0000279	Prau.g_00198	Praq.g_01805
OG0000280	Prau.g_00199	Praq.g_01804
OG0000281	Prau.g_00201	Praq.g_01802
OG0000282	Prau.g_00202	Praq.g_01801
OG0000283	Prau.g_00205	Praq.g_01798
OG0000284	Prau.g_00206	Praq.g_01797
OG0000285	Prau.g_00207	Praq.g_01796
OG0000286	Prau.g_00209	Praq.g_01794
OG0000287	Prau.g_00210	Praq.g_01793
OG0000288	Prau.g_00211	Praq.g_01792
OG0000289	Prau.g_00212	Praq.g_01791
OG0000290	Prau.g_00213	Praq.g_01790
OG0000291	Prau.g_00214	Praq.g_01789
OG0000292	Prau.g_00215	Praq.g_01788
OG0000293	Prau.g_00216	Praq.g_01787
OG0000294	Prau.g_00217	Praq.g_01786
OG0000295	Prau.g_00218	Praq.g_01785
OG0000296	Prau.g_00219	Praq.g_01784
OG0000297	Prau.g_00220	Praq.g_01783
OG0000298	Prau.g_00221	Praq.g_01782
OG0000299	Prau.g_00222	Praq.g_01781
OG0000300	Prau.g_00223	Praq.g_01780
OG0000301	Prau.g_00224	Praq.g_01779
OG0000302	Prau.g_00225	Praq.g_01778
OG0000303	Prau.g_00226	Praq.g_01777
OG0000304	Prau.g_00227	Praq.g_01776
OG0000305	Prau.g_00228	Praq.g_01775
OG0000306	Prau.g_00229	Praq.g_01774
OG0000307	Prau.g_00230	Praq.g_01773
OG0000308	Prau.g_00231	Praq.g_01772
OG0000309	Prau.g_00232	Praq.g_01771
OG0000310	Prau.g_00233	Praq.g_01770
OG0000311	Prau.g_00234	Praq.g_01769
OG0000312	Prau.g_00236	Praq.g_01767
OG0000313	Prau.g_00237	Praq.g_01766
OG0000314	Prau.g_00240	Praq.g_01763
OG0000315	Prau.g_00241	Praq.g_01762
OG0000316	Prau.g_00244	Praq.g_01760
OG0000317	Prau.g_00246	Praq.g_01758
OG0000318	Prau.g_00247	Praq.g_01757
OG0000319	Prau.g_00248	Praq.g_01756
OG0000320	Prau.g_00249	Praq.g_01755
OG0000321	Prau.g_00252	Praq.g_01752
OG0000322	Prau.g_00255	Praq.g_01750
OG0000323	Prau.g_00256	Praq.g_01749
OG0000324	Prau.g_00259	Praq.g_01746
OG0000325	Prau.g_00261	Praq.g_01744
OG0000326	Prau.g_00262	Praq.g_01743
OG0000327	Prau.g_00264	Praq.g_01741
OG0000328	Prau.g_00265	Praq.g_01740
OG0000329	Prau.g_00266	Praq.g_01739
OG0000330	Prau.g_00267	Praq.g_01738
OG0000331	Prau.g_00268	Praq.g_01737
OG0000332	Prau.g_00269	Praq.g_01736
OG0000333	Prau.g_00270	Praq.g_01735
OG0000334	Prau.g_00271	Praq.g_01734
OG0000335	Prau.g_00272	Praq.g_01733
OG0000336	Prau.g_00273	Praq.g_01732
OG0000337	Prau.g_00277	Praq.g_01728
OG0000338	Prau.g_00278	Praq.g_01727
OG0000339	Prau.g_00279	Praq.g_01726
OG0000340	Prau.g_00280	Praq.g_01725
OG0000341	Prau.g_00284	Praq.g_01721
OG0000342	Prau.g_00285	Praq.g_01719
OG0000343	Prau.g_00287	Praq.g_01717
OG0000344	Prau.g_00288	Praq.g_01716
OG0000345	Prau.g_00289	Praq.g_01715
OG0000346	Prau.g_00290	Praq.g_01714
OG0000347	Prau.g_00291	Praq.g_01713
OG0000348	Prau.g_00292	Praq.g_01712
OG0000349	Prau.g_00293	Praq.g_01711
OG0000350	Prau.g_00294	Praq.g_01710
OG0000351	Prau.g_00297	Praq.g_01707
OG0000352	Prau.g_00300	Praq.g_01704
OG0000353	Prau.g_00301	Praq.g_01703
OG0000354	Prau.g_00302	Praq.g_01702
OG0000355	Prau.g_00303	Praq.g_01701
OG0000356	Prau.g_00304	Praq.g_01700
OG0000357	Prau.g_00305	Praq.g_01699
OG0000358	Prau.g_00306	Praq.g_01698
OG0000359	Prau.g_00307	Praq.g_01697
OG0000360	Prau.g_00310	Praq.g_01694
OG0000361	Prau.g_00311	Praq.g_01693
OG0000362	Prau.g_00312	Praq.g_01692
OG0000363	Prau.g_00313	Praq.g_01691
OG0000364	Prau.g_00314	Praq.g_01690
OG0000365	Prau.g_00315	Praq.g_01689
OG0000366	Prau.g_00316	Praq.g_01688
OG0000367	Prau.g_00317	Praq.g_01687
OG0000368	Prau.g_00318	Praq.g_01686
OG0000369	Prau.g_00319	Praq.g_01685
OG0000370	Prau.g_00320	Praq.g_01684
OG0000371	Prau.g_00321	Praq.g_01683
OG0000372	Prau.g_00323	Praq.g_01681
OG0000373	Prau.g_00325	Praq.g_01679
OG0000374	Prau.g_00326	Praq.g_01678
OG0000375	Prau.g_00327	Praq.g_01677
OG0000376	Prau.g_00329	Praq.g_01675
OG0000377	Prau.g_00330	Praq.g_01674
OG0000378	Prau.g_00331	Praq.g_01673
OG0000379	Prau.g_00336	Praq.g_01211
OG0000380	Prau.g_00337	Praq.g_01210
OG0000381	Prau.g_00338	Praq.g_01209
OG0000382	Prau.g_00340	Praq.g_01207
OG0000383	Prau.g_00343	Praq.g_01204
OG0000384	Prau.g_00344	Praq.g_01203
OG0000385	Prau.g_00347	Praq.g_01200
OG0000386	Prau.g_00348	Praq.g_01199
OG0000387	Prau.g_00349	Praq.g_01198
OG0000388	Prau.g_00350	Praq.g_01197
OG0000389	Prau.g_00351	Praq.g_01196
OG0000390	Prau.g_00352	Praq.g_01195
OG0000391	Prau.g_00353	Praq.g_01194
OG0000392	Prau.g_00354	Praq.g_01193
OG0000393	Prau.g_00357	Praq.g_01189
OG0000394	Prau.g_00358	Praq.g_01188
OG0000395	Prau.g_00360	Praq.g_01186
OG0000396	Prau.g_00361	Praq.g_01185
OG0000397	Prau.g_00374	Praq.g_01172
OG0000398	Prau.g_00382	Praq.g_01164
OG0000399	Prau.g_00383	Praq.g_01163
OG0000400	Prau.g_00389	Praq.g_01158
OG0000401	Prau.g_00472	Praq.g_01126
OG0000402	Prau.g_00473	Praq.g_01125
OG0000403	Prau.g_00474	Praq.g_01124
OG0000404	Prau.g_00476	Praq.g_01122
OG0000405	Prau.g_00477	Praq.g_01121
OG0000406	Prau.g_00479	Praq.g_01119
OG0000407	Prau.g_00480	Praq.g_01118
OG0000408	Prau.g_00481	Praq.g_01117
OG0000409	Prau.g_00482	Praq.g_01116
OG0000410	Prau.g_00483	Praq.g_01115
OG0000411	Prau.g_00484	Praq.g_01114
OG0000412	Prau.g_00485	Praq.g_01113
OG0000413	Prau.g_00486	Praq.g_01112
OG0000414	Prau.g_00487	Praq.g_01111
OG0000415	Prau.g_00488	Praq.g_01110
OG0000416	Prau.g_00489	Praq.g_01109
OG0000417	Prau.g_00490	Praq.g_01108
OG0000418	Prau.g_00491	Praq.g_01107
OG0000419	Prau.g_00492	Praq.g_00500
OG0000420	Prau.g_00493	Praq.g_00501
OG0000421	Prau.g_00494	Praq.g_00502
OG0000422	Prau.g_00496	Praq.g_00504
OG0000423	Prau.g_00497	Praq.g_00505
OG0000424	Prau.g_00499	Praq.g_00507
OG0000425	Prau.g_00503	Praq.g_00511
OG0000426	Prau.g_00504	Praq.g_00512
OG0000427	Prau.g_00505	Praq.g_00513
OG0000428	Prau.g_00506	Praq.g_00514
OG0000429	Prau.g_00507	Praq.g_00515
OG0000430	Prau.g_00512	Praq.g_00522
OG0000431	Prau.g_00514	Praq.g_00524
OG0000432	Prau.g_00515	Praq.g_00525
OG0000433	Prau.g_00518	Praq.g_00528
OG0000434	Prau.g_00519	Praq.g_00529
OG0000435	Prau.g_00520	Praq.g_00530
OG0000436	Prau.g_00522	Praq.g_00532
OG0000437	Prau.g_00524	Praq.g_00534
OG0000438	Prau.g_00525	Praq.g_00535
OG0000439	Prau.g_00526	Praq.g_00536
OG0000440	Prau.g_00528	Praq.g_00538
OG0000441	Prau.g_00529	Praq.g_00539
OG0000442	Prau.g_00530	Praq.g_00540
OG0000443	Prau.g_00531	Praq.g_00541
OG0000444	Prau.g_00532	Praq.g_00542
OG0000445	Prau.g_00533	Praq.g_00543
OG0000446	Prau.g_00534	Praq.g_00544
OG0000447	Prau.g_00535	Praq.g_00545
OG0000448	Prau.g_00536	Praq.g_00546
OG0000449	Prau.g_00541	Praq.g_01102
OG0000450	Prau.g_00542	Praq.g_01101
OG0000451	Prau.g_00543	Praq.g_01100
OG0000452	Prau.g_00544	Praq.g_01099
OG0000453	Prau.g_00546	Praq.g_01097
OG0000454	Prau.g_00547	Praq.g_01096
OG0000455	Prau.g_00548	Praq.g_01095
OG0000456	Prau.g_00549	Praq.g_01094
OG0000457	Prau.g_00551	Praq.g_01092
OG0000458	Prau.g_00553	Praq.g_01090
OG0000459	Prau.g_00554	Praq.g_01089
OG0000460	Prau.g_00556	Praq.g_01087
OG0000461	Prau.g_00557	Praq.g_01086
OG0000462	Prau.g_00558	Praq.g_01085
OG0000463	Prau.g_00559	Praq.g_01084
OG0000464	Prau.g_00564	Praq.g_01079
OG0000465	Prau.g_00565	Praq.g_01077
OG0000466	Prau.g_00566	Praq.g_01076
OG0000467	Prau.g_00567	Praq.g_01075
OG0000468	Prau.g_00568	Praq.g_01074
OG0000469	Prau.g_00569	Praq.g_01073
OG0000470	Prau.g_00570	Praq.g_01072
OG0000471	Prau.g_00571	Praq.g_01071
OG0000472	Prau.g_00574	Praq.g_01068
OG0000473	Prau.g_00575	Praq.g_01067
OG0000474	Prau.g_00576	Praq.g_01066
OG0000475	Prau.g_00577	Praq.g_01065
OG0000476	Prau.g_00578	Praq.g_01064
OG0000477	Prau.g_00580	Praq.g_01062
OG0000478	Prau.g_00581	Praq.g_01061
OG0000479	Prau.g_00582	Praq.g_01060
OG0000480	Prau.g_00584	Praq.g_01058
OG0000481	Prau.g_00585	Praq.g_01057
OG0000482	Prau.g_00586	Praq.g_01056
OG0000483	Prau.g_00587	Praq.g_01055
OG0000484	Prau.g_00588	Praq.g_01054
OG0000485	Prau.g_00589	Praq.g_01053
OG0000486	Prau.g_00590	Praq.g_01052
OG0000487	Prau.g_00591	Praq.g_01051
OG0000488	Prau.g_00593	Praq.g_01049
OG0000489	Prau.g_00594	Praq.g_01048
OG0000490	Prau.g_00595	Praq.g_01047
OG0000491	Prau.g_00596	Praq.g_01046
OG0000492	Prau.g_00597	Praq.g_01045
OG0000493	Prau.g_00598	Praq.g_01044
OG0000494	Prau.g_00600	Praq.g_01042
OG0000495	Prau.g_00601	Praq.g_01041
OG0000496	Prau.g_00602	Praq.g_01040
OG0000497	Prau.g_00603	Praq.g_01039
OG0000498	Prau.g_00604	Praq.g_01038
OG0000499	Prau.g_00606	Praq.g_01036
OG0000500	Prau.g_00607	Praq.g_01035
OG0000501	Prau.g_00609	Praq.g_01033
OG0000502	Prau.g_00610	Praq.g_01032
OG0000503	Prau.g_00611	Praq.g_01031
OG0000504	Prau.g_00612	Praq.g_01030
OG0000505	Prau.g_00613	Praq.g_01029
OG0000506	Prau.g_00614	Praq.g_01028
OG0000507	Prau.g_00615	Praq.g_01027
OG0000508	Prau.g_00617	Praq.g_01025
OG0000509	Prau.g_00618	Praq.g_01024
OG0000510	Prau.g_00619	Praq.g_01023
OG0000511	Prau.g_00620	Praq.g_01022
OG0000512	Prau.g_00621	Praq.g_01021
OG0000513	Prau.g_00622	Praq.g_01020
OG0000514	Prau.g_00623	Praq.g_01019
OG0000515	Prau.g_00625	Praq.g_01017
OG0000516	Prau.g_00626	Praq.g_01016
OG0000517	Prau.g_00627	Praq.g_01015
OG0000518	Prau.g_00629	Praq.g_01012
OG0000519	Prau.g_00630	Praq.g_01010
OG0000520	Prau.g_00631	Praq.g_01009
OG0000521	Prau.g_00632	Praq.g_01008
OG0000522	Prau.g_00633	Praq.g_01007
OG0000523	Prau.g_00634	Praq.g_01006
OG0000524	Prau.g_00635	Praq.g_01005
OG0000525	Prau.g_00637	Praq.g_01003
OG0000526	Prau.g_00638	Praq.g_01002
OG0000527	Prau.g_00639	Praq.g_01001
OG0000528	Prau.g_00640	Praq.g_01000
OG0000529	Prau.g_00641	Praq.g_00999
OG0000530	Prau.g_00642	Praq.g_00998
OG0000531	Prau.g_00643	Praq.g_00997
OG0000532	Prau.g_00644	Praq.g_00996
OG0000533	Prau.g_00645	Praq.g_00995
OG0000534	Prau.g_00646	Praq.g_00994
OG0000535	Prau.g_00647	Praq.g_00993
OG0000536	Prau.g_00648	Praq.g_00992
OG0000537	Prau.g_00649	Praq.g_00991
OG0000538	Prau.g_00650	Praq.g_00990
OG0000539	Prau.g_00651	Praq.g_00989
OG0000540	Prau.g_00652	Praq.g_00988
OG0000541	Prau.g_00653	Praq.g_00987
OG0000542	Prau.g_00654	Praq.g_00986
OG0000543	Prau.g_00655	Praq.g_00985
OG0000544	Prau.g_00656	Praq.g_00984
OG0000545	Prau.g_00661	Praq.g_00981
OG0000546	Prau.g_00662	Praq.g_00980
OG0000547	Prau.g_00664	Praq.g_00978
OG0000548	Prau.g_00665	Praq.g_00977
OG0000549	Prau.g_00666	Praq.g_00976
OG0000550	Prau.g_00667	Praq.g_00975
OG0000551	Prau.g_00668	Praq.g_00974
OG0000552	Prau.g_00669	Praq.g_00973
OG0000553	Prau.g_00670	Praq.g_00972
OG0000554	Prau.g_00671	Praq.g_00971
OG0000555	Prau.g_00672	Praq.g_00970
OG0000556	Prau.g_00673	Praq.g_00969
OG0000557	Prau.g_00674	Praq.g_00968
OG0000558	Prau.g_00675	Praq.g_00967
