Orthogroup	Prau	Pram
OG0000235	Prau.g_00146	Pram.g_00130
OG0000236	Prau.g_00147	Pram.g_00131
OG0000237	Prau.g_00148	Pram.g_00132
OG0000238	Prau.g_00149	Pram.g_00133
OG0000239	Prau.g_00150	Pram.g_00134
OG0000240	Prau.g_00152	Pram.g_00136
OG0000241	Prau.g_00153	Pram.g_00137
OG0000242	Prau.g_00154	Pram.g_00138
OG0000243	Prau.g_00155	Pram.g_00139
OG0000244	Prau.g_00156	Pram.g_00140
OG0000245	Prau.g_00157	Pram.g_00141
OG0000246	Prau.g_00159	Pram.g_00143
OG0000247	Prau.g_00160	Pram.g_00144
OG0000248	Prau.g_00161	Pram.g_00145
OG0000249	Prau.g_00162	Pram.g_00146
OG0000250	Prau.g_00163	Pram.g_00147
OG0000251	Prau.g_00164	Pram.g_00148
OG0000252	Prau.g_00165	Pram.g_00149
OG0000253	Prau.g_00166	Pram.g_00150
OG0000254	Prau.g_00168	Pram.g_00152
OG0000255	Prau.g_00169	Pram.g_00153
OG0000256	Prau.g_00172	Pram.g_00156
OG0000257	Prau.g_00174	Pram.g_00157
OG0000258	Prau.g_00175	Pram.g_00158
OG0000259	Prau.g_00176	Pram.g_00159
OG0000260	Prau.g_00177	Pram.g_00160
OG0000261	Prau.g_00178	Pram.g_00161
OG0000262	Prau.g_00179	Pram.g_00162
OG0000263	Prau.g_00180	Pram.g_00163
OG0000264	Prau.g_00182	Pram.g_00165
OG0000265	Prau.g_00183	Pram.g_00166
OG0000266	Prau.g_00184	Pram.g_00167
OG0000267	Prau.g_00186	Pram.g_00169
OG0000268	Prau.g_00187	Pram.g_00171
OG0000269	Prau.g_00188	Pram.g_00172
OG0000270	Prau.g_00189	Pram.g_00173
OG0000271	Prau.g_00190	Pram.g_00174
OG0000272	Prau.g_00191	Pram.g_00175
OG0000273	Prau.g_00192	Pram.g_00176
OG0000274	Prau.g_00193	Pram.g_00177
OG0000275	Prau.g_00194	Pram.g_00178
OG0000276	Prau.g_00195	Pram.g_00179
OG0000277	Prau.g_00196	Pram.g_00180
OG0000278	Prau.g_00197	Pram.g_00181
OG0000279	Prau.g_00198	Pram.g_00182
OG0000280	Prau.g_00199	Pram.g_00183
OG0000281	Prau.g_00201	Pram.g_00185
OG0000282	Prau.g_00202	Pram.g_00186
OG0000283	Prau.g_00205	Pram.g_00189
OG0000284	Prau.g_00206	Pram.g_00190
OG0000285	Prau.g_00207	Pram.g_00191
OG0000286	Prau.g_00209	Pram.g_00193
OG0000287	Prau.g_00210	Pram.g_00194
OG0000288	Prau.g_00211	Pram.g_00195
OG0000289	Prau.g_00212	Pram.g_00196
OG0000290	Prau.g_00213	Pram.g_00197
OG0000291	Prau.g_00214	Pram.g_00198
OG0000292	Prau.g_00215	Pram.g_00199
OG0000293	Prau.g_00216	Pram.g_00200
OG0000294	Prau.g_00217	Pram.g_00201
OG0000295	Prau.g_00218	Pram.g_00202
OG0000296	Prau.g_00219	Pram.g_00203
OG0000297	Prau.g_00220	Pram.g_00204
OG0000298	Prau.g_00221	Pram.g_00205
OG0000299	Prau.g_00222	Pram.g_00206
OG0000300	Prau.g_00223	Pram.g_00207
OG0000301	Prau.g_00224	Pram.g_00208
OG0000302	Prau.g_00225	Pram.g_00209
OG0000303	Prau.g_00226	Pram.g_00210
OG0000304	Prau.g_00227	Pram.g_00212
OG0000305	Prau.g_00228	Pram.g_00213
OG0000306	Prau.g_00229	Pram.g_00214
OG0000307	Prau.g_00230	Pram.g_00216
OG0000308	Prau.g_00231	Pram.g_00217
OG0000309	Prau.g_00232	Pram.g_00218
OG0000310	Prau.g_00233	Pram.g_00219
OG0000311	Prau.g_00234	Pram.g_00220
OG0000312	Prau.g_00236	Pram.g_00222
OG0000313	Prau.g_00237	Pram.g_00223
OG0000314	Prau.g_00240	Pram.g_00227
OG0000315	Prau.g_00241	Pram.g_00228
OG0000316	Prau.g_00244	Pram.g_00230
OG0000317	Prau.g_00246	Pram.g_00232
OG0000318	Prau.g_00247	Pram.g_00233
OG0000319	Prau.g_00248	Pram.g_00234
OG0000320	Prau.g_00249	Pram.g_00235
OG0000321	Prau.g_00252	Pram.g_00238
OG0000322	Prau.g_00255	Pram.g_00242
OG0000323	Prau.g_00256	Pram.g_00243
OG0000324	Prau.g_00259	Pram.g_00246
OG0000325	Prau.g_00261	Pram.g_00247
OG0000326	Prau.g_00262	Pram.g_00248
OG0000327	Prau.g_00264	Pram.g_00250
OG0000328	Prau.g_00265	Pram.g_00251
OG0000329	Prau.g_00266	Pram.g_00252
OG0000330	Prau.g_00267	Pram.g_00253
OG0000331	Prau.g_00268	Pram.g_00254
OG0000332	Prau.g_00269	Pram.g_00255
OG0000333	Prau.g_00270	Pram.g_00256
OG0000334	Prau.g_00271	Pram.g_00257
OG0000335	Prau.g_00272	Pram.g_00258
OG0000336	Prau.g_00273	Pram.g_00260
OG0000337	Prau.g_00277	Pram.g_00263
OG0000338	Prau.g_00278	Pram.g_00264
OG0000339	Prau.g_00279	Pram.g_00265
OG0000340	Prau.g_00280	Pram.g_00266
OG0000341	Prau.g_00284	Pram.g_00270
OG0000342	Prau.g_00285	Pram.g_00271
OG0000343	Prau.g_00287	Pram.g_00274
OG0000344	Prau.g_00288	Pram.g_00275
OG0000345	Prau.g_00289	Pram.g_00276
OG0000346	Prau.g_00290	Pram.g_00277
OG0000347	Prau.g_00291	Pram.g_00278
OG0000348	Prau.g_00292	Pram.g_00280
OG0000349	Prau.g_00293	Pram.g_00281
OG0000350	Prau.g_00294	Pram.g_00282
OG0000351	Prau.g_00297	Pram.g_00284
OG0000352	Prau.g_00300	Pram.g_00287
OG0000353	Prau.g_00301	Pram.g_00288
OG0000354	Prau.g_00302	Pram.g_00289
OG0000355	Prau.g_00303	Pram.g_00290
OG0000356	Prau.g_00304	Pram.g_00291
OG0000357	Prau.g_00305	Pram.g_00292
OG0000358	Prau.g_00306	Pram.g_00293
OG0000359	Prau.g_00307	Pram.g_00294
OG0000360	Prau.g_00310	Pram.g_00296
OG0000361	Prau.g_00311	Pram.g_00297
OG0000362	Prau.g_00312	Pram.g_00298
OG0000363	Prau.g_00313	Pram.g_00299
OG0000364	Prau.g_00314	Pram.g_00300
OG0000365	Prau.g_00315	Pram.g_00301
OG0000366	Prau.g_00316	Pram.g_00302
OG0000367	Prau.g_00317	Pram.g_00303
OG0000368	Prau.g_00318	Pram.g_00304
OG0000369	Prau.g_00319	Pram.g_00305
OG0000370	Prau.g_00320	Pram.g_00306
OG0000371	Prau.g_00321	Pram.g_00307
OG0000372	Prau.g_00323	Pram.g_00309
OG0000373	Prau.g_00325	Pram.g_00311
OG0000374	Prau.g_00326	Pram.g_00312
OG0000375	Prau.g_00327	Pram.g_00313
OG0000376	Prau.g_00329	Pram.g_00315
OG0000377	Prau.g_00330	Pram.g_00321
OG0000378	Prau.g_00331	Pram.g_00322
OG0000379	Prau.g_00336	Pram.g_00328
OG0000380	Prau.g_00337	Pram.g_00330
OG0000381	Prau.g_00338	Pram.g_00331
OG0000382	Prau.g_00340	Pram.g_00332
OG0000383	Prau.g_00343	Pram.g_00336
OG0000384	Prau.g_00344	Pram.g_00337
OG0000385	Prau.g_00347	Pram.g_00340
OG0000386	Prau.g_00348	Pram.g_00341
OG0000387	Prau.g_00349	Pram.g_00342
OG0000388	Prau.g_00350	Pram.g_00343
OG0000389	Prau.g_00351	Pram.g_00344
OG0000390	Prau.g_00352	Pram.g_00345
OG0000391	Prau.g_00353	Pram.g_00346
OG0000392	Prau.g_00354	Pram.g_00347
OG0000393	Prau.g_00357	Pram.g_00351
OG0000394	Prau.g_00358	Pram.g_00352
OG0000395	Prau.g_00360	Pram.g_00355
OG0000396	Prau.g_00361	Pram.g_00864
OG0000397	Prau.g_00374	Pram.g_01184
OG0000398	Prau.g_00382	Pram.g_01537
OG0000399	Prau.g_00383	Pram.g_01177
OG0000400	Prau.g_00389	Pram.g_01696
OG0000401	Prau.g_00472	Pram.g_00366
OG0000402	Prau.g_00473	Pram.g_00367
OG0000403	Prau.g_00474	Pram.g_00368
OG0000404	Prau.g_00476	Pram.g_00370
OG0000405	Prau.g_00477	Pram.g_00371
OG0000406	Prau.g_00479	Pram.g_00373
OG0000407	Prau.g_00480	Pram.g_00374
OG0000408	Prau.g_00481	Pram.g_00375
OG0000409	Prau.g_00482	Pram.g_00376
OG0000410	Prau.g_00483	Pram.g_00377
OG0000411	Prau.g_00484	Pram.g_00378
OG0000412	Prau.g_00485	Pram.g_00379
OG0000413	Prau.g_00486	Pram.g_00380
OG0000414	Prau.g_00487	Pram.g_00381
OG0000415	Prau.g_00488	Pram.g_00382
OG0000416	Prau.g_00489	Pram.g_00383
OG0000417	Prau.g_00490	Pram.g_00384
OG0000418	Prau.g_00491	Pram.g_00385
OG0000419	Prau.g_00492	Pram.g_00386
OG0000420	Prau.g_00493	Pram.g_00387
OG0000421	Prau.g_00494	Pram.g_00393
OG0000422	Prau.g_00496	Pram.g_00395
OG0000423	Prau.g_00497	Pram.g_00396
OG0000424	Prau.g_00499	Pram.g_00397
OG0000425	Prau.g_00503	Pram.g_00400
OG0000426	Prau.g_00504	Pram.g_00401
OG0000427	Prau.g_00505	Pram.g_00402
OG0000428	Prau.g_00506	Pram.g_00404
OG0000429	Prau.g_00507	Pram.g_00406
OG0000430	Prau.g_00512	Pram.g_00407
OG0000431	Prau.g_00514	Pram.g_00409
OG0000432	Prau.g_00515	Pram.g_00410
OG0000433	Prau.g_00518	Pram.g_00413
OG0000434	Prau.g_00519	Pram.g_00414
OG0000435	Prau.g_00520	Pram.g_00415
OG0000436	Prau.g_00522	Pram.g_00417
OG0000437	Prau.g_00524	Pram.g_00419
OG0000438	Prau.g_00525	Pram.g_00420
OG0000439	Prau.g_00526	Pram.g_00421
OG0000440	Prau.g_00528	Pram.g_00423
OG0000441	Prau.g_00529	Pram.g_00424
OG0000442	Prau.g_00530	Pram.g_00425
OG0000443	Prau.g_00531	Pram.g_00426
OG0000444	Prau.g_00532	Pram.g_00427
OG0000445	Prau.g_00533	Pram.g_00428
OG0000446	Prau.g_00534	Pram.g_00429
OG0000447	Prau.g_00535	Pram.g_00430
OG0000448	Prau.g_00536	Pram.g_00431
OG0000449	Prau.g_00541	Pram.g_00438
OG0000450	Prau.g_00542	Pram.g_00439
OG0000451	Prau.g_00543	Pram.g_00440
OG0000452	Prau.g_00544	Pram.g_00441
OG0000453	Prau.g_00546	Pram.g_00442
OG0000454	Prau.g_00547	Pram.g_00443
OG0000455	Prau.g_00548	Pram.g_00444
OG0000456	Prau.g_00549	Pram.g_00445
OG0000457	Prau.g_00551	Pram.g_00447
OG0000458	Prau.g_00553	Pram.g_00449
OG0000459	Prau.g_00554	Pram.g_00450
OG0000460	Prau.g_00556	Pram.g_00452
OG0000461	Prau.g_00557	Pram.g_00453
OG0000462	Prau.g_00558	Pram.g_00454
OG0000463	Prau.g_00559	Pram.g_00456
OG0000464	Prau.g_00564	Pram.g_00461
OG0000465	Prau.g_00565	Pram.g_00462
OG0000466	Prau.g_00566	Pram.g_00463
OG0000467	Prau.g_00567	Pram.g_00464
OG0000468	Prau.g_00568	Pram.g_00465
OG0000469	Prau.g_00569	Pram.g_00466
OG0000470	Prau.g_00570	Pram.g_00468
OG0000471	Prau.g_00571	Pram.g_00469
OG0000472	Prau.g_00574	Pram.g_00472
OG0000473	Prau.g_00575	Pram.g_00473
OG0000474	Prau.g_00576	Pram.g_00474
OG0000475	Prau.g_00577	Pram.g_00475
OG0000476	Prau.g_00578	Pram.g_00476
OG0000477	Prau.g_00580	Pram.g_00477
OG0000478	Prau.g_00581	Pram.g_00478
OG0000479	Prau.g_00582	Pram.g_00479
OG0000480	Prau.g_00584	Pram.g_00481
OG0000481	Prau.g_00585	Pram.g_00482
OG0000482	Prau.g_00586	Pram.g_00483
OG0000483	Prau.g_00587	Pram.g_00484
OG0000484	Prau.g_00588	Pram.g_00485
OG0000485	Prau.g_00589	Pram.g_00486
OG0000486	Prau.g_00590	Pram.g_00487
OG0000487	Prau.g_00591	Pram.g_00488
OG0000488	Prau.g_00593	Pram.g_00490
OG0000489	Prau.g_00594	Pram.g_00491
OG0000490	Prau.g_00595	Pram.g_00492
OG0000491	Prau.g_00596	Pram.g_00493
OG0000492	Prau.g_00597	Pram.g_00494
OG0000493	Prau.g_00598	Pram.g_00495
OG0000494	Prau.g_00600	Pram.g_00497
OG0000495	Prau.g_00601	Pram.g_00498
OG0000496	Prau.g_00602	Pram.g_00500
OG0000497	Prau.g_00603	Pram.g_00502
OG0000498	Prau.g_00604	Pram.g_00503
OG0000499	Prau.g_00606	Pram.g_00505
OG0000500	Prau.g_00607	Pram.g_00506
OG0000501	Prau.g_00609	Pram.g_00508
OG0000502	Prau.g_00610	Pram.g_00509
OG0000503	Prau.g_00611	Pram.g_00510
OG0000504	Prau.g_00612	Pram.g_00511
OG0000505	Prau.g_00613	Pram.g_00512
OG0000506	Prau.g_00614	Pram.g_00513
OG0000507	Prau.g_00615	Pram.g_00514
OG0000508	Prau.g_00617	Pram.g_00516
OG0000509	Prau.g_00618	Pram.g_00517
OG0000510	Prau.g_00619	Pram.g_00518
OG0000511	Prau.g_00620	Pram.g_00519
OG0000512	Prau.g_00621	Pram.g_00520
OG0000513	Prau.g_00622	Pram.g_00521
OG0000514	Prau.g_00623	Pram.g_00522
OG0000515	Prau.g_00625	Pram.g_00523
OG0000516	Prau.g_00626	Pram.g_00524
OG0000517	Prau.g_00627	Pram.g_00525
OG0000518	Prau.g_00629	Pram.g_00528
OG0000519	Prau.g_00630	Pram.g_00529
OG0000520	Prau.g_00631	Pram.g_00530
OG0000521	Prau.g_00632	Pram.g_00531
OG0000522	Prau.g_00633	Pram.g_00532
OG0000523	Prau.g_00634	Pram.g_00533
OG0000524	Prau.g_00635	Pram.g_00534
OG0000525	Prau.g_00637	Pram.g_00536
OG0000526	Prau.g_00638	Pram.g_00537
OG0000527	Prau.g_00639	Pram.g_00538
OG0000528	Prau.g_00640	Pram.g_00539
OG0000529	Prau.g_00641	Pram.g_00540
OG0000530	Prau.g_00642	Pram.g_00541
OG0000531	Prau.g_00643	Pram.g_00543
OG0000532	Prau.g_00644	Pram.g_00544
OG0000533	Prau.g_00645	Pram.g_00545
OG0000534	Prau.g_00646	Pram.g_00546
OG0000535	Prau.g_00647	Pram.g_00547
OG0000536	Prau.g_00648	Pram.g_00548
OG0000537	Prau.g_00649	Pram.g_00549
OG0000538	Prau.g_00650	Pram.g_00550
OG0000539	Prau.g_00651	Pram.g_00551
OG0000540	Prau.g_00652	Pram.g_00552
OG0000541	Prau.g_00653	Pram.g_00553
OG0000542	Prau.g_00654	Pram.g_00554
OG0000543	Prau.g_00655	Pram.g_00555
OG0000544	Prau.g_00656	Pram.g_00556
OG0000545	Prau.g_00661	Pram.g_00559
OG0000546	Prau.g_00662	Pram.g_00560
OG0000547	Prau.g_00664	Pram.g_00562
OG0000548	Prau.g_00665	Pram.g_00564
OG0000549	Prau.g_00666	Pram.g_00565
OG0000550	Prau.g_00667	Pram.g_00566
OG0000551	Prau.g_00668	Pram.g_00568
OG0000552	Prau.g_00669	Pram.g_00569
OG0000553	Prau.g_00670	Pram.g_01080
OG0000554	Prau.g_00671	Pram.g_01079
OG0000555	Prau.g_00672	Pram.g_01078
OG0000556	Prau.g_00673	Pram.g_01077
OG0000557	Prau.g_00674	Pram.g_01076
OG0000558	Prau.g_00675	Pram.g_01075
OG0000559	Prau.g_00676	Pram.g_01074
OG0000560	Prau.g_00678	Pram.g_01073
OG0000561	Prau.g_00679	Pram.g_01072
OG0000562	Prau.g_00680	Pram.g_01070
OG0000563	Prau.g_00681	Pram.g_01069
OG0000564	Prau.g_00682	Pram.g_01068
OG0000565	Prau.g_00683	Pram.g_01067
OG0000566	Prau.g_00684	Pram.g_01066
OG0000567	Prau.g_00685	Pram.g_01065
OG0000568	Prau.g_00686	Pram.g_01064
OG0000569	Prau.g_00687	Pram.g_01063
OG0000570	Prau.g_00688	Pram.g_01062
OG0000571	Prau.g_00689	Pram.g_01061
OG0000572	Prau.g_00690	Pram.g_01060
OG0000573	Prau.g_00693	Pram.g_01057
OG0000574	Prau.g_00694	Pram.g_01056
OG0000575	Prau.g_00695	Pram.g_01055
OG0000576	Prau.g_00696	Pram.g_01054
OG0000577	Prau.g_00697	Pram.g_01053
OG0000578	Prau.g_00698	Pram.g_01052
OG0000579	Prau.g_00699	Pram.g_01051
OG0000580	Prau.g_00700	Pram.g_01050
OG0000581	Prau.g_00701	Pram.g_01049
OG0000582	Prau.g_00702	Pram.g_01048
