Orthogroup	Syai	Prbj
OG0000353	Syai.g_02932	Prbj.g_02072
OG0000354	Syai.g_00680	Prbj.g_02104
OG0000354	Syai.g_00019	Prbj.g_01186
OG0000355	Syai.g_00001	Prbj.g_02074
OG0000356	Syai.g_00002	Prbj.g_02075
OG0000357	Syai.g_00003	Prbj.g_02076
OG0000358	Syai.g_00007	Prbj.g_02080
OG0000359	Syai.g_00009	Prbj.g_02082
OG0000360	Syai.g_00010	Prbj.g_02083
OG0000361	Syai.g_00011	Prbj.g_02084
OG0000362	Syai.g_00013	Prbj.g_02086
OG0000363	Syai.g_00015	Prbj.g_01182
OG0000364	Syai.g_00016	Prbj.g_01183
OG0000365	Syai.g_00027	Prbj.g_01192
OG0000366	Syai.g_00028	Prbj.g_01193
OG0000367	Syai.g_00029	Prbj.g_01194
OG0000368	Syai.g_00031	Prbj.g_01196
OG0000369	Syai.g_00032	Prbj.g_01197
OG0000370	Syai.g_00033	Prbj.g_01198
OG0000371	Syai.g_00041	Prbj.g_01207
OG0000372	Syai.g_00047	Prbj.g_01212
OG0000373	Syai.g_00048	Prbj.g_01213
OG0000374	Syai.g_00049	Prbj.g_01214
OG0000375	Syai.g_00053	Prbj.g_01215
OG0000376	Syai.g_00055	Prbj.g_01217
OG0000377	Syai.g_02769	Prbj.g_01950
OG0000378	Syai.g_02751	Prbj.g_01936
OG0000379	Syai.g_02733	Prbj.g_01920
OG0000380	Syai.g_02472	Prbj.g_00561
OG0000381	Syai.g_02475	Prbj.g_00565
OG0000382	Syai.g_02493	Prbj.g_00580
OG0000383	Syai.g_02498	Prbj.g_00582
OG0000384	Syai.g_02499	Prbj.g_00583
OG0000385	Syai.g_02500	Prbj.g_00584
OG0000386	Syai.g_02501	Prbj.g_00585
OG0000387	Syai.g_02534	Prbj.g_00611
OG0000388	Syai.g_02538	Prbj.g_00615
OG0000389	Syai.g_02542	Prbj.g_00619
OG0000390	Syai.g_02556	Prbj.g_01551
OG0000391	Syai.g_02561	Prbj.g_01556
OG0000392	Syai.g_02568	Prbj.g_01562
OG0000393	Syai.g_02570	Prbj.g_01567
OG0000394	Syai.g_02571	Prbj.g_01568
OG0000395	Syai.g_02572	Prbj.g_01569
OG0000396	Syai.g_02575	Prbj.g_01530
OG0000397	Syai.g_02577	Prbj.g_01532
OG0000398	Syai.g_02582	Prbj.g_01537
OG0000399	Syai.g_02583	Prbj.g_01538
OG0000400	Syai.g_02584	Prbj.g_01539
OG0000401	Syai.g_02585	Prbj.g_01540
OG0000402	Syai.g_02588	Prbj.g_01542
OG0000403	Syai.g_02589	Prbj.g_01543
OG0000404	Syai.g_02590	Prbj.g_01545
OG0000405	Syai.g_02606	Prbj.g_00545
OG0000406	Syai.g_02610	Prbj.g_00541
OG0000407	Syai.g_02611	Prbj.g_00540
OG0000408	Syai.g_02613	Prbj.g_00538
OG0000409	Syai.g_02615	Prbj.g_00536
OG0000410	Syai.g_02616	Prbj.g_00535
OG0000411	Syai.g_02617	Prbj.g_00534
OG0000412	Syai.g_02618	Prbj.g_00533
OG0000413	Syai.g_02620	Prbj.g_00531
OG0000414	Syai.g_02621	Prbj.g_00530
OG0000415	Syai.g_02622	Prbj.g_00529
OG0000416	Syai.g_02623	Prbj.g_00528
OG0000417	Syai.g_02624	Prbj.g_00527
OG0000418	Syai.g_02629	Prbj.g_00522
OG0000419	Syai.g_02631	Prbj.g_00520
OG0000420	Syai.g_02633	Prbj.g_00519
OG0000421	Syai.g_02638	Prbj.g_00515
OG0000422	Syai.g_02639	Prbj.g_00514
OG0000423	Syai.g_02640	Prbj.g_00513
OG0000424	Syai.g_02641	Prbj.g_00512
OG0000425	Syai.g_02642	Prbj.g_00511
OG0000426	Syai.g_02643	Prbj.g_00510
OG0000427	Syai.g_02644	Prbj.g_00509
OG0000428	Syai.g_02647	Prbj.g_02369
OG0000429	Syai.g_02649	Prbj.g_01135
OG0000430	Syai.g_02650	Prbj.g_01137
OG0000431	Syai.g_02654	Prbj.g_01141
OG0000432	Syai.g_02660	Prbj.g_01148
OG0000433	Syai.g_02662	Prbj.g_01151
OG0000434	Syai.g_02663	Prbj.g_01152
OG0000435	Syai.g_02666	Prbj.g_01155
OG0000436	Syai.g_02671	Prbj.g_01161
OG0000437	Syai.g_02672	Prbj.g_01162
OG0000438	Syai.g_02673	Prbj.g_01163
OG0000439	Syai.g_02675	Prbj.g_01165
OG0000440	Syai.g_02676	Prbj.g_01166
OG0000441	Syai.g_02681	Prbj.g_01173
OG0000442	Syai.g_02682	Prbj.g_01174
OG0000443	Syai.g_02683	Prbj.g_00289
OG0000444	Syai.g_02688	Prbj.g_00237
OG0000445	Syai.g_02689	Prbj.g_00238
OG0000446	Syai.g_02690	Prbj.g_00240
OG0000447	Syai.g_02693	Prbj.g_00250
OG0000448	Syai.g_02694	Prbj.g_00251
OG0000449	Syai.g_02695	Prbj.g_00252
OG0000450	Syai.g_02696	Prbj.g_00258
OG0000451	Syai.g_02697	Prbj.g_00259
OG0000452	Syai.g_02701	Prbj.g_00264
OG0000453	Syai.g_02702	Prbj.g_00265
OG0000454	Syai.g_02703	Prbj.g_00266
OG0000455	Syai.g_02704	Prbj.g_00267
OG0000456	Syai.g_02705	Prbj.g_00268
OG0000457	Syai.g_02707	Prbj.g_00270
OG0000458	Syai.g_02708	Prbj.g_00271
OG0000459	Syai.g_02709	Prbj.g_00272
OG0000460	Syai.g_00535	Prbj.g_00176
OG0000461	Syai.g_00314	Prbj.g_02661
OG0000462	Syai.g_00311	Prbj.g_01341
OG0000463	Syai.g_00310	Prbj.g_01342
OG0000464	Syai.g_00309	Prbj.g_01343
OG0000465	Syai.g_00307	Prbj.g_01345
OG0000466	Syai.g_00303	Prbj.g_01350
OG0000467	Syai.g_00301	Prbj.g_01352
OG0000468	Syai.g_00296	Prbj.g_01359
OG0000469	Syai.g_00282	Prbj.g_01372
OG0000470	Syai.g_00280	Prbj.g_01385
OG0000471	Syai.g_00279	Prbj.g_01386
OG0000472	Syai.g_00277	Prbj.g_01388
OG0000473	Syai.g_00275	Prbj.g_01390
OG0000474	Syai.g_00274	Prbj.g_01391
OG0000475	Syai.g_00273	Prbj.g_01392
OG0000476	Syai.g_00271	Prbj.g_01394
OG0000477	Syai.g_00265	Prbj.g_01399
OG0000478	Syai.g_00264	Prbj.g_01400
OG0000479	Syai.g_00263	Prbj.g_01401
OG0000480	Syai.g_00256	Prbj.g_01408
OG0000481	Syai.g_00254	Prbj.g_01410
OG0000482	Syai.g_00253	Prbj.g_01411
OG0000483	Syai.g_00249	Prbj.g_01415
OG0000484	Syai.g_00248	Prbj.g_01416
OG0000485	Syai.g_00247	Prbj.g_01417
OG0000486	Syai.g_00246	Prbj.g_01418
OG0000487	Syai.g_00240	Prbj.g_01423
OG0000488	Syai.g_00236	Prbj.g_01427
OG0000489	Syai.g_00226	Prbj.g_01438
OG0000490	Syai.g_00218	Prbj.g_01444
OG0000491	Syai.g_00217	Prbj.g_01445
OG0000492	Syai.g_00214	Prbj.g_01448
OG0000493	Syai.g_00213	Prbj.g_01449
OG0000494	Syai.g_00212	Prbj.g_01450
OG0000495	Syai.g_00211	Prbj.g_01451
OG0000496	Syai.g_00210	Prbj.g_01452
OG0000497	Syai.g_00209	Prbj.g_01453
OG0000498	Syai.g_00208	Prbj.g_01454
OG0000499	Syai.g_00207	Prbj.g_01455
OG0000500	Syai.g_00206	Prbj.g_01456
OG0000501	Syai.g_00203	Prbj.g_01459
OG0000502	Syai.g_00192	Prbj.g_01471
OG0000503	Syai.g_00486	Prbj.g_00341
OG0000504	Syai.g_00488	Prbj.g_00339
OG0000505	Syai.g_00489	Prbj.g_00338
OG0000506	Syai.g_00491	Prbj.g_00336
OG0000507	Syai.g_00497	Prbj.g_00331
OG0000508	Syai.g_00501	Prbj.g_00324
OG0000509	Syai.g_00503	Prbj.g_00322
OG0000510	Syai.g_00504	Prbj.g_00321
OG0000511	Syai.g_00505	Prbj.g_00320
OG0000512	Syai.g_00507	Prbj.g_00318
OG0000513	Syai.g_00521	Prbj.g_00068
OG0000514	Syai.g_00528	Prbj.g_00076
OG0000515	Syai.g_00529	Prbj.g_00077
OG0000516	Syai.g_02223	Prbj.g_00089
OG0000517	Syai.g_02229	Prbj.g_00099
OG0000518	Syai.g_02211	Prbj.g_00111
OG0000519	Syai.g_02210	Prbj.g_00112
OG0000520	Syai.g_02209	Prbj.g_00113
OG0000521	Syai.g_00842	Prbj.g_01894
OG0000522	Syai.g_00844	Prbj.g_01892
OG0000523	Syai.g_00845	Prbj.g_01891
OG0000524	Syai.g_00852	Prbj.g_00152
OG0000525	Syai.g_00856	Prbj.g_00136
OG0000526	Syai.g_00859	Prbj.g_00134
OG0000527	Syai.g_00863	Prbj.g_00130
OG0000528	Syai.g_00633	Prbj.g_01635
OG0000529	Syai.g_00639	Prbj.g_01629
OG0000530	Syai.g_00642	Prbj.g_01626
OG0000531	Syai.g_00643	Prbj.g_01625
OG0000532	Syai.g_00646	Prbj.g_01622
OG0000533	Syai.g_00647	Prbj.g_01620
OG0000534	Syai.g_00648	Prbj.g_01619
OG0000535	Syai.g_00649	Prbj.g_01618
OG0000536	Syai.g_00650	Prbj.g_01617
OG0000537	Syai.g_00651	Prbj.g_01616
OG0000538	Syai.g_00662	Prbj.g_01605
OG0000539	Syai.g_00663	Prbj.g_02088
OG0000540	Syai.g_00664	Prbj.g_02089
OG0000541	Syai.g_00665	Prbj.g_02090
OG0000542	Syai.g_00668	Prbj.g_02093
OG0000543	Syai.g_00670	Prbj.g_02095
OG0000544	Syai.g_00671	Prbj.g_02096
OG0000545	Syai.g_00673	Prbj.g_02097
OG0000546	Syai.g_00675	Prbj.g_02099
OG0000547	Syai.g_00677	Prbj.g_02101
OG0000548	Syai.g_00678	Prbj.g_02102
OG0000549	Syai.g_00684	Prbj.g_02108
OG0000550	Syai.g_00689	Prbj.g_02113
OG0000551	Syai.g_00694	Prbj.g_02117
OG0000552	Syai.g_00695	Prbj.g_02118
OG0000553	Syai.g_00698	Prbj.g_02123
OG0000554	Syai.g_00708	Prbj.g_02128
OG0000555	Syai.g_00725	Prbj.g_02146
OG0000556	Syai.g_00728	Prbj.g_02666
OG0000557	Syai.g_00730	Prbj.g_01858
OG0000558	Syai.g_00732	Prbj.g_01861
OG0000559	Syai.g_00736	Prbj.g_01865
OG0000560	Syai.g_00739	Prbj.g_01868
OG0000561	Syai.g_00740	Prbj.g_01869
