Orthogroup	Syai	Syak
OG0000295	Syai.g_02117	Syak.g_00863
OG0000296	Syai.g_02115	Syak.g_00861
OG0000297	Syai.g_01754	Syak.g_00848
OG0000298	Syai.g_01755	Syak.g_00847
OG0000299	Syai.g_01783	Syak.g_00820
OG0000300	Syai.g_01790	Syak.g_00813
OG0000301	Syai.g_01791	Syak.g_00812
OG0000302	Syai.g_01793	Syak.g_00811
OG0000303	Syai.g_01802	Syak.g_00674
OG0000304	Syai.g_01826	Syak.g_00680
OG0000305	Syai.g_02005	Syak.g_00732
OG0000306	Syai.g_02090	Syak.g_00094
OG0000307	Syai.g_00619	Syak.g_02556
OG0000308	Syai.g_00617	Syak.g_02554
OG0000309	Syai.g_00612	Syak.g_02549
OG0000310	Syai.g_00989	Syak.g_00994
OG0000311	Syai.g_00985	Syak.g_00999
OG0000312	Syai.g_00966	Syak.g_01028
OG0000313	Syai.g_00949	Syak.g_01046
OG0000314	Syai.g_00908	Syak.g_01079
OG0000315	Syai.g_00897	Syak.g_01090
OG0000316	Syai.g_02320, Syai.g_02322	Syak.g_02462
OG0000317	Syai.g_02373	Syak.g_02419
OG0000318	Syai.g_02379	Syak.g_02415
OG0000319	Syai.g_02395	Syak.g_02399
OG0000320	Syai.g_02397	Syak.g_02397
OG0000321	Syai.g_02398	Syak.g_02396
OG0000322	Syai.g_02399	Syak.g_02395
OG0000323	Syai.g_02413	Syak.g_02380
OG0000324	Syai.g_02272	Syak.g_02347
OG0000325	Syai.g_00320	Syak.g_01391
OG0000326	Syai.g_00327	Syak.g_01384
OG0000327	Syai.g_00359	Syak.g_01350
OG0000328	Syai.g_00360	Syak.g_01349
OG0000329	Syai.g_00378	Syak.g_01331
OG0000330	Syai.g_00379	Syak.g_01330
OG0000331	Syai.g_00380	Syak.g_01329
OG0000332	Syai.g_00395	Syak.g_01314
OG0000333	Syai.g_00398	Syak.g_01311
OG0000334	Syai.g_00407	Syak.g_01302
OG0000335	Syai.g_00412	Syak.g_01298
OG0000336	Syai.g_00416	Syak.g_01294
OG0000337	Syai.g_00169	Syak.g_01555
OG0000338	Syai.g_00166	Syak.g_01558
OG0000339	Syai.g_00160	Syak.g_01566
OG0000340	Syai.g_00133	Syak.g_01626
OG0000341	Syai.g_00131	Syak.g_01628
OG0000342	Syai.g_00130	Syak.g_01629
OG0000343	Syai.g_00129	Syak.g_01631
OG0000344	Syai.g_00125	Syak.g_01635
OG0000345	Syai.g_00115	Syak.g_01645
OG0000346	Syai.g_00110	Syak.g_01651
OG0000347	Syai.g_00087	Syak.g_01694
OG0000348	Syai.g_00076	Syak.g_01717
OG0000349	Syai.g_00057	Syak.g_01740
OG0000350	Syai.g_00334	Syak.g_01377
OG0000351	Syai.g_02904	Syak.g_01823
OG0000352	Syai.g_02905	Syak.g_01822
OG0000353	Syai.g_02932	Syak.g_01796
OG0000354	Syai.g_00680	Syak.g_02618
OG0000354	Syai.g_00019	Syak.g_01775
OG0000355	Syai.g_00001	Syak.g_01793
OG0000356	Syai.g_00002	Syak.g_01792
OG0000357	Syai.g_00003	Syak.g_01791
OG0000358	Syai.g_00007	Syak.g_01787
OG0000359	Syai.g_00009	Syak.g_01785
OG0000360	Syai.g_00010	Syak.g_01784
OG0000361	Syai.g_00011	Syak.g_01783
OG0000362	Syai.g_00013	Syak.g_01781
OG0000363	Syai.g_00015	Syak.g_01779
OG0000364	Syai.g_00016	Syak.g_01778
OG0000365	Syai.g_00027	Syak.g_01769
OG0000366	Syai.g_00028	Syak.g_01768
OG0000367	Syai.g_00029	Syak.g_01767
OG0000368	Syai.g_00031	Syak.g_01765
OG0000369	Syai.g_00032	Syak.g_01764
OG0000370	Syai.g_00033	Syak.g_01763
OG0000371	Syai.g_00041	Syak.g_01753
OG0000372	Syai.g_00047	Syak.g_01748
OG0000373	Syai.g_00048	Syak.g_01747
OG0000374	Syai.g_00049	Syak.g_01746
OG0000375	Syai.g_00053	Syak.g_01744
OG0000376	Syai.g_00055	Syak.g_01742
OG0000377	Syai.g_02769	Syak.g_01948
OG0000378	Syai.g_02751	Syak.g_01968
OG0000379	Syai.g_02733	Syak.g_01972
OG0000380	Syai.g_02472	Syak.g_02256
OG0000381	Syai.g_02475	Syak.g_02254
OG0000382	Syai.g_02493	Syak.g_02236
OG0000383	Syai.g_02498	Syak.g_02229
OG0000384	Syai.g_02499	Syak.g_02228
OG0000385	Syai.g_02500	Syak.g_02227
OG0000386	Syai.g_02501	Syak.g_02226
OG0000387	Syai.g_02534	Syak.g_02200
OG0000388	Syai.g_02538	Syak.g_02196
OG0000389	Syai.g_02542	Syak.g_02193, Syak.g_02345
OG0000390	Syai.g_02556	Syak.g_02177
OG0000391	Syai.g_02561	Syak.g_02172
OG0000392	Syai.g_02568	Syak.g_02166
OG0000393	Syai.g_02570	Syak.g_02163
OG0000394	Syai.g_02571	Syak.g_02162
OG0000395	Syai.g_02572	Syak.g_02161
OG0000396	Syai.g_02575	Syak.g_02158
OG0000397	Syai.g_02577	Syak.g_02156
OG0000398	Syai.g_02582	Syak.g_02151
OG0000399	Syai.g_02583	Syak.g_02150
OG0000400	Syai.g_02584	Syak.g_02149
OG0000401	Syai.g_02585	Syak.g_02148
OG0000402	Syai.g_02588	Syak.g_02146
OG0000403	Syai.g_02589	Syak.g_02145
OG0000404	Syai.g_02590	Syak.g_02143
OG0000405	Syai.g_02606	Syak.g_02131
OG0000406	Syai.g_02610	Syak.g_02126
OG0000407	Syai.g_02611	Syak.g_02125
OG0000408	Syai.g_02613	Syak.g_02123
OG0000409	Syai.g_02615	Syak.g_02121
OG0000410	Syai.g_02616	Syak.g_02120
OG0000411	Syai.g_02617	Syak.g_02119
OG0000412	Syai.g_02618	Syak.g_02118
OG0000413	Syai.g_02620	Syak.g_02116
OG0000415	Syai.g_02622	Syak.g_02114
OG0000416	Syai.g_02623	Syak.g_02113
OG0000417	Syai.g_02624	Syak.g_02112
OG0000418	Syai.g_02629	Syak.g_02107
OG0000419	Syai.g_02631	Syak.g_02105
OG0000420	Syai.g_02633	Syak.g_02103
OG0000421	Syai.g_02638	Syak.g_02097
OG0000422	Syai.g_02639	Syak.g_02096
OG0000423	Syai.g_02640	Syak.g_02095
OG0000424	Syai.g_02641	Syak.g_02094
OG0000425	Syai.g_02642	Syak.g_02093
OG0000426	Syai.g_02643	Syak.g_02092
OG0000427	Syai.g_02644	Syak.g_02091
OG0000428	Syai.g_02647	Syak.g_02088
OG0000429	Syai.g_02649	Syak.g_02086
OG0000430	Syai.g_02650	Syak.g_02084
OG0000431	Syai.g_02654	Syak.g_02081
OG0000432	Syai.g_02660	Syak.g_02075
OG0000433	Syai.g_02662	Syak.g_02073
OG0000434	Syai.g_02663	Syak.g_02072
OG0000435	Syai.g_02666	Syak.g_02071
OG0000436	Syai.g_02671	Syak.g_02064
OG0000437	Syai.g_02672	Syak.g_02063
OG0000438	Syai.g_02673	Syak.g_02062
OG0000439	Syai.g_02675	Syak.g_02060
OG0000440	Syai.g_02676	Syak.g_02059
OG0000441	Syai.g_02681	Syak.g_02053
OG0000442	Syai.g_02682	Syak.g_02043
OG0000443	Syai.g_02683	Syak.g_02041
OG0000444	Syai.g_02688	Syak.g_02022
OG0000445	Syai.g_02689	Syak.g_02015
OG0000446	Syai.g_02690	Syak.g_02013
OG0000447	Syai.g_02693	Syak.g_02006
OG0000448	Syai.g_02694	Syak.g_02005
OG0000449	Syai.g_02695	Syak.g_02004
OG0000450	Syai.g_02696	Syak.g_01998
OG0000451	Syai.g_02697	Syak.g_01997
OG0000452	Syai.g_02701	Syak.g_01993
OG0000453	Syai.g_02702	Syak.g_01992
OG0000454	Syai.g_02703	Syak.g_01991
OG0000455	Syai.g_02704	Syak.g_01990
OG0000456	Syai.g_02705	Syak.g_01989
OG0000457	Syai.g_02707	Syak.g_01987
OG0000458	Syai.g_02708	Syak.g_01986
OG0000459	Syai.g_02709	Syak.g_01985
OG0000460	Syai.g_00535	Syak.g_02303
OG0000461	Syai.g_00314	Syak.g_01402
OG0000462	Syai.g_00311	Syak.g_01405
OG0000463	Syai.g_00310	Syak.g_01406
OG0000464	Syai.g_00309	Syak.g_01407
OG0000465	Syai.g_00307	Syak.g_01409
OG0000466	Syai.g_00303	Syak.g_01414
OG0000467	Syai.g_00301	Syak.g_01416
OG0000468	Syai.g_00296	Syak.g_01421
OG0000469	Syai.g_00282	Syak.g_01436
OG0000470	Syai.g_00280	Syak.g_01438
OG0000471	Syai.g_00279	Syak.g_01439
OG0000472	Syai.g_00277	Syak.g_01441
OG0000473	Syai.g_00275	Syak.g_01443
OG0000474	Syai.g_00274	Syak.g_01444
OG0000475	Syai.g_00273	Syak.g_01445
OG0000476	Syai.g_00271	Syak.g_01447
OG0000477	Syai.g_00265	Syak.g_01453
OG0000478	Syai.g_00264	Syak.g_01454
OG0000479	Syai.g_00263	Syak.g_01455
OG0000480	Syai.g_00256	Syak.g_01462
OG0000481	Syai.g_00254	Syak.g_01464
OG0000482	Syai.g_00253	Syak.g_01465
OG0000483	Syai.g_00249	Syak.g_01469
OG0000484	Syai.g_00248	Syak.g_01470
OG0000485	Syai.g_00247	Syak.g_01472
OG0000486	Syai.g_00246	Syak.g_01473
OG0000487	Syai.g_00240	Syak.g_01479
OG0000488	Syai.g_00236	Syak.g_01483
OG0000489	Syai.g_00226	Syak.g_01499
OG0000490	Syai.g_00218	Syak.g_01507
OG0000491	Syai.g_00217	Syak.g_01511
OG0000492	Syai.g_00214	Syak.g_01513
OG0000493	Syai.g_00213	Syak.g_01514
OG0000494	Syai.g_00212	Syak.g_01515
OG0000495	Syai.g_00211	Syak.g_01516
OG0000496	Syai.g_00210	Syak.g_01517
OG0000497	Syai.g_00209	Syak.g_01518
OG0000498	Syai.g_00208	Syak.g_01519
OG0000499	Syai.g_00207	Syak.g_01520
OG0000500	Syai.g_00206	Syak.g_01521
OG0000501	Syai.g_00203	Syak.g_01524
OG0000502	Syai.g_00192	Syak.g_01538
OG0000503	Syai.g_00486	Syak.g_01246
OG0000504	Syai.g_00488	Syak.g_01244
OG0000505	Syai.g_00489	Syak.g_01243
OG0000506	Syai.g_00491	Syak.g_01241
OG0000507	Syai.g_00497	Syak.g_01235
OG0000508	Syai.g_00501	Syak.g_01231
OG0000509	Syai.g_00503	Syak.g_01229
OG0000510	Syai.g_00504	Syak.g_01228
OG0000511	Syai.g_00505	Syak.g_01227
OG0000512	Syai.g_00507	Syak.g_01225
OG0000513	Syai.g_00521	Syak.g_01211
OG0000514	Syai.g_00528	Syak.g_01204
OG0000515	Syai.g_00529	Syak.g_01203
OG0000516	Syai.g_02223	Syak.g_01199
OG0000517	Syai.g_02229	Syak.g_01192
OG0000518	Syai.g_02211	Syak.g_01180
OG0000519	Syai.g_02210	Syak.g_01179
OG0000520	Syai.g_02209	Syak.g_01178
OG0000521	Syai.g_00842	Syak.g_01167
OG0000522	Syai.g_00844	Syak.g_01163
OG0000523	Syai.g_00845	Syak.g_01162
OG0000524	Syai.g_00852	Syak.g_01149
OG0000525	Syai.g_00856	Syak.g_01130
OG0000526	Syai.g_00859	Syak.g_01127
OG0000527	Syai.g_00863	Syak.g_01120
OG0000528	Syai.g_00633	Syak.g_02570
OG0000529	Syai.g_00639	Syak.g_02575
OG0000530	Syai.g_00642	Syak.g_02578
OG0000531	Syai.g_00643	Syak.g_02579
OG0000532	Syai.g_00646	Syak.g_02582
OG0000533	Syai.g_00647	Syak.g_02584
OG0000534	Syai.g_00648	Syak.g_02585
OG0000535	Syai.g_00649	Syak.g_02586
OG0000536	Syai.g_00650	Syak.g_02587
OG0000537	Syai.g_00651	Syak.g_02588
OG0000538	Syai.g_00662	Syak.g_02600
OG0000539	Syai.g_00663	Syak.g_02601
OG0000540	Syai.g_00664	Syak.g_02602
OG0000541	Syai.g_00665	Syak.g_02603
OG0000542	Syai.g_00668	Syak.g_02606
OG0000543	Syai.g_00670	Syak.g_02608
OG0000544	Syai.g_00671	Syak.g_02609
OG0000545	Syai.g_00673	Syak.g_02611
OG0000546	Syai.g_00675	Syak.g_02613
OG0000547	Syai.g_00677	Syak.g_02615
OG0000548	Syai.g_00678	Syak.g_02616
OG0000549	Syai.g_00684	Syak.g_02622
OG0000550	Syai.g_00689	Syak.g_02626
OG0000551	Syai.g_00694	Syak.g_02631
OG0000552	Syai.g_00695	Syak.g_02632
OG0000553	Syai.g_00698	Syak.g_02636
OG0000554	Syai.g_00708	Syak.g_02641
OG0000555	Syai.g_00725	Syak.g_02657
OG0000556	Syai.g_00728	Syak.g_02661
OG0000557	Syai.g_00730	Syak.g_02663
OG0000558	Syai.g_00732	Syak.g_02666
OG0000559	Syai.g_00736	Syak.g_02670
OG0000560	Syai.g_00739	Syak.g_02672
OG0000561	Syai.g_00740	Syak.g_02673
OG0000562	Syai.g_00741	Syak.g_02674
OG0000563	Syai.g_00742	Syak.g_02675
OG0000564	Syai.g_00743	Syak.g_02676
OG0000565	Syai.g_00746	Syak.g_02679
OG0000566	Syai.g_00750	Syak.g_02683
OG0000567	Syai.g_00754	Syak.g_02687
OG0000568	Syai.g_00758	Syak.g_02690
OG0000569	Syai.g_00759	Syak.g_02691
OG0000570	Syai.g_00760	Syak.g_02692
OG0000571	Syai.g_00764	Syak.g_02696
OG0000572	Syai.g_00782	Syak.g_02713
