Orthogroup	Syai	Prbg
OG0000113	Syai.g_01367	Prbg.g_01182
OG0000114	Syai.g_01261	Prbg.g_01084
OG0000115	Syai.g_00932	Prbg.g_01555
OG0000116	Syai.g_02156	Prbg.g_01497
OG0000117	Syai.g_01756	Prbg.g_01459
OG0000118	Syai.g_00818	Prbg.g_00490
OG0000119	Syai.g_02127	Prbg.g_01540, Prbg.g_00688
OG0000120	Syai.g_00198	Prbg.g_00549
OG0000121	Syai.g_00951	Prbg.g_00593
OG0000122	Syai.g_01143	Prbg.g_00448, Prbg.g_00634
OG0000123	Syai.g_00411	Prbg.g_01792
OG0000124	Syai.g_00089	Prbg.g_01864
OG0000125	Syai.g_02782	Prbg.g_01900
OG0000126	Syai.g_02927	Prbg.g_00762
OG0000128	Syai.g_00012	Prbg.g_00778
OG0000129	Syai.g_02771	Prbg.g_00829
OG0000130	Syai.g_02474	Prbg.g_00800
OG0000131	Syai.g_02608	Prbg.g_00922
OG0000132	Syai.g_02628	Prbg.g_00942
OG0000133	Syai.g_01507	Prbg.g_00100
OG0000134	Syai.g_00520	Prbg.g_00139
OG0000135	Syai.g_02826	Prbg.g_00459
OG0000136	Syai.g_02217	Prbg.g_00161
OG0000137	Syai.g_00865	Prbg.g_00194
OG0000138	Syai.g_00654	Prbg.g_00214
OG0000139	Syai.g_00714	Prbg.g_00254
OG0000140	Syai.g_00716	Prbg.g_00255
OG0000141	Syai.g_01041	Prbg.g_00327
OG0000142	Syai.g_01104	Prbg.g_01422
OG0000143	Syai.g_01108	Prbg.g_01418
OG0000144	Syai.g_01608	Prbg.g_01404
OG0000145	Syai.g_00660	Prbg.g_00461
OG0000146	Syai.g_01513	Prbg.g_00365
OG0000147	Syai.g_01514	Prbg.g_00364
OG0000148	Syai.g_01361	Prbg.g_01176
OG0000149	Syai.g_02059	Prbg.g_01208
OG0000150	Syai.g_00717	Prbg.g_01218
OG0000151	Syai.g_01280	Prbg.g_01094
OG0000152	Syai.g_01503	Prbg.g_01287
OG0000153	Syai.g_01461	Prbg.g_01306
OG0000154	Syai.g_01434	Prbg.g_01326
OG0000155	Syai.g_02109	Prbg.g_01465
OG0000156	Syai.g_02162	Prbg.g_00466
OG0000157	Syai.g_02163	Prbg.g_00467
OG0000158	Syai.g_00135	Prbg.g_01829
OG0000160	Syai.g_00952	Prbg.g_00592
OG0000161	Syai.g_00946	Prbg.g_00598
OG0000162	Syai.g_00939	Prbg.g_00604
OG0000163	Syai.g_02300	Prbg.g_00643
OG0000164	Syai.g_02411	Prbg.g_01674
OG0000165	Syai.g_02244	Prbg.g_01681
OG0000166	Syai.g_00364	Prbg.g_01748
OG0000167	Syai.g_00164	Prbg.g_01819
OG0000168	Syai.g_00134	Prbg.g_01830
OG0000169	Syai.g_00123	Prbg.g_01840
OG0000170	Syai.g_00116	Prbg.g_01843
OG0000171	Syai.g_00090	Prbg.g_01863
OG0000172	Syai.g_00083	Prbg.g_01870
OG0000173	Syai.g_00064	Prbg.g_01885
OG0000174	Syai.g_02828	Prbg.g_01915
OG0000175	Syai.g_02901	Prbg.g_01928
OG0000176	Syai.g_00004	Prbg.g_00771
OG0000177	Syai.g_00005	Prbg.g_00772
OG0000178	Syai.g_00006	Prbg.g_00773
OG0000179	Syai.g_00023	Prbg.g_00858
OG0000180	Syai.g_00024	Prbg.g_00857
OG0000181	Syai.g_00025	Prbg.g_00856
OG0000182	Syai.g_00026	Prbg.g_00855
OG0000183	Syai.g_00030	Prbg.g_00851
OG0000184	Syai.g_02756	Prbg.g_00825
OG0000185	Syai.g_02734	Prbg.g_00822
OG0000186	Syai.g_02469	Prbg.g_00806
OG0000187	Syai.g_02471	Prbg.g_00805
OG0000188	Syai.g_00696, Syai.g_02494	Prbg.g_00788
OG0000189	Syai.g_02530	Prbg.g_00866
OG0000190	Syai.g_02532	Prbg.g_00868
OG0000191	Syai.g_02562	Prbg.g_00891
OG0000192	Syai.g_02569	Prbg.g_00896
OG0000193	Syai.g_02609	Prbg.g_00923
OG0000194	Syai.g_02612	Prbg.g_00926
OG0000195	Syai.g_02614	Prbg.g_00928
OG0000196	Syai.g_02625	Prbg.g_00939
OG0000197	Syai.g_02626	Prbg.g_00940
OG0000198	Syai.g_02627	Prbg.g_00941
OG0000199	Syai.g_02635	Prbg.g_00948
OG0000200	Syai.g_02651	Prbg.g_00962
OG0000201	Syai.g_02667	Prbg.g_00971
OG0000202	Syai.g_02668	Prbg.g_00972
OG0000203	Syai.g_02669	Prbg.g_00973
OG0000204	Syai.g_02670	Prbg.g_00974
OG0000205	Syai.g_02677	Prbg.g_00981
OG0000206	Syai.g_02684	Prbg.g_00986
OG0000207	Syai.g_02686	Prbg.g_00989
OG0000208	Syai.g_02687	Prbg.g_00990
OG0000209	Syai.g_02699	Prbg.g_00999
OG0000210	Syai.g_02700	Prbg.g_01000
OG0000211	Syai.g_00533	Prbg.g_01015
OG0000212	Syai.g_00544	Prbg.g_01023
OG0000213	Syai.g_00292	Prbg.g_01041
OG0000214	Syai.g_00276	Prbg.g_00046
OG0000215	Syai.g_00245	Prbg.g_00073
OG0000216	Syai.g_00241	Prbg.g_00074
OG0000217	Syai.g_00237	Prbg.g_00077
OG0000218	Syai.g_00235	Prbg.g_00079
OG0000219	Syai.g_00234	Prbg.g_00080
OG0000220	Syai.g_00233	Prbg.g_00081
OG0000221	Syai.g_00227	Prbg.g_00082
OG0000222	Syai.g_00215	Prbg.g_00089
OG0000223	Syai.g_00194	Prbg.g_00101
OG0000224	Syai.g_00186	Prbg.g_00103
OG0000225	Syai.g_00502	Prbg.g_00129
OG0000226	Syai.g_00506	Prbg.g_01941
OG0000227	Syai.g_00508	Prbg.g_01943
OG0000228	Syai.g_00516	Prbg.g_00136
OG0000229	Syai.g_02228	Prbg.g_00156
OG0000230	Syai.g_02226	Prbg.g_00158
OG0000231	Syai.g_02208	Prbg.g_00169
OG0000232	Syai.g_00846	Prbg.g_00180
OG0000233	Syai.g_00855	Prbg.g_00186
OG0000234	Syai.g_00866	Prbg.g_00195
OG0000235	Syai.g_00637	Prbg.g_00198
OG0000236	Syai.g_00652	Prbg.g_00212
OG0000237	Syai.g_00669	Prbg.g_00225
OG0000238	Syai.g_00674	Prbg.g_00231
OG0000239	Syai.g_00691	Prbg.g_00242
OG0000240	Syai.g_00692	Prbg.g_00243
OG0000241	Syai.g_01085, Syai.g_01089	Prbg.g_00247
OG0000242	Syai.g_00705	Prbg.g_00249
OG0000243	Syai.g_00726	Prbg.g_00260
OG0000244	Syai.g_00731	Prbg.g_00264
OG0000245	Syai.g_00733	Prbg.g_00266
OG0000246	Syai.g_00737	Prbg.g_00270
OG0000247	Syai.g_00748	Prbg.g_00280
OG0000248	Syai.g_00751	Prbg.g_00283
OG0000249	Syai.g_00753	Prbg.g_00285
OG0000250	Syai.g_00762	Prbg.g_00290
OG0000251	Syai.g_00789	Prbg.g_00310
OG0000252	Syai.g_00797	Prbg.g_00313
OG0000253	Syai.g_00798	Prbg.g_00314
OG0000254	Syai.g_01045	Prbg.g_00331
OG0000255	Syai.g_01061	Prbg.g_00337
OG0000256	Syai.g_01077	Prbg.g_00347
OG0000257	Syai.g_01084	Prbg.g_01427
OG0000258	Syai.g_01113	Prbg.g_01413
OG0000259	Syai.g_01229	Prbg.g_01396
OG0000260	Syai.g_01232	Prbg.g_01393
OG0000261	Syai.g_01235	Prbg.g_01390
OG0000262	Syai.g_01240	Prbg.g_01386
OG0000263	Syai.g_01776	Prbg.g_01122
OG0000264	Syai.g_01962	Prbg.g_01133
OG0000265	Syai.g_02245	Prbg.g_01151
OG0000266	Syai.g_01401	Prbg.g_01367
OG0000267	Syai.g_01569	Prbg.g_01355
OG0000268	Syai.g_01568	Prbg.g_01354
OG0000269	Syai.g_01316	Prbg.g_01154
OG0000270	Syai.g_01319	Prbg.g_01157
OG0000271	Syai.g_01327	Prbg.g_01165
OG0000272	Syai.g_01328	Prbg.g_01166
OG0000273	Syai.g_02037	Prbg.g_01190
OG0000274	Syai.g_02038	Prbg.g_01191
OG0000275	Syai.g_02043	Prbg.g_01194
OG0000276	Syai.g_02051	Prbg.g_01200
OG0000277	Syai.g_02052	Prbg.g_01201
OG0000278	Syai.g_02055	Prbg.g_01204
OG0000279	Syai.g_02063	Prbg.g_01211
OG0000280	Syai.g_02084	Prbg.g_01212
OG0000281	Syai.g_01719	Prbg.g_01219
OG0000282	Syai.g_01263	Prbg.g_01086
OG0000283	Syai.g_01554	Prbg.g_01263
OG0000284	Syai.g_01548	Prbg.g_01268
OG0000285	Syai.g_01522	Prbg.g_01273
OG0000286	Syai.g_01504	Prbg.g_01286
OG0000287	Syai.g_01469	Prbg.g_01552
OG0000288	Syai.g_01435	Prbg.g_01325
OG0000289	Syai.g_01421	Prbg.g_01341
OG0000290	Syai.g_02010	Prbg.g_01237
OG0000291	Syai.g_02008	Prbg.g_01235
OG0000292	Syai.g_02926	Prbg.g_01531
OG0000293	Syai.g_02155	Prbg.g_01496
OG0000294	Syai.g_02154	Prbg.g_01495
OG0000295	Syai.g_02117	Prbg.g_01472
OG0000296	Syai.g_02115	Prbg.g_01470
OG0000297	Syai.g_01754	Prbg.g_01461
OG0000298	Syai.g_01755	Prbg.g_01460
OG0000299	Syai.g_01783	Prbg.g_01441
OG0000300	Syai.g_01790	Prbg.g_01438
OG0000301	Syai.g_01791	Prbg.g_01437
OG0000302	Syai.g_01793	Prbg.g_01435
OG0000303	Syai.g_01802	Prbg.g_01429
OG0000304	Syai.g_01826	Prbg.g_00352
OG0000305	Syai.g_02005	Prbg.g_01529
OG0000306	Syai.g_02090	Prbg.g_01223
OG0000307	Syai.g_00619	Prbg.g_00538
OG0000308	Syai.g_00617	Prbg.g_00539
OG0000309	Syai.g_00612	Prbg.g_00543
OG0000310	Syai.g_00989	Prbg.g_00577
OG0000311	Syai.g_00985	Prbg.g_00579
OG0000312	Syai.g_00966	Prbg.g_00582
OG0000313	Syai.g_00949	Prbg.g_00595
OG0000314	Syai.g_00908	Prbg.g_00618
OG0000315	Syai.g_00897	Prbg.g_00628
OG0000316	Syai.g_02320, Syai.g_02322	Prbg.g_00653
OG0000317	Syai.g_02373	Prbg.g_01647
OG0000318	Syai.g_02379	Prbg.g_01651
OG0000319	Syai.g_02395	Prbg.g_01664
OG0000320	Syai.g_02397	Prbg.g_01666
OG0000321	Syai.g_02398	Prbg.g_01667
OG0000322	Syai.g_02399	Prbg.g_01668
OG0000323	Syai.g_02413	Prbg.g_01677
OG0000324	Syai.g_02272	Prbg.g_01704
OG0000325	Syai.g_00320	Prbg.g_01715
OG0000326	Syai.g_00327	Prbg.g_01722
OG0000327	Syai.g_00359	Prbg.g_01743
OG0000328	Syai.g_00360	Prbg.g_01744
OG0000329	Syai.g_00378	Prbg.g_01761
OG0000330	Syai.g_00379	Prbg.g_01762
OG0000331	Syai.g_00380	Prbg.g_01763
OG0000332	Syai.g_00395	Prbg.g_01777
OG0000333	Syai.g_00398	Prbg.g_01779
OG0000334	Syai.g_00407	Prbg.g_01788
OG0000335	Syai.g_00412	Prbg.g_01793
OG0000336	Syai.g_00416	Prbg.g_01797
OG0000337	Syai.g_00169	Prbg.g_01815
OG0000338	Syai.g_00166	Prbg.g_01816
OG0000339	Syai.g_00160	Prbg.g_01822
OG0000340	Syai.g_00133	Prbg.g_01831
OG0000341	Syai.g_00131	Prbg.g_01833
OG0000342	Syai.g_00130	Prbg.g_01834
OG0000343	Syai.g_00129	Prbg.g_01835
OG0000344	Syai.g_00125	Prbg.g_01838
OG0000345	Syai.g_00115	Prbg.g_01844
OG0000346	Syai.g_00110	Prbg.g_01848
OG0000347	Syai.g_00087	Prbg.g_01865
OG0000348	Syai.g_00076	Prbg.g_01873
OG0000349	Syai.g_00057	Prbg.g_01891
OG0000350	Syai.g_00334	Prbg.g_00419
OG0000351	Syai.g_02904	Prbg.g_01931
OG0000352	Syai.g_02905	Prbg.g_01932
OG0000353	Syai.g_02932	Prbg.g_00766
OG0000355	Syai.g_00001	Prbg.g_00768
OG0000356	Syai.g_00002	Prbg.g_00769
OG0000357	Syai.g_00003	Prbg.g_00770
OG0000358	Syai.g_00007	Prbg.g_00774
OG0000359	Syai.g_00009	Prbg.g_00775
OG0000360	Syai.g_00010	Prbg.g_00776
OG0000361	Syai.g_00011	Prbg.g_00777
OG0000362	Syai.g_00013	Prbg.g_00779
OG0000363	Syai.g_00015	Prbg.g_00860
OG0000364	Syai.g_00016	Prbg.g_00859
OG0000365	Syai.g_00027	Prbg.g_00854
OG0000366	Syai.g_00028	Prbg.g_00853
OG0000367	Syai.g_00029	Prbg.g_00852
OG0000368	Syai.g_00031	Prbg.g_00850
OG0000369	Syai.g_00032	Prbg.g_00849
OG0000370	Syai.g_00033	Prbg.g_00848
OG0000371	Syai.g_00041	Prbg.g_00841
OG0000372	Syai.g_00047	Prbg.g_00838
OG0000373	Syai.g_00048	Prbg.g_00837
OG0000374	Syai.g_00049	Prbg.g_00836
OG0000375	Syai.g_00053	Prbg.g_00834
OG0000376	Syai.g_00055	Prbg.g_00832
OG0000377	Syai.g_02769	Prbg.g_00828
OG0000378	Syai.g_02751	Prbg.g_00824
OG0000379	Syai.g_02733	Prbg.g_00821
OG0000380	Syai.g_02472	Prbg.g_00804
OG0000381	Syai.g_02475	Prbg.g_00799
OG0000382	Syai.g_02493	Prbg.g_00789
OG0000383	Syai.g_02498	Prbg.g_00787
OG0000384	Syai.g_02499	Prbg.g_00786
OG0000385	Syai.g_02500	Prbg.g_00785
OG0000386	Syai.g_02501	Prbg.g_00784
OG0000387	Syai.g_02534	Prbg.g_00870
OG0000388	Syai.g_02538	Prbg.g_00874
OG0000389	Syai.g_02542	Prbg.g_00877
OG0000390	Syai.g_02556	Prbg.g_00887
OG0000391	Syai.g_02561	Prbg.g_00890
OG0000392	Syai.g_02568	Prbg.g_00894
OG0000393	Syai.g_02570	Prbg.g_00897
OG0000394	Syai.g_02571	Prbg.g_00898
OG0000395	Syai.g_02572	Prbg.g_00899
OG0000396	Syai.g_02575	Prbg.g_00901
OG0000397	Syai.g_02577	Prbg.g_00903
OG0000398	Syai.g_02582	Prbg.g_00906
OG0000399	Syai.g_02583	Prbg.g_00907
OG0000400	Syai.g_02584	Prbg.g_00908
OG0000401	Syai.g_02585	Prbg.g_00909
OG0000402	Syai.g_02588	Prbg.g_01349
OG0000403	Syai.g_02589	Prbg.g_00911
OG0000404	Syai.g_02590	Prbg.g_00912
OG0000405	Syai.g_02606	Prbg.g_00916
OG0000406	Syai.g_02610	Prbg.g_00924
OG0000407	Syai.g_02611	Prbg.g_00925
OG0000408	Syai.g_02613	Prbg.g_00927
OG0000409	Syai.g_02615	Prbg.g_00929
OG0000410	Syai.g_02616	Prbg.g_00930
OG0000411	Syai.g_02617	Prbg.g_00931
OG0000412	Syai.g_02618	Prbg.g_00932
OG0000413	Syai.g_02620	Prbg.g_00934
OG0000414	Syai.g_02621	Prbg.g_00935
OG0000415	Syai.g_02622	Prbg.g_00936
OG0000416	Syai.g_02623	Prbg.g_00937
OG0000417	Syai.g_02624	Prbg.g_00938
OG0000418	Syai.g_02629	Prbg.g_00943
OG0000419	Syai.g_02631	Prbg.g_00945
OG0000420	Syai.g_02633	Prbg.g_00946
OG0000421	Syai.g_02638	Prbg.g_00951
OG0000422	Syai.g_02639	Prbg.g_00952
OG0000423	Syai.g_02640	Prbg.g_00953
OG0000424	Syai.g_02641	Prbg.g_00954
OG0000425	Syai.g_02642	Prbg.g_00955
OG0000426	Syai.g_02643	Prbg.g_00956
OG0000427	Syai.g_02644	Prbg.g_00957
OG0000428	Syai.g_02647	Prbg.g_00959
OG0000429	Syai.g_02649	Prbg.g_00960
OG0000430	Syai.g_02650	Prbg.g_00961
OG0000431	Syai.g_02654	Prbg.g_00963
OG0000432	Syai.g_02660	Prbg.g_00967
OG0000433	Syai.g_02662	Prbg.g_00968
OG0000434	Syai.g_02663	Prbg.g_00969
OG0000435	Syai.g_02666	Prbg.g_00970
OG0000436	Syai.g_02671	Prbg.g_00975
OG0000437	Syai.g_02672	Prbg.g_00976
OG0000438	Syai.g_02673	Prbg.g_00977
OG0000439	Syai.g_02675	Prbg.g_00979
OG0000440	Syai.g_02676	Prbg.g_00980
OG0000441	Syai.g_02681	Prbg.g_00983
OG0000442	Syai.g_02682	Prbg.g_00984
OG0000443	Syai.g_02683	Prbg.g_00985
OG0000444	Syai.g_02688	Prbg.g_00991
OG0000445	Syai.g_02689	Prbg.g_00992
OG0000446	Syai.g_02690	Prbg.g_00993
OG0000447	Syai.g_02693	Prbg.g_00994
OG0000448	Syai.g_02694	Prbg.g_00995
OG0000449	Syai.g_02695	Prbg.g_00996
OG0000450	Syai.g_02696	Prbg.g_00997
OG0000451	Syai.g_02697	Prbg.g_00998
OG0000452	Syai.g_02701	Prbg.g_01001
OG0000453	Syai.g_02702	Prbg.g_01002
OG0000454	Syai.g_02703	Prbg.g_01003
OG0000455	Syai.g_02704	Prbg.g_01004
OG0000456	Syai.g_02705	Prbg.g_01005
OG0000457	Syai.g_02707	Prbg.g_01007
OG0000458	Syai.g_02708	Prbg.g_01008
OG0000459	Syai.g_02709	Prbg.g_01009
OG0000460	Syai.g_00535	Prbg.g_01017
OG0000461	Syai.g_00314	Prbg.g_01025
OG0000462	Syai.g_00311	Prbg.g_01027
OG0000463	Syai.g_00310	Prbg.g_01028
OG0000464	Syai.g_00309	Prbg.g_01029
OG0000465	Syai.g_00307	Prbg.g_01030
OG0000466	Syai.g_00303	Prbg.g_01033
OG0000467	Syai.g_00301	Prbg.g_01034
OG0000468	Syai.g_00296	Prbg.g_01037
OG0000469	Syai.g_00282	Prbg.g_01045
OG0000470	Syai.g_00280	Prbg.g_00042
OG0000471	Syai.g_00279	Prbg.g_00043
OG0000472	Syai.g_00277	Prbg.g_00045
OG0000473	Syai.g_00275	Prbg.g_00047
OG0000474	Syai.g_00274	Prbg.g_00048
OG0000475	Syai.g_00273	Prbg.g_00049
OG0000476	Syai.g_00271	Prbg.g_00051
OG0000477	Syai.g_00265	Prbg.g_00054
OG0000478	Syai.g_00264	Prbg.g_00055
OG0000479	Syai.g_00263	Prbg.g_00056
OG0000480	Syai.g_00256	Prbg.g_00061
OG0000481	Syai.g_00254	Prbg.g_00064
OG0000482	Syai.g_00253	Prbg.g_00065
OG0000483	Syai.g_00249	Prbg.g_00068
OG0000484	Syai.g_00248	Prbg.g_00069
OG0000485	Syai.g_00247	Prbg.g_00071
OG0000486	Syai.g_00246	Prbg.g_00072
OG0000487	Syai.g_00240	Prbg.g_00075
OG0000488	Syai.g_00236	Prbg.g_00078
OG0000489	Syai.g_00226	Prbg.g_00083
OG0000490	Syai.g_00218	Prbg.g_00087
OG0000491	Syai.g_00217	Prbg.g_00088
OG0000492	Syai.g_00214	Prbg.g_00090
OG0000493	Syai.g_00213	Prbg.g_00091
OG0000494	Syai.g_00212	Prbg.g_00092
OG0000495	Syai.g_00211	Prbg.g_00093
OG0000496	Syai.g_00210	Prbg.g_00094
OG0000497	Syai.g_00209	Prbg.g_00095
OG0000498	Syai.g_00208	Prbg.g_00096
OG0000499	Syai.g_00207	Prbg.g_00097
OG0000500	Syai.g_00206	Prbg.g_00098
OG0000501	Syai.g_00203	Prbg.g_00099
OG0000502	Syai.g_00192	Prbg.g_00102
OG0000503	Syai.g_00486	Prbg.g_00117
OG0000504	Syai.g_00488	Prbg.g_00119
OG0000505	Syai.g_00489	Prbg.g_00120
OG0000506	Syai.g_00491	Prbg.g_00121
OG0000507	Syai.g_00497	Prbg.g_00124
OG0000508	Syai.g_00501	Prbg.g_00128
OG0000509	Syai.g_00503	Prbg.g_00130
OG0000510	Syai.g_00504	Prbg.g_00131
OG0000511	Syai.g_00505	Prbg.g_00132
OG0000512	Syai.g_00507	Prbg.g_01942
OG0000513	Syai.g_00521	Prbg.g_00140
OG0000514	Syai.g_00528	Prbg.g_00151
OG0000515	Syai.g_00529	Prbg.g_00152
OG0000516	Syai.g_02223	Prbg.g_00153
OG0000517	Syai.g_02229	Prbg.g_00155
OG0000518	Syai.g_02211	Prbg.g_00166
OG0000519	Syai.g_02210	Prbg.g_00167
OG0000520	Syai.g_02209	Prbg.g_00168
OG0000521	Syai.g_00842	Prbg.g_00176
OG0000522	Syai.g_00844	Prbg.g_00178
OG0000523	Syai.g_00845	Prbg.g_00179
OG0000524	Syai.g_00852	Prbg.g_00184
OG0000525	Syai.g_00856	Prbg.g_00188
OG0000526	Syai.g_00859	Prbg.g_00189
OG0000527	Syai.g_00863	Prbg.g_00192
OG0000528	Syai.g_00633	Prbg.g_00197
OG0000529	Syai.g_00639	Prbg.g_00200
OG0000530	Syai.g_00642	Prbg.g_00203
OG0000531	Syai.g_00643	Prbg.g_00204
OG0000532	Syai.g_00646	Prbg.g_00206
OG0000533	Syai.g_00647	Prbg.g_00207
OG0000534	Syai.g_00648	Prbg.g_00208
OG0000535	Syai.g_00649	Prbg.g_00209
OG0000536	Syai.g_00650	Prbg.g_00210
OG0000537	Syai.g_00651	Prbg.g_00211
OG0000538	Syai.g_00662	Prbg.g_00220
OG0000539	Syai.g_00663	Prbg.g_00221
OG0000540	Syai.g_00664	Prbg.g_00222
OG0000541	Syai.g_00665	Prbg.g_00223
OG0000542	Syai.g_00668	Prbg.g_00224
OG0000543	Syai.g_00670	Prbg.g_00226
OG0000544	Syai.g_00671	Prbg.g_00227
OG0000545	Syai.g_00673	Prbg.g_00229
OG0000546	Syai.g_00675	Prbg.g_00232
OG0000547	Syai.g_00677	Prbg.g_00234
OG0000548	Syai.g_00678	Prbg.g_00235
OG0000549	Syai.g_00684	Prbg.g_00237
OG0000550	Syai.g_00689	Prbg.g_00241
OG0000551	Syai.g_00694	Prbg.g_00244
OG0000552	Syai.g_00695	Prbg.g_00245
OG0000553	Syai.g_00698	Prbg.g_00246
OG0000554	Syai.g_00708	Prbg.g_00251
OG0000555	Syai.g_00725	Prbg.g_00259
