Orthogroup	Syai	Prac
OG0000105	Syai.g_00267	Prac.g_01657
OG0000106	Syai.g_01601	Prac.g_01163
OG0000107	Syai.g_00319	Prac.g_01148
OG0000108	Syai.g_00638	Prac.g_01064
OG0000109	Syai.g_00653	Prac.g_01050
OG0000110	Syai.g_00878, Syai.g_00766	Prac.g_00798
OG0000111	Syai.g_00884, Syai.g_01998	Prac.g_00672
OG0000112	Syai.g_01512	Prac.g_01507
OG0000113	Syai.g_01367	Prac.g_01453
OG0000114	Syai.g_01261	Prac.g_01384
OG0000115	Syai.g_00932	Prac.g_01040
OG0000116	Syai.g_02156	Prac.g_00995
OG0000117	Syai.g_01756	Prac.g_01955
OG0000118	Syai.g_00818	Prac.g_00187
OG0000119	Syai.g_02127	Prac.g_00213
OG0000120	Syai.g_00198	Prac.g_00248
OG0000121	Syai.g_00951	Prac.g_00409
OG0000122	Syai.g_01143	Prac.g_00371
OG0000123	Syai.g_00411	Prac.g_00554
OG0000124	Syai.g_00089	Prac.g_00056
OG0000125	Syai.g_02782	Prac.g_00092
OG0000126	Syai.g_02927	Prac.g_00130
OG0000128	Syai.g_00012	Prac.g_01936
OG0000129	Syai.g_02771	Prac.g_01888
OG0000130	Syai.g_02474	Prac.g_01862
OG0000131	Syai.g_02608	Prac.g_01785
OG0000132	Syai.g_02628	Prac.g_01766
OG0000133	Syai.g_01507	Prac.g_01609
OG0000134	Syai.g_00520	Prac.g_01177
OG0000135	Syai.g_02826	Prac.g_01150
OG0000136	Syai.g_02217	Prac.g_01106
OG0000137	Syai.g_00865	Prac.g_01069
OG0000138	Syai.g_00654	Prac.g_01049
OG0000139	Syai.g_00714	Prac.g_00835
OG0000140	Syai.g_00716	Prac.g_00834
OG0000141	Syai.g_01041	Prac.g_00764
OG0000142	Syai.g_01104	Prac.g_00736
OG0000143	Syai.g_01108	Prac.g_00732
OG0000144	Syai.g_01608	Prac.g_00719
OG0000145	Syai.g_00660	Prac.g_01508
OG0000146	Syai.g_01513	Prac.g_01506
OG0000147	Syai.g_01514	Prac.g_01505
OG0000148	Syai.g_01361	Prac.g_01459
OG0000149	Syai.g_02059	Prac.g_01429
OG0000150	Syai.g_00717	Prac.g_01421
OG0000151	Syai.g_01280	Prac.g_01374
OG0000152	Syai.g_01503	Prac.g_01327
OG0000153	Syai.g_01461	Prac.g_01308
OG0000154	Syai.g_01434	Prac.g_01282
OG0000155	Syai.g_02109	Prac.g_00965
OG0000156	Syai.g_02162	Prac.g_00164
OG0000157	Syai.g_02163	Prac.g_00165
OG0000158	Syai.g_00135	Prac.g_00447
OG0000160	Syai.g_00952	Prac.g_00410
OG0000161	Syai.g_00946	Prac.g_00404
OG0000162	Syai.g_00939	Prac.g_00398
OG0000163	Syai.g_02300	Prac.g_00364
OG0000164	Syai.g_02411	Prac.g_00601
OG0000165	Syai.g_02244	Prac.g_00594
OG0000166	Syai.g_00364	Prac.g_00512
OG0000167	Syai.g_00164	Prac.g_00015
OG0000168	Syai.g_00134	Prac.g_00025
OG0000169	Syai.g_00123	Prac.g_00035
OG0000170	Syai.g_00116	Prac.g_00037
OG0000171	Syai.g_00090	Prac.g_00055
OG0000172	Syai.g_00083	Prac.g_00063
OG0000173	Syai.g_00064	Prac.g_00078
OG0000174	Syai.g_02828	Prac.g_00105
OG0000175	Syai.g_02901	Prac.g_00115
OG0000176	Syai.g_00004	Prac.g_01943
OG0000177	Syai.g_00005	Prac.g_01942
OG0000178	Syai.g_00006	Prac.g_01941
OG0000179	Syai.g_00023	Prac.g_01931
OG0000180	Syai.g_00024	Prac.g_01930
OG0000181	Syai.g_00025	Prac.g_01929
OG0000182	Syai.g_00026	Prac.g_01928
OG0000183	Syai.g_00030	Prac.g_01924
OG0000184	Syai.g_02756	Prac.g_01885
OG0000185	Syai.g_02734	Prac.g_01882
OG0000186	Syai.g_02469	Prac.g_01867
OG0000187	Syai.g_02471	Prac.g_01866
OG0000188	Syai.g_00696, Syai.g_02494	Prac.g_01849
OG0000189	Syai.g_02530	Prac.g_01835
OG0000190	Syai.g_02532	Prac.g_01834
OG0000191	Syai.g_02562	Prac.g_01814
OG0000192	Syai.g_02569	Prac.g_01810
OG0000193	Syai.g_02609	Prac.g_01784
OG0000194	Syai.g_02612	Prac.g_01781
OG0000195	Syai.g_02614	Prac.g_01779
OG0000196	Syai.g_02625	Prac.g_01769
OG0000197	Syai.g_02626	Prac.g_01768
OG0000198	Syai.g_02627	Prac.g_01767
OG0000199	Syai.g_02635	Prac.g_01760
OG0000200	Syai.g_02651	Prac.g_01746
OG0000201	Syai.g_02667	Prac.g_01738
OG0000202	Syai.g_02668	Prac.g_01737
OG0000203	Syai.g_02669	Prac.g_01736
OG0000204	Syai.g_02670	Prac.g_01735
OG0000205	Syai.g_02677	Prac.g_01728
OG0000206	Syai.g_02684	Prac.g_01723
OG0000207	Syai.g_02686	Prac.g_01721
OG0000208	Syai.g_02687	Prac.g_01720
OG0000209	Syai.g_02699	Prac.g_01711
OG0000210	Syai.g_02700	Prac.g_01710
OG0000211	Syai.g_00533	Prac.g_01697
OG0000212	Syai.g_00544	Prac.g_01690
OG0000213	Syai.g_00292	Prac.g_01674
OG0000214	Syai.g_00276	Prac.g_01664
OG0000215	Syai.g_00245	Prac.g_01639
OG0000216	Syai.g_00241	Prac.g_01637
OG0000217	Syai.g_00237	Prac.g_01634
OG0000218	Syai.g_00235	Prac.g_01632
OG0000219	Syai.g_00234	Prac.g_01631
OG0000220	Syai.g_00233	Prac.g_01630
OG0000221	Syai.g_00227	Prac.g_01629
OG0000222	Syai.g_00215	Prac.g_01621
OG0000223	Syai.g_00194	Prac.g_01608
OG0000224	Syai.g_00186	Prac.g_01606
OG0000225	Syai.g_00502	Prac.g_01188
OG0000226	Syai.g_00506	Prac.g_01184
OG0000227	Syai.g_00508	Prac.g_01182
OG0000228	Syai.g_00516	Prac.g_01179
OG0000229	Syai.g_02228	Prac.g_01111
OG0000230	Syai.g_02226	Prac.g_01109
OG0000231	Syai.g_02208	Prac.g_01098
OG0000232	Syai.g_00846	Prac.g_01089
OG0000233	Syai.g_00855	Prac.g_01082
OG0000234	Syai.g_00866	Prac.g_01068
OG0000235	Syai.g_00637	Prac.g_01065
OG0000236	Syai.g_00652	Prac.g_01051
OG0000237	Syai.g_00669	Prac.g_00865
OG0000238	Syai.g_00674	Prac.g_00859
OG0000239	Syai.g_00691	Prac.g_00847
OG0000240	Syai.g_00692	Prac.g_00846
OG0000241	Syai.g_01085, Syai.g_01089	Prac.g_00842
OG0000242	Syai.g_00705	Prac.g_00840
OG0000243	Syai.g_00726	Prac.g_00829
OG0000244	Syai.g_00731	Prac.g_00826
OG0000245	Syai.g_00733	Prac.g_00824
OG0000246	Syai.g_00737	Prac.g_00820
OG0000247	Syai.g_00748	Prac.g_00810
OG0000248	Syai.g_00751	Prac.g_00808
OG0000249	Syai.g_00753	Prac.g_00806
OG0000250	Syai.g_00762	Prac.g_00801
OG0000251	Syai.g_00789	Prac.g_00782
OG0000252	Syai.g_00797	Prac.g_00778
OG0000253	Syai.g_00798	Prac.g_00777
OG0000254	Syai.g_01045	Prac.g_00760
OG0000255	Syai.g_01061	Prac.g_00754
OG0000256	Syai.g_01077	Prac.g_00744
OG0000257	Syai.g_01084	Prac.g_00741
OG0000258	Syai.g_01113	Prac.g_00728
OG0000259	Syai.g_01229	Prac.g_00711
OG0000260	Syai.g_01232	Prac.g_00708
OG0000261	Syai.g_01235	Prac.g_00706
OG0000262	Syai.g_01240	Prac.g_00702
OG0000263	Syai.g_01776	Prac.g_00690
OG0000264	Syai.g_01962	Prac.g_00680
OG0000265	Syai.g_02245	Prac.g_01560
OG0000266	Syai.g_01401	Prac.g_01550
OG0000267	Syai.g_01569	Prac.g_01539
OG0000268	Syai.g_01568	Prac.g_01538
OG0000269	Syai.g_01316	Prac.g_01480
OG0000270	Syai.g_01319	Prac.g_01477
OG0000271	Syai.g_01327	Prac.g_01469
OG0000272	Syai.g_01328	Prac.g_01468
OG0000273	Syai.g_02037	Prac.g_01445
OG0000274	Syai.g_02038	Prac.g_01444
OG0000275	Syai.g_02043	Prac.g_01442
OG0000276	Syai.g_02051	Prac.g_01437
OG0000277	Syai.g_02052	Prac.g_01436
OG0000278	Syai.g_02055	Prac.g_01433
OG0000279	Syai.g_02063	Prac.g_01426
OG0000280	Syai.g_02084	Prac.g_01425
OG0000281	Syai.g_01719	Prac.g_01420
OG0000282	Syai.g_01263	Prac.g_01382
OG0000283	Syai.g_01554	Prac.g_01350
OG0000284	Syai.g_01548	Prac.g_01345
OG0000285	Syai.g_01522	Prac.g_01340
OG0000286	Syai.g_01504	Prac.g_01328
OG0000287	Syai.g_01469	Prac.g_01311
OG0000288	Syai.g_01435	Prac.g_01283
OG0000289	Syai.g_01421	Prac.g_01272
OG0000290	Syai.g_02010	Prac.g_01259
OG0000291	Syai.g_02008	Prac.g_01257
OG0000292	Syai.g_02926	Prac.g_01207
OG0000293	Syai.g_02155	Prac.g_00994
OG0000294	Syai.g_02154	Prac.g_00993
OG0000295	Syai.g_02117	Prac.g_00973
OG0000296	Syai.g_02115	Prac.g_00971
OG0000297	Syai.g_01754	Prac.g_00963
OG0000298	Syai.g_01755	Prac.g_00962
OG0000299	Syai.g_01783	Prac.g_00945
OG0000300	Syai.g_01790	Prac.g_00942
OG0000301	Syai.g_01791	Prac.g_00941
OG0000302	Syai.g_01793	Prac.g_00939
OG0000303	Syai.g_01802	Prac.g_00932
OG0000304	Syai.g_01826	Prac.g_00928
OG0000305	Syai.g_02005	Prac.g_00209
OG0000306	Syai.g_02090	Prac.g_00212
OG0000307	Syai.g_00619	Prac.g_00226
OG0000308	Syai.g_00617	Prac.g_00227
OG0000309	Syai.g_00612	Prac.g_00231
OG0000310	Syai.g_00989	Prac.g_00426
OG0000311	Syai.g_00985	Prac.g_00424
OG0000312	Syai.g_00966	Prac.g_00421
OG0000313	Syai.g_00949	Prac.g_00407
OG0000314	Syai.g_00908	Prac.g_00384
OG0000315	Syai.g_00897	Prac.g_00374
OG0000316	Syai.g_02320, Syai.g_02322	Prac.g_00354
OG0000317	Syai.g_02373	Prac.g_00627
OG0000318	Syai.g_02379	Prac.g_00624
OG0000319	Syai.g_02395	Prac.g_00611
OG0000320	Syai.g_02397	Prac.g_00609
OG0000321	Syai.g_02398	Prac.g_00608
OG0000322	Syai.g_02399	Prac.g_00607
OG0000323	Syai.g_02413	Prac.g_00598
OG0000324	Syai.g_02272	Prac.g_00572
OG0000325	Syai.g_00320	Prac.g_00477
OG0000326	Syai.g_00327	Prac.g_00483
OG0000327	Syai.g_00359	Prac.g_00507
OG0000328	Syai.g_00360	Prac.g_00508
OG0000329	Syai.g_00378	Prac.g_00525
OG0000330	Syai.g_00379	Prac.g_00526
OG0000331	Syai.g_00380	Prac.g_00527
OG0000332	Syai.g_00395	Prac.g_00541
OG0000333	Syai.g_00398	Prac.g_00543
OG0000334	Syai.g_00407	Prac.g_00551
OG0000335	Syai.g_00412	Prac.g_00555
OG0000336	Syai.g_00416	Prac.g_00559
OG0000337	Syai.g_00169	Prac.g_00013
OG0000338	Syai.g_00166	Prac.g_00014
OG0000339	Syai.g_00160	Prac.g_00018
OG0000340	Syai.g_00133	Prac.g_00026
OG0000341	Syai.g_00131	Prac.g_00028
OG0000342	Syai.g_00130	Prac.g_00029
OG0000343	Syai.g_00129	Prac.g_00030
OG0000344	Syai.g_00125	Prac.g_00033
OG0000345	Syai.g_00115	Prac.g_00038
OG0000346	Syai.g_00110	Prac.g_00042
OG0000347	Syai.g_00087	Prac.g_00057
OG0000348	Syai.g_00076	Prac.g_00066
OG0000349	Syai.g_00057	Prac.g_00083
OG0000350	Syai.g_00334	Prac.g_00101
OG0000351	Syai.g_02904	Prac.g_00118
OG0000352	Syai.g_02905	Prac.g_00119
OG0000353	Syai.g_02932	Prac.g_01948
OG0000355	Syai.g_00001	Prac.g_01946
OG0000356	Syai.g_00002	Prac.g_01945
OG0000357	Syai.g_00003	Prac.g_01944
OG0000358	Syai.g_00007	Prac.g_01940
OG0000359	Syai.g_00009	Prac.g_01939
OG0000360	Syai.g_00010	Prac.g_01938
OG0000361	Syai.g_00011	Prac.g_01937
OG0000362	Syai.g_00013	Prac.g_01935
OG0000363	Syai.g_00015	Prac.g_01933
OG0000364	Syai.g_00016	Prac.g_01932
OG0000365	Syai.g_00027	Prac.g_01927
OG0000366	Syai.g_00028	Prac.g_01926
OG0000367	Syai.g_00029	Prac.g_01925
OG0000368	Syai.g_00031	Prac.g_01923
OG0000369	Syai.g_00032	Prac.g_01922
OG0000370	Syai.g_00033	Prac.g_01921
OG0000371	Syai.g_00041	Prac.g_01915
OG0000372	Syai.g_00047	Prac.g_01911
OG0000373	Syai.g_00048	Prac.g_01910
OG0000374	Syai.g_00049	Prac.g_01909
OG0000375	Syai.g_00053	Prac.g_01892
OG0000376	Syai.g_00055	Prac.g_01890
OG0000377	Syai.g_02769	Prac.g_01886
OG0000378	Syai.g_02751	Prac.g_01884
OG0000379	Syai.g_02733	Prac.g_01881
OG0000380	Syai.g_02472	Prac.g_01865
OG0000381	Syai.g_02475	Prac.g_01861
OG0000382	Syai.g_02493	Prac.g_01850
OG0000383	Syai.g_02498	Prac.g_01848
OG0000384	Syai.g_02499	Prac.g_01847
OG0000385	Syai.g_02500	Prac.g_01846
OG0000386	Syai.g_02501	Prac.g_01845
OG0000387	Syai.g_02534	Prac.g_01832
OG0000388	Syai.g_02538	Prac.g_01829
OG0000389	Syai.g_02542	Prac.g_01825
OG0000390	Syai.g_02556	Prac.g_01818
OG0000391	Syai.g_02561	Prac.g_01815
OG0000392	Syai.g_02568	Prac.g_01811
OG0000393	Syai.g_02570	Prac.g_01809
OG0000394	Syai.g_02571	Prac.g_01808
OG0000395	Syai.g_02572	Prac.g_01807
OG0000396	Syai.g_02575	Prac.g_01804
OG0000397	Syai.g_02577	Prac.g_01802
OG0000398	Syai.g_02582	Prac.g_01800
OG0000399	Syai.g_02583	Prac.g_01799
OG0000400	Syai.g_02584	Prac.g_01798
OG0000401	Syai.g_02585	Prac.g_01797
OG0000402	Syai.g_02588	Prac.g_01795
OG0000403	Syai.g_02589	Prac.g_01794
OG0000404	Syai.g_02590	Prac.g_01793
OG0000405	Syai.g_02606	Prac.g_01789
OG0000406	Syai.g_02610	Prac.g_01783
OG0000407	Syai.g_02611	Prac.g_01782
OG0000408	Syai.g_02613	Prac.g_01780
OG0000409	Syai.g_02615	Prac.g_01778
OG0000410	Syai.g_02616	Prac.g_01777
OG0000411	Syai.g_02617	Prac.g_01776
OG0000412	Syai.g_02618	Prac.g_01775
OG0000413	Syai.g_02620	Prac.g_01774
OG0000414	Syai.g_02621	Prac.g_01590, Prac.g_01773
OG0000415	Syai.g_02622	Prac.g_01772
OG0000416	Syai.g_02623	Prac.g_01771
OG0000417	Syai.g_02624	Prac.g_01770
OG0000418	Syai.g_02629	Prac.g_01765
OG0000419	Syai.g_02631	Prac.g_01763
OG0000420	Syai.g_02633	Prac.g_01762
OG0000421	Syai.g_02638	Prac.g_01757
OG0000422	Syai.g_02639	Prac.g_01756
OG0000423	Syai.g_02640	Prac.g_01755
OG0000424	Syai.g_02641	Prac.g_01754
OG0000425	Syai.g_02642	Prac.g_01753
OG0000426	Syai.g_02643	Prac.g_01752
OG0000427	Syai.g_02644	Prac.g_01751
OG0000428	Syai.g_02647	Prac.g_01749
OG0000429	Syai.g_02649	Prac.g_01748
OG0000430	Syai.g_02650	Prac.g_01747
OG0000431	Syai.g_02654	Prac.g_01745
OG0000432	Syai.g_02660	Prac.g_01742
OG0000433	Syai.g_02662	Prac.g_01741
OG0000434	Syai.g_02663	Prac.g_01740
OG0000435	Syai.g_02666	Prac.g_01739
OG0000436	Syai.g_02671	Prac.g_01734
OG0000437	Syai.g_02672	Prac.g_01733
OG0000438	Syai.g_02673	Prac.g_01732
OG0000439	Syai.g_02675	Prac.g_01730
OG0000440	Syai.g_02676	Prac.g_01729
OG0000441	Syai.g_02681	Prac.g_01726
OG0000442	Syai.g_02682	Prac.g_01725
OG0000443	Syai.g_02683	Prac.g_01724
OG0000444	Syai.g_02688	Prac.g_01719
OG0000445	Syai.g_02689	Prac.g_01718
OG0000446	Syai.g_02690	Prac.g_01717
OG0000447	Syai.g_02693	Prac.g_01716
OG0000448	Syai.g_02694	Prac.g_01715
OG0000449	Syai.g_02695	Prac.g_01714
OG0000450	Syai.g_02696	Prac.g_01713
OG0000451	Syai.g_02697	Prac.g_01712
OG0000452	Syai.g_02701	Prac.g_01709
OG0000453	Syai.g_02702	Prac.g_01708
OG0000454	Syai.g_02703	Prac.g_01707
OG0000455	Syai.g_02704	Prac.g_01706
OG0000456	Syai.g_02705	Prac.g_01705
OG0000457	Syai.g_02707	Prac.g_01704
OG0000458	Syai.g_02708	Prac.g_01703
OG0000459	Syai.g_02709	Prac.g_01702
OG0000460	Syai.g_00535	Prac.g_01695
OG0000461	Syai.g_00314	Prac.g_01688
OG0000462	Syai.g_00311	Prac.g_01686
OG0000463	Syai.g_00310	Prac.g_01685
OG0000464	Syai.g_00309	Prac.g_01684
OG0000465	Syai.g_00307	Prac.g_01683
OG0000466	Syai.g_00303	Prac.g_01680
OG0000467	Syai.g_00301	Prac.g_01679
OG0000468	Syai.g_00296	Prac.g_01678
OG0000469	Syai.g_00282	Prac.g_01669
OG0000470	Syai.g_00280	Prac.g_01667
OG0000471	Syai.g_00279	Prac.g_01666
OG0000472	Syai.g_00277	Prac.g_01665
OG0000473	Syai.g_00275	Prac.g_01663
OG0000474	Syai.g_00274	Prac.g_01662
OG0000475	Syai.g_00273	Prac.g_01661
OG0000476	Syai.g_00271	Prac.g_01660
OG0000477	Syai.g_00265	Prac.g_01656
OG0000478	Syai.g_00264	Prac.g_01655
OG0000479	Syai.g_00263	Prac.g_01654
OG0000480	Syai.g_00256	Prac.g_01649
OG0000481	Syai.g_00254	Prac.g_01647
OG0000482	Syai.g_00253	Prac.g_01646
OG0000483	Syai.g_00249	Prac.g_01643
OG0000484	Syai.g_00248	Prac.g_01642
OG0000485	Syai.g_00247	Prac.g_01641
OG0000486	Syai.g_00246	Prac.g_01640
OG0000487	Syai.g_00240	Prac.g_01636
OG0000488	Syai.g_00236	Prac.g_01633
OG0000489	Syai.g_00226	Prac.g_01628
OG0000490	Syai.g_00218	Prac.g_01623
OG0000491	Syai.g_00217	Prac.g_01622
OG0000492	Syai.g_00214	Prac.g_01620
OG0000493	Syai.g_00213	Prac.g_01619
OG0000494	Syai.g_00212	Prac.g_01618
OG0000495	Syai.g_00211	Prac.g_01617
OG0000496	Syai.g_00210	Prac.g_01616
OG0000497	Syai.g_00209	Prac.g_01615
OG0000498	Syai.g_00208	Prac.g_01614
OG0000499	Syai.g_00207	Prac.g_01613
OG0000500	Syai.g_00206	Prac.g_01612
OG0000501	Syai.g_00203	Prac.g_01610
OG0000502	Syai.g_00192	Prac.g_01607
OG0000503	Syai.g_00486	Prac.g_01200
OG0000504	Syai.g_00488	Prac.g_01199
OG0000505	Syai.g_00489	Prac.g_01198
OG0000506	Syai.g_00491	Prac.g_01196
OG0000507	Syai.g_00497	Prac.g_01193
OG0000508	Syai.g_00501	Prac.g_01189
OG0000509	Syai.g_00503	Prac.g_01187
OG0000510	Syai.g_00504	Prac.g_01186
OG0000511	Syai.g_00505	Prac.g_01185
OG0000512	Syai.g_00507	Prac.g_01183
OG0000513	Syai.g_00521	Prac.g_01176
OG0000514	Syai.g_00528	Prac.g_01116
OG0000515	Syai.g_00529	Prac.g_01115
OG0000516	Syai.g_02223	Prac.g_01114
OG0000517	Syai.g_02229	Prac.g_01112
OG0000518	Syai.g_02211	Prac.g_01101
OG0000519	Syai.g_02210	Prac.g_01100
OG0000520	Syai.g_02209	Prac.g_01099
OG0000521	Syai.g_00842	Prac.g_01094
OG0000522	Syai.g_00844	Prac.g_01092
OG0000523	Syai.g_00845	Prac.g_01091
OG0000524	Syai.g_00852	Prac.g_01084
OG0000525	Syai.g_00856	Prac.g_01081
OG0000526	Syai.g_00859	Prac.g_01080
OG0000527	Syai.g_00863	Prac.g_01071
OG0000528	Syai.g_00633	Prac.g_01066
OG0000529	Syai.g_00639	Prac.g_01063
OG0000530	Syai.g_00642	Prac.g_01060
OG0000531	Syai.g_00643	Prac.g_01059
OG0000532	Syai.g_00646	Prac.g_01057
OG0000533	Syai.g_00647	Prac.g_01056
OG0000534	Syai.g_00648	Prac.g_01055
OG0000535	Syai.g_00649	Prac.g_01054
OG0000536	Syai.g_00650	Prac.g_01053
OG0000537	Syai.g_00651	Prac.g_01052
OG0000538	Syai.g_00662	Prac.g_00871
OG0000539	Syai.g_00663	Prac.g_00870
OG0000540	Syai.g_00664	Prac.g_00869
OG0000541	Syai.g_00665	Prac.g_00868
OG0000542	Syai.g_00668	Prac.g_00866
OG0000543	Syai.g_00670	Prac.g_00864
OG0000544	Syai.g_00671	Prac.g_00863
OG0000545	Syai.g_00673	Prac.g_00861
OG0000546	Syai.g_00675	Prac.g_00858
OG0000547	Syai.g_00677	Prac.g_00857
OG0000548	Syai.g_00678	Prac.g_00856
OG0000549	Syai.g_00684	Prac.g_00854
OG0000550	Syai.g_00689	Prac.g_00849
OG0000551	Syai.g_00694	Prac.g_00845
OG0000552	Syai.g_00695	Prac.g_00844
OG0000553	Syai.g_00698	Prac.g_00843
OG0000554	Syai.g_00708	Prac.g_00838
OG0000555	Syai.g_00725	Prac.g_00830
OG0000556	Syai.g_00728	Prac.g_00828
OG0000557	Syai.g_00730	Prac.g_00827
OG0000558	Syai.g_00732	Prac.g_00825
OG0000559	Syai.g_00736	Prac.g_00821
OG0000560	Syai.g_00739	Prac.g_00818
OG0000561	Syai.g_00740	Prac.g_00817
OG0000562	Syai.g_00741	Prac.g_00816
OG0000563	Syai.g_00742	Prac.g_00815
OG0000564	Syai.g_00743	Prac.g_00814
OG0000565	Syai.g_00746	Prac.g_00811
OG0000566	Syai.g_00750	Prac.g_00809
OG0000567	Syai.g_00754	Prac.g_00805
OG0000568	Syai.g_00758	Prac.g_00804
OG0000569	Syai.g_00759	Prac.g_00803
OG0000570	Syai.g_00760	Prac.g_00802
OG0000571	Syai.g_00764	Prac.g_00800
OG0000572	Syai.g_00782	Prac.g_00787
OG0000573	Syai.g_00790	Prac.g_00780
OG0000574	Syai.g_00796	Prac.g_00779
OG0000575	Syai.g_00800	Prac.g_00775
OG0000576	Syai.g_00802	Prac.g_00772
OG0000577	Syai.g_00803	Prac.g_00771
OG0000578	Syai.g_00804	Prac.g_00770
OG0000579	Syai.g_00805	Prac.g_00769
OG0000580	Syai.g_00806	Prac.g_00768
