Orthogroup	Syai	Prbc
OG0000103	Syai.g_02912	Prbc.g_01053
OG0000104	Syai.g_02929	Prbc.g_01065
OG0000105	Syai.g_00267	Prbc.g_01167
OG0000106	Syai.g_01601	Prbc.g_00134, Prbc.g_00641
OG0000107	Syai.g_00319	Prbc.g_00934
OG0000108	Syai.g_00638	Prbc.g_01540
OG0000109	Syai.g_00653	Prbc.g_01553
OG0000110	Syai.g_00878, Syai.g_00766	Prbc.g_01654
OG0000111	Syai.g_00884, Syai.g_01998	Prbc.g_01781
OG0000112	Syai.g_01512	Prbc.g_02028
OG0000113	Syai.g_01367	Prbc.g_01882, Prbc.g_00153
OG0000114	Syai.g_01261	Prbc.g_01977
OG0000115	Syai.g_00932	Prbc.g_00801
OG0000116	Syai.g_02156	Prbc.g_01457
OG0000117	Syai.g_01756	Prbc.g_00102
OG0000118	Syai.g_00818	Prbc.g_00577
OG0000119	Syai.g_02127	Prbc.g_00650
OG0000120	Syai.g_00198	Prbc.g_01753
OG0000121	Syai.g_00951	Prbc.g_00711
OG0000122	Syai.g_01143	Prbc.g_00750
OG0000123	Syai.g_00411	Prbc.g_00277
OG0000124	Syai.g_00089	Prbc.g_00193
OG0000125	Syai.g_02782	Prbc.g_00997
OG0000126	Syai.g_02927	Prbc.g_01063
OG0000127	Syai.g_01872, Syai.g_01906, Syai.g_01855	Prbc.g_01352, Prbc.g_00621
OG0000127	Syai.g_02459	Prbc.g_01367
OG0000128	Syai.g_00012	Prbc.g_01081
OG0000129	Syai.g_02771	Prbc.g_01122
OG0000130	Syai.g_02474	Prbc.g_00504
OG0000131	Syai.g_02608	Prbc.g_00426
OG0000132	Syai.g_02628	Prbc.g_00407
OG0000133	Syai.g_01507	Prbc.g_01214
OG0000134	Syai.g_00520	Prbc.g_01270
OG0000135	Syai.g_02826	Prbc.g_02198, Prbc.g_02183
OG0000136	Syai.g_02217	Prbc.g_01502
OG0000137	Syai.g_00865	Prbc.g_01534
OG0000138	Syai.g_00654	Prbc.g_01554
OG0000139	Syai.g_00714	Prbc.g_01616
OG0000140	Syai.g_00716	Prbc.g_01617
OG0000141	Syai.g_01041	Prbc.g_01684
OG0000142	Syai.g_01104	Prbc.g_01712
OG0000143	Syai.g_01108	Prbc.g_01716
OG0000144	Syai.g_01608	Prbc.g_01729
OG0000145	Syai.g_00660	Prbc.g_02142
OG0000146	Syai.g_01513	Prbc.g_02027
OG0000147	Syai.g_01514	Prbc.g_02026
OG0000148	Syai.g_01361	Prbc.g_01876
OG0000149	Syai.g_02059	Prbc.g_01908
OG0000150	Syai.g_00717	Prbc.g_01916
OG0000151	Syai.g_01280	Prbc.g_01988
OG0000152	Syai.g_01503	Prbc.g_02036
OG0000153	Syai.g_01461	Prbc.g_02054
OG0000154	Syai.g_01434	Prbc.g_02083
OG0000155	Syai.g_02109	Prbc.g_01424
OG0000156	Syai.g_02162	Prbc.g_00555
OG0000157	Syai.g_02163	Prbc.g_00556
OG0000158	Syai.g_00135	Prbc.g_00228
OG0000160	Syai.g_00952	Prbc.g_00710
OG0000161	Syai.g_00946	Prbc.g_00716
OG0000162	Syai.g_00939	Prbc.g_00722
OG0000163	Syai.g_02300	Prbc.g_00758
OG0000164	Syai.g_02411	Prbc.g_00854
OG0000165	Syai.g_02244	Prbc.g_00862
OG0000166	Syai.g_00364	Prbc.g_00321
OG0000167	Syai.g_00164	Prbc.g_00238
OG0000168	Syai.g_00134	Prbc.g_00227
OG0000169	Syai.g_00123	Prbc.g_00217
OG0000170	Syai.g_00116	Prbc.g_00215
OG0000171	Syai.g_00090	Prbc.g_00194
OG0000172	Syai.g_00083	Prbc.g_00967
OG0000173	Syai.g_00064	Prbc.g_00982
OG0000174	Syai.g_02828	Prbc.g_01013
OG0000175	Syai.g_02901	Prbc.g_01044
OG0000176	Syai.g_00004	Prbc.g_01074
OG0000177	Syai.g_00005	Prbc.g_01075
OG0000178	Syai.g_00006	Prbc.g_01076
OG0000179	Syai.g_00023	Prbc.g_01086
OG0000180	Syai.g_00024	Prbc.g_01087
OG0000181	Syai.g_00025	Prbc.g_01088
OG0000182	Syai.g_00026	Prbc.g_01089
OG0000183	Syai.g_00030	Prbc.g_01093
OG0000184	Syai.g_02756	Prbc.g_01124
OG0000185	Syai.g_02734	Prbc.g_01127
OG0000186	Syai.g_02469	Prbc.g_00509
OG0000187	Syai.g_02471	Prbc.g_00508
OG0000188	Syai.g_00696, Syai.g_02494	Prbc.g_00491
OG0000189	Syai.g_02530	Prbc.g_00477
OG0000190	Syai.g_02532	Prbc.g_00476
OG0000191	Syai.g_02562	Prbc.g_00453
OG0000192	Syai.g_02569	Prbc.g_00449
OG0000193	Syai.g_02609	Prbc.g_00425
OG0000194	Syai.g_02612	Prbc.g_00422
OG0000195	Syai.g_02614	Prbc.g_00420
OG0000196	Syai.g_02625	Prbc.g_00410
OG0000197	Syai.g_02626	Prbc.g_00409
OG0000198	Syai.g_02627	Prbc.g_00408
OG0000199	Syai.g_02635	Prbc.g_00401
OG0000200	Syai.g_02651	Prbc.g_00388
OG0000201	Syai.g_02667	Prbc.g_00379
OG0000202	Syai.g_02668	Prbc.g_00378
OG0000203	Syai.g_02669	Prbc.g_00377
OG0000204	Syai.g_02670	Prbc.g_00376
OG0000205	Syai.g_02677	Prbc.g_00369
OG0000206	Syai.g_02684	Prbc.g_00365
OG0000207	Syai.g_02686	Prbc.g_00363
OG0000208	Syai.g_02687	Prbc.g_00362
OG0000209	Syai.g_02699	Prbc.g_00352
OG0000210	Syai.g_02700	Prbc.g_00351
OG0000211	Syai.g_00533	Prbc.g_00337
OG0000212	Syai.g_00544	Prbc.g_00329
OG0000213	Syai.g_00292	Prbc.g_01153
OG0000214	Syai.g_00276	Prbc.g_01161
OG0000215	Syai.g_00245	Prbc.g_01185
OG0000216	Syai.g_00241	Prbc.g_01186
OG0000217	Syai.g_00237	Prbc.g_01189
OG0000218	Syai.g_00235	Prbc.g_01191
OG0000219	Syai.g_00234	Prbc.g_01192
OG0000220	Syai.g_00233	Prbc.g_01193
OG0000221	Syai.g_00227	Prbc.g_01194
OG0000222	Syai.g_00215	Prbc.g_01202
OG0000223	Syai.g_00194	Prbc.g_01215
OG0000224	Syai.g_00186	Prbc.g_01217
OG0000225	Syai.g_00502	Prbc.g_01257
OG0000226	Syai.g_00506	Prbc.g_01261
OG0000227	Syai.g_00508	Prbc.g_01263
OG0000228	Syai.g_00516	Prbc.g_01267
OG0000229	Syai.g_02228	Prbc.g_01497
OG0000230	Syai.g_02226	Prbc.g_01499
OG0000231	Syai.g_02208	Prbc.g_01510
OG0000232	Syai.g_00846	Prbc.g_01518
OG0000233	Syai.g_00855	Prbc.g_01526
OG0000234	Syai.g_00866	Prbc.g_01535
OG0000235	Syai.g_00637	Prbc.g_01539
OG0000236	Syai.g_00652	Prbc.g_01552
OG0000237	Syai.g_00669	Prbc.g_01586
OG0000238	Syai.g_00674	Prbc.g_01592
OG0000239	Syai.g_00691	Prbc.g_01604
OG0000240	Syai.g_00692	Prbc.g_01605
OG0000241	Syai.g_01085, Syai.g_01089	Prbc.g_01609
OG0000242	Syai.g_00705	Prbc.g_01611
OG0000243	Syai.g_00726	Prbc.g_01622
OG0000244	Syai.g_00731	Prbc.g_01626
OG0000245	Syai.g_00733	Prbc.g_01628
OG0000246	Syai.g_00737	Prbc.g_01632
OG0000247	Syai.g_00748	Prbc.g_01642
OG0000248	Syai.g_00751	Prbc.g_01644
OG0000249	Syai.g_00753	Prbc.g_01646
OG0000250	Syai.g_00762	Prbc.g_01651
OG0000251	Syai.g_00789	Prbc.g_01667
OG0000252	Syai.g_00797	Prbc.g_01669
OG0000253	Syai.g_00798	Prbc.g_01671
OG0000254	Syai.g_01045	Prbc.g_01688
OG0000255	Syai.g_01061	Prbc.g_01694
OG0000256	Syai.g_01077	Prbc.g_01704
OG0000257	Syai.g_01084	Prbc.g_01707
OG0000258	Syai.g_01113	Prbc.g_01720
OG0000259	Syai.g_01229	Prbc.g_01737
OG0000260	Syai.g_01232	Prbc.g_01740
OG0000261	Syai.g_01235	Prbc.g_01743
OG0000262	Syai.g_01240	Prbc.g_01748
OG0000263	Syai.g_01776	Prbc.g_01762
OG0000264	Syai.g_01962	Prbc.g_01773
OG0000265	Syai.g_02245	Prbc.g_01787
OG0000266	Syai.g_01401	Prbc.g_01797
OG0000267	Syai.g_01569	Prbc.g_01810
OG0000268	Syai.g_01568	Prbc.g_01811
OG0000269	Syai.g_01316	Prbc.g_01853
OG0000270	Syai.g_01319	Prbc.g_01856
OG0000271	Syai.g_01327	Prbc.g_01864
OG0000272	Syai.g_01328	Prbc.g_01865
OG0000273	Syai.g_02037	Prbc.g_01890
OG0000274	Syai.g_02038	Prbc.g_01891
OG0000275	Syai.g_02043	Prbc.g_01893
OG0000276	Syai.g_02051	Prbc.g_01899
OG0000277	Syai.g_02052	Prbc.g_01900
OG0000278	Syai.g_02055	Prbc.g_01904
OG0000279	Syai.g_02063	Prbc.g_01911
OG0000280	Syai.g_02084	Prbc.g_00068
OG0000281	Syai.g_01719	Prbc.g_01917
OG0000282	Syai.g_01263	Prbc.g_01979
OG0000283	Syai.g_01554	Prbc.g_02010
OG0000284	Syai.g_01548	Prbc.g_02015
OG0000285	Syai.g_01522	Prbc.g_02020
OG0000286	Syai.g_01504	Prbc.g_02035
OG0000287	Syai.g_01469	Prbc.g_02190
OG0000288	Syai.g_01435	Prbc.g_02082
OG0000289	Syai.g_01421	Prbc.g_02094
OG0000290	Syai.g_02010	Prbc.g_02110
OG0000291	Syai.g_02008	Prbc.g_02112
OG0000292	Syai.g_02926	Prbc.g_00173
OG0000293	Syai.g_02155	Prbc.g_01456
OG0000294	Syai.g_02154	Prbc.g_01455
OG0000295	Syai.g_02117	Prbc.g_01431
OG0000296	Syai.g_02115	Prbc.g_01429
OG0000297	Syai.g_01754	Prbc.g_01421
OG0000298	Syai.g_01755	Prbc.g_01420
OG0000299	Syai.g_01783	Prbc.g_01401
OG0000300	Syai.g_01790	Prbc.g_01398
OG0000301	Syai.g_01791	Prbc.g_01397
OG0000302	Syai.g_01793	Prbc.g_01395
OG0000303	Syai.g_01802	Prbc.g_01390
OG0000304	Syai.g_01826	Prbc.g_01387
OG0000305	Syai.g_02005	Prbc.g_00810
OG0000306	Syai.g_02090	Prbc.g_01921
OG0000307	Syai.g_00619	Prbc.g_00666
OG0000308	Syai.g_00617	Prbc.g_00667
OG0000309	Syai.g_00612	Prbc.g_00671
OG0000310	Syai.g_00989	Prbc.g_00693
OG0000311	Syai.g_00985	Prbc.g_00695
OG0000312	Syai.g_00966	Prbc.g_00698
OG0000313	Syai.g_00949	Prbc.g_00713
OG0000314	Syai.g_00908	Prbc.g_00734
OG0000315	Syai.g_00897	Prbc.g_00744
OG0000316	Syai.g_02320, Syai.g_02322	Prbc.g_00768
OG0000317	Syai.g_02373	Prbc.g_00830
OG0000318	Syai.g_02379	Prbc.g_00833
OG0000319	Syai.g_02395	Prbc.g_00844
OG0000320	Syai.g_02397	Prbc.g_00846
OG0000321	Syai.g_02398	Prbc.g_00847
OG0000322	Syai.g_02399	Prbc.g_00848
OG0000323	Syai.g_02413	Prbc.g_00857
OG0000324	Syai.g_02272	Prbc.g_00884
OG0000325	Syai.g_00320	Prbc.g_00935
OG0000326	Syai.g_00327	Prbc.g_00941
OG0000327	Syai.g_00359	Prbc.g_00326
OG0000328	Syai.g_00360	Prbc.g_00325
OG0000329	Syai.g_00378	Prbc.g_00308
OG0000330	Syai.g_00379	Prbc.g_00307
OG0000331	Syai.g_00380	Prbc.g_00306
OG0000332	Syai.g_00395	Prbc.g_00292
OG0000333	Syai.g_00398	Prbc.g_00290
OG0000334	Syai.g_00407	Prbc.g_00281
OG0000335	Syai.g_00412	Prbc.g_00276
OG0000336	Syai.g_00416	Prbc.g_00272
OG0000337	Syai.g_00169	Prbc.g_00241
OG0000338	Syai.g_00166	Prbc.g_00240
OG0000339	Syai.g_00160	Prbc.g_00235
OG0000340	Syai.g_00133	Prbc.g_00226
OG0000341	Syai.g_00131	Prbc.g_00224
OG0000342	Syai.g_00130	Prbc.g_00223
OG0000343	Syai.g_00129	Prbc.g_00222
OG0000344	Syai.g_00125	Prbc.g_00219
OG0000345	Syai.g_00115	Prbc.g_00214
OG0000346	Syai.g_00110	Prbc.g_00210
OG0000347	Syai.g_00087	Prbc.g_00190
OG0000348	Syai.g_00076	Prbc.g_00970
OG0000349	Syai.g_00057	Prbc.g_00988
OG0000350	Syai.g_00334	Prbc.g_01009
OG0000351	Syai.g_02904	Prbc.g_01047
OG0000352	Syai.g_02905	Prbc.g_01048
OG0000353	Syai.g_02932	Prbc.g_01068
OG0000355	Syai.g_00001	Prbc.g_01071
OG0000356	Syai.g_00002	Prbc.g_01072
OG0000357	Syai.g_00003	Prbc.g_01073
OG0000358	Syai.g_00007	Prbc.g_01077
OG0000359	Syai.g_00009	Prbc.g_01078
OG0000360	Syai.g_00010	Prbc.g_01079
OG0000361	Syai.g_00011	Prbc.g_01080
OG0000362	Syai.g_00013	Prbc.g_01082
OG0000363	Syai.g_00015	Prbc.g_01084
OG0000364	Syai.g_00016	Prbc.g_01085
OG0000365	Syai.g_00027	Prbc.g_01090
OG0000366	Syai.g_00028	Prbc.g_01091
OG0000367	Syai.g_00029	Prbc.g_01092
OG0000368	Syai.g_00031	Prbc.g_01094
OG0000369	Syai.g_00032	Prbc.g_01095
OG0000370	Syai.g_00033	Prbc.g_01096
OG0000371	Syai.g_00041	Prbc.g_01102
OG0000372	Syai.g_00047	Prbc.g_01104
OG0000373	Syai.g_00048	Prbc.g_01105
OG0000374	Syai.g_00049	Prbc.g_01106
OG0000375	Syai.g_00053	Prbc.g_01118
OG0000376	Syai.g_00055	Prbc.g_01120
OG0000377	Syai.g_02769	Prbc.g_01123
OG0000378	Syai.g_02751	Prbc.g_01125
OG0000379	Syai.g_02733	Prbc.g_01128
OG0000380	Syai.g_02472	Prbc.g_00507
OG0000381	Syai.g_02475	Prbc.g_00503
OG0000382	Syai.g_02493	Prbc.g_00492
OG0000383	Syai.g_02498	Prbc.g_00490
OG0000384	Syai.g_02499	Prbc.g_00489
OG0000385	Syai.g_02500	Prbc.g_00488
OG0000386	Syai.g_02501	Prbc.g_00487
OG0000387	Syai.g_02534	Prbc.g_00474
OG0000388	Syai.g_02538	Prbc.g_00470
OG0000389	Syai.g_02542	Prbc.g_00467
OG0000390	Syai.g_02556	Prbc.g_00458
OG0000391	Syai.g_02561	Prbc.g_00454
OG0000392	Syai.g_02568	Prbc.g_00451
OG0000393	Syai.g_02570	Prbc.g_00448
OG0000394	Syai.g_02571	Prbc.g_00447
OG0000395	Syai.g_02572	Prbc.g_00446
OG0000396	Syai.g_02575	Prbc.g_00443
OG0000397	Syai.g_02577	Prbc.g_00441
OG0000398	Syai.g_02582	Prbc.g_00438
OG0000399	Syai.g_02583	Prbc.g_00437
OG0000400	Syai.g_02584	Prbc.g_00436
OG0000401	Syai.g_02585	Prbc.g_00435
OG0000402	Syai.g_02588	Prbc.g_02145
OG0000403	Syai.g_02589	Prbc.g_00434
OG0000404	Syai.g_02590	Prbc.g_00433
OG0000405	Syai.g_02606	Prbc.g_00428
OG0000406	Syai.g_02610	Prbc.g_00424
OG0000407	Syai.g_02611	Prbc.g_00423
OG0000408	Syai.g_02613	Prbc.g_00421
OG0000409	Syai.g_02615	Prbc.g_00419
OG0000410	Syai.g_02616	Prbc.g_00418
OG0000411	Syai.g_02617	Prbc.g_00417
OG0000412	Syai.g_02618	Prbc.g_00416
OG0000413	Syai.g_02620	Prbc.g_00415
OG0000414	Syai.g_02621	Prbc.g_00414
OG0000415	Syai.g_02622	Prbc.g_00413
OG0000416	Syai.g_02623	Prbc.g_00412
OG0000417	Syai.g_02624	Prbc.g_00411
OG0000418	Syai.g_02629	Prbc.g_00406
OG0000419	Syai.g_02631	Prbc.g_00404
OG0000420	Syai.g_02633	Prbc.g_00403
OG0000421	Syai.g_02638	Prbc.g_00399
OG0000422	Syai.g_02639	Prbc.g_00398
OG0000423	Syai.g_02640	Prbc.g_00397
OG0000424	Syai.g_02641	Prbc.g_00396
OG0000425	Syai.g_02642	Prbc.g_00395
OG0000426	Syai.g_02643	Prbc.g_00394
OG0000427	Syai.g_02644	Prbc.g_00393
OG0000428	Syai.g_02647	Prbc.g_00391
OG0000429	Syai.g_02649	Prbc.g_00390
OG0000430	Syai.g_02650	Prbc.g_00389
OG0000431	Syai.g_02654	Prbc.g_00387
OG0000432	Syai.g_02660	Prbc.g_00383
OG0000433	Syai.g_02662	Prbc.g_00382
OG0000434	Syai.g_02663	Prbc.g_00381
OG0000435	Syai.g_02666	Prbc.g_00380
OG0000436	Syai.g_02671	Prbc.g_00375
OG0000437	Syai.g_02672	Prbc.g_00374
OG0000438	Syai.g_02673	Prbc.g_00373
OG0000439	Syai.g_02675	Prbc.g_00371
OG0000440	Syai.g_02676	Prbc.g_00370
OG0000441	Syai.g_02681	Prbc.g_00368
OG0000442	Syai.g_02682	Prbc.g_00367
OG0000443	Syai.g_02683	Prbc.g_00366
OG0000444	Syai.g_02688	Prbc.g_00361
OG0000445	Syai.g_02689	Prbc.g_00360
OG0000446	Syai.g_02690	Prbc.g_00358
OG0000447	Syai.g_02693	Prbc.g_00357
OG0000448	Syai.g_02694	Prbc.g_00356
OG0000449	Syai.g_02695	Prbc.g_00355
OG0000450	Syai.g_02696	Prbc.g_00354
OG0000451	Syai.g_02697	Prbc.g_00353
OG0000452	Syai.g_02701	Prbc.g_00350
OG0000453	Syai.g_02702	Prbc.g_00349
OG0000454	Syai.g_02703	Prbc.g_00348
OG0000455	Syai.g_02704	Prbc.g_00347
OG0000456	Syai.g_02705	Prbc.g_00346
OG0000457	Syai.g_02707	Prbc.g_00345
OG0000458	Syai.g_02708	Prbc.g_00344
OG0000459	Syai.g_02709	Prbc.g_00343
OG0000460	Syai.g_00535	Prbc.g_00335
OG0000461	Syai.g_00314	Prbc.g_01140
OG0000462	Syai.g_00311	Prbc.g_01142
OG0000463	Syai.g_00310	Prbc.g_01143
OG0000464	Syai.g_00309	Prbc.g_01144
OG0000465	Syai.g_00307	Prbc.g_01145
OG0000466	Syai.g_00303	Prbc.g_01146
OG0000467	Syai.g_00301	Prbc.g_01147
OG0000468	Syai.g_00296	Prbc.g_01149
OG0000469	Syai.g_00282	Prbc.g_01156
OG0000470	Syai.g_00280	Prbc.g_01158
OG0000471	Syai.g_00279	Prbc.g_01159
OG0000472	Syai.g_00277	Prbc.g_01160
OG0000473	Syai.g_00275	Prbc.g_01162
OG0000474	Syai.g_00274	Prbc.g_01163
OG0000475	Syai.g_00273	Prbc.g_01164
OG0000476	Syai.g_00271	Prbc.g_01166
OG0000477	Syai.g_00265	Prbc.g_01168
OG0000478	Syai.g_00264	Prbc.g_01169
OG0000479	Syai.g_00263	Prbc.g_01170
OG0000480	Syai.g_00256	Prbc.g_01175
OG0000481	Syai.g_00254	Prbc.g_01177
OG0000482	Syai.g_00253	Prbc.g_01178
OG0000483	Syai.g_00249	Prbc.g_01181
OG0000484	Syai.g_00248	Prbc.g_01182
OG0000485	Syai.g_00247	Prbc.g_01183
OG0000486	Syai.g_00246	Prbc.g_01184
OG0000487	Syai.g_00240	Prbc.g_01187
OG0000488	Syai.g_00236	Prbc.g_01190
OG0000489	Syai.g_00226	Prbc.g_01195
OG0000490	Syai.g_00218	Prbc.g_01200
OG0000491	Syai.g_00217	Prbc.g_01201
OG0000492	Syai.g_00214	Prbc.g_01203
OG0000493	Syai.g_00213	Prbc.g_01204
OG0000494	Syai.g_00212	Prbc.g_01205
OG0000495	Syai.g_00211	Prbc.g_01206
OG0000496	Syai.g_00210	Prbc.g_01207
OG0000497	Syai.g_00209	Prbc.g_01208
OG0000498	Syai.g_00208	Prbc.g_01209
OG0000499	Syai.g_00207	Prbc.g_01210
OG0000500	Syai.g_00206	Prbc.g_01211
OG0000501	Syai.g_00203	Prbc.g_01213
OG0000502	Syai.g_00192	Prbc.g_01216
OG0000503	Syai.g_00486	Prbc.g_01246
OG0000504	Syai.g_00488	Prbc.g_01248
OG0000505	Syai.g_00489	Prbc.g_01249
OG0000506	Syai.g_00491	Prbc.g_01250
OG0000507	Syai.g_00497	Prbc.g_01253
OG0000508	Syai.g_00501	Prbc.g_01256
OG0000509	Syai.g_00503	Prbc.g_01258
OG0000510	Syai.g_00504	Prbc.g_01259
OG0000511	Syai.g_00505	Prbc.g_01260
OG0000512	Syai.g_00507	Prbc.g_01262
OG0000513	Syai.g_00521	Prbc.g_01271
OG0000514	Syai.g_00528	Prbc.g_01492
OG0000515	Syai.g_00529	Prbc.g_01493
OG0000516	Syai.g_02223	Prbc.g_01494
OG0000517	Syai.g_02229	Prbc.g_01496
OG0000518	Syai.g_02211	Prbc.g_01507
OG0000519	Syai.g_02210	Prbc.g_01508
OG0000520	Syai.g_02209	Prbc.g_01509
OG0000521	Syai.g_00842	Prbc.g_01514
OG0000522	Syai.g_00844	Prbc.g_01516
OG0000523	Syai.g_00845	Prbc.g_01517
OG0000524	Syai.g_00852	Prbc.g_01524
OG0000525	Syai.g_00856	Prbc.g_01528
OG0000526	Syai.g_00859	Prbc.g_01529
OG0000527	Syai.g_00863	Prbc.g_01532
OG0000528	Syai.g_00633	Prbc.g_01538
OG0000529	Syai.g_00639	Prbc.g_01541
OG0000530	Syai.g_00642	Prbc.g_01544
OG0000531	Syai.g_00643	Prbc.g_01545
OG0000532	Syai.g_00646	Prbc.g_01546
OG0000533	Syai.g_00647	Prbc.g_01547
OG0000534	Syai.g_00648	Prbc.g_01548
OG0000535	Syai.g_00649	Prbc.g_01549
OG0000536	Syai.g_00650	Prbc.g_01550
OG0000537	Syai.g_00651	Prbc.g_01551
OG0000538	Syai.g_00662	Prbc.g_01580
OG0000539	Syai.g_00663	Prbc.g_01581
OG0000540	Syai.g_00664	Prbc.g_01582
OG0000541	Syai.g_00665	Prbc.g_01583
OG0000542	Syai.g_00668	Prbc.g_01585
OG0000543	Syai.g_00670	Prbc.g_01587
OG0000544	Syai.g_00671	Prbc.g_01588
OG0000545	Syai.g_00673	Prbc.g_01590
OG0000546	Syai.g_00675	Prbc.g_01593
OG0000547	Syai.g_00677	Prbc.g_01595
OG0000548	Syai.g_00678	Prbc.g_01596
OG0000549	Syai.g_00684	Prbc.g_01599
