Orthogroup	Prak	Prbk
OG0000046	Prak.g_01637, Prak.g_01516	Prbk.g_00919
OG0000047	Prak.g_01842	Prbk.g_00237
OG0000048	Prak.g_01850	Prbk.g_00140, Prbk.g_01495
OG0000050	Prak.g_00032	Prbk.g_01617
OG0000051	Prak.g_00169	Prbk.g_00764
OG0000052	Prak.g_00687	Prbk.g_00925
OG0000053	Prak.g_00498, Prak.g_01557	Prbk.g_01094
OG0000054	Prak.g_00601	Prbk.g_01468
OG0000055	Prak.g_00868	Prbk.g_02493
OG0000056	Prak.g_01228	Prbk.g_00694
OG0000058	Prak.g_00436	Prbk.g_02113
OG0000059	Prak.g_00829	Prbk.g_01765
OG0000062	Prak.g_01550	Prbk.g_02195
OG0000063	Prak.g_01145	Prbk.g_01496
OG0000065	Prak.g_01277	Prbk.g_01183
OG0000066	Prak.g_01349	Prbk.g_00477
OG0000068	Prak.g_01780	Prbk.g_00796, Prbk.g_00944
OG0000069	Prak.g_01430	Prbk.g_01209
OG0000071	Prak.g_00011	Prbk.g_02290
OG0000072	Prak.g_00339	Prbk.g_00472
OG0000073	Prak.g_01072	Prbk.g_00709
OG0000074	Prak.g_00819	Prbk.g_01815
OG0000075	Prak.g_00852	Prbk.g_02475
OG0000076	Prak.g_00920	Prbk.g_00056
OG0000078	Prak.g_01352	Prbk.g_00476
OG0000079	Prak.g_01476	Prbk.g_00931
OG0000080	Prak.g_00661	Prbk.g_02012
OG0000081	Prak.g_01814	Prbk.g_00512
OG0000082	Prak.g_00656	Prbk.g_02204
OG0000083	Prak.g_00003	Prbk.g_02281
OG0000084	Prak.g_00006	Prbk.g_02284
OG0000085	Prak.g_00023	Prbk.g_01626
OG0000087	Prak.g_00052	Prbk.g_02126
OG0000088	Prak.g_00121	Prbk.g_00191
OG0000089	Prak.g_00130	Prbk.g_00206
OG0000090	Prak.g_00147	Prbk.g_00559
OG0000091	Prak.g_00181	Prbk.g_00776
OG0000092	Prak.g_00182	Prbk.g_00777
OG0000093	Prak.g_00196	Prbk.g_01280
OG0000094	Prak.g_00215	Prbk.g_01251
OG0000095	Prak.g_00220	Prbk.g_00632
OG0000096	Prak.g_00268	Prbk.g_01001
OG0000097	Prak.g_00292	Prbk.g_00409
OG0000098	Prak.g_00303	Prbk.g_00422
OG0000099	Prak.g_00313	Prbk.g_00434
OG0000100	Prak.g_00316	Prbk.g_00438
OG0000101	Prak.g_00381	Prbk.g_00361
OG0000102	Prak.g_01259	Prbk.g_02209
OG0000103	Prak.g_00437	Prbk.g_02114
OG0000104	Prak.g_00441	Prbk.g_02061
OG0000105	Prak.g_00461	Prbk.g_01862
OG0000106	Prak.g_00491	Prbk.g_01078
OG0000107	Prak.g_00492	Prbk.g_01080
OG0000108	Prak.g_00502	Prbk.g_02684
OG0000109	Prak.g_00512	Prbk.g_01890
OG0000110	Prak.g_00529	Prbk.g_01871
OG0000111	Prak.g_01091	Prbk.g_00740
OG0000112	Prak.g_01090	Prbk.g_00739
OG0000113	Prak.g_01040	Prbk.g_02370
OG0000114	Prak.g_00843	Prbk.g_02466
OG0000115	Prak.g_00973	Prbk.g_02324
OG0000116	Prak.g_00977	Prbk.g_02316
OG0000117	Prak.g_00923	Prbk.g_00059
OG0000118	Prak.g_01217	Prbk.g_02271
OG0000119	Prak.g_01553	Prbk.g_02197
OG0000120	Prak.g_01166	Prbk.g_00144
OG0000121	Prak.g_01143	Prbk.g_00138
OG0000122	Prak.g_01123	Prbk.g_00185
OG0000123	Prak.g_00594	Prbk.g_00121
OG0000124	Prak.g_01487	Prbk.g_00066
OG0000125	Prak.g_01290	Prbk.g_01169
OG0000126	Prak.g_01329	Prbk.g_02052
OG0000127	Prak.g_01379	Prbk.g_00243
OG0000128	Prak.g_01392	Prbk.g_00260
OG0000129	Prak.g_01428	Prbk.g_01212
OG0000130	Prak.g_01642	Prbk.g_00913
OG0000131	Prak.g_01681	Prbk.g_01417
OG0000132	Prak.g_01684	Prbk.g_01414
OG0000133	Prak.g_01738	Prbk.g_00987
OG0000134	Prak.g_01774	Prbk.g_00950
OG0000135	Prak.g_01776	Prbk.g_00948
OG0000136	Prak.g_01826	Prbk.g_00528
OG0000137	Prak.g_01860	Prbk.g_01540
OG0000138	Prak.g_01895	Prbk.g_02168
OG0000139	Prak.g_01926	Prbk.g_02252
OG0000140	Prak.g_00001	Prbk.g_02279
OG0000141	Prak.g_00002	Prbk.g_02280
OG0000142	Prak.g_00004	Prbk.g_02282
OG0000143	Prak.g_00005	Prbk.g_02283
OG0000144	Prak.g_00007	Prbk.g_02285
OG0000145	Prak.g_00008	Prbk.g_02287
OG0000146	Prak.g_00009	Prbk.g_02288
OG0000147	Prak.g_00010	Prbk.g_02289
OG0000148	Prak.g_00012	Prbk.g_02291
OG0000149	Prak.g_00014	Prbk.g_01639
OG0000150	Prak.g_00015	Prbk.g_01638
OG0000151	Prak.g_00016	Prbk.g_01633
OG0000152	Prak.g_00017	Prbk.g_01632
OG0000153	Prak.g_00018	Prbk.g_01631
OG0000154	Prak.g_00019	Prbk.g_01630
OG0000155	Prak.g_00020	Prbk.g_01629
OG0000156	Prak.g_00021	Prbk.g_01628
OG0000157	Prak.g_00022	Prbk.g_01627
OG0000158	Prak.g_00024	Prbk.g_01625
OG0000159	Prak.g_00025	Prbk.g_01624
OG0000160	Prak.g_00026	Prbk.g_01623
OG0000161	Prak.g_00027	Prbk.g_01622
OG0000162	Prak.g_00028	Prbk.g_01621
OG0000163	Prak.g_00030	Prbk.g_01619
OG0000164	Prak.g_00033	Prbk.g_01614
OG0000165	Prak.g_00036	Prbk.g_01609
OG0000166	Prak.g_00037	Prbk.g_01608
OG0000167	Prak.g_00038	Prbk.g_01607
OG0000168	Prak.g_00040	Prbk.g_01606
OG0000169	Prak.g_00042	Prbk.g_01604
OG0000170	Prak.g_00044	Prbk.g_02158
OG0000171	Prak.g_00045	Prbk.g_02156
OG0000172	Prak.g_00046	Prbk.g_02155
OG0000173	Prak.g_00049	Prbk.g_02148
OG0000174	Prak.g_00050	Prbk.g_02141
OG0000175	Prak.g_00051	Prbk.g_02133
OG0000176	Prak.g_00053	Prbk.g_02125
OG0000177	Prak.g_00054	Prbk.g_02124
OG0000178	Prak.g_00056	Prbk.g_02123
OG0000179	Prak.g_00068	Prbk.g_01326
OG0000180	Prak.g_00069	Prbk.g_01324
OG0000181	Prak.g_00070	Prbk.g_01323
OG0000182	Prak.g_00074	Prbk.g_01320
OG0000183	Prak.g_00075	Prbk.g_01319
OG0000184	Prak.g_00078	Prbk.g_01315
OG0000185	Prak.g_00082	Prbk.g_01309
OG0000186	Prak.g_00083	Prbk.g_01308
OG0000187	Prak.g_00717	Prbk.g_01665
OG0000188	Prak.g_00084	Prbk.g_01307
OG0000189	Prak.g_00085	Prbk.g_01304
OG0000190	Prak.g_00086	Prbk.g_01303
OG0000191	Prak.g_00087	Prbk.g_01302
OG0000192	Prak.g_00088	Prbk.g_01301
OG0000193	Prak.g_00089	Prbk.g_01300
OG0000194	Prak.g_00090	Prbk.g_01299
OG0000195	Prak.g_00092	Prbk.g_01295
OG0000196	Prak.g_00093	Prbk.g_01294
OG0000197	Prak.g_00094	Prbk.g_00035
OG0000198	Prak.g_00095	Prbk.g_00031
OG0000199	Prak.g_00098	Prbk.g_00026
OG0000200	Prak.g_00099	Prbk.g_00025
OG0000201	Prak.g_00100	Prbk.g_00024
OG0000202	Prak.g_00102	Prbk.g_00022
OG0000203	Prak.g_00103	Prbk.g_00021
OG0000204	Prak.g_00104	Prbk.g_00020
OG0000205	Prak.g_00106	Prbk.g_00018
OG0000206	Prak.g_00107	Prbk.g_00017
OG0000207	Prak.g_00108	Prbk.g_00016
OG0000208	Prak.g_00109	Prbk.g_00015
OG0000209	Prak.g_00110	Prbk.g_00014
OG0000210	Prak.g_00111	Prbk.g_00012
OG0000211	Prak.g_00113	Prbk.g_00011
OG0000212	Prak.g_00114	Prbk.g_00010
OG0000213	Prak.g_00115	Prbk.g_00007
OG0000214	Prak.g_00119	Prbk.g_00001
OG0000215	Prak.g_00120	Prbk.g_00190
OG0000216	Prak.g_00122	Prbk.g_00192
OG0000217	Prak.g_00123	Prbk.g_00194
OG0000218	Prak.g_00124	Prbk.g_00196
OG0000219	Prak.g_00125	Prbk.g_00197
OG0000220	Prak.g_00128	Prbk.g_00202
OG0000221	Prak.g_00131	Prbk.g_00207
OG0000222	Prak.g_00132	Prbk.g_00208
OG0000223	Prak.g_00133	Prbk.g_00209
OG0000224	Prak.g_00135	Prbk.g_00542
OG0000225	Prak.g_00137	Prbk.g_00544
OG0000226	Prak.g_00139	Prbk.g_00547
OG0000227	Prak.g_00140	Prbk.g_00549
OG0000228	Prak.g_00141	Prbk.g_00550
OG0000229	Prak.g_00142	Prbk.g_00551
OG0000230	Prak.g_00143	Prbk.g_00552
OG0000231	Prak.g_01035	Prbk.g_00554
OG0000232	Prak.g_00145	Prbk.g_00555
OG0000233	Prak.g_00148	Prbk.g_00560
OG0000234	Prak.g_00150	Prbk.g_00749
OG0000235	Prak.g_00156	Prbk.g_00751
OG0000236	Prak.g_00157	Prbk.g_00752
OG0000237	Prak.g_00158	Prbk.g_00753
OG0000238	Prak.g_00159	Prbk.g_00754
OG0000239	Prak.g_00160	Prbk.g_00755
OG0000240	Prak.g_00162	Prbk.g_00757
OG0000241	Prak.g_00163	Prbk.g_00758
OG0000242	Prak.g_00164	Prbk.g_00759
OG0000243	Prak.g_00165	Prbk.g_00760
OG0000244	Prak.g_00166	Prbk.g_00761
OG0000245	Prak.g_00168	Prbk.g_00763
OG0000246	Prak.g_00170	Prbk.g_00765
OG0000247	Prak.g_00171	Prbk.g_00766
OG0000248	Prak.g_00172	Prbk.g_00767
OG0000249	Prak.g_00173	Prbk.g_00768
OG0000250	Prak.g_00174	Prbk.g_00769
OG0000251	Prak.g_00175	Prbk.g_00770
OG0000252	Prak.g_00176	Prbk.g_00771
OG0000253	Prak.g_00177	Prbk.g_00772
OG0000254	Prak.g_00179	Prbk.g_00774
OG0000255	Prak.g_00180	Prbk.g_00775
OG0000256	Prak.g_00183	Prbk.g_00778
OG0000257	Prak.g_00185	Prbk.g_00779
OG0000258	Prak.g_00186	Prbk.g_00780
OG0000259	Prak.g_00187	Prbk.g_00781
OG0000260	Prak.g_00188	Prbk.g_00782
OG0000261	Prak.g_00189	Prbk.g_00783
OG0000262	Prak.g_00190	Prbk.g_00784
OG0000263	Prak.g_00191	Prbk.g_00785
OG0000264	Prak.g_00193	Prbk.g_02425
OG0000265	Prak.g_00194	Prbk.g_01283
OG0000266	Prak.g_00195	Prbk.g_01281
OG0000267	Prak.g_00197	Prbk.g_01277
OG0000268	Prak.g_00199	Prbk.g_01275
OG0000269	Prak.g_00200	Prbk.g_01272
OG0000270	Prak.g_00201	Prbk.g_01270
OG0000271	Prak.g_00202	Prbk.g_01267
OG0000272	Prak.g_00203	Prbk.g_01266
OG0000273	Prak.g_00204	Prbk.g_01263
OG0000274	Prak.g_00205	Prbk.g_01261
OG0000275	Prak.g_00206	Prbk.g_01260
OG0000276	Prak.g_00207	Prbk.g_01259
OG0000277	Prak.g_00208	Prbk.g_01258
OG0000278	Prak.g_00209	Prbk.g_01257
OG0000279	Prak.g_00210	Prbk.g_01256
OG0000280	Prak.g_00211	Prbk.g_01255
OG0000281	Prak.g_00213	Prbk.g_01253
OG0000282	Prak.g_00214	Prbk.g_01252
OG0000283	Prak.g_00217	Prbk.g_01245
OG0000284	Prak.g_00218	Prbk.g_01244
OG0000285	Prak.g_00219	Prbk.g_00631
OG0000286	Prak.g_00221	Prbk.g_00633
OG0000287	Prak.g_00223	Prbk.g_00686
OG0000288	Prak.g_00224	Prbk.g_00685
OG0000289	Prak.g_00225	Prbk.g_00683
OG0000290	Prak.g_00226	Prbk.g_00682
OG0000291	Prak.g_00227	Prbk.g_00680
OG0000292	Prak.g_00228	Prbk.g_00670
OG0000293	Prak.g_00229	Prbk.g_00669
OG0000294	Prak.g_00230	Prbk.g_00668
OG0000295	Prak.g_00231	Prbk.g_00662
OG0000296	Prak.g_00232	Prbk.g_00661
OG0000297	Prak.g_00233	Prbk.g_00658
OG0000298	Prak.g_00234	Prbk.g_00657
OG0000299	Prak.g_00235	Prbk.g_00656
OG0000300	Prak.g_00236	Prbk.g_00655
OG0000301	Prak.g_00237	Prbk.g_00654
OG0000302	Prak.g_00238	Prbk.g_00653
OG0000303	Prak.g_00239	Prbk.g_00652
OG0000304	Prak.g_00241	Prbk.g_00650
OG0000305	Prak.g_00242	Prbk.g_00649
OG0000306	Prak.g_00243	Prbk.g_00648
OG0000307	Prak.g_00245	Prbk.g_01364
OG0000308	Prak.g_00246	Prbk.g_01136
OG0000309	Prak.g_00247	Prbk.g_01135
OG0000310	Prak.g_00248	Prbk.g_01134
OG0000311	Prak.g_00249	Prbk.g_01368
OG0000312	Prak.g_00251	Prbk.g_01369
OG0000313	Prak.g_00252	Prbk.g_01521
OG0000314	Prak.g_00256	Prbk.g_01515
OG0000315	Prak.g_00257	Prbk.g_01514
OG0000316	Prak.g_00259	Prbk.g_01900
OG0000317	Prak.g_00261	Prbk.g_01012
OG0000318	Prak.g_00262	Prbk.g_01011
OG0000319	Prak.g_00263	Prbk.g_01010
OG0000320	Prak.g_00264	Prbk.g_01008
OG0000321	Prak.g_00267	Prbk.g_01003
OG0000322	Prak.g_00271	Prbk.g_00371
OG0000323	Prak.g_00272	Prbk.g_00372
OG0000324	Prak.g_00275	Prbk.g_00374
OG0000325	Prak.g_00276	Prbk.g_00376
OG0000326	Prak.g_00277	Prbk.g_00378
OG0000327	Prak.g_00279	Prbk.g_00384
OG0000328	Prak.g_00280	Prbk.g_01365
OG0000329	Prak.g_00281	Prbk.g_00397
OG0000330	Prak.g_00282	Prbk.g_00398
OG0000331	Prak.g_00284	Prbk.g_00400
OG0000332	Prak.g_00285	Prbk.g_00401
OG0000333	Prak.g_00286	Prbk.g_00402
OG0000334	Prak.g_00287	Prbk.g_00403
OG0000335	Prak.g_00288	Prbk.g_00404
OG0000336	Prak.g_00290	Prbk.g_00406
OG0000337	Prak.g_00293	Prbk.g_00411
OG0000338	Prak.g_00294	Prbk.g_00412
OG0000339	Prak.g_00295	Prbk.g_00413
OG0000340	Prak.g_00296	Prbk.g_00415
OG0000341	Prak.g_00300	Prbk.g_00420
OG0000342	Prak.g_00301	Prbk.g_00421
OG0000343	Prak.g_00304	Prbk.g_00423
OG0000344	Prak.g_00305	Prbk.g_00425
OG0000345	Prak.g_00306	Prbk.g_00426
OG0000346	Prak.g_00307	Prbk.g_00427
OG0000347	Prak.g_00308	Prbk.g_00428
OG0000348	Prak.g_00310	Prbk.g_00429
OG0000349	Prak.g_00311	Prbk.g_00430
OG0000350	Prak.g_00312	Prbk.g_00431
OG0000351	Prak.g_00314	Prbk.g_00435
OG0000352	Prak.g_00317	Prbk.g_00439
OG0000353	Prak.g_00318	Prbk.g_00442
OG0000354	Prak.g_00319	Prbk.g_00443
OG0000355	Prak.g_00320	Prbk.g_00444
OG0000356	Prak.g_00321	Prbk.g_00449
OG0000357	Prak.g_00322	Prbk.g_00450
OG0000358	Prak.g_00323	Prbk.g_00451
OG0000359	Prak.g_00324	Prbk.g_00453
OG0000360	Prak.g_00326	Prbk.g_00456
OG0000361	Prak.g_00327	Prbk.g_00457
OG0000362	Prak.g_00328	Prbk.g_00458
OG0000363	Prak.g_00329	Prbk.g_00460
OG0000364	Prak.g_00330	Prbk.g_00461
OG0000365	Prak.g_00331	Prbk.g_00462
OG0000366	Prak.g_00332	Prbk.g_00463
OG0000367	Prak.g_00333	Prbk.g_00464
OG0000368	Prak.g_00334	Prbk.g_00465
OG0000369	Prak.g_00335	Prbk.g_00466
OG0000370	Prak.g_00336	Prbk.g_00467
OG0000371	Prak.g_00337	Prbk.g_00468
OG0000372	Prak.g_00338	Prbk.g_00471
OG0000373	Prak.g_00340	Prbk.g_00481
OG0000374	Prak.g_00341	Prbk.g_00483
OG0000375	Prak.g_00342	Prbk.g_00492
OG0000376	Prak.g_00343	Prbk.g_00853
OG0000377	Prak.g_00349	Prbk.g_00860
OG0000378	Prak.g_00350	Prbk.g_00861
OG0000379	Prak.g_00356	Prbk.g_00871
OG0000380	Prak.g_00358	Prbk.g_00873
OG0000381	Prak.g_00359	Prbk.g_00874
OG0000382	Prak.g_00360	Prbk.g_00876
OG0000383	Prak.g_00363	Prbk.g_00881
OG0000384	Prak.g_00364	Prbk.g_00882
OG0000385	Prak.g_00367	Prbk.g_00888
OG0000386	Prak.g_00368	Prbk.g_00889
OG0000387	Prak.g_00369	Prbk.g_00890
OG0000388	Prak.g_00370	Prbk.g_00891
OG0000389	Prak.g_00371	Prbk.g_00892
OG0000390	Prak.g_00372	Prbk.g_00893
OG0000391	Prak.g_00373	Prbk.g_00894
OG0000392	Prak.g_00374	Prbk.g_00895
OG0000393	Prak.g_00378	Prbk.g_00365
OG0000394	Prak.g_00379	Prbk.g_00364
OG0000395	Prak.g_00382	Prbk.g_00360
OG0000396	Prak.g_00900	Prbk.g_02556
OG0000397	Prak.g_01216	Prbk.g_01321
OG0000398	Prak.g_01597	Prbk.g_00924
OG0000399	Prak.g_01211	Prbk.g_01693
OG0000400	Prak.g_01709	Prbk.g_01902
OG0000401	Prak.g_00393	Prbk.g_00352
OG0000402	Prak.g_00394	Prbk.g_00351
OG0000403	Prak.g_00395	Prbk.g_00339
OG0000404	Prak.g_00397	Prbk.g_00329
OG0000405	Prak.g_00398	Prbk.g_00328
OG0000406	Prak.g_00400	Prbk.g_00326
OG0000407	Prak.g_00401	Prbk.g_00325
OG0000408	Prak.g_00402	Prbk.g_00324
OG0000409	Prak.g_00403	Prbk.g_00323
OG0000410	Prak.g_00404	Prbk.g_00321
OG0000411	Prak.g_00405	Prbk.g_00320
OG0000412	Prak.g_00406	Prbk.g_00319
OG0000413	Prak.g_00407	Prbk.g_00318
OG0000414	Prak.g_00408	Prbk.g_00317
OG0000415	Prak.g_00409	Prbk.g_00316
OG0000416	Prak.g_00410	Prbk.g_00315
OG0000417	Prak.g_00411	Prbk.g_00311
OG0000418	Prak.g_00412	Prbk.g_00310
OG0000419	Prak.g_00413	Prbk.g_00309
OG0000420	Prak.g_00414	Prbk.g_00308
OG0000421	Prak.g_00418	Prbk.g_00301
OG0000422	Prak.g_00420	Prbk.g_00299
OG0000423	Prak.g_00421	Prbk.g_00298
OG0000424	Prak.g_00422	Prbk.g_00295
OG0000425	Prak.g_00426	Prbk.g_02088
OG0000426	Prak.g_00427	Prbk.g_02089
OG0000427	Prak.g_00428	Prbk.g_02092
OG0000428	Prak.g_00430	Prbk.g_02105
OG0000429	Prak.g_00431	Prbk.g_02107
OG0000430	Prak.g_00432	Prbk.g_02109
OG0000431	Prak.g_00434	Prbk.g_02111
OG0000432	Prak.g_00435	Prbk.g_02112
OG0000433	Prak.g_00438	Prbk.g_02053
OG0000434	Prak.g_00439	Prbk.g_02056
OG0000435	Prak.g_00440	Prbk.g_02060
OG0000436	Prak.g_00442	Prbk.g_02062
OG0000437	Prak.g_00444	Prbk.g_02064
OG0000438	Prak.g_00445	Prbk.g_02065
OG0000439	Prak.g_00446	Prbk.g_02066
OG0000440	Prak.g_00448	Prbk.g_02069
OG0000441	Prak.g_00449	Prbk.g_02071
OG0000442	Prak.g_00450	Prbk.g_02072
OG0000443	Prak.g_00451	Prbk.g_02073
OG0000444	Prak.g_00452	Prbk.g_02074
OG0000445	Prak.g_00453	Prbk.g_02075
OG0000446	Prak.g_00454	Prbk.g_02076
OG0000447	Prak.g_00455	Prbk.g_02077
OG0000448	Prak.g_00456	Prbk.g_02078
OG0000449	Prak.g_00462	Prbk.g_01865
OG0000450	Prak.g_00463	Prbk.g_01041
OG0000451	Prak.g_00464	Prbk.g_01042
OG0000452	Prak.g_00465	Prbk.g_01043
OG0000453	Prak.g_00466	Prbk.g_01046
OG0000454	Prak.g_00467	Prbk.g_01047
OG0000455	Prak.g_00468	Prbk.g_01048
OG0000456	Prak.g_00469	Prbk.g_01049
OG0000457	Prak.g_00471	Prbk.g_01050
OG0000458	Prak.g_00473	Prbk.g_01051
OG0000459	Prak.g_00474	Prbk.g_01052
OG0000460	Prak.g_00476	Prbk.g_01054
OG0000461	Prak.g_00477	Prbk.g_01055
OG0000462	Prak.g_00478	Prbk.g_01056
OG0000463	Prak.g_00479	Prbk.g_01061
OG0000464	Prak.g_00483	Prbk.g_01066
OG0000465	Prak.g_00484	Prbk.g_01067
OG0000466	Prak.g_00485	Prbk.g_01068
OG0000467	Prak.g_00486	Prbk.g_01070
OG0000468	Prak.g_00487	Prbk.g_01071
OG0000469	Prak.g_00488	Prbk.g_01076
OG0000470	Prak.g_00489	Prbk.g_01965
OG0000471	Prak.g_00490	Prbk.g_01772
OG0000472	Prak.g_00493	Prbk.g_01081
OG0000473	Prak.g_00494	Prbk.g_01083
OG0000474	Prak.g_00495	Prbk.g_01085
OG0000475	Prak.g_00496	Prbk.g_01086
OG0000476	Prak.g_00497	Prbk.g_01092
OG0000477	Prak.g_00499	Prbk.g_01095
OG0000478	Prak.g_00500	Prbk.g_01097
OG0000479	Prak.g_00501	Prbk.g_01099
OG0000480	Prak.g_00503	Prbk.g_02686
OG0000481	Prak.g_00504	Prbk.g_01898
OG0000482	Prak.g_00506	Prbk.g_01897
OG0000483	Prak.g_00507	Prbk.g_01895
OG0000484	Prak.g_00508	Prbk.g_01894
OG0000485	Prak.g_00509	Prbk.g_01893
OG0000486	Prak.g_00510	Prbk.g_01892
OG0000487	Prak.g_00511	Prbk.g_01891
OG0000488	Prak.g_00513	Prbk.g_01889
OG0000489	Prak.g_00514	Prbk.g_01888
OG0000490	Prak.g_00515	Prbk.g_01887
OG0000491	Prak.g_00516	Prbk.g_01886
OG0000492	Prak.g_00517	Prbk.g_01885
OG0000493	Prak.g_00518	Prbk.g_01884
OG0000494	Prak.g_00519	Prbk.g_01882
OG0000495	Prak.g_00520	Prbk.g_01881
OG0000496	Prak.g_00522	Prbk.g_01879
OG0000497	Prak.g_00524	Prbk.g_01877
OG0000498	Prak.g_00525	Prbk.g_01876
OG0000499	Prak.g_00527	Prbk.g_01874
OG0000500	Prak.g_00528	Prbk.g_01873
OG0000501	Prak.g_00530	Prbk.g_01104
OG0000502	Prak.g_00531	Prbk.g_01105
OG0000503	Prak.g_00532	Prbk.g_01106
OG0000504	Prak.g_00533	Prbk.g_01108
OG0000505	Prak.g_00534	Prbk.g_01109
OG0000506	Prak.g_00535	Prbk.g_01110
OG0000507	Prak.g_00536	Prbk.g_01111
OG0000508	Prak.g_00538	Prbk.g_01115
OG0000509	Prak.g_00539	Prbk.g_01116
OG0000510	Prak.g_00540	Prbk.g_01117
OG0000511	Prak.g_00541	Prbk.g_01118
OG0000512	Prak.g_00542	Prbk.g_01119
OG0000513	Prak.g_00543	Prbk.g_01120
OG0000514	Prak.g_00544	Prbk.g_01121
OG0000515	Prak.g_00547	Prbk.g_01124
OG0000516	Prak.g_00548	Prbk.g_01125
OG0000517	Prak.g_00549	Prbk.g_01126
OG0000518	Prak.g_00552	Prbk.g_01130
OG0000519	Prak.g_00553	Prbk.g_01131
OG0000520	Prak.g_00554	Prbk.g_01132
OG0000521	Prak.g_00555	Prbk.g_01133
OG0000522	Prak.g_00556	Prbk.g_01139
OG0000523	Prak.g_00557	Prbk.g_01140
OG0000524	Prak.g_00558	Prbk.g_01141
OG0000525	Prak.g_00560	Prbk.g_01143
OG0000526	Prak.g_00561	Prbk.g_01144
OG0000527	Prak.g_00562	Prbk.g_01145
OG0000528	Prak.g_00563	Prbk.g_01146
OG0000529	Prak.g_00564	Prbk.g_01147
OG0000530	Prak.g_00565	Prbk.g_01148
OG0000531	Prak.g_00567	Prbk.g_01151
OG0000532	Prak.g_00568	Prbk.g_01153
OG0000533	Prak.g_00569	Prbk.g_01154
OG0000534	Prak.g_00570	Prbk.g_01155
OG0000535	Prak.g_00571	Prbk.g_01156
OG0000536	Prak.g_00572	Prbk.g_01157
OG0000537	Prak.g_00573	Prbk.g_01158
OG0000538	Prak.g_00574	Prbk.g_01159
OG0000539	Prak.g_00575	Prbk.g_01161
OG0000540	Prak.g_00576	Prbk.g_01163
OG0000541	Prak.g_00577	Prbk.g_02602
OG0000542	Prak.g_00578	Prbk.g_02603
OG0000543	Prak.g_00579	Prbk.g_02604
OG0000544	Prak.g_00580	Prbk.g_02605
OG0000545	Prak.g_00582	Prbk.g_02608
OG0000546	Prak.g_00583	Prbk.g_02609
OG0000547	Prak.g_00585	Prbk.g_02611
OG0000548	Prak.g_00587	Prbk.g_02616
OG0000549	Prak.g_00588	Prbk.g_02617
OG0000550	Prak.g_00589	Prbk.g_02618
OG0000551	Prak.g_00591	Prbk.g_02621
OG0000552	Prak.g_00592	Prbk.g_02623
OG0000553	Prak.g_01113	Prbk.g_02624
OG0000554	Prak.g_01112	Prbk.g_02626
OG0000555	Prak.g_01111	Prbk.g_02627
OG0000556	Prak.g_01110	Prbk.g_02628
OG0000557	Prak.g_01109	Prbk.g_02629
OG0000558	Prak.g_01108	Prbk.g_02631
OG0000559	Prak.g_01107	Prbk.g_02632
OG0000560	Prak.g_01105	Prbk.g_02634
OG0000561	Prak.g_01104	Prbk.g_02635
OG0000562	Prak.g_01102	Prbk.g_02637
OG0000563	Prak.g_01101	Prbk.g_02638
OG0000564	Prak.g_01100	Prbk.g_02639
OG0000565	Prak.g_01099	Prbk.g_02647
OG0000566	Prak.g_01098	Prbk.g_02648
OG0000567	Prak.g_01097	Prbk.g_02649
OG0000568	Prak.g_01096	Prbk.g_02650
OG0000569	Prak.g_01095	Prbk.g_02651
OG0000570	Prak.g_01094	Prbk.g_02654
