Orthogroup	Prak	Prab
OG0000176	Prak.g_00053	Prab.g_00049
OG0000177	Prak.g_00054	Prab.g_00050
OG0000178	Prak.g_00056	Prab.g_00051
OG0000179	Prak.g_00068	Prab.g_00056
OG0000180	Prak.g_00069	Prab.g_00057
OG0000181	Prak.g_00070	Prab.g_00058
OG0000182	Prak.g_00074	Prab.g_00061
OG0000183	Prak.g_00075	Prab.g_00062
OG0000184	Prak.g_00078	Prab.g_00065
OG0000185	Prak.g_00082	Prab.g_00069
OG0000186	Prak.g_00083	Prab.g_00070
OG0000187	Prak.g_00717	Prab.g_00071
OG0000188	Prak.g_00084	Prab.g_00072
OG0000189	Prak.g_00085	Prab.g_00073
OG0000190	Prak.g_00086	Prab.g_00074
OG0000191	Prak.g_00087	Prab.g_00075
OG0000192	Prak.g_00088	Prab.g_00076
OG0000193	Prak.g_00089	Prab.g_00077
OG0000194	Prak.g_00090	Prab.g_00078
OG0000195	Prak.g_00092	Prab.g_00080
OG0000196	Prak.g_00093	Prab.g_00081
OG0000197	Prak.g_00094	Prab.g_00082
OG0000198	Prak.g_00095	Prab.g_00083
OG0000199	Prak.g_00098	Prab.g_00085
OG0000200	Prak.g_00099	Prab.g_00086
OG0000201	Prak.g_00100	Prab.g_00087
OG0000202	Prak.g_00102	Prab.g_00088
OG0000203	Prak.g_00103	Prab.g_00089
OG0000204	Prak.g_00104	Prab.g_00090
OG0000205	Prak.g_00106	Prab.g_00091
OG0000206	Prak.g_00107	Prab.g_00092
OG0000207	Prak.g_00108	Prab.g_00093
OG0000208	Prak.g_00109	Prab.g_00094
OG0000209	Prak.g_00110	Prab.g_00095
OG0000210	Prak.g_00111	Prab.g_00097
OG0000211	Prak.g_00113	Prab.g_00098
OG0000212	Prak.g_00114	Prab.g_00099
OG0000213	Prak.g_00115	Prab.g_00100
OG0000214	Prak.g_00119	Prab.g_00102
OG0000215	Prak.g_00120	Prab.g_00103
OG0000216	Prak.g_00122	Prab.g_00105
OG0000217	Prak.g_00123	Prab.g_00106
OG0000218	Prak.g_00124	Prab.g_00107
OG0000219	Prak.g_00125	Prab.g_00108
OG0000220	Prak.g_00128	Prab.g_00111
OG0000221	Prak.g_00131	Prab.g_00113
OG0000222	Prak.g_00132	Prab.g_00114
OG0000223	Prak.g_00133	Prab.g_00115
OG0000224	Prak.g_00135	Prab.g_00117
OG0000225	Prak.g_00137	Prab.g_00119
OG0000226	Prak.g_00139	Prab.g_00120
OG0000227	Prak.g_00140	Prab.g_00121
OG0000228	Prak.g_00141	Prab.g_00122
OG0000229	Prak.g_00142	Prab.g_00123
OG0000230	Prak.g_00143	Prab.g_00124
OG0000231	Prak.g_01035	Prab.g_00126
OG0000232	Prak.g_00145	Prab.g_00127
OG0000233	Prak.g_00148	Prab.g_00130
OG0000234	Prak.g_00150	Prab.g_00132
OG0000235	Prak.g_00156	Prab.g_00136
OG0000236	Prak.g_00157	Prab.g_00137
OG0000237	Prak.g_00158	Prab.g_00138
OG0000238	Prak.g_00159	Prab.g_00139
OG0000239	Prak.g_00160	Prab.g_00140
OG0000240	Prak.g_00162	Prab.g_00142
OG0000241	Prak.g_00163	Prab.g_00143
OG0000242	Prak.g_00164	Prab.g_00144
OG0000243	Prak.g_00165	Prab.g_00145
OG0000244	Prak.g_00166	Prab.g_00146
OG0000245	Prak.g_00168	Prab.g_00147
OG0000246	Prak.g_00170	Prab.g_00149
OG0000247	Prak.g_00171	Prab.g_00150
OG0000248	Prak.g_00172	Prab.g_00151
OG0000249	Prak.g_00173	Prab.g_00152
OG0000250	Prak.g_00174	Prab.g_00153
OG0000251	Prak.g_00175	Prab.g_00154
OG0000252	Prak.g_00176	Prab.g_00155
OG0000253	Prak.g_00177	Prab.g_00156
OG0000254	Prak.g_00179	Prab.g_00158
OG0000255	Prak.g_00180	Prab.g_00159
OG0000256	Prak.g_00183	Prab.g_00162
OG0000257	Prak.g_00185	Prab.g_00164
OG0000258	Prak.g_00186	Prab.g_00165
OG0000259	Prak.g_00187	Prab.g_00166
OG0000260	Prak.g_00188	Prab.g_00167
OG0000261	Prak.g_00189	Prab.g_00168
OG0000262	Prak.g_00190	Prab.g_00169
OG0000263	Prak.g_00191	Prab.g_00170
OG0000264	Prak.g_00193	Prab.g_00172
OG0000265	Prak.g_00194	Prab.g_00173
OG0000266	Prak.g_00195	Prab.g_00174
OG0000267	Prak.g_00197	Prab.g_00176
OG0000268	Prak.g_00199	Prab.g_00177
OG0000269	Prak.g_00200	Prab.g_00178
OG0000270	Prak.g_00201	Prab.g_00179
OG0000271	Prak.g_00202	Prab.g_00180
OG0000272	Prak.g_00203	Prab.g_00181
OG0000273	Prak.g_00204	Prab.g_00182
OG0000274	Prak.g_00205	Prab.g_00183
OG0000275	Prak.g_00206	Prab.g_00184
OG0000276	Prak.g_00207	Prab.g_00185
OG0000277	Prak.g_00208	Prab.g_00186
OG0000278	Prak.g_00209	Prab.g_00187
OG0000279	Prak.g_00210	Prab.g_00188
OG0000280	Prak.g_00211	Prab.g_00189
OG0000281	Prak.g_00213	Prab.g_00191
OG0000282	Prak.g_00214	Prab.g_00192
OG0000283	Prak.g_00217	Prab.g_00195
OG0000284	Prak.g_00218	Prab.g_00196
OG0000285	Prak.g_00219	Prab.g_00197
OG0000286	Prak.g_00221	Prab.g_00199
OG0000287	Prak.g_00223	Prab.g_00200
OG0000288	Prak.g_00224	Prab.g_00201
OG0000289	Prak.g_00225	Prab.g_00202
OG0000290	Prak.g_00226	Prab.g_00203
OG0000291	Prak.g_00227	Prab.g_00204
OG0000292	Prak.g_00228	Prab.g_00205
OG0000293	Prak.g_00229	Prab.g_00206
OG0000294	Prak.g_00230	Prab.g_00207
OG0000295	Prak.g_00231	Prab.g_00208
OG0000296	Prak.g_00232	Prab.g_00209
OG0000297	Prak.g_00233	Prab.g_00210
OG0000298	Prak.g_00234	Prab.g_00211
OG0000299	Prak.g_00235	Prab.g_00212
OG0000300	Prak.g_00236	Prab.g_00213
OG0000301	Prak.g_00237	Prab.g_00214
OG0000302	Prak.g_00238	Prab.g_00215
OG0000303	Prak.g_00239	Prab.g_00216
OG0000304	Prak.g_00241	Prab.g_00217
OG0000305	Prak.g_00242	Prab.g_00218
OG0000306	Prak.g_00243	Prab.g_00219
OG0000307	Prak.g_00245	Prab.g_00220
OG0000308	Prak.g_00246	Prab.g_00221
OG0000309	Prak.g_00247	Prab.g_00222
OG0000310	Prak.g_00248	Prab.g_00223
OG0000311	Prak.g_00249	Prab.g_00224
OG0000312	Prak.g_00251	Prab.g_00226
OG0000313	Prak.g_00252	Prab.g_00227
OG0000314	Prak.g_00256	Prab.g_00229
OG0000315	Prak.g_00257	Prab.g_00230
OG0000316	Prak.g_00259	Prab.g_00232
OG0000317	Prak.g_00261	Prab.g_00234
OG0000318	Prak.g_00262	Prab.g_00235
OG0000319	Prak.g_00263	Prab.g_00236
OG0000320	Prak.g_00264	Prab.g_00237
OG0000321	Prak.g_00267	Prab.g_00240
OG0000322	Prak.g_00271	Prab.g_00243
OG0000323	Prak.g_00272	Prab.g_00244
OG0000324	Prak.g_00275	Prab.g_00247
OG0000325	Prak.g_00276	Prab.g_00248
OG0000326	Prak.g_00277	Prab.g_00249
OG0000327	Prak.g_00279	Prab.g_00251
OG0000328	Prak.g_00280	Prab.g_00252
OG0000329	Prak.g_00281	Prab.g_00253
OG0000330	Prak.g_00282	Prab.g_00254
OG0000331	Prak.g_00284	Prab.g_00255
OG0000332	Prak.g_00285	Prab.g_00256
OG0000333	Prak.g_00286	Prab.g_00257
OG0000334	Prak.g_00287	Prab.g_00258
OG0000335	Prak.g_00288	Prab.g_00259
OG0000336	Prak.g_00290	Prab.g_00260
OG0000337	Prak.g_00293	Prab.g_00263
OG0000338	Prak.g_00294	Prab.g_00264
OG0000339	Prak.g_00295	Prab.g_00265
OG0000340	Prak.g_00296	Prab.g_00266
OG0000341	Prak.g_00300	Prab.g_00270
OG0000342	Prak.g_00301	Prab.g_00271
OG0000343	Prak.g_00304	Prab.g_00273
OG0000344	Prak.g_00305	Prab.g_00274
OG0000345	Prak.g_00306	Prab.g_00275
OG0000346	Prak.g_00307	Prab.g_00276
OG0000347	Prak.g_00308	Prab.g_00277
OG0000348	Prak.g_00310	Prab.g_00278
OG0000349	Prak.g_00311	Prab.g_00279
OG0000350	Prak.g_00312	Prab.g_00280
OG0000351	Prak.g_00314	Prab.g_00283
OG0000352	Prak.g_00317	Prab.g_00286
OG0000353	Prak.g_00318	Prab.g_00287
OG0000354	Prak.g_00319	Prab.g_00288
OG0000355	Prak.g_00320	Prab.g_00289
OG0000356	Prak.g_00321	Prab.g_00290
OG0000357	Prak.g_00322	Prab.g_00291
OG0000358	Prak.g_00323	Prab.g_00292
OG0000359	Prak.g_00324	Prab.g_00293
OG0000360	Prak.g_00326	Prab.g_00296
OG0000361	Prak.g_00327	Prab.g_00297
OG0000362	Prak.g_00328	Prab.g_00298
OG0000363	Prak.g_00329	Prab.g_00299
OG0000364	Prak.g_00330	Prab.g_00300
OG0000365	Prak.g_00331	Prab.g_00301
OG0000366	Prak.g_00332	Prab.g_00302
OG0000367	Prak.g_00333	Prab.g_00303
OG0000368	Prak.g_00334	Prab.g_00304
OG0000369	Prak.g_00335	Prab.g_00305
OG0000370	Prak.g_00336	Prab.g_00306
OG0000371	Prak.g_00337	Prab.g_00307
OG0000372	Prak.g_00338	Prab.g_00309
OG0000373	Prak.g_00340	Prab.g_00311
OG0000374	Prak.g_00341	Prab.g_00312
OG0000375	Prak.g_00342	Prab.g_00313
OG0000376	Prak.g_00343	Prab.g_00315
OG0000377	Prak.g_00349	Prab.g_00316
OG0000378	Prak.g_00350	Prab.g_00317
OG0000379	Prak.g_00356	Prab.g_00322
OG0000380	Prak.g_00358	Prab.g_00323
OG0000381	Prak.g_00359	Prab.g_00324
OG0000382	Prak.g_00360	Prab.g_00325
OG0000383	Prak.g_00363	Prab.g_00328
OG0000384	Prak.g_00364	Prab.g_00329
OG0000385	Prak.g_00367	Prab.g_00332
OG0000386	Prak.g_00368	Prab.g_00333
OG0000387	Prak.g_00369	Prab.g_00334
OG0000388	Prak.g_00370	Prab.g_00335
OG0000389	Prak.g_00371	Prab.g_00336
OG0000390	Prak.g_00372	Prab.g_00337
OG0000391	Prak.g_00373	Prab.g_00338
OG0000392	Prak.g_00374	Prab.g_00339
OG0000393	Prak.g_00378	Prab.g_00342
OG0000394	Prak.g_00379	Prab.g_00343
OG0000395	Prak.g_00382	Prab.g_00345
OG0000396	Prak.g_00900	Prab.g_00347
OG0000397	Prak.g_01216	Prab.g_00360
OG0000398	Prak.g_01597	Prab.g_00367
OG0000399	Prak.g_01211	Prab.g_00368
OG0000400	Prak.g_01709	Prab.g_00375
OG0000401	Prak.g_00393	Prab.g_00434
OG0000402	Prak.g_00394	Prab.g_00435
OG0000403	Prak.g_00395	Prab.g_00436
OG0000404	Prak.g_00397	Prab.g_00438
OG0000405	Prak.g_00398	Prab.g_00439
OG0000406	Prak.g_00400	Prab.g_00441
OG0000407	Prak.g_00401	Prab.g_00442
OG0000408	Prak.g_00402	Prab.g_00443
OG0000409	Prak.g_00403	Prab.g_00444
OG0000410	Prak.g_00404	Prab.g_00445
OG0000411	Prak.g_00405	Prab.g_00446
OG0000412	Prak.g_00406	Prab.g_00447
OG0000413	Prak.g_00407	Prab.g_00448
OG0000414	Prak.g_00408	Prab.g_00449
OG0000415	Prak.g_00409	Prab.g_00450
OG0000416	Prak.g_00410	Prab.g_00454
OG0000417	Prak.g_00411	Prab.g_00455
OG0000418	Prak.g_00412	Prab.g_00456
OG0000419	Prak.g_00413	Prab.g_00457
OG0000420	Prak.g_00414	Prab.g_00458
OG0000421	Prak.g_00418	Prab.g_00459
OG0000422	Prak.g_00420	Prab.g_00460
OG0000423	Prak.g_00421	Prab.g_00461
OG0000424	Prak.g_00422	Prab.g_00463
OG0000425	Prak.g_00426	Prab.g_00466
OG0000426	Prak.g_00427	Prab.g_00467
OG0000427	Prak.g_00428	Prab.g_00468
OG0000428	Prak.g_00430	Prab.g_00469
OG0000429	Prak.g_00431	Prab.g_00470
OG0000430	Prak.g_00432	Prab.g_00475
OG0000431	Prak.g_00434	Prab.g_00477
OG0000432	Prak.g_00435	Prab.g_00478
OG0000433	Prak.g_00438	Prab.g_00481
OG0000434	Prak.g_00439	Prab.g_00482
OG0000435	Prak.g_00440	Prab.g_00483
OG0000436	Prak.g_00442	Prab.g_00485
OG0000437	Prak.g_00444	Prab.g_00487
OG0000438	Prak.g_00445	Prab.g_00488
OG0000439	Prak.g_00446	Prab.g_00489
OG0000440	Prak.g_00448	Prab.g_00491
OG0000441	Prak.g_00449	Prab.g_00492
OG0000442	Prak.g_00450	Prab.g_00493
OG0000443	Prak.g_00451	Prab.g_00494
OG0000444	Prak.g_00452	Prab.g_00495
OG0000445	Prak.g_00453	Prab.g_00496
OG0000446	Prak.g_00454	Prab.g_00497
OG0000447	Prak.g_00455	Prab.g_00498
OG0000448	Prak.g_00456	Prab.g_00499
OG0000449	Prak.g_00462	Prab.g_00504
OG0000450	Prak.g_00463	Prab.g_00505
OG0000451	Prak.g_00464	Prab.g_00506
OG0000452	Prak.g_00465	Prab.g_00507
OG0000453	Prak.g_00466	Prab.g_00509
OG0000454	Prak.g_00467	Prab.g_00510
OG0000455	Prak.g_00468	Prab.g_00511
OG0000456	Prak.g_00469	Prab.g_00512
OG0000457	Prak.g_00471	Prab.g_00514
OG0000458	Prak.g_00473	Prab.g_00516
OG0000459	Prak.g_00474	Prab.g_00517
OG0000460	Prak.g_00476	Prab.g_00519
OG0000461	Prak.g_00477	Prab.g_00520
OG0000462	Prak.g_00478	Prab.g_00521
OG0000463	Prak.g_00479	Prab.g_00522
OG0000464	Prak.g_00483	Prab.g_00527
OG0000465	Prak.g_00484	Prab.g_00529
OG0000466	Prak.g_00485	Prab.g_00530
OG0000467	Prak.g_00486	Prab.g_00531
OG0000468	Prak.g_00487	Prab.g_00532
OG0000469	Prak.g_00488	Prab.g_00533
OG0000470	Prak.g_00489	Prab.g_00534
OG0000471	Prak.g_00490	Prab.g_00535
OG0000472	Prak.g_00493	Prab.g_00538
OG0000473	Prak.g_00494	Prab.g_00539
OG0000474	Prak.g_00495	Prab.g_00540
OG0000475	Prak.g_00496	Prab.g_00541
OG0000476	Prak.g_00497	Prab.g_00542
OG0000477	Prak.g_00499	Prab.g_00544
OG0000478	Prak.g_00500	Prab.g_00545
OG0000479	Prak.g_00501	Prab.g_00546
OG0000480	Prak.g_00503	Prab.g_00548
OG0000481	Prak.g_00504	Prab.g_00549
OG0000482	Prak.g_00506	Prab.g_00550
OG0000483	Prak.g_00507	Prab.g_00551
OG0000484	Prak.g_00508	Prab.g_00552
OG0000485	Prak.g_00509	Prab.g_00553
OG0000486	Prak.g_00510	Prab.g_00554
OG0000487	Prak.g_00511	Prab.g_00555
OG0000488	Prak.g_00513	Prab.g_00557
OG0000489	Prak.g_00514	Prab.g_00558
OG0000490	Prak.g_00515	Prab.g_00559
OG0000491	Prak.g_00516	Prab.g_00560
OG0000492	Prak.g_00517	Prab.g_00561
OG0000493	Prak.g_00518	Prab.g_00562
OG0000494	Prak.g_00519	Prab.g_00564
OG0000495	Prak.g_00520	Prab.g_00565
OG0000496	Prak.g_00522	Prab.g_00566
OG0000497	Prak.g_00524	Prab.g_00568
OG0000498	Prak.g_00525	Prab.g_00569
OG0000499	Prak.g_00527	Prab.g_00571
OG0000500	Prak.g_00528	Prab.g_00572
OG0000501	Prak.g_00530	Prab.g_00574
OG0000502	Prak.g_00531	Prab.g_00575
OG0000503	Prak.g_00532	Prab.g_00576
OG0000504	Prak.g_00533	Prab.g_00577
OG0000505	Prak.g_00534	Prab.g_00578
OG0000506	Prak.g_00535	Prab.g_00579
OG0000507	Prak.g_00536	Prab.g_00580
OG0000508	Prak.g_00538	Prab.g_00582
OG0000509	Prak.g_00539	Prab.g_00583
OG0000510	Prak.g_00540	Prab.g_00584
OG0000511	Prak.g_00541	Prab.g_00585
OG0000512	Prak.g_00542	Prab.g_00586
OG0000513	Prak.g_00543	Prab.g_00587
OG0000514	Prak.g_00544	Prab.g_00588
OG0000515	Prak.g_00547	Prab.g_00590
OG0000516	Prak.g_00548	Prab.g_00591
OG0000517	Prak.g_00549	Prab.g_00592
OG0000518	Prak.g_00552	Prab.g_00595
OG0000519	Prak.g_00553	Prab.g_00596
OG0000520	Prak.g_00554	Prab.g_00597
OG0000521	Prak.g_00555	Prab.g_00598
OG0000522	Prak.g_00556	Prab.g_00599
OG0000523	Prak.g_00557	Prab.g_00600
OG0000524	Prak.g_00558	Prab.g_00601
OG0000525	Prak.g_00560	Prab.g_00603
OG0000526	Prak.g_00561	Prab.g_00604
OG0000527	Prak.g_00562	Prab.g_00605
OG0000528	Prak.g_00563	Prab.g_00606
OG0000529	Prak.g_00564	Prab.g_00607
OG0000530	Prak.g_00565	Prab.g_00608
OG0000531	Prak.g_00567	Prab.g_00609
OG0000532	Prak.g_00568	Prab.g_00610
OG0000533	Prak.g_00569	Prab.g_00611
OG0000534	Prak.g_00570	Prab.g_00612
OG0000535	Prak.g_00571	Prab.g_00613
OG0000536	Prak.g_00572	Prab.g_00614
OG0000537	Prak.g_00573	Prab.g_00615
OG0000538	Prak.g_00574	Prab.g_00616
OG0000539	Prak.g_00575	Prab.g_00617
OG0000540	Prak.g_00576	Prab.g_00618
OG0000541	Prak.g_00577	Prab.g_00619
OG0000542	Prak.g_00578	Prab.g_00620
OG0000543	Prak.g_00579	Prab.g_00621
OG0000544	Prak.g_00580	Prab.g_00622
OG0000545	Prak.g_00582	Prab.g_00625
OG0000546	Prak.g_00583	Prab.g_00626
OG0000547	Prak.g_00585	Prab.g_00629
OG0000548	Prak.g_00587	Prab.g_00630
OG0000549	Prak.g_00588	Prab.g_00631
OG0000550	Prak.g_00589	Prab.g_00632
OG0000551	Prak.g_00591	Prab.g_00633
OG0000552	Prak.g_00592	Prab.g_00634
OG0000553	Prak.g_01113	Prab.g_00635
OG0000554	Prak.g_01112	Prab.g_00636
OG0000555	Prak.g_01111	Prab.g_00637
OG0000556	Prak.g_01110	Prab.g_00638
OG0000557	Prak.g_01109	Prab.g_00639
OG0000558	Prak.g_01108	Prab.g_00640
OG0000559	Prak.g_01107	Prab.g_00641
OG0000560	Prak.g_01105	Prab.g_00643
OG0000561	Prak.g_01104	Prab.g_00644
OG0000562	Prak.g_01102	Prab.g_00645
OG0000563	Prak.g_01101	Prab.g_00646
OG0000564	Prak.g_01100	Prab.g_00647
OG0000565	Prak.g_01099	Prab.g_00648
OG0000566	Prak.g_01098	Prab.g_00649
OG0000567	Prak.g_01097	Prab.g_00650
OG0000568	Prak.g_01096	Prab.g_00651
OG0000569	Prak.g_01095	Prab.g_00652
OG0000570	Prak.g_01094	Prab.g_00653
OG0000571	Prak.g_01093	Prab.g_00654
OG0000572	Prak.g_01092	Prab.g_00655
OG0000573	Prak.g_01089	Prab.g_00658
OG0000574	Prak.g_01088	Prab.g_00659
OG0000575	Prak.g_01087	Prab.g_00660
OG0000576	Prak.g_01086	Prab.g_00661
OG0000577	Prak.g_01085	Prab.g_00662
OG0000578	Prak.g_01084	Prab.g_00663
OG0000579	Prak.g_01083	Prab.g_00664
OG0000580	Prak.g_01082	Prab.g_00665
OG0000581	Prak.g_01081	Prab.g_00666
OG0000582	Prak.g_01080	Prab.g_00667
OG0000583	Prak.g_01079	Prab.g_00668
OG0000584	Prak.g_01077	Prab.g_00669
OG0000585	Prak.g_01076	Prab.g_00670
OG0000586	Prak.g_01074	Prab.g_00672
OG0000587	Prak.g_01073	Prab.g_00673
OG0000588	Prak.g_00797	Prab.g_00675
