Orthogroup	Prak	Prbm
OG0000242	Prak.g_00164	Prbm.g_00212
OG0000243	Prak.g_00165	Prbm.g_00213
OG0000244	Prak.g_00166	Prbm.g_00214
OG0000245	Prak.g_00168	Prbm.g_00215
OG0000246	Prak.g_00170	Prbm.g_00217
OG0000247	Prak.g_00171	Prbm.g_00218
OG0000248	Prak.g_00172	Prbm.g_00219
OG0000249	Prak.g_00173	Prbm.g_00220
OG0000250	Prak.g_00174	Prbm.g_00221
OG0000251	Prak.g_00175	Prbm.g_00222
OG0000252	Prak.g_00176	Prbm.g_00223
OG0000253	Prak.g_00177	Prbm.g_00224
OG0000254	Prak.g_00179	Prbm.g_00226
OG0000255	Prak.g_00180	Prbm.g_00227
OG0000256	Prak.g_00183	Prbm.g_00230
OG0000257	Prak.g_00185	Prbm.g_00232
OG0000258	Prak.g_00186	Prbm.g_00233
OG0000259	Prak.g_00187	Prbm.g_00234
OG0000260	Prak.g_00188	Prbm.g_00235
OG0000261	Prak.g_00189	Prbm.g_00236
OG0000262	Prak.g_00190	Prbm.g_00237
OG0000263	Prak.g_00191	Prbm.g_00238
OG0000264	Prak.g_00193	Prbm.g_00240
OG0000265	Prak.g_00194	Prbm.g_00241
OG0000266	Prak.g_00195	Prbm.g_00242
OG0000267	Prak.g_00197	Prbm.g_00244
OG0000268	Prak.g_00199	Prbm.g_00246
OG0000269	Prak.g_00200	Prbm.g_00247
OG0000270	Prak.g_00201	Prbm.g_00248
OG0000271	Prak.g_00202	Prbm.g_00249
OG0000272	Prak.g_00203	Prbm.g_00250
OG0000273	Prak.g_00204	Prbm.g_00251
OG0000274	Prak.g_00205	Prbm.g_00252
OG0000275	Prak.g_00206	Prbm.g_00253
OG0000276	Prak.g_00207	Prbm.g_00254
OG0000277	Prak.g_00208	Prbm.g_00255
OG0000278	Prak.g_00209	Prbm.g_00256
OG0000279	Prak.g_00210	Prbm.g_00257
OG0000280	Prak.g_00211	Prbm.g_00258
OG0000281	Prak.g_00213	Prbm.g_00260
OG0000282	Prak.g_00214	Prbm.g_00261
OG0000283	Prak.g_00217	Prbm.g_00263
OG0000284	Prak.g_00218	Prbm.g_00264
OG0000285	Prak.g_00219	Prbm.g_00265
OG0000286	Prak.g_00221	Prbm.g_00267
OG0000287	Prak.g_00223	Prbm.g_00268
OG0000288	Prak.g_00224	Prbm.g_00269
OG0000289	Prak.g_00225	Prbm.g_00270
OG0000290	Prak.g_00226	Prbm.g_00271
OG0000291	Prak.g_00227	Prbm.g_00272
OG0000292	Prak.g_00228	Prbm.g_00273
OG0000293	Prak.g_00229	Prbm.g_00274
OG0000294	Prak.g_00230	Prbm.g_00275
OG0000295	Prak.g_00231	Prbm.g_00276
OG0000296	Prak.g_00232	Prbm.g_00277
OG0000297	Prak.g_00233	Prbm.g_00278
OG0000298	Prak.g_00234	Prbm.g_00279
OG0000299	Prak.g_00235	Prbm.g_00280
OG0000300	Prak.g_00236	Prbm.g_00281
OG0000301	Prak.g_00237	Prbm.g_00282
OG0000302	Prak.g_00238	Prbm.g_00283
OG0000303	Prak.g_00239	Prbm.g_00284
OG0000304	Prak.g_00241	Prbm.g_00285
OG0000305	Prak.g_00242	Prbm.g_00286
OG0000306	Prak.g_00243	Prbm.g_00287
OG0000307	Prak.g_00245	Prbm.g_00288
OG0000308	Prak.g_00246	Prbm.g_00289
OG0000309	Prak.g_00247	Prbm.g_00290
OG0000310	Prak.g_00248	Prbm.g_00291
OG0000311	Prak.g_00249	Prbm.g_00293
OG0000312	Prak.g_00251	Prbm.g_00295
OG0000313	Prak.g_00252	Prbm.g_00296
OG0000314	Prak.g_00256	Prbm.g_00300
OG0000315	Prak.g_00257	Prbm.g_00301
OG0000316	Prak.g_00259	Prbm.g_00303
OG0000317	Prak.g_00261	Prbm.g_00305
OG0000318	Prak.g_00262	Prbm.g_00306
OG0000319	Prak.g_00263	Prbm.g_00307
OG0000320	Prak.g_00264	Prbm.g_00308
OG0000321	Prak.g_00267	Prbm.g_00309
OG0000322	Prak.g_00271	Prbm.g_00312
OG0000323	Prak.g_00272	Prbm.g_00313
OG0000324	Prak.g_00275	Prbm.g_00317
OG0000325	Prak.g_00276	Prbm.g_00318
OG0000326	Prak.g_00277	Prbm.g_00319
OG0000327	Prak.g_00279	Prbm.g_00320
OG0000328	Prak.g_00280	Prbm.g_00321
OG0000329	Prak.g_00281	Prbm.g_00322
OG0000330	Prak.g_00282	Prbm.g_00323
OG0000331	Prak.g_00284	Prbm.g_00324
OG0000332	Prak.g_00285	Prbm.g_00325
OG0000333	Prak.g_00286	Prbm.g_00326
OG0000334	Prak.g_00287	Prbm.g_00327
OG0000335	Prak.g_00288	Prbm.g_00328
OG0000336	Prak.g_00290	Prbm.g_00330
OG0000337	Prak.g_00293	Prbm.g_00332
OG0000338	Prak.g_00294	Prbm.g_00333
OG0000339	Prak.g_00295	Prbm.g_00334
OG0000340	Prak.g_00296	Prbm.g_00335
OG0000341	Prak.g_00300	Prbm.g_00339
OG0000342	Prak.g_00301	Prbm.g_00340
OG0000343	Prak.g_00304	Prbm.g_00342
OG0000344	Prak.g_00305	Prbm.g_00343
OG0000345	Prak.g_00306	Prbm.g_00344
OG0000346	Prak.g_00307	Prbm.g_00345
OG0000347	Prak.g_00308	Prbm.g_00346
OG0000348	Prak.g_00310	Prbm.g_00347
OG0000349	Prak.g_00311	Prbm.g_00348
OG0000350	Prak.g_00312	Prbm.g_00349
OG0000351	Prak.g_00314	Prbm.g_00351
OG0000352	Prak.g_00317	Prbm.g_00354
OG0000353	Prak.g_00318	Prbm.g_00355
OG0000354	Prak.g_00319	Prbm.g_00356
OG0000355	Prak.g_00320	Prbm.g_00357
OG0000356	Prak.g_00321	Prbm.g_00358
OG0000357	Prak.g_00322	Prbm.g_00359
OG0000358	Prak.g_00323	Prbm.g_00360
OG0000359	Prak.g_00324	Prbm.g_00361
OG0000360	Prak.g_00326	Prbm.g_00364
OG0000361	Prak.g_00327	Prbm.g_00365
OG0000362	Prak.g_00328	Prbm.g_00366
OG0000363	Prak.g_00329	Prbm.g_00367
OG0000364	Prak.g_00330	Prbm.g_00368
OG0000365	Prak.g_00331	Prbm.g_00369
OG0000366	Prak.g_00332	Prbm.g_00370
OG0000367	Prak.g_00333	Prbm.g_00371
OG0000368	Prak.g_00334	Prbm.g_00372
OG0000369	Prak.g_00335	Prbm.g_00373
OG0000370	Prak.g_00336	Prbm.g_00374
OG0000371	Prak.g_00337	Prbm.g_00375
OG0000372	Prak.g_00338	Prbm.g_00376
OG0000373	Prak.g_00340	Prbm.g_00378
OG0000374	Prak.g_00341	Prbm.g_00379
OG0000375	Prak.g_00342	Prbm.g_00380
OG0000376	Prak.g_00343	Prbm.g_00382
OG0000377	Prak.g_00349	Prbm.g_00388
OG0000378	Prak.g_00350	Prbm.g_00768
OG0000379	Prak.g_00356	Prbm.g_00400
OG0000380	Prak.g_00358	Prbm.g_00402
OG0000381	Prak.g_00359	Prbm.g_00403
OG0000382	Prak.g_00360	Prbm.g_00404
OG0000383	Prak.g_00363	Prbm.g_00407
OG0000384	Prak.g_00364	Prbm.g_00408
OG0000385	Prak.g_00367	Prbm.g_00410
OG0000386	Prak.g_00368	Prbm.g_00411
OG0000387	Prak.g_00369	Prbm.g_00412
OG0000388	Prak.g_00370	Prbm.g_00413
OG0000389	Prak.g_00371	Prbm.g_00414
OG0000390	Prak.g_00372	Prbm.g_00415
OG0000391	Prak.g_00373	Prbm.g_00416
OG0000392	Prak.g_00374	Prbm.g_00417
OG0000393	Prak.g_00378	Prbm.g_00422
OG0000394	Prak.g_00379	Prbm.g_00423
OG0000395	Prak.g_00382	Prbm.g_00426
OG0000396	Prak.g_00900	Prbm.g_00866
OG0000397	Prak.g_01216	Prbm.g_01088
OG0000398	Prak.g_01597	Prbm.g_01121
OG0000399	Prak.g_01211	Prbm.g_01353
OG0000400	Prak.g_01709	Prbm.g_01949
OG0000401	Prak.g_00393	Prbm.g_00440
OG0000402	Prak.g_00394	Prbm.g_00441
OG0000403	Prak.g_00395	Prbm.g_00442
OG0000404	Prak.g_00397	Prbm.g_00445
OG0000405	Prak.g_00398	Prbm.g_00446
OG0000406	Prak.g_00400	Prbm.g_00448
OG0000407	Prak.g_00401	Prbm.g_00449
OG0000408	Prak.g_00402	Prbm.g_00450
OG0000409	Prak.g_00403	Prbm.g_00451
OG0000410	Prak.g_00404	Prbm.g_00452
OG0000411	Prak.g_00405	Prbm.g_00453
OG0000412	Prak.g_00406	Prbm.g_00454
OG0000413	Prak.g_00407	Prbm.g_00455
OG0000414	Prak.g_00408	Prbm.g_00456
OG0000415	Prak.g_00409	Prbm.g_00457
OG0000416	Prak.g_00410	Prbm.g_00458
OG0000417	Prak.g_00411	Prbm.g_00459
OG0000418	Prak.g_00412	Prbm.g_00460
OG0000419	Prak.g_00413	Prbm.g_00461
OG0000420	Prak.g_00414	Prbm.g_00462
OG0000421	Prak.g_00418	Prbm.g_00480
OG0000422	Prak.g_00420	Prbm.g_00482
OG0000423	Prak.g_00421	Prbm.g_00483
OG0000424	Prak.g_00422	Prbm.g_00484
OG0000425	Prak.g_00426	Prbm.g_00490
OG0000426	Prak.g_00427	Prbm.g_00491
OG0000427	Prak.g_00428	Prbm.g_00492
OG0000428	Prak.g_00430	Prbm.g_00494
OG0000429	Prak.g_00431	Prbm.g_00495
OG0000430	Prak.g_00432	Prbm.g_00497
OG0000431	Prak.g_00434	Prbm.g_00498
OG0000432	Prak.g_00435	Prbm.g_00499
OG0000433	Prak.g_00438	Prbm.g_00502
OG0000434	Prak.g_00439	Prbm.g_00504
OG0000435	Prak.g_00440	Prbm.g_00505
OG0000436	Prak.g_00442	Prbm.g_00507
OG0000437	Prak.g_00444	Prbm.g_00509
OG0000438	Prak.g_00445	Prbm.g_00510
OG0000439	Prak.g_00446	Prbm.g_00511
OG0000440	Prak.g_00448	Prbm.g_00512
OG0000441	Prak.g_00449	Prbm.g_00513
OG0000442	Prak.g_00450	Prbm.g_00514
OG0000443	Prak.g_00451	Prbm.g_00515
OG0000444	Prak.g_00452	Prbm.g_00516
OG0000445	Prak.g_00453	Prbm.g_00517
OG0000446	Prak.g_00454	Prbm.g_00518
OG0000447	Prak.g_00455	Prbm.g_00519
OG0000448	Prak.g_00456	Prbm.g_00520
OG0000449	Prak.g_00462	Prbm.g_00534
OG0000450	Prak.g_00463	Prbm.g_00535
OG0000451	Prak.g_00464	Prbm.g_00536
OG0000452	Prak.g_00465	Prbm.g_00537
OG0000453	Prak.g_00466	Prbm.g_00539
OG0000454	Prak.g_00467	Prbm.g_00540
OG0000455	Prak.g_00468	Prbm.g_00541
OG0000456	Prak.g_00469	Prbm.g_00542
OG0000457	Prak.g_00471	Prbm.g_00544
OG0000458	Prak.g_00473	Prbm.g_00546
OG0000459	Prak.g_00474	Prbm.g_00547
OG0000460	Prak.g_00476	Prbm.g_00549
OG0000461	Prak.g_00477	Prbm.g_00550
OG0000462	Prak.g_00478	Prbm.g_00551
OG0000463	Prak.g_00479	Prbm.g_00553
OG0000464	Prak.g_00483	Prbm.g_00557
OG0000465	Prak.g_00484	Prbm.g_00558
OG0000466	Prak.g_00485	Prbm.g_00559
OG0000467	Prak.g_00486	Prbm.g_00560
OG0000468	Prak.g_00487	Prbm.g_00561
OG0000469	Prak.g_00488	Prbm.g_00562
OG0000470	Prak.g_00489	Prbm.g_00563
OG0000471	Prak.g_00490	Prbm.g_00564
OG0000472	Prak.g_00493	Prbm.g_00567
OG0000473	Prak.g_00494	Prbm.g_00568
OG0000474	Prak.g_00495	Prbm.g_00569
OG0000475	Prak.g_00496	Prbm.g_00570
OG0000476	Prak.g_00497	Prbm.g_00571
OG0000477	Prak.g_00499	Prbm.g_00573
OG0000478	Prak.g_00500	Prbm.g_00574
OG0000479	Prak.g_00501	Prbm.g_00575
OG0000480	Prak.g_00503	Prbm.g_00577
OG0000481	Prak.g_00504	Prbm.g_00578
OG0000482	Prak.g_00506	Prbm.g_00579
OG0000483	Prak.g_00507	Prbm.g_00580
OG0000484	Prak.g_00508	Prbm.g_00581
OG0000485	Prak.g_00509	Prbm.g_00582
OG0000486	Prak.g_00510	Prbm.g_00583
OG0000487	Prak.g_00511	Prbm.g_00584
OG0000488	Prak.g_00513	Prbm.g_00586
OG0000489	Prak.g_00514	Prbm.g_00587
OG0000490	Prak.g_00515	Prbm.g_00588
OG0000491	Prak.g_00516	Prbm.g_00589
OG0000492	Prak.g_00517	Prbm.g_00590
OG0000493	Prak.g_00518	Prbm.g_00591
OG0000494	Prak.g_00519	Prbm.g_00593
OG0000495	Prak.g_00520	Prbm.g_00594
OG0000496	Prak.g_00522	Prbm.g_00595
OG0000497	Prak.g_00524	Prbm.g_00596
OG0000498	Prak.g_00525	Prbm.g_00597
OG0000499	Prak.g_00527	Prbm.g_00599
OG0000500	Prak.g_00528	Prbm.g_00600
OG0000501	Prak.g_00530	Prbm.g_00602
OG0000502	Prak.g_00531	Prbm.g_00603
OG0000503	Prak.g_00532	Prbm.g_00604
OG0000504	Prak.g_00533	Prbm.g_00605
OG0000505	Prak.g_00534	Prbm.g_00606
OG0000506	Prak.g_00535	Prbm.g_00607
OG0000507	Prak.g_00536	Prbm.g_00608
OG0000508	Prak.g_00538	Prbm.g_00609
OG0000509	Prak.g_00539	Prbm.g_00610
OG0000510	Prak.g_00540	Prbm.g_00611
OG0000511	Prak.g_00541	Prbm.g_00612
OG0000512	Prak.g_00542	Prbm.g_00613
OG0000513	Prak.g_00543	Prbm.g_00614
OG0000514	Prak.g_00544	Prbm.g_00615
OG0000515	Prak.g_00547	Prbm.g_00616
OG0000516	Prak.g_00548	Prbm.g_00617
OG0000517	Prak.g_00549	Prbm.g_00618
OG0000518	Prak.g_00552	Prbm.g_00620
OG0000519	Prak.g_00553	Prbm.g_00621
OG0000520	Prak.g_00554	Prbm.g_00624
OG0000521	Prak.g_00555	Prbm.g_00623
OG0000522	Prak.g_00556	Prbm.g_00625
OG0000523	Prak.g_00557	Prbm.g_00626
OG0000524	Prak.g_00558	Prbm.g_00627
OG0000525	Prak.g_00560	Prbm.g_00629
OG0000526	Prak.g_00561	Prbm.g_00630
OG0000527	Prak.g_00562	Prbm.g_00631
OG0000528	Prak.g_00563	Prbm.g_00632
OG0000529	Prak.g_00564	Prbm.g_00633
OG0000530	Prak.g_00565	Prbm.g_00634
OG0000531	Prak.g_00567	Prbm.g_00636
OG0000532	Prak.g_00568	Prbm.g_00637
OG0000533	Prak.g_00569	Prbm.g_00638
OG0000534	Prak.g_00570	Prbm.g_00639
OG0000535	Prak.g_00571	Prbm.g_00640
OG0000536	Prak.g_00572	Prbm.g_00641
OG0000537	Prak.g_00573	Prbm.g_00642
OG0000538	Prak.g_00574	Prbm.g_00643
