Orthogroup	Prak	Praz
OG0000194	Prak.g_00090	Praz.g_00446
OG0000195	Prak.g_00092	Praz.g_00448
OG0000196	Prak.g_00093	Praz.g_00449
OG0000197	Prak.g_00094	Praz.g_00450
OG0000198	Prak.g_00095	Praz.g_00451
OG0000199	Prak.g_00098	Praz.g_00454
OG0000200	Prak.g_00099	Praz.g_00455
OG0000201	Prak.g_00100	Praz.g_00456
OG0000202	Prak.g_00102	Praz.g_00457
OG0000203	Prak.g_00103	Praz.g_00458
OG0000204	Prak.g_00104	Praz.g_00459
OG0000205	Prak.g_00106	Praz.g_00460
OG0000206	Prak.g_00107	Praz.g_00461
OG0000207	Prak.g_00108	Praz.g_00462
OG0000208	Prak.g_00109	Praz.g_00463
OG0000209	Prak.g_00110	Praz.g_00464
OG0000210	Prak.g_00111	Praz.g_00466
OG0000211	Prak.g_00113	Praz.g_00467
OG0000212	Prak.g_00114	Praz.g_00468
OG0000213	Prak.g_00115	Praz.g_00469
OG0000214	Prak.g_00119	Praz.g_00471
OG0000215	Prak.g_00120	Praz.g_00472
OG0000216	Prak.g_00122	Praz.g_00474
OG0000217	Prak.g_00123	Praz.g_00475
OG0000218	Prak.g_00124	Praz.g_00476
OG0000219	Prak.g_00125	Praz.g_00477
OG0000220	Prak.g_00128	Praz.g_00480
OG0000221	Prak.g_00131	Praz.g_00482
OG0000222	Prak.g_00132	Praz.g_00483
OG0000223	Prak.g_00133	Praz.g_00484
OG0000224	Prak.g_00135	Praz.g_00487
OG0000225	Prak.g_00137	Praz.g_00489
OG0000226	Prak.g_00139	Praz.g_00490
OG0000227	Prak.g_00140	Praz.g_00491
OG0000228	Prak.g_00141	Praz.g_00492
OG0000229	Prak.g_00142	Praz.g_00493
OG0000230	Prak.g_00143	Praz.g_00494
OG0000231	Prak.g_01035	Praz.g_00496
OG0000232	Prak.g_00145	Praz.g_00497
OG0000233	Prak.g_00148	Praz.g_00500
OG0000234	Prak.g_00150	Praz.g_00502
OG0000235	Prak.g_00156	Praz.g_00505
OG0000236	Prak.g_00157	Praz.g_00506
OG0000237	Prak.g_00158	Praz.g_00507
OG0000238	Prak.g_00159	Praz.g_00508
OG0000239	Prak.g_00160	Praz.g_00509
OG0000240	Prak.g_00162	Praz.g_00511
OG0000241	Prak.g_00163	Praz.g_00512
OG0000242	Prak.g_00164	Praz.g_00513
OG0000243	Prak.g_00165	Praz.g_00514
OG0000244	Prak.g_00166	Praz.g_00515
OG0000245	Prak.g_00168	Praz.g_00516
OG0000246	Prak.g_00170	Praz.g_00518
OG0000247	Prak.g_00171	Praz.g_00519
OG0000248	Prak.g_00172	Praz.g_00520
OG0000249	Prak.g_00173	Praz.g_00521
OG0000250	Prak.g_00174	Praz.g_00522
OG0000251	Prak.g_00175	Praz.g_00523
OG0000252	Prak.g_00176	Praz.g_00524
OG0000253	Prak.g_00177	Praz.g_00525
OG0000254	Prak.g_00179	Praz.g_00527
OG0000255	Prak.g_00180	Praz.g_00528
OG0000256	Prak.g_00183	Praz.g_00531
OG0000257	Prak.g_00185	Praz.g_00533
OG0000258	Prak.g_00186	Praz.g_00534
OG0000259	Prak.g_00187	Praz.g_00535
OG0000260	Prak.g_00188	Praz.g_00536
OG0000261	Prak.g_00189	Praz.g_00537
OG0000262	Prak.g_00190	Praz.g_00538
OG0000263	Prak.g_00191	Praz.g_00539
OG0000264	Prak.g_00193	Praz.g_00541
OG0000265	Prak.g_00194	Praz.g_00542
OG0000266	Prak.g_00195	Praz.g_00543
OG0000267	Prak.g_00197	Praz.g_00545
OG0000268	Prak.g_00199	Praz.g_00546
OG0000269	Prak.g_00200	Praz.g_00547
OG0000270	Prak.g_00201	Praz.g_00548
OG0000271	Prak.g_00202	Praz.g_00549
OG0000272	Prak.g_00203	Praz.g_00550
OG0000273	Prak.g_00204	Praz.g_00551
OG0000274	Prak.g_00205	Praz.g_00552
OG0000275	Prak.g_00206	Praz.g_00553
OG0000276	Prak.g_00207	Praz.g_00554
OG0000277	Prak.g_00208	Praz.g_00555
OG0000278	Prak.g_00209	Praz.g_00556
OG0000279	Prak.g_00210	Praz.g_00557
OG0000280	Prak.g_00211	Praz.g_00558
OG0000281	Prak.g_00213	Praz.g_00560
OG0000282	Prak.g_00214	Praz.g_00561
OG0000283	Prak.g_00217	Praz.g_00564
OG0000284	Prak.g_00218	Praz.g_00565
OG0000285	Prak.g_00219	Praz.g_00566
OG0000286	Prak.g_00221	Praz.g_00568
OG0000287	Prak.g_00223	Praz.g_00569
OG0000288	Prak.g_00224	Praz.g_00570
OG0000289	Prak.g_00225	Praz.g_00571
OG0000290	Prak.g_00226	Praz.g_00572
OG0000291	Prak.g_00227	Praz.g_00573
OG0000292	Prak.g_00228	Praz.g_00574
OG0000293	Prak.g_00229	Praz.g_00575
OG0000294	Prak.g_00230	Praz.g_00576
OG0000295	Prak.g_00231	Praz.g_00577
OG0000296	Prak.g_00232	Praz.g_00578
OG0000297	Prak.g_00233	Praz.g_00579
OG0000298	Prak.g_00234	Praz.g_00580
OG0000299	Prak.g_00235	Praz.g_00581
OG0000300	Prak.g_00236	Praz.g_00582
OG0000301	Prak.g_00237	Praz.g_00583
OG0000302	Prak.g_00238	Praz.g_00584
OG0000303	Prak.g_00239	Praz.g_00585
OG0000304	Prak.g_00241	Praz.g_00586
OG0000305	Prak.g_00242	Praz.g_00587
OG0000306	Prak.g_00243	Praz.g_00588
OG0000307	Prak.g_00245	Praz.g_00589
OG0000308	Prak.g_00246	Praz.g_00590
OG0000309	Prak.g_00247	Praz.g_00591
OG0000310	Prak.g_00248	Praz.g_00592
OG0000311	Prak.g_00249	Praz.g_00593
OG0000312	Prak.g_00251	Praz.g_00595
OG0000313	Prak.g_00252	Praz.g_00596
OG0000314	Prak.g_00256	Praz.g_00599
OG0000315	Prak.g_00257	Praz.g_00600
OG0000316	Prak.g_00259	Praz.g_00602
OG0000317	Prak.g_00261	Praz.g_00604
OG0000318	Prak.g_00262	Praz.g_00605
OG0000319	Prak.g_00263	Praz.g_00606
OG0000320	Prak.g_00264	Praz.g_00607
OG0000321	Prak.g_00267	Praz.g_00610
OG0000322	Prak.g_00271	Praz.g_00613
OG0000323	Prak.g_00272	Praz.g_00614
OG0000324	Prak.g_00275	Praz.g_00617
OG0000325	Prak.g_00276	Praz.g_00618
OG0000326	Prak.g_00277	Praz.g_00619
OG0000327	Prak.g_00279	Praz.g_00621
OG0000328	Prak.g_00280	Praz.g_00622
OG0000329	Prak.g_00281	Praz.g_00623
OG0000330	Prak.g_00282	Praz.g_00624
OG0000331	Prak.g_00284	Praz.g_00625
OG0000332	Prak.g_00285	Praz.g_00626
OG0000333	Prak.g_00286	Praz.g_00627
OG0000334	Prak.g_00287	Praz.g_00628
OG0000335	Prak.g_00288	Praz.g_00629
OG0000336	Prak.g_00290	Praz.g_00630
OG0000337	Prak.g_00293	Praz.g_00633
OG0000338	Prak.g_00294	Praz.g_00634
OG0000339	Prak.g_00295	Praz.g_00635
OG0000340	Prak.g_00296	Praz.g_00636
OG0000341	Prak.g_00300	Praz.g_00640
OG0000342	Prak.g_00301	Praz.g_00641
OG0000343	Prak.g_00304	Praz.g_00643
OG0000344	Prak.g_00305	Praz.g_00644
OG0000345	Prak.g_00306	Praz.g_00645
OG0000346	Prak.g_00307	Praz.g_00646
OG0000347	Prak.g_00308	Praz.g_00647
OG0000348	Prak.g_00310	Praz.g_00648
OG0000349	Prak.g_00311	Praz.g_00649
OG0000350	Prak.g_00312	Praz.g_00650
OG0000351	Prak.g_00314	Praz.g_00652
OG0000352	Prak.g_00317	Praz.g_00655
OG0000353	Prak.g_00318	Praz.g_00656
OG0000354	Prak.g_00319	Praz.g_00657
OG0000355	Prak.g_00320	Praz.g_00658
OG0000356	Prak.g_00321	Praz.g_00659
OG0000357	Prak.g_00322	Praz.g_00660
OG0000358	Prak.g_00323	Praz.g_00661
OG0000359	Prak.g_00324	Praz.g_00662
OG0000360	Prak.g_00326	Praz.g_00665
OG0000361	Prak.g_00327	Praz.g_00666
OG0000362	Prak.g_00328	Praz.g_00667
OG0000363	Prak.g_00329	Praz.g_00668
OG0000364	Prak.g_00330	Praz.g_00669
OG0000365	Prak.g_00331	Praz.g_00670
OG0000366	Prak.g_00332	Praz.g_00671
OG0000367	Prak.g_00333	Praz.g_00672
OG0000368	Prak.g_00334	Praz.g_00673
OG0000369	Prak.g_00335	Praz.g_00674
OG0000370	Prak.g_00336	Praz.g_00675
OG0000371	Prak.g_00337	Praz.g_00676
OG0000372	Prak.g_00338	Praz.g_00678
OG0000373	Prak.g_00340	Praz.g_00680
OG0000374	Prak.g_00341	Praz.g_00681
OG0000375	Prak.g_00342	Praz.g_00682
OG0000376	Prak.g_00343	Praz.g_00684
OG0000377	Prak.g_00349	Praz.g_00685
OG0000378	Prak.g_00350	Praz.g_00686
OG0000379	Prak.g_00356	Praz.g_01931
OG0000380	Prak.g_00358	Praz.g_01932
OG0000381	Prak.g_00359	Praz.g_01933
OG0000382	Prak.g_00360	Praz.g_01935
OG0000383	Prak.g_00363	Praz.g_00343
OG0000384	Prak.g_00364	Praz.g_00344
OG0000385	Prak.g_00367	Praz.g_00347
OG0000386	Prak.g_00368	Praz.g_00348
OG0000387	Prak.g_00369	Praz.g_00349
OG0000388	Prak.g_00370	Praz.g_00350
OG0000389	Prak.g_00371	Praz.g_00351
OG0000390	Prak.g_00372	Praz.g_00352
OG0000391	Prak.g_00373	Praz.g_00353
OG0000392	Prak.g_00374	Praz.g_00354
OG0000393	Prak.g_00378	Praz.g_00819
OG0000394	Prak.g_00379	Praz.g_00818
OG0000395	Prak.g_00382	Praz.g_00816
OG0000396	Prak.g_00900	Praz.g_00815
OG0000397	Prak.g_01216	Praz.g_00803
OG0000398	Prak.g_01597	Praz.g_00795
OG0000399	Prak.g_01211	Praz.g_00794
OG0000400	Prak.g_01709	Praz.g_00788
OG0000401	Prak.g_00393	Praz.g_01897
OG0000402	Prak.g_00394	Praz.g_01896
OG0000403	Prak.g_00395	Praz.g_01895
OG0000404	Prak.g_00397	Praz.g_01893
OG0000405	Prak.g_00398	Praz.g_01892
OG0000406	Prak.g_00400	Praz.g_01890
OG0000407	Prak.g_00401	Praz.g_01889
OG0000408	Prak.g_00402	Praz.g_01888
OG0000409	Prak.g_00403	Praz.g_01887
OG0000410	Prak.g_00404	Praz.g_01886
OG0000411	Prak.g_00405	Praz.g_01885
OG0000412	Prak.g_00406	Praz.g_01884
OG0000413	Prak.g_00407	Praz.g_01883
OG0000414	Prak.g_00408	Praz.g_01882
OG0000415	Prak.g_00409	Praz.g_01881
OG0000416	Prak.g_00410	Praz.g_01880
OG0000417	Prak.g_00411	Praz.g_01879
OG0000418	Prak.g_00412	Praz.g_01878
OG0000419	Prak.g_00413	Praz.g_01877
OG0000420	Prak.g_00414	Praz.g_01876
OG0000421	Prak.g_00418	Praz.g_01875
OG0000422	Prak.g_00420	Praz.g_01873
OG0000423	Prak.g_00421	Praz.g_01872
OG0000424	Prak.g_00422	Praz.g_01870
OG0000425	Prak.g_00426	Praz.g_01867
OG0000426	Prak.g_00427	Praz.g_01866
OG0000427	Prak.g_00428	Praz.g_01865
OG0000428	Prak.g_00430	Praz.g_01864
OG0000429	Prak.g_00431	Praz.g_01863
OG0000430	Prak.g_00432	Praz.g_01857
OG0000431	Prak.g_00434	Praz.g_01855
OG0000432	Prak.g_00435	Praz.g_01854
OG0000433	Prak.g_00438	Praz.g_01851
OG0000434	Prak.g_00439	Praz.g_01850
OG0000435	Prak.g_00440	Praz.g_01849
OG0000436	Prak.g_00442	Praz.g_01847
OG0000437	Prak.g_00444	Praz.g_01845
OG0000438	Prak.g_00445	Praz.g_01844
OG0000439	Prak.g_00446	Praz.g_01843
OG0000440	Prak.g_00448	Praz.g_01841
OG0000441	Prak.g_00449	Praz.g_01840
OG0000442	Prak.g_00450	Praz.g_01839
OG0000443	Prak.g_00451	Praz.g_01838
OG0000444	Prak.g_00452	Praz.g_01837
OG0000445	Prak.g_00453	Praz.g_01836
OG0000446	Prak.g_00454	Praz.g_01835
OG0000447	Prak.g_00455	Praz.g_01834
OG0000448	Prak.g_00456	Praz.g_01833
OG0000449	Prak.g_00462	Praz.g_01828
OG0000450	Prak.g_00463	Praz.g_01827
OG0000451	Prak.g_00464	Praz.g_01826
OG0000452	Prak.g_00465	Praz.g_01825
OG0000453	Prak.g_00466	Praz.g_01823
OG0000454	Prak.g_00467	Praz.g_01822
OG0000455	Prak.g_00468	Praz.g_01821
OG0000456	Prak.g_00469	Praz.g_01820
OG0000457	Prak.g_00471	Praz.g_01818
OG0000458	Prak.g_00473	Praz.g_01816
OG0000459	Prak.g_00474	Praz.g_01815
OG0000460	Prak.g_00476	Praz.g_01813
OG0000461	Prak.g_00477	Praz.g_01812
OG0000462	Prak.g_00478	Praz.g_01811
OG0000463	Prak.g_00479	Praz.g_01810
OG0000464	Prak.g_00483	Praz.g_01805
OG0000465	Prak.g_00484	Praz.g_01803
OG0000466	Prak.g_00485	Praz.g_01802
OG0000467	Prak.g_00486	Praz.g_01801
OG0000468	Prak.g_00487	Praz.g_01800
OG0000469	Prak.g_00488	Praz.g_01799
OG0000470	Prak.g_00489	Praz.g_01798
OG0000471	Prak.g_00490	Praz.g_01797
OG0000472	Prak.g_00493	Praz.g_01794
OG0000473	Prak.g_00494	Praz.g_01793
OG0000474	Prak.g_00495	Praz.g_01792
OG0000475	Prak.g_00496	Praz.g_01791
OG0000476	Prak.g_00497	Praz.g_01790
OG0000477	Prak.g_00499	Praz.g_01788
OG0000478	Prak.g_00500	Praz.g_01787
OG0000479	Prak.g_00501	Praz.g_01786
OG0000480	Prak.g_00503	Praz.g_01784
OG0000481	Prak.g_00504	Praz.g_01783
OG0000482	Prak.g_00506	Praz.g_01782
OG0000483	Prak.g_00507	Praz.g_01781
OG0000484	Prak.g_00508	Praz.g_01780
OG0000485	Prak.g_00509	Praz.g_01779
OG0000486	Prak.g_00510	Praz.g_01778
OG0000487	Prak.g_00511	Praz.g_01777
OG0000488	Prak.g_00513	Praz.g_01775
OG0000489	Prak.g_00514	Praz.g_01774
OG0000490	Prak.g_00515	Praz.g_01773
OG0000491	Prak.g_00516	Praz.g_01772
OG0000492	Prak.g_00517	Praz.g_01771
OG0000493	Prak.g_00518	Praz.g_01770
OG0000494	Prak.g_00519	Praz.g_01768
OG0000495	Prak.g_00520	Praz.g_01767
OG0000496	Prak.g_00522	Praz.g_01766
OG0000497	Prak.g_00524	Praz.g_01765
OG0000498	Prak.g_00525	Praz.g_01764
OG0000499	Prak.g_00527	Praz.g_01762
OG0000500	Prak.g_00528	Praz.g_01761
OG0000501	Prak.g_00530	Praz.g_01759
OG0000502	Prak.g_00531	Praz.g_01758
OG0000503	Prak.g_00532	Praz.g_01757
OG0000504	Prak.g_00533	Praz.g_01756
OG0000505	Prak.g_00534	Praz.g_01755
OG0000506	Prak.g_00535	Praz.g_01754
OG0000507	Prak.g_00536	Praz.g_01753
OG0000508	Prak.g_00538	Praz.g_01751
OG0000509	Prak.g_00539	Praz.g_01750
OG0000510	Prak.g_00540	Praz.g_01749
OG0000511	Prak.g_00541	Praz.g_01748
OG0000512	Prak.g_00542	Praz.g_01747
OG0000513	Prak.g_00543	Praz.g_01746
OG0000514	Prak.g_00544	Praz.g_01745
OG0000515	Prak.g_00547	Praz.g_01743
OG0000516	Prak.g_00548	Praz.g_01742
OG0000517	Prak.g_00549	Praz.g_01741
OG0000518	Prak.g_00552	Praz.g_01739
OG0000519	Prak.g_00553	Praz.g_01738
OG0000520	Prak.g_00554	Praz.g_01737
OG0000521	Prak.g_00555	Praz.g_01736
OG0000522	Prak.g_00556	Praz.g_01735
OG0000523	Prak.g_00557	Praz.g_01734
OG0000524	Prak.g_00558	Praz.g_01733
OG0000525	Prak.g_00560	Praz.g_01731
OG0000526	Prak.g_00561	Praz.g_01730
OG0000527	Prak.g_00562	Praz.g_01729
OG0000528	Prak.g_00563	Praz.g_01728
OG0000529	Prak.g_00564	Praz.g_01727
OG0000530	Prak.g_00565	Praz.g_01726
OG0000531	Prak.g_00567	Praz.g_01725
OG0000532	Prak.g_00568	Praz.g_01724
OG0000533	Prak.g_00569	Praz.g_01723
OG0000534	Prak.g_00570	Praz.g_01722
OG0000535	Prak.g_00571	Praz.g_01721
OG0000536	Prak.g_00572	Praz.g_01720
OG0000537	Prak.g_00573	Praz.g_01719
OG0000538	Prak.g_00574	Praz.g_01718
OG0000539	Prak.g_00575	Praz.g_01717
OG0000540	Prak.g_00576	Praz.g_01716
OG0000541	Prak.g_00577	Praz.g_01715
OG0000542	Prak.g_00578	Praz.g_01714
OG0000543	Prak.g_00579	Praz.g_01713
OG0000544	Prak.g_00580	Praz.g_01712
OG0000545	Prak.g_00582	Praz.g_01709
OG0000546	Prak.g_00583	Praz.g_01708
OG0000547	Prak.g_00585	Praz.g_01706
OG0000548	Prak.g_00587	Praz.g_01705
OG0000549	Prak.g_00588	Praz.g_01704
OG0000550	Prak.g_00589	Praz.g_01703
OG0000551	Prak.g_00591	Praz.g_01702
OG0000552	Prak.g_00592	Praz.g_01701
OG0000553	Prak.g_01113	Praz.g_01700
OG0000554	Prak.g_01112	Praz.g_01699
OG0000555	Prak.g_01111	Praz.g_01698
OG0000556	Prak.g_01110	Praz.g_01697
OG0000557	Prak.g_01109	Praz.g_01696
OG0000558	Prak.g_01108	Praz.g_01695
OG0000559	Prak.g_01107	Praz.g_01694
OG0000560	Prak.g_01105	Praz.g_01692
OG0000561	Prak.g_01104	Praz.g_01691
OG0000562	Prak.g_01102	Praz.g_01690
OG0000563	Prak.g_01101	Praz.g_01689
OG0000564	Prak.g_01100	Praz.g_01688
OG0000565	Prak.g_01099	Praz.g_01687
OG0000566	Prak.g_01098	Praz.g_01686
OG0000567	Prak.g_01097	Praz.g_01685
OG0000568	Prak.g_01096	Praz.g_01684
OG0000569	Prak.g_01095	Praz.g_01683
OG0000570	Prak.g_01094	Praz.g_01682
OG0000571	Prak.g_01093	Praz.g_01681
OG0000572	Prak.g_01092	Praz.g_01680
OG0000573	Prak.g_01089	Praz.g_01677
OG0000574	Prak.g_01088	Praz.g_01676
OG0000575	Prak.g_01087	Praz.g_01675
OG0000576	Prak.g_01086	Praz.g_01674
OG0000577	Prak.g_01085	Praz.g_01673
OG0000578	Prak.g_01084	Praz.g_01672
OG0000579	Prak.g_01083	Praz.g_01671
OG0000580	Prak.g_01082	Praz.g_01670
OG0000581	Prak.g_01081	Praz.g_01669
OG0000582	Prak.g_01080	Praz.g_01668
OG0000583	Prak.g_01079	Praz.g_01667
OG0000584	Prak.g_01077	Praz.g_01666
OG0000585	Prak.g_01076	Praz.g_01665
