Orthogroup	Prak	Prah
OG0000205	Prak.g_00106	Prah.g_01890
OG0000206	Prak.g_00107	Prah.g_01891
OG0000207	Prak.g_00108	Prah.g_01892
OG0000208	Prak.g_00109	Prah.g_01893
OG0000209	Prak.g_00110	Prah.g_01894
OG0000210	Prak.g_00111	Prah.g_01896
OG0000211	Prak.g_00113	Prah.g_01897
OG0000212	Prak.g_00114	Prah.g_01898
OG0000213	Prak.g_00115	Prah.g_01901
OG0000214	Prak.g_00119	Prah.g_01908
OG0000215	Prak.g_00120	Prah.g_00195
OG0000216	Prak.g_00122	Prah.g_00193
OG0000217	Prak.g_00123	Prah.g_00191
OG0000218	Prak.g_00124	Prah.g_00189
OG0000219	Prak.g_00125	Prah.g_00188
OG0000220	Prak.g_00128	Prah.g_00183
OG0000221	Prak.g_00131	Prah.g_00175
OG0000222	Prak.g_00132	Prah.g_00174
OG0000223	Prak.g_00133	Prah.g_00173
OG0000224	Prak.g_00135	Prah.g_02252
OG0000225	Prak.g_00137	Prah.g_02254
OG0000226	Prak.g_00139	Prah.g_02257
OG0000227	Prak.g_00140	Prah.g_02259
OG0000228	Prak.g_00141	Prah.g_02260
OG0000229	Prak.g_00142	Prah.g_02261
OG0000230	Prak.g_00143	Prah.g_02262
OG0000231	Prak.g_01035	Prah.g_02264
OG0000232	Prak.g_00145	Prah.g_02265
OG0000233	Prak.g_00148	Prah.g_02269
OG0000234	Prak.g_00150	Prah.g_02280
OG0000235	Prak.g_00156	Prah.g_02282
OG0000236	Prak.g_00157	Prah.g_02283
OG0000237	Prak.g_00158	Prah.g_02284
OG0000238	Prak.g_00159	Prah.g_02285
OG0000239	Prak.g_00160	Prah.g_02286
OG0000240	Prak.g_00162	Prah.g_02288
OG0000241	Prak.g_00163	Prah.g_02289
OG0000242	Prak.g_00164	Prah.g_02290
OG0000243	Prak.g_00165	Prah.g_02291
OG0000244	Prak.g_00166	Prah.g_02292
OG0000245	Prak.g_00168	Prah.g_02294
OG0000246	Prak.g_00170	Prah.g_02296
OG0000247	Prak.g_00171	Prah.g_02297
OG0000248	Prak.g_00172	Prah.g_02298
OG0000249	Prak.g_00173	Prah.g_02299
OG0000250	Prak.g_00174	Prah.g_02300
OG0000251	Prak.g_00175	Prah.g_02301
OG0000252	Prak.g_00176	Prah.g_02302
OG0000253	Prak.g_00177	Prah.g_02303
OG0000254	Prak.g_00179	Prah.g_02305
OG0000255	Prak.g_00180	Prah.g_02306
OG0000256	Prak.g_00183	Prah.g_02309
OG0000257	Prak.g_00185	Prah.g_02310
OG0000258	Prak.g_00186	Prah.g_02311
OG0000259	Prak.g_00187	Prah.g_02312
OG0000260	Prak.g_00188	Prah.g_02313
OG0000261	Prak.g_00189	Prah.g_02314
OG0000262	Prak.g_00190	Prah.g_02315
OG0000263	Prak.g_00191	Prah.g_02316
OG0000264	Prak.g_00193	Prah.g_00709
OG0000265	Prak.g_00194	Prah.g_02321
OG0000266	Prak.g_00195	Prah.g_02323
OG0000267	Prak.g_00197	Prah.g_02334
OG0000268	Prak.g_00199	Prah.g_02336
OG0000269	Prak.g_00200	Prah.g_02339
OG0000270	Prak.g_00201	Prah.g_02341
OG0000271	Prak.g_00202	Prah.g_02344
OG0000272	Prak.g_00203	Prah.g_02345
OG0000273	Prak.g_00204	Prah.g_02350
OG0000274	Prak.g_00205	Prah.g_02352
OG0000275	Prak.g_00206	Prah.g_02353
OG0000276	Prak.g_00207	Prah.g_02354
OG0000277	Prak.g_00208	Prah.g_02355
OG0000278	Prak.g_00209	Prah.g_02356
OG0000279	Prak.g_00210	Prah.g_02357
OG0000280	Prak.g_00211	Prah.g_02358
OG0000281	Prak.g_00213	Prah.g_02360
OG0000282	Prak.g_00214	Prah.g_02361
OG0000283	Prak.g_00217	Prah.g_02364
OG0000284	Prak.g_00218	Prah.g_02365
OG0000285	Prak.g_00219	Prah.g_02370
OG0000286	Prak.g_00221	Prah.g_02372
OG0000287	Prak.g_00223	Prah.g_02420
OG0000288	Prak.g_00224	Prah.g_02419
OG0000289	Prak.g_00225	Prah.g_02418
OG0000290	Prak.g_00226	Prah.g_02417
OG0000291	Prak.g_00227	Prah.g_02415
OG0000292	Prak.g_00228	Prah.g_02411
OG0000293	Prak.g_00229	Prah.g_02410
OG0000294	Prak.g_00230	Prah.g_02409
OG0000295	Prak.g_00231	Prah.g_02403
OG0000296	Prak.g_00232	Prah.g_02402
OG0000297	Prak.g_00233	Prah.g_02400
OG0000298	Prak.g_00234	Prah.g_02399
OG0000299	Prak.g_00235	Prah.g_02398
OG0000300	Prak.g_00236	Prah.g_02397
OG0000301	Prak.g_00237	Prah.g_02396
OG0000302	Prak.g_00238	Prah.g_02395
OG0000303	Prak.g_00239	Prah.g_02394
OG0000304	Prak.g_00241	Prah.g_02392
OG0000305	Prak.g_00242	Prah.g_02391
OG0000306	Prak.g_00243	Prah.g_02390
OG0000307	Prak.g_00245	Prah.g_01786
OG0000308	Prak.g_00246	Prah.g_01411
OG0000309	Prak.g_00247	Prah.g_01412
OG0000310	Prak.g_00248	Prah.g_01413
OG0000311	Prak.g_00249	Prah.g_01782
OG0000312	Prak.g_00251	Prah.g_01781
OG0000313	Prak.g_00252	Prah.g_01779
OG0000314	Prak.g_00256	Prah.g_01773
OG0000315	Prak.g_00257	Prah.g_01772
OG0000316	Prak.g_00259	Prah.g_02074
OG0000317	Prak.g_00261	Prah.g_02078
OG0000318	Prak.g_00262	Prah.g_02079
OG0000319	Prak.g_00263	Prah.g_02080
OG0000320	Prak.g_00264	Prah.g_02082
OG0000321	Prak.g_00267	Prah.g_02087
OG0000322	Prak.g_00271	Prah.g_02098
OG0000323	Prak.g_00272	Prah.g_02099
OG0000324	Prak.g_00275	Prah.g_02101
OG0000325	Prak.g_00276	Prah.g_02103
OG0000326	Prak.g_00277	Prah.g_02105
OG0000327	Prak.g_00279	Prah.g_02111
OG0000328	Prak.g_00280	Prah.g_01785
OG0000329	Prak.g_00281	Prah.g_02114
OG0000330	Prak.g_00282	Prah.g_02115
OG0000331	Prak.g_00284	Prah.g_02117
OG0000332	Prak.g_00285	Prah.g_02118
OG0000333	Prak.g_00286	Prah.g_02119
OG0000334	Prak.g_00287	Prah.g_02120
OG0000335	Prak.g_00288	Prah.g_02121
OG0000336	Prak.g_00290	Prah.g_02123
OG0000337	Prak.g_00293	Prah.g_02128
OG0000338	Prak.g_00294	Prah.g_02129
OG0000339	Prak.g_00295	Prah.g_02130
OG0000340	Prak.g_00296	Prah.g_02132
OG0000341	Prak.g_00300	Prah.g_02137
OG0000342	Prak.g_00301	Prah.g_02138
OG0000343	Prak.g_00304	Prah.g_02140
OG0000344	Prak.g_00305	Prah.g_02142
OG0000345	Prak.g_00306	Prah.g_02143
OG0000346	Prak.g_00307	Prah.g_02144
OG0000347	Prak.g_00308	Prah.g_02145
OG0000348	Prak.g_00310	Prah.g_02146
OG0000349	Prak.g_00311	Prah.g_02147
OG0000350	Prak.g_00312	Prah.g_02148
OG0000351	Prak.g_00314	Prah.g_02152
OG0000352	Prak.g_00317	Prah.g_02156
OG0000353	Prak.g_00318	Prah.g_02157
OG0000354	Prak.g_00319	Prah.g_02158
OG0000355	Prak.g_00320	Prah.g_02159
OG0000356	Prak.g_00321	Prah.g_02166
OG0000357	Prak.g_00322	Prah.g_02167
OG0000358	Prak.g_00323	Prah.g_02168
OG0000359	Prak.g_00324	Prah.g_02170
OG0000360	Prak.g_00326	Prah.g_02172
OG0000361	Prak.g_00327	Prah.g_02173
OG0000362	Prak.g_00328	Prah.g_02174
OG0000363	Prak.g_00329	Prah.g_02175
OG0000364	Prak.g_00330	Prah.g_02176
OG0000365	Prak.g_00331	Prah.g_02177
OG0000366	Prak.g_00332	Prah.g_02178
OG0000367	Prak.g_00333	Prah.g_02179
OG0000368	Prak.g_00334	Prah.g_02180
OG0000369	Prak.g_00335	Prah.g_02181
OG0000370	Prak.g_00336	Prah.g_02182
OG0000371	Prak.g_00337	Prah.g_02183
OG0000372	Prak.g_00338	Prah.g_02186
OG0000373	Prak.g_00340	Prah.g_02197
OG0000374	Prak.g_00341	Prah.g_02199
OG0000375	Prak.g_00342	Prah.g_02207
OG0000376	Prak.g_00343	Prah.g_01956
OG0000377	Prak.g_00349	Prah.g_01949
OG0000378	Prak.g_00350	Prah.g_01948
OG0000379	Prak.g_00356	Prah.g_01940
OG0000380	Prak.g_00358	Prah.g_01938
OG0000381	Prak.g_00359	Prah.g_01937
OG0000382	Prak.g_00360	Prah.g_01935
OG0000383	Prak.g_00363	Prah.g_01930
OG0000384	Prak.g_00364	Prah.g_01929
OG0000385	Prak.g_00367	Prah.g_01922
OG0000386	Prak.g_00368	Prah.g_01921
OG0000387	Prak.g_00369	Prah.g_01920
OG0000388	Prak.g_00370	Prah.g_01919
OG0000389	Prak.g_00371	Prah.g_01918
OG0000390	Prak.g_00372	Prah.g_01917
OG0000391	Prak.g_00373	Prah.g_01916
OG0000392	Prak.g_00374	Prah.g_01915
OG0000393	Prak.g_00378	Prah.g_00204
OG0000394	Prak.g_00379	Prah.g_00205
OG0000395	Prak.g_00382	Prah.g_00209
OG0000396	Prak.g_00900	Prah.g_00579
OG0000397	Prak.g_01216	Prah.g_01837
OG0000398	Prak.g_01597	Prah.g_01661
OG0000399	Prak.g_01211	Prah.g_01181
OG0000400	Prak.g_01709	Prah.g_02072
OG0000401	Prak.g_00393	Prah.g_00218
OG0000402	Prak.g_00394	Prah.g_00219
OG0000403	Prak.g_00395	Prah.g_00221
OG0000404	Prak.g_00397	Prah.g_00229
OG0000405	Prak.g_00398	Prah.g_00230
OG0000406	Prak.g_00400	Prah.g_00232
OG0000407	Prak.g_00401	Prah.g_00233
OG0000408	Prak.g_00402	Prah.g_00234
OG0000409	Prak.g_00403	Prah.g_00235
OG0000410	Prak.g_00404	Prah.g_00237
OG0000411	Prak.g_00405	Prah.g_00238
OG0000412	Prak.g_00406	Prah.g_00239
OG0000413	Prak.g_00407	Prah.g_00240
OG0000414	Prak.g_00408	Prah.g_00241
OG0000415	Prak.g_00409	Prah.g_00242
OG0000416	Prak.g_00410	Prah.g_00247
OG0000417	Prak.g_00411	Prah.g_00251
OG0000418	Prak.g_00412	Prah.g_00252
OG0000419	Prak.g_00413	Prah.g_00253
OG0000420	Prak.g_00414	Prah.g_00254
OG0000421	Prak.g_00418	Prah.g_00255
OG0000422	Prak.g_00420	Prah.g_00257
OG0000423	Prak.g_00421	Prah.g_00258
OG0000424	Prak.g_00422	Prah.g_00261
OG0000425	Prak.g_00426	Prah.g_00290
OG0000426	Prak.g_00427	Prah.g_00291
OG0000427	Prak.g_00428	Prah.g_00294
OG0000428	Prak.g_00430	Prah.g_00304
OG0000429	Prak.g_00431	Prah.g_00306
OG0000430	Prak.g_00432	Prah.g_00308
OG0000431	Prak.g_00434	Prah.g_00310
OG0000432	Prak.g_00435	Prah.g_00311
OG0000433	Prak.g_00438	Prah.g_01575
OG0000434	Prak.g_00439	Prah.g_01572
OG0000435	Prak.g_00440	Prah.g_01567
OG0000436	Prak.g_00442	Prah.g_01565
OG0000437	Prak.g_00444	Prah.g_01563
OG0000438	Prak.g_00445	Prah.g_01562
OG0000439	Prak.g_00446	Prah.g_01561
OG0000440	Prak.g_00448	Prah.g_01558
OG0000441	Prak.g_00449	Prah.g_01556
OG0000442	Prak.g_00450	Prah.g_01555
OG0000443	Prak.g_00451	Prah.g_01554
OG0000444	Prak.g_00452	Prah.g_01553
OG0000445	Prak.g_00453	Prah.g_01552
OG0000446	Prak.g_00454	Prah.g_01551
OG0000447	Prak.g_00455	Prah.g_01550
OG0000448	Prak.g_00456	Prah.g_01549
OG0000449	Prak.g_00462	Prah.g_01541
OG0000450	Prak.g_00463	Prah.g_01540
OG0000451	Prak.g_00464	Prah.g_01539
OG0000452	Prak.g_00465	Prah.g_01538
OG0000453	Prak.g_00466	Prah.g_01535
OG0000454	Prak.g_00467	Prah.g_01534
OG0000455	Prak.g_00468	Prah.g_01533
OG0000456	Prak.g_00469	Prah.g_01532
OG0000457	Prak.g_00471	Prah.g_01530
OG0000458	Prak.g_00473	Prah.g_01529
OG0000459	Prak.g_00474	Prah.g_01528
OG0000460	Prak.g_00476	Prah.g_01526
OG0000461	Prak.g_00477	Prah.g_01525
OG0000462	Prak.g_00478	Prah.g_01524
OG0000463	Prak.g_00479	Prah.g_01519
OG0000464	Prak.g_00483	Prah.g_01514
OG0000465	Prak.g_00484	Prah.g_01513
OG0000466	Prak.g_00485	Prah.g_01512
OG0000467	Prak.g_00486	Prah.g_01510
OG0000468	Prak.g_00487	Prah.g_01509
OG0000469	Prak.g_00488	Prah.g_01505
OG0000470	Prak.g_00489	Prah.g_01094
OG0000471	Prak.g_00490	Prah.g_01035
OG0000472	Prak.g_00493	Prah.g_01500
OG0000473	Prak.g_00494	Prah.g_01498
OG0000474	Prak.g_00495	Prah.g_01496
OG0000475	Prak.g_00496	Prah.g_01495
OG0000476	Prak.g_00497	Prah.g_01489
OG0000477	Prak.g_00499	Prah.g_01484
OG0000478	Prak.g_00500	Prah.g_01482
OG0000479	Prak.g_00501	Prah.g_01480
OG0000480	Prak.g_00503	Prah.g_01474
OG0000481	Prak.g_00504	Prah.g_01473
OG0000482	Prak.g_00506	Prah.g_01472
OG0000483	Prak.g_00507	Prah.g_01470
OG0000484	Prak.g_00508	Prah.g_01469
OG0000485	Prak.g_00509	Prah.g_01468
OG0000486	Prak.g_00510	Prah.g_01467
OG0000487	Prak.g_00511	Prah.g_01466
OG0000488	Prak.g_00513	Prah.g_01464
OG0000489	Prak.g_00514	Prah.g_01463
OG0000490	Prak.g_00515	Prah.g_01462
OG0000491	Prak.g_00516	Prah.g_01461
OG0000492	Prak.g_00517	Prah.g_01460
OG0000493	Prak.g_00518	Prah.g_01459
OG0000494	Prak.g_00519	Prah.g_01458
OG0000495	Prak.g_00520	Prah.g_01457
OG0000496	Prak.g_00522	Prah.g_01454
OG0000497	Prak.g_00524	Prah.g_01452
OG0000498	Prak.g_00525	Prah.g_01451
OG0000499	Prak.g_00527	Prah.g_01449
OG0000500	Prak.g_00528	Prah.g_01448
OG0000501	Prak.g_00530	Prah.g_01445
OG0000502	Prak.g_00531	Prah.g_01444
OG0000503	Prak.g_00532	Prah.g_01443
OG0000504	Prak.g_00533	Prah.g_01441
OG0000505	Prak.g_00534	Prah.g_01440
OG0000506	Prak.g_00535	Prah.g_01439
OG0000507	Prak.g_00536	Prah.g_01438
OG0000508	Prak.g_00538	Prah.g_01434
OG0000509	Prak.g_00539	Prah.g_01433
OG0000510	Prak.g_00540	Prah.g_01432
OG0000511	Prak.g_00541	Prah.g_01431
OG0000512	Prak.g_00542	Prah.g_01430
OG0000513	Prak.g_00543	Prah.g_01429
OG0000514	Prak.g_00544	Prah.g_01428
OG0000515	Prak.g_00547	Prah.g_01425
OG0000516	Prak.g_00548	Prah.g_01424
OG0000517	Prak.g_00549	Prah.g_01423
OG0000518	Prak.g_00552	Prah.g_01417
OG0000519	Prak.g_00553	Prah.g_01416
OG0000520	Prak.g_00554	Prah.g_01415
OG0000521	Prak.g_00555	Prah.g_01414
OG0000522	Prak.g_00556	Prah.g_01408
OG0000523	Prak.g_00557	Prah.g_01407
OG0000524	Prak.g_00558	Prah.g_01406
OG0000525	Prak.g_00560	Prah.g_01404
OG0000526	Prak.g_00561	Prah.g_01403
OG0000527	Prak.g_00562	Prah.g_01402
OG0000528	Prak.g_00563	Prah.g_01401
OG0000529	Prak.g_00564	Prah.g_01400
OG0000530	Prak.g_00565	Prah.g_01399
OG0000531	Prak.g_00567	Prah.g_01396
OG0000532	Prak.g_00568	Prah.g_01394
OG0000533	Prak.g_00569	Prah.g_01393
OG0000534	Prak.g_00570	Prah.g_01392
OG0000535	Prak.g_00571	Prah.g_01391
OG0000536	Prak.g_00572	Prah.g_01390
OG0000537	Prak.g_00573	Prah.g_01389
OG0000538	Prak.g_00574	Prah.g_01388
OG0000539	Prak.g_00575	Prah.g_01387
OG0000540	Prak.g_00576	Prah.g_01385
OG0000541	Prak.g_00577	Prah.g_00532
OG0000542	Prak.g_00578	Prah.g_00531
OG0000543	Prak.g_00579	Prah.g_00530
OG0000544	Prak.g_00580	Prah.g_00529
OG0000545	Prak.g_00582	Prah.g_00526
OG0000546	Prak.g_00583	Prah.g_00525
OG0000547	Prak.g_00585	Prah.g_00523
OG0000548	Prak.g_00587	Prah.g_00518
OG0000549	Prak.g_00588	Prah.g_00517
OG0000550	Prak.g_00589	Prah.g_00516
OG0000551	Prak.g_00591	Prah.g_00513
OG0000552	Prak.g_00592	Prah.g_00510
OG0000553	Prak.g_01113	Prah.g_00509
OG0000554	Prak.g_01112	Prah.g_00506
OG0000555	Prak.g_01111	Prah.g_00505
OG0000556	Prak.g_01110	Prah.g_00504
OG0000557	Prak.g_01109	Prah.g_00503
OG0000558	Prak.g_01108	Prah.g_00501
OG0000559	Prak.g_01107	Prah.g_00500
OG0000560	Prak.g_01105	Prah.g_00498
OG0000561	Prak.g_01104	Prah.g_00497
OG0000562	Prak.g_01102	Prah.g_00495
OG0000563	Prak.g_01101	Prah.g_00494
OG0000564	Prak.g_01100	Prah.g_00493
OG0000565	Prak.g_01099	Prah.g_00486
OG0000566	Prak.g_01098	Prah.g_00485
OG0000567	Prak.g_01097	Prah.g_00484
OG0000568	Prak.g_01096	Prah.g_00483
OG0000569	Prak.g_01095	Prah.g_00482
OG0000570	Prak.g_01094	Prah.g_00478
OG0000571	Prak.g_01093	Prah.g_00477
OG0000572	Prak.g_01092	Prah.g_00476
OG0000573	Prak.g_01089	Prah.g_00472
OG0000574	Prak.g_01088	Prah.g_00466
OG0000575	Prak.g_01087	Prah.g_00465
OG0000576	Prak.g_01086	Prah.g_00464
OG0000577	Prak.g_01085	Prah.g_00463
OG0000578	Prak.g_01084	Prah.g_00462
OG0000579	Prak.g_01083	Prah.g_00460
OG0000580	Prak.g_01082	Prah.g_00457
OG0000581	Prak.g_01081	Prah.g_00456
OG0000582	Prak.g_01080	Prah.g_00455
OG0000583	Prak.g_01079	Prah.g_00454
OG0000584	Prak.g_01077	Prah.g_00452
OG0000585	Prak.g_01076	Prah.g_00451
OG0000586	Prak.g_01074	Prah.g_00449
OG0000587	Prak.g_01073	Prah.g_00448
