Orthogroup	Prau	Prbn
OG0000044	Prau.g_01206	Prbn.g_01189
OG0000045	Prau.g_01432, Prau.g_01460	Prbn.g_00172
OG0000046	Prau.g_01725	Prbn.g_00144, Prbn.g_01737
OG0000047	Prau.g_00037, Prau.g_01925	Prbn.g_00996
OG0000048	Prau.g_01932	Prbn.g_00988
OG0000050	Prau.g_00030	Prbn.g_00750
OG0000051	Prau.g_00158	Prbn.g_01256
OG0000052	Prau.g_00373	Prbn.g_00829
OG0000053	Prau.g_00579	Prbn.g_01657, Prbn.g_00577
OG0000055	Prau.g_00876	Prbn.g_01523
OG0000056	Prau.g_00749	Prbn.g_01133
OG0000057	Prau.g_00238, Prau.g_00784	Prbn.g_00313
OG0000058	Prau.g_00516	Prbn.g_00639
OG0000059	Prau.g_00738	Prbn.g_01562
OG0000062	Prau.g_01174	Prbn.g_01650
OG0000063	Prau.g_01318	Prbn.g_00389
OG0000065	Prau.g_01371	Prbn.g_01084
OG0000066	Prau.g_01430	Prbn.g_00170
OG0000068	Prau.g_01869	Prbn.g_01881
OG0000071	Prau.g_00011	Prbn.g_00002, Prbn.g_00003
OG0000072	Prau.g_00324	Prbn.g_00088
OG0000073	Prau.g_00709	Prbn.g_00845
OG0000074	Prau.g_00731	Prbn.g_01572
OG0000075	Prau.g_00861	Prbn.g_01539
OG0000076	Prau.g_01089	Prbn.g_01471
OG0000077	Prau.g_01666	Prbn.g_01661
OG0000078	Prau.g_01435, Prau.g_01434, Prau.g_01491	Prbn.g_00173
OG0000079	Prau.g_01609	Prbn.g_00897
OG0000080	Prau.g_01658	Prbn.g_00803
OG0000081	Prau.g_01899	Prbn.g_01915
OG0000082	Prau.g_01297	Prbn.g_00798
OG0000083	Prau.g_00003	Prbn.g_00011
OG0000084	Prau.g_00006	Prbn.g_00008
OG0000085	Prau.g_00023	Prbn.g_00759
OG0000087	Prau.g_00057	Prbn.g_00730
OG0000088	Prau.g_00114	Prbn.g_01304
OG0000089	Prau.g_00122	Prbn.g_01295
OG0000090	Prau.g_00140	Prbn.g_01278
OG0000091	Prau.g_00170	Prbn.g_01244
OG0000092	Prau.g_00171	Prbn.g_00384, Prbn.g_01243
OG0000093	Prau.g_00185	Prbn.g_00370
OG0000094	Prau.g_00203	Prbn.g_00351
OG0000095	Prau.g_00208	Prbn.g_00346
OG0000096	Prau.g_00253	Prbn.g_00017
OG0000097	Prau.g_00276	Prbn.g_00041
OG0000099	Prau.g_00296	Prbn.g_00062
OG0000100	Prau.g_00299	Prbn.g_00065
OG0000101	Prau.g_00359	Prbn.g_00694
OG0000102	Prau.g_00386	Prbn.g_01102
OG0000103	Prau.g_00517	Prbn.g_00638
OG0000104	Prau.g_00521	Prbn.g_00634
OG0000105	Prau.g_00540	Prbn.g_00614
OG0000106	Prau.g_00572	Prbn.g_00584
OG0000107	Prau.g_00573	Prbn.g_00583
OG0000108	Prau.g_00583	Prbn.g_00573
OG0000109	Prau.g_00592	Prbn.g_00564
OG0000110	Prau.g_00608	Prbn.g_00547
OG0000111	Prau.g_00691	Prbn.g_00443
OG0000112	Prau.g_00692	Prbn.g_00444
OG0000113	Prau.g_00777	Prbn.g_01351
OG0000114	Prau.g_00852	Prbn.g_01548
OG0000115	Prau.g_01015	Prbn.g_01418
OG0000116	Prau.g_01019	Prbn.g_01414
OG0000117	Prau.g_01086	Prbn.g_01468
OG0000118	Prau.g_01136	Prbn.g_01144
OG0000119	Prau.g_01177	Prbn.g_01653
OG0000120	Prau.g_01212	Prbn.g_01195
OG0000121	Prau.g_01231	Prbn.g_00391
OG0000122	Prau.g_01250	Prbn.g_00411
OG0000123	Prau.g_01263	Prbn.g_00482
OG0000124	Prau.g_01271	Prbn.g_00886
OG0000125	Prau.g_01383	Prbn.g_01071
OG0000126	Prau.g_01409	Prbn.g_01240
OG0000127	Prau.g_01515	Prbn.g_00200
OG0000128	Prau.g_01532	Prbn.g_00213
OG0000129	Prau.g_01568	Prbn.g_00249
OG0000130	Prau.g_01730	Prbn.g_01742
OG0000131	Prau.g_01768	Prbn.g_01782
OG0000132	Prau.g_01771	Prbn.g_01785
OG0000133	Prau.g_01828	Prbn.g_01839
OG0000134	Prau.g_01864	Prbn.g_01875
OG0000135	Prau.g_01866	Prbn.g_01877
OG0000136	Prau.g_01910	Prbn.g_01012
OG0000137	Prau.g_01942	Prbn.g_00978
OG0000138	Prau.g_01978	Prbn.g_00944
OG0000139	Prau.g_02004	Prbn.g_00913
OG0000140	Prau.g_00001	Prbn.g_00301
OG0000141	Prau.g_00002	Prbn.g_00302
OG0000142	Prau.g_00004	Prbn.g_00010
OG0000143	Prau.g_00005	Prbn.g_00009
OG0000144	Prau.g_00007	Prbn.g_00007
OG0000145	Prau.g_00008	Prbn.g_00006
OG0000146	Prau.g_00009	Prbn.g_00005
OG0000147	Prau.g_00010	Prbn.g_00004
OG0000148	Prau.g_00012	Prbn.g_00001
OG0000149	Prau.g_00014	Prbn.g_00768
OG0000150	Prau.g_00015	Prbn.g_00767
OG0000151	Prau.g_00016	Prbn.g_00766
OG0000152	Prau.g_00017	Prbn.g_00765
OG0000153	Prau.g_00018	Prbn.g_00764
OG0000154	Prau.g_00019	Prbn.g_00763
OG0000155	Prau.g_00020	Prbn.g_00762
OG0000156	Prau.g_00021	Prbn.g_00761
OG0000157	Prau.g_00022	Prbn.g_00760
OG0000158	Prau.g_00024	Prbn.g_00758
OG0000159	Prau.g_00025	Prbn.g_00757
OG0000160	Prau.g_00026	Prbn.g_00756
OG0000161	Prau.g_00027	Prbn.g_00755
OG0000162	Prau.g_00028	Prbn.g_00754
OG0000163	Prau.g_00029	Prbn.g_00752
OG0000164	Prau.g_00031	Prbn.g_00749
OG0000165	Prau.g_00034	Prbn.g_00746
OG0000166	Prau.g_00035	Prbn.g_00745
OG0000167	Prau.g_00036	Prbn.g_00744
OG0000168	Prau.g_00047	Prbn.g_00742
OG0000169	Prau.g_00049	Prbn.g_00740
OG0000170	Prau.g_00050	Prbn.g_00738
OG0000171	Prau.g_00051	Prbn.g_00737
OG0000172	Prau.g_00053	Prbn.g_00736
OG0000173	Prau.g_00054	Prbn.g_00733
OG0000174	Prau.g_00055	Prbn.g_00732
OG0000175	Prau.g_00056	Prbn.g_00731
OG0000176	Prau.g_00058	Prbn.g_00729
OG0000177	Prau.g_00059	Prbn.g_00728
OG0000178	Prau.g_00060	Prbn.g_00726
OG0000179	Prau.g_00066	Prbn.g_00714
OG0000180	Prau.g_00067	Prbn.g_00713
OG0000181	Prau.g_00068	Prbn.g_00712
OG0000182	Prau.g_00071	Prbn.g_00708
OG0000183	Prau.g_00072	Prbn.g_00707
OG0000184	Prau.g_00074	Prbn.g_00704
OG0000185	Prau.g_00078	Prbn.g_01343
OG0000186	Prau.g_00079	Prbn.g_01342
OG0000187	Prau.g_00080	Prbn.g_01034
OG0000188	Prau.g_00081	Prbn.g_01341
OG0000189	Prau.g_00082	Prbn.g_01340
OG0000190	Prau.g_00083	Prbn.g_01339
OG0000191	Prau.g_00084	Prbn.g_01338
OG0000192	Prau.g_00085	Prbn.g_01337
OG0000193	Prau.g_00086	Prbn.g_01336
OG0000194	Prau.g_00087	Prbn.g_01335
OG0000195	Prau.g_00089	Prbn.g_01333
OG0000196	Prau.g_00090	Prbn.g_01332
OG0000197	Prau.g_00091	Prbn.g_01331
OG0000198	Prau.g_00092	Prbn.g_01330
OG0000199	Prau.g_00095	Prbn.g_01327
OG0000200	Prau.g_00096	Prbn.g_01326
OG0000201	Prau.g_00097	Prbn.g_01325
OG0000202	Prau.g_00098	Prbn.g_01323
OG0000203	Prau.g_00099	Prbn.g_01322
OG0000204	Prau.g_00100	Prbn.g_01321
OG0000205	Prau.g_00101	Prbn.g_01319
OG0000206	Prau.g_00102	Prbn.g_01318
OG0000207	Prau.g_00103	Prbn.g_01317
OG0000208	Prau.g_00104	Prbn.g_01316
OG0000209	Prau.g_00105	Prbn.g_01315
OG0000210	Prau.g_00107	Prbn.g_01314
OG0000211	Prau.g_00108	Prbn.g_01312
OG0000212	Prau.g_00109	Prbn.g_01311
OG0000213	Prau.g_00110	Prbn.g_01310
OG0000214	Prau.g_00112	Prbn.g_01306
OG0000215	Prau.g_00113	Prbn.g_01305
OG0000216	Prau.g_00115	Prbn.g_01303
OG0000217	Prau.g_00116	Prbn.g_01302
OG0000218	Prau.g_00117	Prbn.g_01301
OG0000219	Prau.g_00118	Prbn.g_01300
OG0000220	Prau.g_00121	Prbn.g_01297
OG0000221	Prau.g_00123	Prbn.g_01294
OG0000222	Prau.g_00124	Prbn.g_01293
OG0000223	Prau.g_00125	Prbn.g_01292
OG0000224	Prau.g_00128	Prbn.g_01290
OG0000225	Prau.g_00130	Prbn.g_01288
OG0000226	Prau.g_00131	Prbn.g_01286
OG0000227	Prau.g_00132	Prbn.g_01285
OG0000228	Prau.g_00133	Prbn.g_01284
OG0000229	Prau.g_00134	Prbn.g_01283
OG0000230	Prau.g_00135	Prbn.g_01282
OG0000231	Prau.g_00137	Prbn.g_01356
OG0000232	Prau.g_00138	Prbn.g_01280
OG0000233	Prau.g_00141	Prbn.g_01277
OG0000234	Prau.g_00143	Prbn.g_01275
OG0000235	Prau.g_00146	Prbn.g_01269
OG0000236	Prau.g_00147	Prbn.g_01268
OG0000237	Prau.g_00148	Prbn.g_01267
OG0000238	Prau.g_00149	Prbn.g_01266
OG0000239	Prau.g_00150	Prbn.g_01265
OG0000240	Prau.g_00152	Prbn.g_01263
OG0000241	Prau.g_00153	Prbn.g_01262
OG0000242	Prau.g_00154	Prbn.g_01261
OG0000243	Prau.g_00155	Prbn.g_01260
OG0000244	Prau.g_00156	Prbn.g_01259
OG0000245	Prau.g_00157	Prbn.g_01257
OG0000246	Prau.g_00159	Prbn.g_01255
OG0000247	Prau.g_00160	Prbn.g_01254
OG0000248	Prau.g_00161	Prbn.g_01253
OG0000249	Prau.g_00162	Prbn.g_01252
OG0000250	Prau.g_00163	Prbn.g_01251
OG0000251	Prau.g_00164	Prbn.g_01250
OG0000252	Prau.g_00165	Prbn.g_01249
OG0000253	Prau.g_00166	Prbn.g_01248
OG0000254	Prau.g_00168	Prbn.g_01246
OG0000255	Prau.g_00169	Prbn.g_01245
OG0000256	Prau.g_00172	Prbn.g_00383
OG0000257	Prau.g_00174	Prbn.g_00381
OG0000258	Prau.g_00175	Prbn.g_00380
OG0000259	Prau.g_00176	Prbn.g_00379
OG0000260	Prau.g_00177	Prbn.g_00378
OG0000261	Prau.g_00178	Prbn.g_00377
OG0000262	Prau.g_00179	Prbn.g_00376
OG0000263	Prau.g_00180	Prbn.g_00375
OG0000264	Prau.g_00182	Prbn.g_00373
OG0000265	Prau.g_00183	Prbn.g_00372
OG0000266	Prau.g_00184	Prbn.g_00371
OG0000267	Prau.g_00186	Prbn.g_00369
OG0000268	Prau.g_00187	Prbn.g_00367
OG0000269	Prau.g_00188	Prbn.g_00366
OG0000270	Prau.g_00189	Prbn.g_00365
OG0000271	Prau.g_00190	Prbn.g_00364
OG0000272	Prau.g_00191	Prbn.g_00363
OG0000273	Prau.g_00192	Prbn.g_00362
OG0000274	Prau.g_00193	Prbn.g_00361
OG0000275	Prau.g_00194	Prbn.g_00360
OG0000276	Prau.g_00195	Prbn.g_00359
OG0000277	Prau.g_00196	Prbn.g_00358
OG0000278	Prau.g_00197	Prbn.g_00357
OG0000279	Prau.g_00198	Prbn.g_00356
OG0000280	Prau.g_00199	Prbn.g_00355
OG0000281	Prau.g_00201	Prbn.g_00353
OG0000282	Prau.g_00202	Prbn.g_00352
OG0000283	Prau.g_00205	Prbn.g_00349
OG0000284	Prau.g_00206	Prbn.g_00348
OG0000285	Prau.g_00207	Prbn.g_00347
OG0000286	Prau.g_00209	Prbn.g_00345
OG0000287	Prau.g_00210	Prbn.g_00343
OG0000288	Prau.g_00211	Prbn.g_00342
OG0000289	Prau.g_00212	Prbn.g_00341
OG0000290	Prau.g_00213	Prbn.g_00340
OG0000291	Prau.g_00214	Prbn.g_00339
OG0000292	Prau.g_00215	Prbn.g_00338
OG0000293	Prau.g_00216	Prbn.g_00337
OG0000294	Prau.g_00217	Prbn.g_00336
OG0000295	Prau.g_00218	Prbn.g_00335
OG0000296	Prau.g_00219	Prbn.g_00334
OG0000297	Prau.g_00220	Prbn.g_00333
OG0000298	Prau.g_00221	Prbn.g_00332
OG0000299	Prau.g_00222	Prbn.g_00331
OG0000300	Prau.g_00223	Prbn.g_00330
OG0000301	Prau.g_00224	Prbn.g_00329
OG0000302	Prau.g_00225	Prbn.g_00328
OG0000303	Prau.g_00226	Prbn.g_00327
OG0000304	Prau.g_00227	Prbn.g_00325
OG0000305	Prau.g_00228	Prbn.g_00324
OG0000306	Prau.g_00229	Prbn.g_00323
OG0000307	Prau.g_00230	Prbn.g_00321
OG0000308	Prau.g_00231	Prbn.g_00320
OG0000309	Prau.g_00232	Prbn.g_00319
OG0000310	Prau.g_00233	Prbn.g_00318
OG0000311	Prau.g_00234	Prbn.g_00317
OG0000312	Prau.g_00236	Prbn.g_00315
OG0000313	Prau.g_00237	Prbn.g_00314
OG0000314	Prau.g_00240	Prbn.g_00310
OG0000315	Prau.g_00241	Prbn.g_00309
OG0000316	Prau.g_00244	Prbn.g_00307
OG0000317	Prau.g_00246	Prbn.g_00305
OG0000318	Prau.g_00247	Prbn.g_00304
OG0000319	Prau.g_00248	Prbn.g_00012
OG0000320	Prau.g_00249	Prbn.g_00013
OG0000321	Prau.g_00252	Prbn.g_00016
OG0000322	Prau.g_00255	Prbn.g_00020
OG0000323	Prau.g_00256	Prbn.g_00021
OG0000324	Prau.g_00259	Prbn.g_00024
OG0000325	Prau.g_00261	Prbn.g_00025
OG0000326	Prau.g_00262	Prbn.g_00026
OG0000327	Prau.g_00264	Prbn.g_00028
OG0000328	Prau.g_00265	Prbn.g_00029
OG0000329	Prau.g_00266	Prbn.g_00030
OG0000330	Prau.g_00267	Prbn.g_00031
OG0000331	Prau.g_00268	Prbn.g_00033
OG0000332	Prau.g_00269	Prbn.g_00034
OG0000333	Prau.g_00270	Prbn.g_00035
OG0000334	Prau.g_00271	Prbn.g_00036
OG0000335	Prau.g_00272	Prbn.g_00037
OG0000336	Prau.g_00273	Prbn.g_00039
OG0000337	Prau.g_00277	Prbn.g_00042
OG0000338	Prau.g_00278	Prbn.g_00043
OG0000339	Prau.g_00279	Prbn.g_00044
OG0000340	Prau.g_00280	Prbn.g_00045
OG0000341	Prau.g_00284	Prbn.g_00049
OG0000342	Prau.g_00285	Prbn.g_00050
OG0000343	Prau.g_00287	Prbn.g_00053
OG0000344	Prau.g_00288	Prbn.g_00054
OG0000345	Prau.g_00289	Prbn.g_00055
OG0000346	Prau.g_00290	Prbn.g_00056
OG0000347	Prau.g_00291	Prbn.g_00057
OG0000348	Prau.g_00292	Prbn.g_00059
OG0000349	Prau.g_00293	Prbn.g_00060
OG0000350	Prau.g_00294	Prbn.g_00061
OG0000351	Prau.g_00297	Prbn.g_00063
OG0000352	Prau.g_00300	Prbn.g_00066
OG0000353	Prau.g_00301	Prbn.g_00067
OG0000354	Prau.g_00302	Prbn.g_00068
OG0000355	Prau.g_00303	Prbn.g_00069
OG0000356	Prau.g_00304	Prbn.g_00070
OG0000357	Prau.g_00305	Prbn.g_00071
OG0000358	Prau.g_00306	Prbn.g_00072
OG0000359	Prau.g_00307	Prbn.g_00073
OG0000360	Prau.g_00310	Prbn.g_00075
OG0000361	Prau.g_00311	Prbn.g_00076
OG0000362	Prau.g_00312	Prbn.g_00077
OG0000363	Prau.g_00313	Prbn.g_00078
OG0000364	Prau.g_00314	Prbn.g_00079
OG0000365	Prau.g_00315	Prbn.g_00080
OG0000366	Prau.g_00316	Prbn.g_00081
OG0000367	Prau.g_00317	Prbn.g_00082
OG0000368	Prau.g_00318	Prbn.g_00083
OG0000369	Prau.g_00319	Prbn.g_00084
OG0000370	Prau.g_00320	Prbn.g_00085
OG0000371	Prau.g_00321	Prbn.g_00086
OG0000372	Prau.g_00323	Prbn.g_00087
OG0000373	Prau.g_00325	Prbn.g_00089
OG0000374	Prau.g_00326	Prbn.g_00090
OG0000375	Prau.g_00327	Prbn.g_00091
OG0000376	Prau.g_00329	Prbn.g_00092
OG0000377	Prau.g_00330	Prbn.g_00098
OG0000378	Prau.g_00331	Prbn.g_00099
OG0000379	Prau.g_00336	Prbn.g_00105
OG0000380	Prau.g_00337	Prbn.g_00107
OG0000381	Prau.g_00338	Prbn.g_00108
OG0000382	Prau.g_00340	Prbn.g_00109
OG0000383	Prau.g_00343	Prbn.g_00112
OG0000384	Prau.g_00344	Prbn.g_00113
OG0000385	Prau.g_00347	Prbn.g_00116
OG0000386	Prau.g_00348	Prbn.g_00117
OG0000387	Prau.g_00349	Prbn.g_00118
OG0000388	Prau.g_00350	Prbn.g_00119
OG0000389	Prau.g_00351	Prbn.g_00120
OG0000390	Prau.g_00352	Prbn.g_00121
OG0000391	Prau.g_00353	Prbn.g_00122
OG0000392	Prau.g_00354	Prbn.g_00123
OG0000393	Prau.g_00357	Prbn.g_00697
OG0000394	Prau.g_00358	Prbn.g_00696
OG0000395	Prau.g_00360	Prbn.g_00693
OG0000396	Prau.g_00361	Prbn.g_01491
OG0000397	Prau.g_00374	Prbn.g_01145
OG0000398	Prau.g_00382	Prbn.g_01697
OG0000399	Prau.g_00383	Prbn.g_01150
OG0000400	Prau.g_00389	Prbn.g_01810
OG0000401	Prau.g_00472	Prbn.g_00682
OG0000402	Prau.g_00473	Prbn.g_00681
OG0000403	Prau.g_00474	Prbn.g_00680
OG0000404	Prau.g_00476	Prbn.g_00678
OG0000405	Prau.g_00477	Prbn.g_00677
OG0000406	Prau.g_00479	Prbn.g_00675
OG0000407	Prau.g_00480	Prbn.g_00674
OG0000408	Prau.g_00481	Prbn.g_00673
OG0000409	Prau.g_00482	Prbn.g_00672
OG0000410	Prau.g_00483	Prbn.g_00671
OG0000411	Prau.g_00484	Prbn.g_00670
OG0000412	Prau.g_00485	Prbn.g_00669
OG0000413	Prau.g_00486	Prbn.g_00668
OG0000414	Prau.g_00487	Prbn.g_00667
OG0000415	Prau.g_00488	Prbn.g_00666
OG0000416	Prau.g_00489	Prbn.g_00665
OG0000417	Prau.g_00490	Prbn.g_00664
OG0000418	Prau.g_00491	Prbn.g_00663
OG0000419	Prau.g_00492	Prbn.g_00662
OG0000420	Prau.g_00493	Prbn.g_00661
OG0000421	Prau.g_00494	Prbn.g_00657
OG0000422	Prau.g_00496	Prbn.g_00655
OG0000423	Prau.g_00497	Prbn.g_00654
OG0000424	Prau.g_00499	Prbn.g_00653
OG0000425	Prau.g_00503	Prbn.g_00649
OG0000426	Prau.g_00504	Prbn.g_00648
OG0000427	Prau.g_00505	Prbn.g_00647
OG0000428	Prau.g_00506	Prbn.g_00645
OG0000429	Prau.g_00507	Prbn.g_00644
OG0000430	Prau.g_00512	Prbn.g_00643
OG0000431	Prau.g_00514	Prbn.g_00641
OG0000432	Prau.g_00515	Prbn.g_00640
OG0000433	Prau.g_00518	Prbn.g_00637
OG0000434	Prau.g_00519	Prbn.g_00636
OG0000435	Prau.g_00520	Prbn.g_00635
OG0000436	Prau.g_00522	Prbn.g_00633
OG0000437	Prau.g_00524	Prbn.g_00631
OG0000438	Prau.g_00525	Prbn.g_00630
OG0000439	Prau.g_00526	Prbn.g_00629
OG0000440	Prau.g_00528	Prbn.g_00627
OG0000441	Prau.g_00529	Prbn.g_00626
OG0000442	Prau.g_00530	Prbn.g_00625
OG0000443	Prau.g_00531	Prbn.g_00624
OG0000444	Prau.g_00532	Prbn.g_00623
OG0000445	Prau.g_00533	Prbn.g_00622
OG0000446	Prau.g_00534	Prbn.g_00621
OG0000447	Prau.g_00535	Prbn.g_00620
OG0000448	Prau.g_00536	Prbn.g_00619
OG0000449	Prau.g_00541	Prbn.g_00613
OG0000450	Prau.g_00542	Prbn.g_00612
OG0000451	Prau.g_00543	Prbn.g_00611
OG0000452	Prau.g_00544	Prbn.g_00610
OG0000453	Prau.g_00546	Prbn.g_00609
OG0000454	Prau.g_00547	Prbn.g_00608
OG0000455	Prau.g_00548	Prbn.g_00607
OG0000456	Prau.g_00549	Prbn.g_00606
OG0000457	Prau.g_00551	Prbn.g_00604
OG0000458	Prau.g_00553	Prbn.g_00602
OG0000459	Prau.g_00554	Prbn.g_00601
OG0000460	Prau.g_00556	Prbn.g_00599
OG0000461	Prau.g_00557	Prbn.g_00598
OG0000462	Prau.g_00558	Prbn.g_00597
OG0000463	Prau.g_00559	Prbn.g_00596
OG0000464	Prau.g_00564	Prbn.g_00592
OG0000465	Prau.g_00565	Prbn.g_00591
OG0000466	Prau.g_00566	Prbn.g_00590
OG0000467	Prau.g_00567	Prbn.g_00589
OG0000468	Prau.g_00568	Prbn.g_00588
OG0000469	Prau.g_00569	Prbn.g_00587
OG0000470	Prau.g_00570	Prbn.g_00586
OG0000471	Prau.g_00571	Prbn.g_00585
OG0000472	Prau.g_00574	Prbn.g_00582
OG0000473	Prau.g_00575	Prbn.g_00581
OG0000474	Prau.g_00576	Prbn.g_00580
OG0000475	Prau.g_00577	Prbn.g_00579
OG0000476	Prau.g_00578	Prbn.g_00578
OG0000477	Prau.g_00580	Prbn.g_00576
OG0000478	Prau.g_00581	Prbn.g_00575
OG0000479	Prau.g_00582	Prbn.g_00574
OG0000480	Prau.g_00584	Prbn.g_00572
OG0000481	Prau.g_00585	Prbn.g_00571
OG0000482	Prau.g_00586	Prbn.g_00570
OG0000483	Prau.g_00587	Prbn.g_00569
OG0000484	Prau.g_00588	Prbn.g_00568
OG0000485	Prau.g_00589	Prbn.g_00567
OG0000486	Prau.g_00590	Prbn.g_00566
OG0000487	Prau.g_00591	Prbn.g_00565
OG0000488	Prau.g_00593	Prbn.g_00563
OG0000489	Prau.g_00594	Prbn.g_00562
OG0000490	Prau.g_00595	Prbn.g_00561
OG0000491	Prau.g_00596	Prbn.g_00560
OG0000492	Prau.g_00597	Prbn.g_00559
OG0000493	Prau.g_00598	Prbn.g_00558
OG0000494	Prau.g_00600	Prbn.g_00557
OG0000495	Prau.g_00601	Prbn.g_00556
OG0000496	Prau.g_00602	Prbn.g_00554
OG0000497	Prau.g_00603	Prbn.g_00552
OG0000498	Prau.g_00604	Prbn.g_00551
OG0000499	Prau.g_00606	Prbn.g_00549
OG0000500	Prau.g_00607	Prbn.g_00548
OG0000501	Prau.g_00609	Prbn.g_00546
OG0000502	Prau.g_00610	Prbn.g_00545
OG0000503	Prau.g_00611	Prbn.g_00544
OG0000504	Prau.g_00612	Prbn.g_00543
OG0000505	Prau.g_00613	Prbn.g_00542
OG0000506	Prau.g_00614	Prbn.g_00541
OG0000507	Prau.g_00615	Prbn.g_00540
OG0000508	Prau.g_00617	Prbn.g_00538
OG0000509	Prau.g_00618	Prbn.g_00537
OG0000510	Prau.g_00619	Prbn.g_00536
OG0000511	Prau.g_00620	Prbn.g_00535
OG0000512	Prau.g_00621	Prbn.g_00534
OG0000513	Prau.g_00622	Prbn.g_00533
OG0000514	Prau.g_00623	Prbn.g_00532
OG0000515	Prau.g_00625	Prbn.g_00529
OG0000516	Prau.g_00626	Prbn.g_00528
OG0000517	Prau.g_00627	Prbn.g_00527
OG0000518	Prau.g_00629	Prbn.g_00524
OG0000519	Prau.g_00630	Prbn.g_00523
OG0000520	Prau.g_00631	Prbn.g_00522
OG0000521	Prau.g_00632	Prbn.g_00521
OG0000522	Prau.g_00633	Prbn.g_00520
OG0000523	Prau.g_00634	Prbn.g_00519
OG0000524	Prau.g_00635	Prbn.g_00518
OG0000525	Prau.g_00637	Prbn.g_00516
OG0000526	Prau.g_00638	Prbn.g_00515
OG0000527	Prau.g_00639	Prbn.g_00514
OG0000528	Prau.g_00640	Prbn.g_00513
OG0000529	Prau.g_00641	Prbn.g_00512
OG0000530	Prau.g_00642	Prbn.g_00511
OG0000531	Prau.g_00643	Prbn.g_00509
OG0000532	Prau.g_00644	Prbn.g_00508
OG0000533	Prau.g_00645	Prbn.g_00507
OG0000534	Prau.g_00646	Prbn.g_00506
OG0000535	Prau.g_00647	Prbn.g_00505
OG0000536	Prau.g_00648	Prbn.g_00504
OG0000537	Prau.g_00649	Prbn.g_00503
OG0000538	Prau.g_00650	Prbn.g_00502
OG0000539	Prau.g_00651	Prbn.g_00501
OG0000540	Prau.g_00652	Prbn.g_00500
OG0000541	Prau.g_00653	Prbn.g_00499
OG0000542	Prau.g_00654	Prbn.g_00498
OG0000543	Prau.g_00655	Prbn.g_00497
OG0000544	Prau.g_00656	Prbn.g_00496
OG0000545	Prau.g_00661	Prbn.g_00494
OG0000546	Prau.g_00662	Prbn.g_00493
OG0000547	Prau.g_00664	Prbn.g_00491
OG0000548	Prau.g_00665	Prbn.g_00489
OG0000549	Prau.g_00666	Prbn.g_00488
OG0000550	Prau.g_00667	Prbn.g_00487
OG0000551	Prau.g_00668	Prbn.g_00485
OG0000552	Prau.g_00669	Prbn.g_00484
OG0000553	Prau.g_00670	Prbn.g_00421
OG0000554	Prau.g_00671	Prbn.g_00422
OG0000555	Prau.g_00672	Prbn.g_00423
OG0000556	Prau.g_00673	Prbn.g_00424
OG0000557	Prau.g_00674	Prbn.g_00425
