Orthogroup	Species	Prax	Orthologs
OG0000000	Praa	Prax.g_01608	Praa.g_01598
OG0000000	Prai	Prax.g_01608	Prai.g_01592
OG0000000	Prag	Prax.g_01608	Prag.g_01608
OG0000000	Praw	Prax.g_01608	Praw.g_00455
OG0000000	Pras	Prax.g_01608	Pras.g_00470
OG0000000	Prau	Prax.g_01608	Prau.g_01648
OG0000000	Prab	Prax.g_01608	Prab.g_01598
OG0000000	Pran	Prax.g_01608	Pran.g_00601
OG0000000	Prad	Prax.g_01608	Prad.g_00392
OG0000000	Prbd	Prax.g_01608	Prbd.g_01568
OG0000000	Prae	Prax.g_01608	Prae.g_01580
OG0000000	Prbi	Prax.g_01608	Prbi.g_01709
OG0000000	Pray	Prax.g_01608	Pray.g_01603
OG0000000	Praz	Prax.g_01608	Praz.g_00921
OG0000000	Prba	Prax.g_01608	Prba.g_00269
OG0000000	Praa	Prax.g_00496	Praa.g_01244
OG0000000	Prag	Prax.g_00496	Prag.g_01230, Prag.g_01348
OG0000000	Praw	Prax.g_00496	Praw.g_00893, Praw.g_00974
OG0000000	Prav	Prax.g_00496	Prav.g_00973
OG0000000	Praa	Prax.g_00259, Prax.g_01609	Praa.g_01597
OG0000000	Prbb	Prax.g_00259, Prax.g_01609	Prbb.g_00103
OG0000000	Praj	Prax.g_00259, Prax.g_01609	Praj.g_00087
OG0000000	Prbc	Prax.g_00259, Prax.g_01609	Prbc.g_00525
OG0000000	Prab	Prax.g_00259	Prab.g_01278
OG0000000	Prab	Prax.g_01609	Prab.g_01278
OG0000000	Prab	Prax.g_00259	Prab.g_01597
OG0000000	Prab	Prax.g_01609	Prab.g_01597
OG0000000	Prac	Prax.g_00259	Prac.g_00926
OG0000000	Prac	Prax.g_01609	Prac.g_00926
OG0000000	Prad	Prax.g_00259	Prad.g_00393
OG0000000	Prad	Prax.g_01609	Prad.g_00393
OG0000000	Prad	Prax.g_00259	Prad.g_01435
OG0000000	Prad	Prax.g_01609	Prad.g_01435
OG0000000	Prae	Prax.g_00259	Prae.g_01222
OG0000000	Prae	Prax.g_01609	Prae.g_01222
OG0000000	Prae	Prax.g_00259	Prae.g_01579
OG0000000	Prae	Prax.g_01609	Prae.g_01579
OG0000000	Prag	Prax.g_00259	Prag.g_01213
OG0000000	Prag	Prax.g_01609	Prag.g_01213
OG0000000	Prag	Prax.g_00259	Prag.g_01607
OG0000000	Prag	Prax.g_01609	Prag.g_01607
OG0000000	Prag	Prax.g_00259	Prag.g_01650
OG0000000	Prag	Prax.g_01609	Prag.g_01650
OG0000000	Prai	Prax.g_00259	Prai.g_00908
OG0000000	Prai	Prax.g_01609	Prai.g_00908
OG0000000	Prai	Prax.g_00259	Prai.g_01234
OG0000000	Prai	Prax.g_01609	Prai.g_01234
OG0000000	Prai	Prax.g_00259	Prai.g_01591
OG0000000	Prai	Prax.g_01609	Prai.g_01591
OG0000000	Prai	Prax.g_00259	Prai.g_01775
OG0000000	Prai	Prax.g_01609	Prai.g_01775
OG0000000	Pran	Prax.g_00259	Pran.g_00001
OG0000000	Pran	Prax.g_01609	Pran.g_00001
OG0000000	Pran	Prax.g_00259	Pran.g_00602
OG0000000	Pran	Prax.g_01609	Pran.g_00602
OG0000000	Prao	Prax.g_00259	Prao.g_01029
OG0000000	Prao	Prax.g_01609	Prao.g_01029
OG0000000	Praq	Prax.g_00259	Praq.g_00025
OG0000000	Praq	Prax.g_01609	Praq.g_00025
OG0000000	Praq	Prax.g_00259	Praq.g_01392
OG0000000	Praq	Prax.g_01609	Praq.g_01392
OG0000000	Prar	Prax.g_00259	Prar.g_01204
OG0000000	Prar	Prax.g_01609	Prar.g_01204
OG0000000	Pras	Prax.g_00259	Pras.g_00117
OG0000000	Pras	Prax.g_01609	Pras.g_00117
OG0000000	Pras	Prax.g_00259	Pras.g_00469
OG0000000	Pras	Prax.g_01609	Pras.g_00469
OG0000000	Prau	Prax.g_00259	Prau.g_01266
OG0000000	Prau	Prax.g_01609	Prau.g_01266
OG0000000	Prau	Prax.g_00259	Prau.g_01647
OG0000000	Prau	Prax.g_01609	Prau.g_01647
OG0000000	Prav	Prax.g_00259	Prav.g_01694
OG0000000	Prav	Prax.g_01609	Prav.g_01694
OG0000000	Prav	Prax.g_00259	Prav.g_01821
OG0000000	Prav	Prax.g_01609	Prav.g_01821
OG0000000	Praw	Prax.g_00259	Praw.g_00294
OG0000000	Praw	Prax.g_01609	Praw.g_00294
OG0000000	Praw	Prax.g_00259	Praw.g_00454
OG0000000	Praw	Prax.g_01609	Praw.g_00454
OG0000000	Praw	Prax.g_00259	Praw.g_00496
OG0000000	Praw	Prax.g_01609	Praw.g_00496
OG0000000	Pray	Prax.g_00259	Pray.g_00003
OG0000000	Pray	Prax.g_00259	Pray.g_01604
OG0000000	Praz	Prax.g_00259	Praz.g_00694
OG0000000	Praz	Prax.g_00259	Praz.g_00922
OG0000000	Prba	Prax.g_00259	Prba.g_00003
OG0000000	Prba	Prax.g_00259	Prba.g_00270
OG0000000	Prbd	Prax.g_00259	Prbd.g_00528
OG0000000	Prbi	Prax.g_00259	Prbi.g_01268
OG0000000	Prbi	Prax.g_00259	Prbi.g_01708
OG0000000	Pray	Prax.g_01609	Pray.g_00003
OG0000000	Pray	Prax.g_01609	Pray.g_01604
OG0000000	Praz	Prax.g_01609	Praz.g_00694
OG0000000	Praz	Prax.g_01609	Praz.g_00922
OG0000000	Prba	Prax.g_01609	Prba.g_00003
OG0000000	Prba	Prax.g_01609	Prba.g_00270
OG0000000	Prbd	Prax.g_01609	Prbd.g_00528
OG0000000	Prbi	Prax.g_01609	Prbi.g_01268
OG0000000	Prbi	Prax.g_01609	Prbi.g_01708
OG0000000	Praj	Prax.g_01920	Praj.g_01267
OG0000000	Prbb	Prax.g_01920	Prbb.g_01313
OG0000000	Praf	Prax.g_01920	Praf.g_01039, Praf.g_01042
OG0000000	Prah	Prax.g_01920	Prah.g_01154, Prah.g_01152
OG0000000	Prab	Prax.g_01920	Prab.g_01606
OG0000000	Pran	Prax.g_01920	Pran.g_00593
OG0000000	Praw	Prax.g_01920	Praw.g_00472
OG0000000	Prav	Prax.g_01920	Prav.g_01730, Prav.g_01715
OG0000000	Prag	Prax.g_01920	Prag.g_01626
OG0000000	Prbd	Prax.g_01920	Prbd.g_01836
OG0000000	Prad	Prax.g_01920	Prad.g_00372, Prad.g_00349
OG0000000	Prae	Prax.g_01920	Prae.g_01300
OG0000000	Prbi	Prax.g_01920	Prbi.g_01370
OG0000000	Praa	Prax.g_01920	Praa.g_01297
OG0000000	Prao	Prax.g_01920	Prao.g_01297
OG0000000	Prac	Prax.g_01919	Prac.g_00290
OG0000000	Praq	Prax.g_01919	Praq.g_00028
OG0000000	Prar	Prax.g_01919	Prar.g_00727
OG0000000	Prai	Prax.g_01919	Prai.g_01314
OG0000000	Prab	Prax.g_01919	Prab.g_01308
OG0000000	Pran	Prax.g_01919	Pran.g_00894
OG0000000	Prau	Prax.g_01919	Prau.g_01350
OG0000000	Pray	Prax.g_01919	Pray.g_01890
OG0000000	Praz	Prax.g_01919	Praz.g_01200
OG0000000	Prba	Prax.g_01919	Prba.g_01172
OG0000000	Pras	Prax.g_01919	Pras.g_00182
OG0000000	Prad	Prax.g_01919	Prad.g_00350
OG0000000	Prae	Prax.g_01919	Prae.g_01308
OG0000000	Prav	Prax.g_01919	Prav.g_01413
OG0000000	Praa	Prax.g_01919	Praa.g_01298
OG0000000	Prag	Prax.g_01919	Prag.g_01333
OG0000000	Prao	Prax.g_01919	Prao.g_01296
OG0000000	Praw	Prax.g_01919	Praw.g_00959
OG0000000	Prbd	Prax.g_01919	Prbd.g_01835
OG0000000	Prbi	Prax.g_01919	Prbi.g_01371
OG0000000	Prai	Prax.g_01606	Prai.g_01596
OG0000000	Pras	Prax.g_01606	Pras.g_00471
OG0000000	Prau	Prax.g_01606	Prau.g_01650
OG0000000	Prad	Prax.g_01606	Prad.g_00389
OG0000000	Prag	Prax.g_01606	Prag.g_01649, Prag.g_01610
OG0000000	Praw	Prax.g_01606	Praw.g_00495, Praw.g_00457
OG0000000	Prav	Prax.g_01606	Prav.g_01698
OG0000000	Pray	Prax.g_01606	Pray.g_01602
OG0000000	Praz	Prax.g_01606	Praz.g_00920
OG0000000	Prba	Prax.g_01606	Prba.g_00268
OG0000000	Prao	Prax.g_01606	Prao.g_01518
OG0000000	Prbd	Prax.g_01606	Prbd.g_01567
OG0000000	Prbi	Prax.g_01606	Prbi.g_01710
OG0000000	Praa	Prax.g_01606	Praa.g_01599
OG0000000	Prae	Prax.g_01606	Prae.g_01581
OG0000001	Prbb	Prax.g_01878	Prbb.g_01611
OG0000001	Prbc	Prax.g_01878	Prbc.g_00588
OG0000001	Praj	Prax.g_01878	Praj.g_01549
OG0000001	Prbm	Prax.g_01878	Prbm.g_01633
OG0000001	Pral	Prax.g_01878	Pral.g_01236
OG0000001	Prat	Prax.g_01878	Prat.g_01285, Prat.g_01286
OG0000001	Prak	Prax.g_01878	Prak.g_01302
OG0000001	Prbg	Prax.g_01878	Prbg.g_00502
OG0000001	Prap	Prax.g_01878	Prap.g_01925
OG0000001	Prbe	Prax.g_01878	Prbe.g_00400
OG0000001	Prbf	Prax.g_01878	Prbf.g_00068
OG0000001	Prbn	Prax.g_01878	Prbn.g_01213
OG0000001	Prbh	Prax.g_01878	Prbh.g_00001
OG0000001	Pram	Prax.g_01878	Pram.g_01954, Pram.g_01953
OG0000001	Syan	Prax.g_01878	Syan.g_02267, Syan.g_02266, Syan.g_01149, Syan.g_02528
OG0000001	Syak	Prax.g_01878	Syak.g_00342, Syak.g_02139, Syak.g_02138, Syak.g_00275, Syak.g_00579
OG0000001	Syam	Prax.g_01878	Syam.g_00946, Syam.g_02177, Syam.g_02178, Syam.g_00929
OG0000001	Syad	Prax.g_01878	Syad.g_00628, Syad.g_02863, Syad.g_02862, Syad.g_02864, Syad.g_02865, Syad.g_01238, Syad.g_00611
OG0000001	Syaj	Prax.g_01878	Syaj.g_02674, Syaj.g_01948, Syaj.g_01947, Syaj.g_01949, Syaj.g_01952, Syaj.g_01950, Syaj.g_02660
OG0000001	Syae	Prax.g_01878	Syae.g_02061, Syae.g_01416, Syae.g_01417, Syae.g_02055
OG0000001	Syac	Prax.g_01878	Syac.g_02154, Syac.g_00341, Syac.g_00340, Syac.g_02169
OG0000001	Syah	Prax.g_01878	Syah.g_00726, Syah.g_01516, Syah.g_00040, Syah.g_00041, Syah.g_00710
OG0000001	Syaf	Prax.g_01878	Syaf.g_01640, Syaf.g_00846, Syaf.g_00845, Syaf.g_01634
OG0000001	Syai	Prax.g_01878	Syai.g_01716, Syai.g_01197, Syai.g_02594, Syai.g_00891, Syai.g_02595, Syai.g_01729
OG0000001	Prbj	Prax.g_01878	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690
OG0000001	Prbk	Prax.g_01878	Prbk.g_01196, Prbk.g_00170, Prbk.g_00561, Prbk.g_02701, Prbk.g_00630
OG0000001	Prbl	Prax.g_01878	Prbl.g_00725, Prbl.g_00121, Prbl.g_02599, Prbl.g_00808, Prbl.g_02598, Prbl.g_02578
OG0000001	Praf	Prax.g_01878	Praf.g_01895, Praf.g_00818, Praf.g_01896, Praf.g_01031, Praf.g_02422, Praf.g_01293
OG0000001	Prah	Prax.g_01878	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896
OG0000001	Syag	Prax.g_01878	Syag.g_00575, Syag.g_01942, Syag.g_01943, Syag.g_00520
OG0000001	Syab	Prax.g_01878	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673
OG0000001	Syal	Prax.g_01878	Syal.g_02193, Syal.g_02215, Syal.g_00874, Syal.g_01184
OG0000001	Syar	Prax.g_01878	Syar.g_00069, Syar.g_00070, Syar.g_02229
OG0000001	Syao	Prax.g_01878	Syao.g_00314, Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syat	Prax.g_01878	Syat.g_02910, Syat.g_02911, Syat.g_02908, Syat.g_02909, Syat.g_01540, Syat.g_00878
OG0000001	Syaq	Prax.g_01878	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413
OG0000001	Syaa	Prax.g_01878	Syaa.g_02435, Syaa.g_02438, Syaa.g_02437, Syaa.g_02436, Syaa.g_02439, Syaa.g_02329
OG0000001	Syap	Prax.g_01878	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615, Syap.g_00399
OG0000001	Syas	Prax.g_01878	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000001	Prad	Prax.g_01878	Prad.g_00609
OG0000001	Prac	Prax.g_01878	Prac.g_00202
OG0000001	Praq	Prax.g_01878	Praq.g_00160
OG0000001	Prar	Prax.g_01878	Prar.g_00926
OG0000001	Prbd	Prax.g_01878	Prbd.g_01779
OG0000001	Prae	Prax.g_01878	Prae.g_01353
OG0000001	Praa	Prax.g_01878	Praa.g_01351
OG0000001	Pray	Prax.g_01878	Pray.g_01844
OG0000001	Praz	Prax.g_01878	Praz.g_01154
OG0000001	Prba	Prax.g_01878	Prba.g_00211
OG0000001	Prai	Prax.g_01878	Prai.g_01235, Prai.g_01356
OG0000001	Prau	Prax.g_01878	Prau.g_01394
OG0000001	Pras	Prax.g_01878	Pras.g_00235
OG0000001	Prao	Prax.g_01878	Prao.g_01254
OG0000001	Prav	Prax.g_01878	Prav.g_01458
OG0000001	Prag	Prax.g_01878	Prag.g_01374
OG0000001	Praw	Prax.g_01878	Praw.g_01000
OG0000001	Prbi	Prax.g_01878	Prbi.g_01424
OG0000001	Pral	Prax.g_00522	Pral.g_01296
OG0000001	Prbb	Prax.g_00522	Prbb.g_01157
OG0000001	Praj	Prax.g_00522	Praj.g_01112
OG0000001	Prbm	Prax.g_00522	Prbm.g_01426
OG0000001	Prao	Prax.g_00522	Prao.g_01852
OG0000001	Prbi	Prax.g_00522	Prbi.g_01270
OG0000001	Prai	Prax.g_00522	Prai.g_01236
OG0000001	Prad	Prax.g_00522	Prad.g_01434, Prad.g_01994
OG0000001	Prbd	Prax.g_00522	Prbd.g_01930
OG0000001	Praa	Prax.g_00522	Praa.g_01220, Praa.g_01222
OG0000001	Pras	Prax.g_00522	Pras.g_00118, Pras.g_00120
OG0000001	Prau	Prax.g_00522	Prau.g_01267, Prau.g_01269
OG0000001	Prae	Prax.g_00522	Prae.g_01236
OG0000001	Prag	Prax.g_00522	Prag.g_00764
OG0000001	Praw	Prax.g_00522	Praw.g_01739
OG0000001	Prav	Prax.g_00522	Prav.g_00962
OG0000001	Prab	Prax.g_00522	Prab.g_00788
OG0000001	Pran	Prax.g_00522	Pran.g_01395
OG0000002	Syai	Prax.g_01870, Prax.g_00964	Syai.g_01728
OG0000002	Syam	Prax.g_01870, Prax.g_00964	Syam.g_00931
OG0000002	Syad	Prax.g_01870, Prax.g_00964	Syad.g_00619
OG0000002	Syaj	Prax.g_01870, Prax.g_00964	Syaj.g_02667
OG0000002	Syab	Prax.g_01870, Prax.g_00964	Syab.g_02285
OG0000002	Syac	Prax.g_01870, Prax.g_00964	Syac.g_01084
OG0000002	Syah	Prax.g_01870, Prax.g_00964	Syah.g_01829
OG0000002	Prbj	Prax.g_01870	Prbj.g_02517
OG0000002	Prbk	Prax.g_01870	Prbk.g_02574
OG0000002	Prbl	Prax.g_01870	Prbl.g_01582
OG0000002	Praf	Prax.g_01870	Praf.g_01631
OG0000002	Prah	Prax.g_01870	Prah.g_00562
OG0000002	Praj	Prax.g_01870	Praj.g_00832
OG0000002	Prbc	Prax.g_01870	Prbc.g_01920
OG0000002	Prbb	Prax.g_01870	Prbb.g_00844
OG0000002	Prbm	Prax.g_01870	Prbm.g_00874
OG0000002	Prak	Prax.g_01870	Prak.g_00908, Prak.g_00913
OG0000002	Prap	Prax.g_01870	Prap.g_00720, Prap.g_00715
OG0000002	Prbe	Prax.g_01870	Prbe.g_01285, Prbe.g_01290
OG0000002	Prbf	Prax.g_01870	Prbf.g_01182, Prbf.g_01177
OG0000002	Prbg	Prax.g_01870	Prbg.g_01222, Prbg.g_01227
OG0000002	Prbn	Prax.g_01870	Prbn.g_01483, Prbn.g_01478
OG0000002	Pram	Prax.g_01870	Pram.g_00873, Pram.g_00879
OG0000002	Prbh	Prax.g_01870	Prbh.g_01016, Prbh.g_01022
OG0000002	Pral	Prax.g_01870	Pral.g_01549, Pral.g_01554
OG0000002	Prat	Prax.g_01870	Prat.g_00977
OG0000002	Prav	Prax.g_01870	Prav.g_01466
OG0000002	Prag	Prax.g_01870	Prag.g_01382
OG0000002	Praw	Prax.g_01870	Praw.g_01009
OG0000002	Prad	Prax.g_01870	Prad.g_00601
OG0000002	Prai	Prax.g_01870	Prai.g_01363
OG0000002	Prae	Prax.g_01870	Prae.g_01361
OG0000002	Praa	Prax.g_01870	Praa.g_01359
OG0000002	Prao	Prax.g_01870	Prao.g_01246
OG0000002	Prac	Prax.g_01870	Prac.g_00210
OG0000002	Praq	Prax.g_01870	Praq.g_00168
OG0000002	Prar	Prax.g_01870	Prar.g_00918
OG0000002	Pray	Prax.g_01870	Pray.g_01836
OG0000002	Praz	Prax.g_01870	Praz.g_01146
OG0000002	Prba	Prax.g_01870	Prba.g_00203
OG0000002	Prbi	Prax.g_01870	Prbi.g_01432
OG0000002	Pras	Prax.g_01870	Pras.g_00243
OG0000002	Prau	Prax.g_01870	Prau.g_01402
OG0000002	Prbd	Prax.g_01870	Prbd.g_01771
OG0000002	Prbj	Prax.g_00964	Prbj.g_00030
OG0000002	Prbk	Prax.g_00964	Prbk.g_01649
OG0000002	Prbl	Prax.g_00964	Prbl.g_01092
OG0000002	Praf	Prax.g_00964	Praf.g_00948
OG0000002	Prah	Prax.g_00964	Prah.g_01226
OG0000002	Praj	Prax.g_00964	Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492, Praj.g_00670
OG0000002	Prbb	Prax.g_00964	Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549, Prbb.g_00683
OG0000002	Prbm	Prax.g_00964	Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581, Prbm.g_00712
OG0000002	Prbc	Prax.g_00964	Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478, Prbc.g_01759
OG0000002	Pral	Prax.g_00964	Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052, Pral.g_01764
OG0000002	Prat	Prax.g_00964	Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462, Prat.g_00751
OG0000002	Prak	Prax.g_00964	Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207, Prak.g_01494, Prak.g_00805
OG0000002	Prap	Prax.g_00964	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823
OG0000002	Prbe	Prax.g_00964	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452
OG0000002	Prbf	Prax.g_00964	Prbf.g_00888, Prbf.g_00089, Prbf.g_00890, Prbf.g_00883, Prbf.g_00260, Prbf.g_01285
OG0000002	Prbg	Prax.g_00964	Prbg.g_01516, Prbg.g_00523, Prbg.g_01514, Prbg.g_01521, Prbg.g_00694, Prbg.g_01119
OG0000002	Prbn	Prax.g_00964	Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154, Prbn.g_00879, Prbn.g_01586
OG0000002	Pram	Prax.g_00964	Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278, Pram.g_00768
OG0000002	Prbh	Prax.g_00964	Prbh.g_01313, Prbh.g_00006, Prbh.g_01311, Prbh.g_01317, Prbh.g_00199, Prbh.g_00912
OG0000002	Prag	Prax.g_00964	Prag.g_00656
OG0000002	Praw	Prax.g_00964	Praw.g_01844
OG0000002	Prav	Prax.g_00964	Prav.g_01276
OG0000002	Prab	Prax.g_00964	Prab.g_00683
OG0000002	Pran	Prax.g_00964	Pran.g_01500
OG0000002	Prai	Prax.g_00964	Prai.g_00707
OG0000002	Prac	Prax.g_00964	Prac.g_00693
OG0000002	Praq	Prax.g_00964	Praq.g_00807
OG0000002	Prar	Prax.g_00964	Prar.g_01508
OG0000002	Pras	Prax.g_00964	Pras.g_01554
OG0000002	Prau	Prax.g_00964	Prau.g_00718
OG0000002	Prao	Prax.g_00964	Prao.g_00116
OG0000002	Pray	Prax.g_00964	Pray.g_01085
OG0000002	Praz	Prax.g_00964	Praz.g_01652
OG0000002	Prba	Prax.g_00964	Prba.g_01639
OG0000002	Prbd	Prax.g_00964	Prbd.g_00566
OG0000002	Prad	Prax.g_00964	Prad.g_01252
OG0000002	Praa	Prax.g_00964	Praa.g_00678
OG0000002	Prae	Prax.g_00964	Prae.g_00652
OG0000002	Prbi	Prax.g_00964	Prbi.g_00681
OG0000004	Syaq	Prax.g_00947	Syaq.g_02603
OG0000004	Praj	Prax.g_00947	Praj.g_01396
OG0000004	Prbc	Prax.g_00947	Prbc.g_01381
OG0000004	Prbm	Prax.g_00947	Prbm.g_01483
OG0000004	Prbb	Prax.g_00947	Prbb.g_01450
OG0000004	Syan	Prax.g_00947	Syan.g_00183
OG0000004	Syar	Prax.g_00947	Syar.g_02051
OG0000004	Syas	Prax.g_00947	Syas.g_00176
OG0000004	Syao	Prax.g_00947	Syao.g_02374
OG0000004	Syae	Prax.g_00947	Syae.g_00779
OG0000004	Syac	Prax.g_00947	Syac.g_00898
OG0000004	Syah	Prax.g_00947	Syah.g_02017
OG0000004	Syam	Prax.g_00947	Syam.g_00787
OG0000004	Syai	Prax.g_00947	Syai.g_01994
OG0000004	Syaf	Prax.g_00947	Syaf.g_01455
OG0000004	Syaa	Prax.g_00947	Syaa.g_00892
OG0000004	Syad	Prax.g_00947	Syad.g_01304
OG0000004	Syaj	Prax.g_00947	Syaj.g_00441
OG0000004	Syab	Prax.g_00947	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Prax.g_00947	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Prax.g_00947	Syag.g_00988
OG0000004	Syal	Prax.g_00947	Syal.g_01809
OG0000004	Prbj	Prax.g_00947	Prbj.g_00754
OG0000004	Prbk	Prax.g_00947	Prbk.g_01760
OG0000004	Prbl	Prax.g_00947	Prbl.g_00021
OG0000004	Praf	Prax.g_00947	Praf.g_01121
OG0000004	Prah	Prax.g_00947	Prah.g_01022
OG0000004	Pral	Prax.g_00947	Pral.g_01743
OG0000004	Prat	Prax.g_00947	Prat.g_00772
OG0000004	Prak	Prax.g_00947	Prak.g_00826
OG0000004	Prap	Prax.g_00947	Prap.g_00802
OG0000004	Prbe	Prax.g_00947	Prbe.g_01203
OG0000004	Prbf	Prax.g_00947	Prbf.g_01264
OG0000004	Prbg	Prax.g_00947	Prbg.g_01140
OG0000004	Prbn	Prax.g_00947	Prbn.g_01565
