Orthogroup	Species	Syam	Orthologs
OG0000002	Prar	Syam.g_00931	Prar.g_00918, Prar.g_01508
OG0000002	Prae	Syam.g_00931	Prae.g_01361, Prae.g_00652
OG0000002	Praa	Syam.g_00931	Praa.g_01359, Praa.g_00678
OG0000002	Prao	Syam.g_00931	Prao.g_01246, Prao.g_00116
OG0000002	Prab	Syam.g_00931	Prab.g_00683
OG0000002	Pran	Syam.g_00931	Pran.g_01500
OG0000002	Syad	Syam.g_00931	Syad.g_00619
OG0000002	Syaj	Syam.g_00931	Syaj.g_02667
OG0000002	Syab	Syam.g_00931	Syab.g_02285
OG0000002	Syac	Syam.g_00931	Syac.g_01084
OG0000002	Syah	Syam.g_00931	Syah.g_01829
OG0000002	Syai	Syam.g_00931	Syai.g_01728
OG0000004	Syaq	Syam.g_00787	Syaq.g_02603
OG0000004	Praj	Syam.g_00787	Praj.g_01396
OG0000004	Prbc	Syam.g_00787	Prbc.g_01381
OG0000004	Prbm	Syam.g_00787	Prbm.g_01483
OG0000004	Prbb	Syam.g_00787	Prbb.g_01450
OG0000004	Syan	Syam.g_00787	Syan.g_00183
OG0000004	Syar	Syam.g_00787	Syar.g_02051
OG0000004	Syas	Syam.g_00787	Syas.g_00176
OG0000004	Syao	Syam.g_00787	Syao.g_02374
OG0000004	Prbj	Syam.g_00787	Prbj.g_00754
OG0000004	Prbk	Syam.g_00787	Prbk.g_01760
OG0000004	Prbl	Syam.g_00787	Prbl.g_00021
OG0000004	Praf	Syam.g_00787	Praf.g_01121
OG0000004	Prah	Syam.g_00787	Prah.g_01022
OG0000004	Prab	Syam.g_00787	Prab.g_00700
OG0000004	Pran	Syam.g_00787	Pran.g_01483
OG0000004	Prai	Syam.g_00787	Prai.g_00724
OG0000004	Prad	Syam.g_00787	Prad.g_01269
OG0000004	Praa	Syam.g_00787	Praa.g_00695
OG0000004	Pray	Syam.g_00787	Pray.g_01068
OG0000004	Praz	Syam.g_00787	Praz.g_01635
OG0000004	Prba	Syam.g_00787	Prba.g_01622
OG0000004	Prax	Syam.g_00787	Prax.g_00947
OG0000004	Prag	Syam.g_00787	Prag.g_00673
OG0000004	Praw	Syam.g_00787	Praw.g_01827
OG0000004	Prac	Syam.g_00787	Prac.g_00676
OG0000004	Praq	Syam.g_00787	Praq.g_00824
OG0000004	Prar	Syam.g_00787	Prar.g_01525
OG0000004	Prae	Syam.g_00787	Prae.g_00669
OG0000004	Prbd	Syam.g_00787	Prbd.g_00549
OG0000004	Prav	Syam.g_00787	Prav.g_01293
OG0000004	Prao	Syam.g_00787	Prao.g_00133
OG0000004	Prbi	Syam.g_00787	Prbi.g_00698
OG0000004	Pras	Syam.g_00787	Pras.g_01571
OG0000004	Prau	Syam.g_00787	Prau.g_00735
OG0000004	Pral	Syam.g_00787	Pral.g_01743
OG0000004	Prat	Syam.g_00787	Prat.g_00772
OG0000004	Prak	Syam.g_00787	Prak.g_00826
OG0000004	Prap	Syam.g_00787	Prap.g_00802
OG0000004	Prbe	Syam.g_00787	Prbe.g_01203
OG0000004	Prbf	Syam.g_00787	Prbf.g_01264
OG0000004	Prbg	Syam.g_00787	Prbg.g_01140
OG0000004	Prbn	Syam.g_00787	Prbn.g_01565
OG0000004	Pram	Syam.g_00787	Pram.g_00789
OG0000004	Prbh	Syam.g_00787	Prbh.g_00933
OG0000004	Syab	Syam.g_00787	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Syam.g_00787	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Syam.g_00787	Syag.g_00988
OG0000004	Syal	Syam.g_00787	Syal.g_01809
OG0000004	Syae	Syam.g_00787	Syae.g_00779
OG0000004	Syaa	Syam.g_00787	Syaa.g_00892
OG0000004	Syad	Syam.g_00787	Syad.g_01304
OG0000004	Syaj	Syam.g_00787	Syaj.g_00441
OG0000004	Syac	Syam.g_00787	Syac.g_00898
OG0000004	Syah	Syam.g_00787	Syah.g_02017
OG0000004	Syai	Syam.g_00787	Syai.g_01994
OG0000004	Syaf	Syam.g_00787	Syaf.g_01455
OG0000004	Praf	Syam.g_01499, Syam.g_00501	Praf.g_00743
OG0000004	Prah	Syam.g_01499, Syam.g_00501	Prah.g_01413
OG0000004	Prbj	Syam.g_01499, Syam.g_00501	Prbj.g_01777
OG0000004	Prbk	Syam.g_01499, Syam.g_00501	Prbk.g_01134
OG0000004	Prbl	Syam.g_01499, Syam.g_00501	Prbl.g_01771
OG0000004	Prbm	Syam.g_01499, Syam.g_00501	Prbm.g_00291
OG0000004	Praj	Syam.g_01499, Syam.g_00501	Praj.g_00271
OG0000004	Prbb	Syam.g_01499, Syam.g_00501	Prbb.g_00288
OG0000004	Prbc	Syam.g_01499, Syam.g_00501	Prbc.g_00339
OG0000004	Pram	Syam.g_01499, Syam.g_00501	Pram.g_00219
OG0000004	Prbh	Syam.g_01499, Syam.g_00501	Prbh.g_00548
OG0000004	Prak	Syam.g_01499, Syam.g_00501	Prak.g_00248
OG0000004	Prap	Syam.g_01499, Syam.g_00501	Prap.g_01480
OG0000004	Prbe	Syam.g_01499, Syam.g_00501	Prbe.g_01784
OG0000004	Prbf	Syam.g_01499, Syam.g_00501	Prbf.g_01570
OG0000004	Prbg	Syam.g_01499, Syam.g_00501	Prbg.g_01014
OG0000004	Prbn	Syam.g_01499, Syam.g_00501	Prbn.g_00318
OG0000004	Prat	Syam.g_01499, Syam.g_00501	Prat.g_00236
OG0000004	Pral	Syam.g_01499, Syam.g_00501	Pral.g_00809
OG0000004	Prac	Syam.g_01499, Syam.g_00501	Prac.g_01698
OG0000004	Praq	Syam.g_01499, Syam.g_00501	Praq.g_01770
OG0000004	Prar	Syam.g_01499, Syam.g_00501	Prar.g_00095
OG0000004	Prav	Syam.g_01499, Syam.g_00501	Prav.g_00806
OG0000004	Prai	Syam.g_01499, Syam.g_00501	Prai.g_00243
OG0000004	Prab	Syam.g_01499, Syam.g_00501	Prab.g_00223
OG0000004	Pran	Syam.g_01499, Syam.g_00501	Pran.g_00200
OG0000004	Prag	Syam.g_01499, Syam.g_00501	Prag.g_00225
OG0000004	Praw	Syam.g_01499, Syam.g_00501	Praw.g_01203
OG0000004	Praa	Syam.g_01499, Syam.g_00501	Praa.g_00232
OG0000004	Pras	Syam.g_01499, Syam.g_00501	Pras.g_01084
OG0000004	Prau	Syam.g_01499, Syam.g_00501	Prau.g_00233
OG0000004	Prae	Syam.g_01499, Syam.g_00501	Prae.g_00235
OG0000004	Prax	Syam.g_01499, Syam.g_00501	Prax.g_00986
OG0000004	Pray	Syam.g_01499, Syam.g_00501	Pray.g_00713
OG0000004	Praz	Syam.g_01499, Syam.g_00501	Praz.g_00592
OG0000004	Prba	Syam.g_01499, Syam.g_00501	Prba.g_00451
OG0000004	Prbd	Syam.g_01499, Syam.g_00501	Prbd.g_01007
OG0000004	Prbi	Syam.g_01499, Syam.g_00501	Prbi.g_00256
OG0000004	Prad	Syam.g_01499, Syam.g_00501	Prad.g_01759
OG0000004	Prao	Syam.g_01499, Syam.g_00501	Prao.g_00370
OG0000004	Syar	Syam.g_01499	Syar.g_02225
OG0000004	Syan	Syam.g_01499	Syan.g_00989
OG0000004	Syao	Syam.g_01499	Syao.g_01007
OG0000004	Syas	Syam.g_01499	Syas.g_00174, Syas.g_00311
OG0000004	Syak	Syam.g_01499	Syak.g_00003
OG0000004	Syab	Syam.g_01499	Syab.g_01911
OG0000004	Syal	Syam.g_01499	Syal.g_02718
OG0000004	Syaq	Syam.g_01499	Syaq.g_02042
OG0000004	Syaa	Syam.g_01499	Syaa.g_01667
OG0000004	Syae	Syam.g_01499	Syae.g_00042
OG0000004	Syad	Syam.g_01499	Syad.g_02184
OG0000004	Syaj	Syam.g_01499	Syaj.g_01314
OG0000004	Syag	Syam.g_01499	Syag.g_00370
OG0000004	Syac	Syam.g_01499	Syac.g_00948
OG0000004	Syah	Syam.g_01499	Syah.g_01967
OG0000004	Syaf	Syam.g_01499	Syaf.g_02351
OG0000004	Syai	Syam.g_01499	Syai.g_01062
OG0000004	Syap	Syam.g_00501	Syap.g_01987
OG0000004	Syar	Syam.g_00501	Syar.g_00842
OG0000004	Syas	Syam.g_00501	Syas.g_00072
OG0000004	Syag	Syam.g_00501	Syag.g_01790
OG0000004	Syaq	Syam.g_00501	Syaq.g_01567
OG0000004	Syak	Syam.g_00501	Syak.g_02297
OG0000004	Syab	Syam.g_00501	Syab.g_02377
OG0000004	Syal	Syam.g_00501	Syal.g_00691
OG0000004	Syad	Syam.g_00501	Syad.g_00810
OG0000004	Syaj	Syam.g_00501	Syaj.g_02853
OG0000004	Syae	Syam.g_00501	Syae.g_02231
OG0000004	Syaa	Syam.g_00501	Syaa.g_02116
OG0000004	Syac	Syam.g_00501	Syac.g_01975
OG0000004	Syah	Syam.g_00501	Syah.g_00901
OG0000004	Syaf	Syam.g_00501	Syaf.g_02794
OG0000004	Syai	Syam.g_00501	Syai.g_00530
OG0000005	Prav	Syam.g_02004	Prav.g_01774
OG0000005	Prag	Syam.g_02004	Prag.g_01682
OG0000005	Praw	Syam.g_02004	Praw.g_00528
OG0000005	Prad	Syam.g_02004	Prad.g_00928
OG0000005	Prae	Syam.g_02004	Prae.g_01636
OG0000005	Prax	Syam.g_02004	Prax.g_01546
OG0000005	Prau	Syam.g_02004	Prau.g_01745
OG0000005	Pras	Syam.g_02004	Pras.g_00563
OG0000005	Prbd	Syam.g_02004	Prbd.g_01512
OG0000005	Prao	Syam.g_02004	Prao.g_01565
OG0000005	Prac	Syam.g_02004	Prac.g_00612
OG0000005	Praq	Syam.g_02004	Praq.g_00484
OG0000005	Prar	Syam.g_02004	Prar.g_01130
OG0000005	Prbi	Syam.g_02004	Prbi.g_01800
OG0000005	Praa	Syam.g_02004	Praa.g_01648
OG0000005	Pray	Syam.g_02004	Pray.g_01546
OG0000005	Praz	Syam.g_02004	Praz.g_00864
OG0000005	Prba	Syam.g_02004	Prba.g_00607
OG0000005	Prab	Syam.g_02004	Prab.g_01682
OG0000005	Pran	Syam.g_02004	Pran.g_00983
OG0000005	Prai	Syam.g_02004	Prai.g_01651
OG0000005	Prbc	Syam.g_02004	Prbc.g_00098
OG0000005	Praj	Syam.g_02004	Praj.g_01349
OG0000005	Prbb	Syam.g_02004	Prbb.g_01393
OG0000005	Syab	Syam.g_02004	Syab.g_02289
OG0000005	Syal	Syam.g_02004	Syal.g_00606
OG0000005	Syag	Syam.g_02004	Syag.g_01708
OG0000005	Syak	Syam.g_02004	Syak.g_02401
OG0000005	Syaq	Syam.g_02004	Syaq.g_01658
OG0000005	Syar	Syam.g_02004	Syar.g_02952
OG0000005	Syan	Syam.g_02004	Syan.g_01423
OG0000005	Syao	Syam.g_02004	Syao.g_01680
OG0000005	Syap	Syam.g_02004	Syap.g_01773
OG0000005	Syas	Syam.g_02004	Syas.g_02665
OG0000005	Syat	Syam.g_02004	Syat.g_03065
OG0000005	Syad	Syam.g_02004	Syad.g_02639
OG0000005	Syaj	Syam.g_02004	Syaj.g_01736
OG0000005	Syae	Syam.g_02004	Syae.g_01179
OG0000005	Syac	Syam.g_02004	Syac.g_00527
OG0000005	Syah	Syam.g_02004	Syah.g_02403
OG0000005	Syaa	Syam.g_02004	Syaa.g_00534
OG0000005	Syaf	Syam.g_02004	Syaf.g_01017
OG0000005	Syai	Syam.g_02004	Syai.g_02393
OG0000005	Praf	Syam.g_01970	Praf.g_00503
OG0000005	Prah	Syam.g_01970	Prah.g_01652
OG0000005	Prbj	Syam.g_01970	Prbj.g_00883
OG0000005	Prbk	Syam.g_01970	Prbk.g_00933
OG0000005	Prbl	Syam.g_01970	Prbl.g_00419
OG0000005	Pral	Syam.g_01970	Pral.g_01075
OG0000005	Prat	Syam.g_01970	Prat.g_01440
OG0000005	Prak	Syam.g_01970	Prak.g_01474
OG0000005	Prap	Syam.g_01970	Prap.g_00204
OG0000005	Prbe	Syam.g_01970	Prbe.g_00228
OG0000005	Prbf	Syam.g_01970	Prbf.g_00240
OG0000005	Prbg	Syam.g_01970	Prbg.g_00674
OG0000005	Prbn	Syam.g_01970	Prbn.g_00899
OG0000005	Pram	Syam.g_01970	Pram.g_01295
OG0000005	Prbh	Syam.g_01970	Prbh.g_00182
OG0000005	Prac	Syam.g_01970	Prac.g_00335
OG0000005	Praq	Syam.g_01970	Praq.g_00370
OG0000005	Prar	Syam.g_01970	Prar.g_00771
OG0000005	Praa	Syam.g_01970	Praa.g_01553
OG0000005	Prad	Syam.g_01970	Prad.g_00438
OG0000005	Prae	Syam.g_01970	Prae.g_01535
OG0000005	Prag	Syam.g_01970	Prag.g_01566
OG0000005	Praw	Syam.g_01970	Praw.g_00413
OG0000005	Prax	Syam.g_01970	Prax.g_01652
OG0000005	Pray	Syam.g_01970	Pray.g_01646
OG0000005	Praz	Syam.g_01970	Praz.g_00965
OG0000005	Prba	Syam.g_01970	Prba.g_00312
OG0000005	Prbi	Syam.g_01970	Prbi.g_01666
OG0000005	Prao	Syam.g_01970	Prao.g_01472
OG0000005	Prav	Syam.g_01970	Prav.g_01654
OG0000005	Prbd	Syam.g_01970	Prbd.g_01612
OG0000005	Pras	Syam.g_01970	Pras.g_00429
OG0000005	Prau	Syam.g_01970	Prau.g_01607
OG0000005	Prab	Syam.g_01970	Prab.g_01542
OG0000005	Pran	Syam.g_01970	Pran.g_00657
OG0000005	Prai	Syam.g_01970	Prai.g_01538
OG0000005	Syap	Syam.g_01970	Syap.g_01218
OG0000005	Syat	Syam.g_01970	Syat.g_03105
OG0000005	Syas	Syam.g_01970	Syas.g_02704
OG0000005	Prbc	Syam.g_01970	Prbc.g_00788
OG0000005	Praj	Syam.g_01970	Praj.g_01712
OG0000005	Prbb	Syam.g_01970	Prbb.g_01766
OG0000005	Prbm	Syam.g_01970	Prbm.g_01790
OG0000005	Syar	Syam.g_01970	Syar.g_02909
OG0000005	Syaq	Syam.g_01970	Syaq.g_01692
OG0000005	Syad	Syam.g_01970	Syad.g_02596
OG0000005	Syaj	Syam.g_01970	Syaj.g_01698
OG0000005	Syan	Syam.g_01970	Syan.g_01378
OG0000005	Syao	Syam.g_01970	Syao.g_01578
OG0000005	Syae	Syam.g_01970	Syae.g_01143
OG0000005	Syah	Syam.g_01970	Syah.g_02363
OG0000005	Syaa	Syam.g_01970	Syaa.g_00573
OG0000005	Syab	Syam.g_01970	Syab.g_02232
OG0000005	Syac	Syam.g_01970	Syac.g_00569
OG0000005	Syaf	Syam.g_01970	Syaf.g_01057
OG0000005	Syag	Syam.g_01970	Syag.g_01667
OG0000005	Syai	Syam.g_01970	Syai.g_02356
OG0000005	Syak	Syam.g_01970	Syak.g_02436
OG0000005	Syal	Syam.g_01970	Syal.g_00565
OG0000005	Syaq	Syam.g_00715, Syam.g_01029	Syaq.g_00236
OG0000005	Syab	Syam.g_00715, Syam.g_01029	Syab.g_00981
OG0000005	Syal	Syam.g_00715, Syam.g_01029	Syal.g_01664
OG0000005	Syat	Syam.g_00715, Syam.g_01029	Syat.g_01038
OG0000005	Syar	Syam.g_00715, Syam.g_01029	Syar.g_01752
OG0000005	Syan	Syam.g_00715, Syam.g_01029	Syan.g_00449
OG0000005	Syao	Syam.g_00715, Syam.g_01029	Syao.g_01210
OG0000005	Syad	Syam.g_00715, Syam.g_01029	Syad.g_02028
OG0000005	Syaj	Syam.g_00715, Syam.g_01029	Syaj.g_01155
OG0000005	Syac	Syam.g_00715, Syam.g_01029	Syac.g_01087
OG0000005	Syah	Syam.g_00715, Syam.g_01029	Syah.g_01827
OG0000005	Syaf	Syam.g_00715	Syaf.g_01352
OG0000005	Syai	Syam.g_00715	Syai.g_02068
OG0000005	Syaa	Syam.g_01029	Syaa.g_01449
OG0000005	Syae	Syam.g_01029	Syae.g_00257
OG0000005	Syaf	Syam.g_01029	Syaf.g_01732
OG0000005	Syai	Syam.g_01029	Syai.g_01611
OG0000006	Prab	Syam.g_01446, Syam.g_00286, Syam.g_00518	Prab.g_00231
OG0000006	Prai	Syam.g_01446, Syam.g_00286, Syam.g_00518	Prai.g_00252, Prai.g_00254
OG0000006	Pran	Syam.g_01446, Syam.g_00286, Syam.g_00518	Pran.g_01951
OG0000006	Prac	Syam.g_01446, Syam.g_00286, Syam.g_00518	Prac.g_01689
OG0000006	Praq	Syam.g_01446, Syam.g_00286, Syam.g_00518	Praq.g_01761
OG0000006	Prar	Syam.g_01446, Syam.g_00286, Syam.g_00518	Prar.g_00086
OG0000006	Praa	Syam.g_01446, Syam.g_00286, Syam.g_00518	Praa.g_00241, Praa.g_01245
OG0000006	Prad	Syam.g_01446, Syam.g_00286, Syam.g_00518	Prad.g_01750
OG0000006	Prae	Syam.g_01446, Syam.g_00286, Syam.g_00518	Prae.g_00244
OG0000006	Prao	Syam.g_01446, Syam.g_00286, Syam.g_00518	Prao.g_00379
OG0000006	Pras	Syam.g_01446, Syam.g_00286, Syam.g_00518	Pras.g_00148, Pras.g_01093
OG0000006	Prau	Syam.g_01446, Syam.g_00286, Syam.g_00518	Prau.g_01316
