Orthogroup	Species	Praa	Orthologs
OG0000000	Pras	Praa.g_01300	Pras.g_00184
OG0000000	Prau	Praa.g_01300	Prau.g_01352
OG0000000	Prax	Praa.g_01300	Prax.g_01917
OG0000000	Pray	Praa.g_01300	Pray.g_01888
OG0000000	Praz	Praa.g_01300	Praz.g_01198
OG0000000	Prba	Praa.g_01300	Prba.g_01174
OG0000000	Prbd	Praa.g_01300	Prbd.g_01833
OG0000000	Prbi	Praa.g_01300	Prbi.g_01373
OG0000000	Pral	Praa.g_01235, Praa.g_01598, Praa.g_01244	Pral.g_00037
OG0000000	Prak	Praa.g_01235, Praa.g_01598, Praa.g_01244	Prak.g_01562
OG0000000	Prap	Praa.g_01235, Praa.g_01598, Praa.g_01244	Prap.g_01862
OG0000000	Prbe	Praa.g_01235, Praa.g_01598, Praa.g_01244	Prbe.g_01119
OG0000000	Prbf	Praa.g_01235, Praa.g_01598, Praa.g_01244	Prbf.g_00776
OG0000000	Prbg	Praa.g_01235, Praa.g_01598, Praa.g_01244	Prbg.g_01567
OG0000000	Prbn	Praa.g_01235, Praa.g_01598, Praa.g_01244	Prbn.g_01662
OG0000000	Pram	Praa.g_01235, Praa.g_01598, Praa.g_01244	Pram.g_01511
OG0000000	Prbh	Praa.g_01235, Praa.g_01598, Praa.g_01244	Prbh.g_01903
OG0000000	Prbc	Praa.g_01235	Prbc.g_00104, Prbc.g_02164, Prbc.g_00806
OG0000000	Prbb	Praa.g_01235	Prbb.g_01354, Prbb.g_00432, Prbb.g_01120, Prbb.g_01401, Prbb.g_01785
OG0000000	Prbm	Praa.g_01235	Prbm.g_00435, Prbm.g_01116, Prbm.g_01406, Prbm.g_01808
OG0000000	Praj	Praa.g_01235	Praj.g_00418, Praj.g_01077, Praj.g_01357, Praj.g_01730
OG0000000	Pras	Praa.g_01235	Pras.g_00493
OG0000000	Prai	Praa.g_01235	Prai.g_01612
OG0000000	Prac	Praa.g_01235	Prac.g_00277
OG0000000	Praq	Praa.g_01235	Praq.g_01956
OG0000000	Prar	Praa.g_01235	Prar.g_00713
OG0000000	Prau	Praa.g_01235	Prau.g_01665
OG0000000	Pray	Praa.g_01235	Pray.g_01576
OG0000000	Praz	Praa.g_01235	Praz.g_00894
OG0000000	Prba	Praa.g_01235	Prba.g_00243
OG0000000	Prad	Praa.g_01235	Prad.g_01982
OG0000000	Prbd	Praa.g_01235	Prbd.g_01914
OG0000000	Praj	Praa.g_01598, Praa.g_01244	Praj.g_01272, Praj.g_01309, Praj.g_01078, Praj.g_00417, Praj.g_01202
OG0000000	Prbb	Praa.g_01598, Praa.g_01244	Prbb.g_00431, Prbb.g_01121, Prbb.g_01319, Prbb.g_01244
OG0000000	Prbc	Praa.g_01598, Praa.g_01244	Prbc.g_02165
OG0000000	Prbm	Praa.g_01598, Praa.g_01244	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436
OG0000000	Prat	Praa.g_01598, Praa.g_01244	Prat.g_01549
OG0000000	Praf	Praa.g_01598, Praa.g_01244	Praf.g_00813
OG0000000	Prah	Praa.g_01598, Praa.g_01244	Prah.g_01348
OG0000000	Prbj	Praa.g_01598, Praa.g_01244	Prbj.g_00164
OG0000000	Prbk	Praa.g_01598, Praa.g_01244	Prbk.g_00165
OG0000000	Prbl	Praa.g_01598, Praa.g_01244	Prbl.g_00116
OG0000000	Prao	Praa.g_01598	Prao.g_01515
OG0000000	Prav	Praa.g_01598	Prav.g_01695
OG0000000	Prac	Praa.g_01598	Prac.g_00292
OG0000000	Praq	Praa.g_01598	Praq.g_00026
OG0000000	Prar	Praa.g_01598	Prar.g_00729
OG0000000	Prag	Praa.g_01598	Prag.g_01608
OG0000000	Praw	Praa.g_01598	Praw.g_00455
OG0000000	Pras	Praa.g_01598	Pras.g_00470
OG0000000	Prau	Praa.g_01598	Prau.g_01648
OG0000000	Prab	Praa.g_01598	Prab.g_01598
OG0000000	Pran	Praa.g_01598	Pran.g_00601
OG0000000	Prad	Praa.g_01598	Prad.g_00392
OG0000000	Prbd	Praa.g_01598	Prbd.g_01568
OG0000000	Prae	Praa.g_01598	Prae.g_01580
OG0000000	Prbi	Praa.g_01598	Prbi.g_01709
OG0000000	Pray	Praa.g_01598	Pray.g_01603
OG0000000	Praz	Praa.g_01598	Praz.g_00921
OG0000000	Prba	Praa.g_01598	Prba.g_00269
OG0000000	Prax	Praa.g_01598	Prax.g_01608
OG0000000	Prai	Praa.g_01598	Prai.g_01592
OG0000000	Prax	Praa.g_01244	Prax.g_00496
OG0000000	Prav	Praa.g_01244	Prav.g_00973
OG0000000	Prag	Praa.g_01244	Prag.g_01230
OG0000000	Prag	Praa.g_01244	Prag.g_01348
OG0000000	Praw	Praa.g_01244	Praw.g_00893
OG0000000	Praw	Praa.g_01244	Praw.g_00974
OG0000000	Prad	Praa.g_01597	Prad.g_01297, Prad.g_00393, Prad.g_01435
OG0000000	Prbe	Praa.g_01597	Prbe.g_01586, Prbe.g_01120, Prbe.g_01052
OG0000000	Prbc	Praa.g_01597	Prbc.g_00106, Prbc.g_00618, Prbc.g_02167, Prbc.g_00608, Prbc.g_00808, Prbc.g_00525
OG0000000	Praj	Praa.g_01597	Praj.g_01307, Praj.g_01359, Praj.g_01732, Praj.g_01100, Praj.g_01080, Praj.g_00087
OG0000000	Prak	Praa.g_01597	Prak.g_01209, Prak.g_01563, Prak.g_01578
OG0000000	Pral	Praa.g_01597	Pral.g_00038, Pral.g_01333
OG0000000	Pram	Praa.g_01597	Pram.g_01512, Pram.g_01556
OG0000000	Prap	Praa.g_01597	Prap.g_00493, Prap.g_01861, Prap.g_01846
OG0000000	Prbb	Praa.g_01597	Prbb.g_01123, Prbb.g_01352, Prbb.g_01403, Prbb.g_01787, Prbb.g_01145, Prbb.g_00103
OG0000000	Prbf	Praa.g_01597	Prbf.g_00775, Prbf.g_00881, Prbf.g_00760
OG0000000	Prbg	Praa.g_01597	Prbg.g_01523, Prbg.g_01568, Prbg.g_01583
OG0000000	Prbh	Praa.g_01597	Prbh.g_01902, Prbh.g_01858
OG0000000	Prbm	Praa.g_01597	Prbm.g_01119, Prbm.g_01404, Prbm.g_01810, Prbm.g_01141
OG0000000	Prbn	Praa.g_01597	Prbn.g_01152, Prbn.g_01663, Prbn.g_01678
OG0000000	Prat	Praa.g_01597	Prat.g_01510, Prat.g_01189, Prat.g_01547
OG0000000	Prac	Praa.g_01597	Prac.g_00293, Prac.g_00926
OG0000000	Prar	Praa.g_01597	Prar.g_00730, Prar.g_01204
OG0000000	Prav	Praa.g_01597	Prav.g_01738, Prav.g_01694, Prav.g_01821
OG0000000	Prab	Praa.g_01597	Prab.g_00918, Prab.g_01620, Prab.g_01278, Prab.g_01597
OG0000000	Pran	Praa.g_01597	Pran.g_00579, Pran.g_00001, Pran.g_00602
OG0000000	Prbd	Praa.g_01597	Prbd.g_01569, Prbd.g_00528
OG0000000	Prao	Praa.g_01597	Prao.g_01514, Prao.g_01029
OG0000000	Prag	Praa.g_01597	Prag.g_00722, Prag.g_01213, Prag.g_01607, Prag.g_01650
OG0000000	Praw	Praa.g_01597	Praw.g_01779, Praw.g_00294, Praw.g_00454, Praw.g_00496
OG0000000	Prae	Praa.g_01597	Prae.g_01222, Prae.g_01579
OG0000000	Prai	Praa.g_01597	Prai.g_00908, Prai.g_01234, Prai.g_01591, Prai.g_01775
OG0000000	Praq	Praa.g_01597	Praq.g_00025, Praq.g_01392
OG0000000	Pras	Praa.g_01597	Pras.g_00117, Pras.g_00469
OG0000000	Prau	Praa.g_01597	Prau.g_01266, Prau.g_01647
OG0000000	Prax	Praa.g_01597	Prax.g_00259, Prax.g_01609
OG0000000	Pray	Praa.g_01597	Pray.g_00003, Pray.g_01604
OG0000000	Praz	Praa.g_01597	Praz.g_00694, Praz.g_00922
OG0000000	Prba	Praa.g_01597	Prba.g_00003, Prba.g_00270
OG0000000	Prbi	Praa.g_01597	Prbi.g_01268, Prbi.g_01708
OG0000000	Praj	Praa.g_01297	Praj.g_01267
OG0000000	Prbb	Praa.g_01297	Prbb.g_01313
OG0000000	Praf	Praa.g_01297	Praf.g_01039, Praf.g_01042
OG0000000	Prah	Praa.g_01297	Prah.g_01154, Prah.g_01152
OG0000000	Prab	Praa.g_01297	Prab.g_01606
OG0000000	Pran	Praa.g_01297	Pran.g_00593
OG0000000	Praw	Praa.g_01297	Praw.g_00472
OG0000000	Prav	Praa.g_01297	Prav.g_01730, Prav.g_01715
OG0000000	Prag	Praa.g_01297	Prag.g_01626
OG0000000	Prbd	Praa.g_01297	Prbd.g_01836
OG0000000	Prad	Praa.g_01297	Prad.g_00372, Prad.g_00349
OG0000000	Prae	Praa.g_01297	Prae.g_01300
OG0000000	Prbi	Praa.g_01297	Prbi.g_01370
OG0000000	Prao	Praa.g_01297	Prao.g_01297
OG0000000	Prax	Praa.g_01297	Prax.g_01920
OG0000000	Prac	Praa.g_01298	Prac.g_00290
OG0000000	Praq	Praa.g_01298	Praq.g_00028
OG0000000	Prar	Praa.g_01298	Prar.g_00727
OG0000000	Prai	Praa.g_01298	Prai.g_01314
OG0000000	Prab	Praa.g_01298	Prab.g_01308
OG0000000	Pran	Praa.g_01298	Pran.g_00894
OG0000000	Prau	Praa.g_01298	Prau.g_01350
OG0000000	Pray	Praa.g_01298	Pray.g_01890
OG0000000	Praz	Praa.g_01298	Praz.g_01200
OG0000000	Prba	Praa.g_01298	Prba.g_01172
OG0000000	Pras	Praa.g_01298	Pras.g_00182
OG0000000	Prad	Praa.g_01298	Prad.g_00350
OG0000000	Prae	Praa.g_01298	Prae.g_01308
OG0000000	Prav	Praa.g_01298	Prav.g_01413
OG0000000	Prag	Praa.g_01298	Prag.g_01333
OG0000000	Prao	Praa.g_01298	Prao.g_01296
OG0000000	Praw	Praa.g_01298	Praw.g_00959
OG0000000	Prax	Praa.g_01298	Prax.g_01919
OG0000000	Prbd	Praa.g_01298	Prbd.g_01835
OG0000000	Prbi	Praa.g_01298	Prbi.g_01371
OG0000000	Prai	Praa.g_01599	Prai.g_01596
OG0000000	Pras	Praa.g_01599	Pras.g_00471
OG0000000	Prau	Praa.g_01599	Prau.g_01650
OG0000000	Prad	Praa.g_01599	Prad.g_00389
OG0000000	Prag	Praa.g_01599	Prag.g_01649, Prag.g_01610
OG0000000	Praw	Praa.g_01599	Praw.g_00495, Praw.g_00457
OG0000000	Prav	Praa.g_01599	Prav.g_01698
OG0000000	Pray	Praa.g_01599	Pray.g_01602
OG0000000	Praz	Praa.g_01599	Praz.g_00920
OG0000000	Prba	Praa.g_01599	Prba.g_00268
OG0000000	Prao	Praa.g_01599	Prao.g_01518
OG0000000	Prbd	Praa.g_01599	Prbd.g_01567
OG0000000	Prbi	Praa.g_01599	Prbi.g_01710
OG0000000	Prae	Praa.g_01599	Prae.g_01581
OG0000000	Prax	Praa.g_01599	Prax.g_01606
OG0000001	Prbb	Praa.g_01351	Prbb.g_01611
OG0000001	Prbc	Praa.g_01351	Prbc.g_00588
OG0000001	Praj	Praa.g_01351	Praj.g_01549
OG0000001	Prbm	Praa.g_01351	Prbm.g_01633
OG0000001	Pral	Praa.g_01351	Pral.g_01236
OG0000001	Prat	Praa.g_01351	Prat.g_01285, Prat.g_01286
OG0000001	Prak	Praa.g_01351	Prak.g_01302
OG0000001	Prbg	Praa.g_01351	Prbg.g_00502
OG0000001	Prap	Praa.g_01351	Prap.g_01925
OG0000001	Prbe	Praa.g_01351	Prbe.g_00400
OG0000001	Prbf	Praa.g_01351	Prbf.g_00068
OG0000001	Prbn	Praa.g_01351	Prbn.g_01213
OG0000001	Prbh	Praa.g_01351	Prbh.g_00001
OG0000001	Pram	Praa.g_01351	Pram.g_01954, Pram.g_01953
OG0000001	Syan	Praa.g_01351	Syan.g_02267, Syan.g_02266, Syan.g_01149, Syan.g_02528
OG0000001	Syak	Praa.g_01351	Syak.g_00342, Syak.g_02139, Syak.g_02138, Syak.g_00275, Syak.g_00579
OG0000001	Syam	Praa.g_01351	Syam.g_00946, Syam.g_02177, Syam.g_02178, Syam.g_00929
OG0000001	Syad	Praa.g_01351	Syad.g_00628, Syad.g_02863, Syad.g_02862, Syad.g_02864, Syad.g_02865, Syad.g_01238, Syad.g_00611
OG0000001	Syaj	Praa.g_01351	Syaj.g_02674, Syaj.g_01948, Syaj.g_01947, Syaj.g_01949, Syaj.g_01952, Syaj.g_01950, Syaj.g_02660
OG0000001	Syae	Praa.g_01351	Syae.g_02061, Syae.g_01416, Syae.g_01417, Syae.g_02055
OG0000001	Syac	Praa.g_01351	Syac.g_02154, Syac.g_00341, Syac.g_00340, Syac.g_02169
OG0000001	Syah	Praa.g_01351	Syah.g_00726, Syah.g_01516, Syah.g_00040, Syah.g_00041, Syah.g_00710
OG0000001	Syaf	Praa.g_01351	Syaf.g_01640, Syaf.g_00846, Syaf.g_00845, Syaf.g_01634
OG0000001	Syai	Praa.g_01351	Syai.g_01716, Syai.g_01197, Syai.g_02594, Syai.g_00891, Syai.g_02595, Syai.g_01729
OG0000001	Prbj	Praa.g_01351	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690
OG0000001	Prbk	Praa.g_01351	Prbk.g_01196, Prbk.g_00170, Prbk.g_00561, Prbk.g_02701, Prbk.g_00630
OG0000001	Prbl	Praa.g_01351	Prbl.g_00725, Prbl.g_00121, Prbl.g_02599, Prbl.g_00808, Prbl.g_02598, Prbl.g_02578
OG0000001	Praf	Praa.g_01351	Praf.g_01895, Praf.g_00818, Praf.g_01896, Praf.g_01031, Praf.g_02422, Praf.g_01293
OG0000001	Prah	Praa.g_01351	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896
OG0000001	Syag	Praa.g_01351	Syag.g_00575, Syag.g_01942, Syag.g_01943, Syag.g_00520
OG0000001	Syab	Praa.g_01351	Syab.g_01549, Syab.g_02553, Syab.g_02555, Syab.g_01509, Syab.g_01510, Syab.g_00673
OG0000001	Syal	Praa.g_01351	Syal.g_02193, Syal.g_02215, Syal.g_00874, Syal.g_01184
OG0000001	Syar	Praa.g_01351	Syar.g_00069, Syar.g_00070, Syar.g_02229
OG0000001	Syao	Praa.g_01351	Syao.g_00314, Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syat	Praa.g_01351	Syat.g_02910, Syat.g_02911, Syat.g_02908, Syat.g_02909, Syat.g_01540, Syat.g_00878
OG0000001	Syaq	Praa.g_01351	Syaq.g_01436, Syaq.g_00118, Syaq.g_01435, Syaq.g_00115, Syaq.g_01434, Syaq.g_02178, Syaq.g_02413
OG0000001	Syaa	Praa.g_01351	Syaa.g_02435, Syaa.g_02438, Syaa.g_02437, Syaa.g_02436, Syaa.g_02439, Syaa.g_02329
OG0000001	Syap	Praa.g_01351	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615, Syap.g_00399
OG0000001	Syas	Praa.g_01351	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000001	Prax	Praa.g_01351	Prax.g_01878
OG0000001	Prbi	Praa.g_01351	Prbi.g_01424
OG0000001	Prao	Praa.g_01351	Prao.g_01254
OG0000001	Prav	Praa.g_01351	Prav.g_01458
OG0000001	Prag	Praa.g_01351	Prag.g_01374
OG0000001	Praw	Praa.g_01351	Praw.g_01000
OG0000001	Pras	Praa.g_01351	Pras.g_00235
OG0000001	Prau	Praa.g_01351	Prau.g_01394
OG0000001	Prad	Praa.g_01351	Prad.g_00609
OG0000001	Pray	Praa.g_01351	Pray.g_01844
OG0000001	Praz	Praa.g_01351	Praz.g_01154
OG0000001	Prba	Praa.g_01351	Prba.g_00211
OG0000001	Prai	Praa.g_01351	Prai.g_01235, Prai.g_01356
OG0000001	Prac	Praa.g_01351	Prac.g_00202
OG0000001	Praq	Praa.g_01351	Praq.g_00160
OG0000001	Prar	Praa.g_01351	Prar.g_00926
OG0000001	Prbd	Praa.g_01351	Prbd.g_01779
OG0000001	Prae	Praa.g_01351	Prae.g_01353
OG0000001	Pral	Praa.g_01220, Praa.g_01222	Pral.g_01296
OG0000001	Prbb	Praa.g_01220, Praa.g_01222	Prbb.g_01157
OG0000001	Praj	Praa.g_01220, Praa.g_01222	Praj.g_01112
OG0000001	Prbm	Praa.g_01220, Praa.g_01222	Prbm.g_01426
OG0000001	Prao	Praa.g_01220, Praa.g_01222	Prao.g_01852
OG0000001	Prbi	Praa.g_01220, Praa.g_01222	Prbi.g_01270
OG0000001	Prai	Praa.g_01220, Praa.g_01222	Prai.g_01236
OG0000001	Prad	Praa.g_01220, Praa.g_01222	Prad.g_01434, Prad.g_01994
OG0000001	Prae	Praa.g_01220, Praa.g_01222	Prae.g_01236, Prae.g_01223, Prae.g_01224
OG0000001	Prag	Praa.g_01220, Praa.g_01222	Prag.g_00764, Prag.g_01216, Prag.g_01215
OG0000001	Praw	Praa.g_01220, Praa.g_01222	Praw.g_01739, Praw.g_01951
OG0000001	Prav	Praa.g_01220, Praa.g_01222	Prav.g_00962, Prav.g_01820, Prav.g_02007
OG0000001	Prax	Praa.g_01220, Praa.g_01222	Prax.g_00522
OG0000001	Prab	Praa.g_01220, Praa.g_01222	Prab.g_00788
OG0000001	Pran	Praa.g_01220, Praa.g_01222	Pran.g_01395
OG0000001	Prac	Praa.g_01220, Praa.g_01222	Prac.g_00924
OG0000001	Prar	Praa.g_01220, Praa.g_01222	Prar.g_01202
OG0000001	Praq	Praa.g_01220, Praa.g_01222	Praq.g_01394
OG0000001	Pray	Praa.g_01220, Praa.g_01222	Pray.g_00247, Pray.g_00246
OG0000001	Praz	Praa.g_01220, Praa.g_01222	Praz.g_01939, Praz.g_01940
OG0000001	Prba	Praa.g_01220, Praa.g_01222	Prba.g_01081, Prba.g_01080
OG0000001	Prbd	Praa.g_01220, Praa.g_01222	Prbd.g_01930
OG0000001	Pras	Praa.g_01220, Praa.g_01222	Pras.g_00118, Pras.g_00120
OG0000001	Prau	Praa.g_01220, Praa.g_01222	Prau.g_01267, Prau.g_01269
OG0000002	Syai	Praa.g_01359, Praa.g_00678	Syai.g_01728
OG0000002	Syam	Praa.g_01359, Praa.g_00678	Syam.g_00931
OG0000002	Syad	Praa.g_01359, Praa.g_00678	Syad.g_00619
OG0000002	Syaj	Praa.g_01359, Praa.g_00678	Syaj.g_02667
OG0000002	Syab	Praa.g_01359, Praa.g_00678	Syab.g_02285
OG0000002	Syac	Praa.g_01359, Praa.g_00678	Syac.g_01084
OG0000002	Syah	Praa.g_01359, Praa.g_00678	Syah.g_01829
OG0000002	Prbj	Praa.g_01359	Prbj.g_02517
OG0000002	Prbk	Praa.g_01359	Prbk.g_02574
OG0000002	Prbl	Praa.g_01359	Prbl.g_01582
OG0000002	Praf	Praa.g_01359	Praf.g_01631
OG0000002	Prah	Praa.g_01359	Prah.g_00562
OG0000002	Praj	Praa.g_01359	Praj.g_00832
OG0000002	Prbc	Praa.g_01359	Prbc.g_01920
OG0000002	Prbb	Praa.g_01359	Prbb.g_00844
OG0000002	Prbm	Praa.g_01359	Prbm.g_00874
OG0000002	Prak	Praa.g_01359	Prak.g_00908, Prak.g_00913
OG0000002	Prap	Praa.g_01359	Prap.g_00720, Prap.g_00715
OG0000002	Prbe	Praa.g_01359	Prbe.g_01285, Prbe.g_01290
OG0000002	Prbf	Praa.g_01359	Prbf.g_01182, Prbf.g_01177
OG0000002	Prbg	Praa.g_01359	Prbg.g_01222, Prbg.g_01227
OG0000002	Prbn	Praa.g_01359	Prbn.g_01483, Prbn.g_01478
OG0000002	Pram	Praa.g_01359	Pram.g_00873, Pram.g_00879
OG0000002	Prbh	Praa.g_01359	Prbh.g_01016, Prbh.g_01022
OG0000002	Pral	Praa.g_01359	Pral.g_01549, Pral.g_01554
OG0000002	Prat	Praa.g_01359	Prat.g_00977
OG0000002	Prav	Praa.g_01359	Prav.g_01466
OG0000002	Prag	Praa.g_01359	Prag.g_01382
OG0000002	Praw	Praa.g_01359	Praw.g_01009
OG0000002	Prad	Praa.g_01359	Prad.g_00601
OG0000002	Prai	Praa.g_01359	Prai.g_01363
OG0000002	Pras	Praa.g_01359	Pras.g_00243
OG0000002	Prau	Praa.g_01359	Prau.g_01402
OG0000002	Prax	Praa.g_01359	Prax.g_01870
OG0000002	Prbd	Praa.g_01359	Prbd.g_01771
OG0000002	Pray	Praa.g_01359	Pray.g_01836
OG0000002	Praz	Praa.g_01359	Praz.g_01146
OG0000002	Prba	Praa.g_01359	Prba.g_00203
OG0000002	Prbi	Praa.g_01359	Prbi.g_01432
OG0000002	Prac	Praa.g_01359	Prac.g_00210
OG0000002	Praq	Praa.g_01359	Praq.g_00168
OG0000002	Prar	Praa.g_01359	Prar.g_00918
OG0000002	Prae	Praa.g_01359	Prae.g_01361
OG0000002	Prao	Praa.g_01359	Prao.g_01246
OG0000002	Prbj	Praa.g_00678	Prbj.g_00030
OG0000002	Prbk	Praa.g_00678	Prbk.g_01649
OG0000002	Prbl	Praa.g_00678	Prbl.g_01092
OG0000002	Praf	Praa.g_00678	Praf.g_00948
OG0000002	Prah	Praa.g_00678	Prah.g_01226
OG0000002	Praj	Praa.g_00678	Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492, Praj.g_00670
OG0000002	Prbb	Praa.g_00678	Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549, Prbb.g_00683
OG0000002	Prbm	Praa.g_00678	Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581, Prbm.g_00712
OG0000002	Prbc	Praa.g_00678	Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478, Prbc.g_01759
OG0000002	Pral	Praa.g_00678	Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052, Pral.g_01764
OG0000002	Prat	Praa.g_00678	Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462, Prat.g_00751
OG0000002	Prak	Praa.g_00678	Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207, Prak.g_01494, Prak.g_00805
OG0000002	Prap	Praa.g_00678	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823
OG0000002	Prbe	Praa.g_00678	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452
OG0000002	Prbf	Praa.g_00678	Prbf.g_00888, Prbf.g_00089, Prbf.g_00890, Prbf.g_00883, Prbf.g_00260, Prbf.g_01285
OG0000002	Prbg	Praa.g_00678	Prbg.g_01516, Prbg.g_00523, Prbg.g_01514, Prbg.g_01521, Prbg.g_00694, Prbg.g_01119
OG0000002	Prbn	Praa.g_00678	Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154, Prbn.g_00879, Prbn.g_01586
OG0000002	Pram	Praa.g_00678	Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278, Pram.g_00768
OG0000002	Prbh	Praa.g_00678	Prbh.g_01313, Prbh.g_00006, Prbh.g_01311, Prbh.g_01317, Prbh.g_00199, Prbh.g_00912
OG0000002	Prag	Praa.g_00678	Prag.g_00656
OG0000002	Praw	Praa.g_00678	Praw.g_01844
OG0000002	Prav	Praa.g_00678	Prav.g_01276
OG0000002	Prab	Praa.g_00678	Prab.g_00683
OG0000002	Pran	Praa.g_00678	Pran.g_01500
OG0000002	Prai	Praa.g_00678	Prai.g_00707
OG0000002	Prac	Praa.g_00678	Prac.g_00693
OG0000002	Praq	Praa.g_00678	Praq.g_00807
OG0000002	Prar	Praa.g_00678	Prar.g_01508
OG0000002	Pras	Praa.g_00678	Pras.g_01554
OG0000002	Prau	Praa.g_00678	Prau.g_00718
OG0000002	Prao	Praa.g_00678	Prao.g_00116
OG0000002	Pray	Praa.g_00678	Pray.g_01085
OG0000002	Praz	Praa.g_00678	Praz.g_01652
OG0000002	Prba	Praa.g_00678	Prba.g_01639
OG0000002	Prbd	Praa.g_00678	Prbd.g_00566
OG0000002	Prad	Praa.g_00678	Prad.g_01252
OG0000002	Prae	Praa.g_00678	Prae.g_00652
OG0000002	Prax	Praa.g_00678	Prax.g_00964
OG0000002	Prbi	Praa.g_00678	Prbi.g_00681
OG0000004	Syaq	Praa.g_00695	Syaq.g_02603
OG0000004	Praj	Praa.g_00695	Praj.g_01396
OG0000004	Prbc	Praa.g_00695	Prbc.g_01381
OG0000004	Prbm	Praa.g_00695	Prbm.g_01483
OG0000004	Prbb	Praa.g_00695	Prbb.g_01450
OG0000004	Syan	Praa.g_00695	Syan.g_00183
OG0000004	Syar	Praa.g_00695	Syar.g_02051
OG0000004	Syas	Praa.g_00695	Syas.g_00176
OG0000004	Syao	Praa.g_00695	Syao.g_02374
OG0000004	Syae	Praa.g_00695	Syae.g_00779
OG0000004	Syac	Praa.g_00695	Syac.g_00898
OG0000004	Syah	Praa.g_00695	Syah.g_02017
OG0000004	Syam	Praa.g_00695	Syam.g_00787
OG0000004	Syai	Praa.g_00695	Syai.g_01994
OG0000004	Syaf	Praa.g_00695	Syaf.g_01455
OG0000004	Syaa	Praa.g_00695	Syaa.g_00892
OG0000004	Syad	Praa.g_00695	Syad.g_01304
OG0000004	Syaj	Praa.g_00695	Syaj.g_00441
OG0000004	Syab	Praa.g_00695	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Praa.g_00695	Syak.g_01219, Syak.g_00720
