Orthogroup	Species	Syai	Orthologs
OG0000001	Syaq	Syai.g_01729	Syaq.g_02178, Syaq.g_02413
OG0000001	Syan	Syai.g_01729	Syan.g_01149
OG0000001	Syat	Syai.g_01729	Syat.g_01540
OG0000001	Syac	Syai.g_01729	Syac.g_02169
OG0000001	Syah	Syai.g_01729	Syah.g_00710
OG0000001	Syaa	Syai.g_01729	Syaa.g_02329
OG0000001	Syae	Syai.g_01729	Syae.g_02055
OG0000001	Syaj	Syai.g_01729	Syaj.g_02660
OG0000001	Syad	Syai.g_01729	Syad.g_01238
OG0000001	Syaf	Syai.g_01729	Syaf.g_01634
OG0000001	Syam	Syai.g_01729	Syam.g_00929
OG0000002	Prbj	Syai.g_01728	Prbj.g_02517, Prbj.g_00030
OG0000002	Prbk	Syai.g_01728	Prbk.g_02574, Prbk.g_01649
OG0000002	Prbl	Syai.g_01728	Prbl.g_01582, Prbl.g_01092
OG0000002	Praf	Syai.g_01728	Praf.g_01631, Praf.g_00948
OG0000002	Prah	Syai.g_01728	Prah.g_00562, Prah.g_01226
OG0000002	Praj	Syai.g_01728	Praj.g_00832, Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492, Praj.g_00670
OG0000002	Prbc	Syai.g_01728	Prbc.g_01920, Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478, Prbc.g_01759
OG0000002	Prbb	Syai.g_01728	Prbb.g_00844, Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549, Prbb.g_00683
OG0000002	Prbm	Syai.g_01728	Prbm.g_00874, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581, Prbm.g_00712
OG0000002	Prak	Syai.g_01728	Prak.g_00908, Prak.g_00913, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207, Prak.g_01494, Prak.g_00805
OG0000002	Prap	Syai.g_01728	Prap.g_00720, Prap.g_00715, Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823
OG0000002	Prbe	Syai.g_01728	Prbe.g_01285, Prbe.g_01290, Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452
OG0000002	Prbf	Syai.g_01728	Prbf.g_01182, Prbf.g_01177, Prbf.g_00888, Prbf.g_00089, Prbf.g_00890, Prbf.g_00883, Prbf.g_00260, Prbf.g_01285
OG0000002	Prbg	Syai.g_01728	Prbg.g_01222, Prbg.g_01227, Prbg.g_01516, Prbg.g_00523, Prbg.g_01514, Prbg.g_01521, Prbg.g_00694, Prbg.g_01119
OG0000002	Prbn	Syai.g_01728	Prbn.g_01483, Prbn.g_01478, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154, Prbn.g_00879, Prbn.g_01586
OG0000002	Pram	Syai.g_01728	Pram.g_00873, Pram.g_00879, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278, Pram.g_00768
OG0000002	Prbh	Syai.g_01728	Prbh.g_01016, Prbh.g_01022, Prbh.g_01313, Prbh.g_00006, Prbh.g_01311, Prbh.g_01317, Prbh.g_00199, Prbh.g_00912
OG0000002	Pral	Syai.g_01728	Pral.g_01549, Pral.g_01554, Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052, Pral.g_01764
OG0000002	Prat	Syai.g_01728	Prat.g_00977, Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462, Prat.g_00751
OG0000002	Prav	Syai.g_01728	Prav.g_01466, Prav.g_01276
OG0000002	Prag	Syai.g_01728	Prag.g_01382, Prag.g_00656
OG0000002	Praw	Syai.g_01728	Praw.g_01009, Praw.g_01844
OG0000002	Prad	Syai.g_01728	Prad.g_00601, Prad.g_01252
OG0000002	Prai	Syai.g_01728	Prai.g_01363, Prai.g_00707
OG0000002	Pras	Syai.g_01728	Pras.g_00243, Pras.g_01554
OG0000002	Prau	Syai.g_01728	Prau.g_01402, Prau.g_00718
OG0000002	Prax	Syai.g_01728	Prax.g_01870, Prax.g_00964
OG0000002	Prbd	Syai.g_01728	Prbd.g_01771, Prbd.g_00566
OG0000002	Pray	Syai.g_01728	Pray.g_01836, Pray.g_01085
OG0000002	Praz	Syai.g_01728	Praz.g_01146, Praz.g_01652
OG0000002	Prba	Syai.g_01728	Prba.g_00203, Prba.g_01639
OG0000002	Prbi	Syai.g_01728	Prbi.g_01432, Prbi.g_00681
OG0000002	Prac	Syai.g_01728	Prac.g_00210, Prac.g_00693
OG0000002	Praq	Syai.g_01728	Praq.g_00168, Praq.g_00807
OG0000002	Prar	Syai.g_01728	Prar.g_00918, Prar.g_01508
OG0000002	Prae	Syai.g_01728	Prae.g_01361, Prae.g_00652
OG0000002	Praa	Syai.g_01728	Praa.g_01359, Praa.g_00678
OG0000002	Prao	Syai.g_01728	Prao.g_01246, Prao.g_00116
OG0000002	Prab	Syai.g_01728	Prab.g_00683
OG0000002	Pran	Syai.g_01728	Pran.g_01500
OG0000002	Syad	Syai.g_01728	Syad.g_00619
OG0000002	Syaj	Syai.g_01728	Syaj.g_02667
OG0000002	Syab	Syai.g_01728	Syab.g_02285
OG0000002	Syac	Syai.g_01728	Syac.g_01084
OG0000002	Syah	Syai.g_01728	Syah.g_01829
OG0000002	Syam	Syai.g_01728	Syam.g_00931
OG0000004	Syaq	Syai.g_01994	Syaq.g_02603
OG0000004	Praj	Syai.g_01994	Praj.g_01396
OG0000004	Prbc	Syai.g_01994	Prbc.g_01381
OG0000004	Prbm	Syai.g_01994	Prbm.g_01483
OG0000004	Prbb	Syai.g_01994	Prbb.g_01450
OG0000004	Syan	Syai.g_01994	Syan.g_00183
OG0000004	Syar	Syai.g_01994	Syar.g_02051
OG0000004	Syas	Syai.g_01994	Syas.g_00176
OG0000004	Syao	Syai.g_01994	Syao.g_02374
OG0000004	Prbj	Syai.g_01994	Prbj.g_00754
OG0000004	Prbk	Syai.g_01994	Prbk.g_01760
OG0000004	Prbl	Syai.g_01994	Prbl.g_00021
OG0000004	Praf	Syai.g_01994	Praf.g_01121
OG0000004	Prah	Syai.g_01994	Prah.g_01022
OG0000004	Prab	Syai.g_01994	Prab.g_00700
OG0000004	Pran	Syai.g_01994	Pran.g_01483
OG0000004	Prai	Syai.g_01994	Prai.g_00724
OG0000004	Prad	Syai.g_01994	Prad.g_01269
OG0000004	Praa	Syai.g_01994	Praa.g_00695
OG0000004	Pray	Syai.g_01994	Pray.g_01068
OG0000004	Praz	Syai.g_01994	Praz.g_01635
OG0000004	Prba	Syai.g_01994	Prba.g_01622
OG0000004	Prax	Syai.g_01994	Prax.g_00947
OG0000004	Prag	Syai.g_01994	Prag.g_00673
OG0000004	Praw	Syai.g_01994	Praw.g_01827
OG0000004	Prac	Syai.g_01994	Prac.g_00676
OG0000004	Praq	Syai.g_01994	Praq.g_00824
OG0000004	Prar	Syai.g_01994	Prar.g_01525
OG0000004	Prae	Syai.g_01994	Prae.g_00669
OG0000004	Prbd	Syai.g_01994	Prbd.g_00549
OG0000004	Prav	Syai.g_01994	Prav.g_01293
OG0000004	Prao	Syai.g_01994	Prao.g_00133
OG0000004	Prbi	Syai.g_01994	Prbi.g_00698
OG0000004	Pras	Syai.g_01994	Pras.g_01571
OG0000004	Prau	Syai.g_01994	Prau.g_00735
OG0000004	Pral	Syai.g_01994	Pral.g_01743
OG0000004	Prat	Syai.g_01994	Prat.g_00772
OG0000004	Prak	Syai.g_01994	Prak.g_00826
OG0000004	Prap	Syai.g_01994	Prap.g_00802
OG0000004	Prbe	Syai.g_01994	Prbe.g_01203
OG0000004	Prbf	Syai.g_01994	Prbf.g_01264
OG0000004	Prbg	Syai.g_01994	Prbg.g_01140
OG0000004	Prbn	Syai.g_01994	Prbn.g_01565
OG0000004	Pram	Syai.g_01994	Pram.g_00789
OG0000004	Prbh	Syai.g_01994	Prbh.g_00933
OG0000004	Syab	Syai.g_01994	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Syai.g_01994	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Syai.g_01994	Syag.g_00988
OG0000004	Syal	Syai.g_01994	Syal.g_01809
OG0000004	Syae	Syai.g_01994	Syae.g_00779
OG0000004	Syaa	Syai.g_01994	Syaa.g_00892
OG0000004	Syad	Syai.g_01994	Syad.g_01304
OG0000004	Syaj	Syai.g_01994	Syaj.g_00441
OG0000004	Syac	Syai.g_01994	Syac.g_00898
OG0000004	Syah	Syai.g_01994	Syah.g_02017
OG0000004	Syam	Syai.g_01994	Syam.g_00787
OG0000004	Syaf	Syai.g_01994	Syaf.g_01455
OG0000004	Praf	Syai.g_01062, Syai.g_00530	Praf.g_00743
OG0000004	Prah	Syai.g_01062, Syai.g_00530	Prah.g_01413
OG0000004	Prbj	Syai.g_01062, Syai.g_00530	Prbj.g_01777
OG0000004	Prbk	Syai.g_01062, Syai.g_00530	Prbk.g_01134
OG0000004	Prbl	Syai.g_01062, Syai.g_00530	Prbl.g_01771
OG0000004	Prbm	Syai.g_01062, Syai.g_00530	Prbm.g_00291
OG0000004	Praj	Syai.g_01062, Syai.g_00530	Praj.g_00271
OG0000004	Prbb	Syai.g_01062, Syai.g_00530	Prbb.g_00288
OG0000004	Prbc	Syai.g_01062, Syai.g_00530	Prbc.g_00339
OG0000004	Pram	Syai.g_01062, Syai.g_00530	Pram.g_00219
OG0000004	Prbh	Syai.g_01062, Syai.g_00530	Prbh.g_00548
OG0000004	Prak	Syai.g_01062, Syai.g_00530	Prak.g_00248
OG0000004	Prap	Syai.g_01062, Syai.g_00530	Prap.g_01480
OG0000004	Prbe	Syai.g_01062, Syai.g_00530	Prbe.g_01784
OG0000004	Prbf	Syai.g_01062, Syai.g_00530	Prbf.g_01570
OG0000004	Prbg	Syai.g_01062, Syai.g_00530	Prbg.g_01014
OG0000004	Prbn	Syai.g_01062, Syai.g_00530	Prbn.g_00318
OG0000004	Prat	Syai.g_01062, Syai.g_00530	Prat.g_00236
OG0000004	Pral	Syai.g_01062, Syai.g_00530	Pral.g_00809
OG0000004	Prac	Syai.g_01062, Syai.g_00530	Prac.g_01698
OG0000004	Praq	Syai.g_01062, Syai.g_00530	Praq.g_01770
OG0000004	Prar	Syai.g_01062, Syai.g_00530	Prar.g_00095
OG0000004	Prav	Syai.g_01062, Syai.g_00530	Prav.g_00806
OG0000004	Prai	Syai.g_01062, Syai.g_00530	Prai.g_00243
OG0000004	Prab	Syai.g_01062, Syai.g_00530	Prab.g_00223
OG0000004	Pran	Syai.g_01062, Syai.g_00530	Pran.g_00200
OG0000004	Prag	Syai.g_01062, Syai.g_00530	Prag.g_00225
OG0000004	Praw	Syai.g_01062, Syai.g_00530	Praw.g_01203
OG0000004	Praa	Syai.g_01062, Syai.g_00530	Praa.g_00232
OG0000004	Pras	Syai.g_01062, Syai.g_00530	Pras.g_01084
OG0000004	Prau	Syai.g_01062, Syai.g_00530	Prau.g_00233
OG0000004	Prae	Syai.g_01062, Syai.g_00530	Prae.g_00235
OG0000004	Prax	Syai.g_01062, Syai.g_00530	Prax.g_00986
OG0000004	Pray	Syai.g_01062, Syai.g_00530	Pray.g_00713
OG0000004	Praz	Syai.g_01062, Syai.g_00530	Praz.g_00592
OG0000004	Prba	Syai.g_01062, Syai.g_00530	Prba.g_00451
OG0000004	Prbd	Syai.g_01062, Syai.g_00530	Prbd.g_01007
OG0000004	Prbi	Syai.g_01062, Syai.g_00530	Prbi.g_00256
OG0000004	Prad	Syai.g_01062, Syai.g_00530	Prad.g_01759
OG0000004	Prao	Syai.g_01062, Syai.g_00530	Prao.g_00370
OG0000004	Syar	Syai.g_01062	Syar.g_02225
OG0000004	Syan	Syai.g_01062	Syan.g_00989
OG0000004	Syao	Syai.g_01062	Syao.g_01007
OG0000004	Syas	Syai.g_01062	Syas.g_00174, Syas.g_00311
OG0000004	Syak	Syai.g_01062	Syak.g_00003
OG0000004	Syab	Syai.g_01062	Syab.g_01911
OG0000004	Syal	Syai.g_01062	Syal.g_02718
OG0000004	Syaq	Syai.g_01062	Syaq.g_02042
OG0000004	Syaa	Syai.g_01062	Syaa.g_01667
OG0000004	Syae	Syai.g_01062	Syae.g_00042
OG0000004	Syad	Syai.g_01062	Syad.g_02184
OG0000004	Syaj	Syai.g_01062	Syaj.g_01314
OG0000004	Syag	Syai.g_01062	Syag.g_00370
OG0000004	Syac	Syai.g_01062	Syac.g_00948
OG0000004	Syah	Syai.g_01062	Syah.g_01967
OG0000004	Syaf	Syai.g_01062	Syaf.g_02351
OG0000004	Syam	Syai.g_01062	Syam.g_01499
OG0000004	Syap	Syai.g_00530	Syap.g_01987
OG0000004	Syar	Syai.g_00530	Syar.g_00842
OG0000004	Syas	Syai.g_00530	Syas.g_00072
OG0000004	Syag	Syai.g_00530	Syag.g_01790
OG0000004	Syaq	Syai.g_00530	Syaq.g_01567
OG0000004	Syak	Syai.g_00530	Syak.g_02297
OG0000004	Syab	Syai.g_00530	Syab.g_02377
OG0000004	Syal	Syai.g_00530	Syal.g_00691
OG0000004	Syad	Syai.g_00530	Syad.g_00810
OG0000004	Syaj	Syai.g_00530	Syaj.g_02853
OG0000004	Syae	Syai.g_00530	Syae.g_02231
OG0000004	Syaa	Syai.g_00530	Syaa.g_02116
OG0000004	Syac	Syai.g_00530	Syac.g_01975
OG0000004	Syah	Syai.g_00530	Syah.g_00901
OG0000004	Syaf	Syai.g_00530	Syaf.g_02794
OG0000004	Syam	Syai.g_00530	Syam.g_00501
OG0000005	Prav	Syai.g_02393	Prav.g_01774
OG0000005	Prag	Syai.g_02393	Prag.g_01682
OG0000005	Praw	Syai.g_02393	Praw.g_00528
OG0000005	Prad	Syai.g_02393	Prad.g_00928
OG0000005	Prae	Syai.g_02393	Prae.g_01636
OG0000005	Prax	Syai.g_02393	Prax.g_01546
OG0000005	Prau	Syai.g_02393	Prau.g_01745
OG0000005	Pras	Syai.g_02393	Pras.g_00563
OG0000005	Prbd	Syai.g_02393	Prbd.g_01512
OG0000005	Prao	Syai.g_02393	Prao.g_01565
OG0000005	Prac	Syai.g_02393	Prac.g_00612
OG0000005	Praq	Syai.g_02393	Praq.g_00484
OG0000005	Prar	Syai.g_02393	Prar.g_01130
OG0000005	Prbi	Syai.g_02393	Prbi.g_01800
OG0000005	Praa	Syai.g_02393	Praa.g_01648
OG0000005	Pray	Syai.g_02393	Pray.g_01546
OG0000005	Praz	Syai.g_02393	Praz.g_00864
OG0000005	Prba	Syai.g_02393	Prba.g_00607
OG0000005	Prab	Syai.g_02393	Prab.g_01682
OG0000005	Pran	Syai.g_02393	Pran.g_00983
OG0000005	Prai	Syai.g_02393	Prai.g_01651
OG0000005	Prbc	Syai.g_02393	Prbc.g_00098
OG0000005	Praj	Syai.g_02393	Praj.g_01349
OG0000005	Prbb	Syai.g_02393	Prbb.g_01393
OG0000005	Syab	Syai.g_02393	Syab.g_02289
OG0000005	Syal	Syai.g_02393	Syal.g_00606
OG0000005	Syag	Syai.g_02393	Syag.g_01708
OG0000005	Syak	Syai.g_02393	Syak.g_02401
OG0000005	Syaq	Syai.g_02393	Syaq.g_01658
OG0000005	Syar	Syai.g_02393	Syar.g_02952
OG0000005	Syan	Syai.g_02393	Syan.g_01423
OG0000005	Syao	Syai.g_02393	Syao.g_01680
OG0000005	Syap	Syai.g_02393	Syap.g_01773
OG0000005	Syas	Syai.g_02393	Syas.g_02665
OG0000005	Syat	Syai.g_02393	Syat.g_03065
OG0000005	Syad	Syai.g_02393	Syad.g_02639
OG0000005	Syaj	Syai.g_02393	Syaj.g_01736
OG0000005	Syae	Syai.g_02393	Syae.g_01179
OG0000005	Syac	Syai.g_02393	Syac.g_00527
OG0000005	Syah	Syai.g_02393	Syah.g_02403
OG0000005	Syaa	Syai.g_02393	Syaa.g_00534
OG0000005	Syam	Syai.g_02393	Syam.g_02004
OG0000005	Syaf	Syai.g_02393	Syaf.g_01017
OG0000005	Praf	Syai.g_02356	Praf.g_00503
OG0000005	Prah	Syai.g_02356	Prah.g_01652
OG0000005	Prbj	Syai.g_02356	Prbj.g_00883
OG0000005	Prbk	Syai.g_02356	Prbk.g_00933
OG0000005	Prbl	Syai.g_02356	Prbl.g_00419
OG0000005	Pral	Syai.g_02356	Pral.g_01075
OG0000005	Prat	Syai.g_02356	Prat.g_01440
OG0000005	Prak	Syai.g_02356	Prak.g_01474
OG0000005	Prap	Syai.g_02356	Prap.g_00204
OG0000005	Prbe	Syai.g_02356	Prbe.g_00228
OG0000005	Prbf	Syai.g_02356	Prbf.g_00240
OG0000005	Prbg	Syai.g_02356	Prbg.g_00674
OG0000005	Prbn	Syai.g_02356	Prbn.g_00899
OG0000005	Pram	Syai.g_02356	Pram.g_01295
OG0000005	Prbh	Syai.g_02356	Prbh.g_00182
OG0000005	Prac	Syai.g_02356	Prac.g_00335
OG0000005	Praq	Syai.g_02356	Praq.g_00370
OG0000005	Prar	Syai.g_02356	Prar.g_00771
OG0000005	Praa	Syai.g_02356	Praa.g_01553
OG0000005	Prad	Syai.g_02356	Prad.g_00438
OG0000005	Prae	Syai.g_02356	Prae.g_01535
OG0000005	Prag	Syai.g_02356	Prag.g_01566
OG0000005	Praw	Syai.g_02356	Praw.g_00413
OG0000005	Prax	Syai.g_02356	Prax.g_01652
OG0000005	Pray	Syai.g_02356	Pray.g_01646
OG0000005	Praz	Syai.g_02356	Praz.g_00965
OG0000005	Prba	Syai.g_02356	Prba.g_00312
OG0000005	Prbi	Syai.g_02356	Prbi.g_01666
OG0000005	Prao	Syai.g_02356	Prao.g_01472
OG0000005	Prav	Syai.g_02356	Prav.g_01654
OG0000005	Prbd	Syai.g_02356	Prbd.g_01612
OG0000005	Pras	Syai.g_02356	Pras.g_00429
OG0000005	Prau	Syai.g_02356	Prau.g_01607
OG0000005	Prab	Syai.g_02356	Prab.g_01542
OG0000005	Pran	Syai.g_02356	Pran.g_00657
OG0000005	Prai	Syai.g_02356	Prai.g_01538
OG0000005	Syap	Syai.g_02356	Syap.g_01218
OG0000005	Syat	Syai.g_02356	Syat.g_03105
OG0000005	Syas	Syai.g_02356	Syas.g_02704
OG0000005	Prbc	Syai.g_02356	Prbc.g_00788
OG0000005	Praj	Syai.g_02356	Praj.g_01712
OG0000005	Prbb	Syai.g_02356	Prbb.g_01766
OG0000005	Prbm	Syai.g_02356	Prbm.g_01790
OG0000005	Syar	Syai.g_02356	Syar.g_02909
OG0000005	Syaq	Syai.g_02356	Syaq.g_01692
OG0000005	Syad	Syai.g_02356	Syad.g_02596
OG0000005	Syaj	Syai.g_02356	Syaj.g_01698
OG0000005	Syan	Syai.g_02356	Syan.g_01378
OG0000005	Syao	Syai.g_02356	Syao.g_01578
OG0000005	Syae	Syai.g_02356	Syae.g_01143
OG0000005	Syah	Syai.g_02356	Syah.g_02363
OG0000005	Syaa	Syai.g_02356	Syaa.g_00573
OG0000005	Syab	Syai.g_02356	Syab.g_02232
OG0000005	Syac	Syai.g_02356	Syac.g_00569
OG0000005	Syaf	Syai.g_02356	Syaf.g_01057
OG0000005	Syag	Syai.g_02356	Syag.g_01667
