Orthogroup	Species	Syaf	Orthologs
OG0000004	Prae	Syaf.g_02351, Syaf.g_02794	Prae.g_00235
OG0000004	Prax	Syaf.g_02351, Syaf.g_02794	Prax.g_00986
OG0000004	Pray	Syaf.g_02351, Syaf.g_02794	Pray.g_00713
OG0000004	Praz	Syaf.g_02351, Syaf.g_02794	Praz.g_00592
OG0000004	Prba	Syaf.g_02351, Syaf.g_02794	Prba.g_00451
OG0000004	Prbd	Syaf.g_02351, Syaf.g_02794	Prbd.g_01007
OG0000004	Prbi	Syaf.g_02351, Syaf.g_02794	Prbi.g_00256
OG0000004	Prad	Syaf.g_02351, Syaf.g_02794	Prad.g_01759
OG0000004	Prao	Syaf.g_02351, Syaf.g_02794	Prao.g_00370
OG0000004	Syar	Syaf.g_02351	Syar.g_02225
OG0000004	Syan	Syaf.g_02351	Syan.g_00989
OG0000004	Syao	Syaf.g_02351	Syao.g_01007
OG0000004	Syas	Syaf.g_02351	Syas.g_00174, Syas.g_00311
OG0000004	Syak	Syaf.g_02351	Syak.g_00003
OG0000004	Syab	Syaf.g_02351	Syab.g_01911
OG0000004	Syal	Syaf.g_02351	Syal.g_02718
OG0000004	Syaq	Syaf.g_02351	Syaq.g_02042
OG0000004	Syaa	Syaf.g_02351	Syaa.g_01667
OG0000004	Syae	Syaf.g_02351	Syae.g_00042
OG0000004	Syad	Syaf.g_02351	Syad.g_02184
OG0000004	Syaj	Syaf.g_02351	Syaj.g_01314
OG0000004	Syag	Syaf.g_02351	Syag.g_00370
OG0000004	Syac	Syaf.g_02351	Syac.g_00948
OG0000004	Syah	Syaf.g_02351	Syah.g_01967
OG0000004	Syai	Syaf.g_02351	Syai.g_01062
OG0000004	Syam	Syaf.g_02351	Syam.g_01499
OG0000004	Syap	Syaf.g_02794	Syap.g_01987
OG0000004	Syar	Syaf.g_02794	Syar.g_00842
OG0000004	Syas	Syaf.g_02794	Syas.g_00072
OG0000004	Syag	Syaf.g_02794	Syag.g_01790
OG0000004	Syaq	Syaf.g_02794	Syaq.g_01567
OG0000004	Syak	Syaf.g_02794	Syak.g_02297
OG0000004	Syab	Syaf.g_02794	Syab.g_02377
OG0000004	Syal	Syaf.g_02794	Syal.g_00691
OG0000004	Syad	Syaf.g_02794	Syad.g_00810
OG0000004	Syaj	Syaf.g_02794	Syaj.g_02853
OG0000004	Syae	Syaf.g_02794	Syae.g_02231
OG0000004	Syaa	Syaf.g_02794	Syaa.g_02116
OG0000004	Syac	Syaf.g_02794	Syac.g_01975
OG0000004	Syah	Syaf.g_02794	Syah.g_00901
OG0000004	Syai	Syaf.g_02794	Syai.g_00530
OG0000004	Syam	Syaf.g_02794	Syam.g_00501
OG0000005	Prav	Syaf.g_01017	Prav.g_01774
OG0000005	Prag	Syaf.g_01017	Prag.g_01682
OG0000005	Praw	Syaf.g_01017	Praw.g_00528
OG0000005	Prad	Syaf.g_01017	Prad.g_00928
OG0000005	Prae	Syaf.g_01017	Prae.g_01636
OG0000005	Prax	Syaf.g_01017	Prax.g_01546
OG0000005	Prau	Syaf.g_01017	Prau.g_01745
OG0000005	Pras	Syaf.g_01017	Pras.g_00563
OG0000005	Prbd	Syaf.g_01017	Prbd.g_01512
OG0000005	Prao	Syaf.g_01017	Prao.g_01565
OG0000005	Prac	Syaf.g_01017	Prac.g_00612
OG0000005	Praq	Syaf.g_01017	Praq.g_00484
OG0000005	Prar	Syaf.g_01017	Prar.g_01130
OG0000005	Prbi	Syaf.g_01017	Prbi.g_01800
OG0000005	Praa	Syaf.g_01017	Praa.g_01648
OG0000005	Pray	Syaf.g_01017	Pray.g_01546
OG0000005	Praz	Syaf.g_01017	Praz.g_00864
OG0000005	Prba	Syaf.g_01017	Prba.g_00607
OG0000005	Prab	Syaf.g_01017	Prab.g_01682
OG0000005	Pran	Syaf.g_01017	Pran.g_00983
OG0000005	Prai	Syaf.g_01017	Prai.g_01651
OG0000005	Prbc	Syaf.g_01017	Prbc.g_00098
OG0000005	Praj	Syaf.g_01017	Praj.g_01349
OG0000005	Prbb	Syaf.g_01017	Prbb.g_01393
OG0000005	Syab	Syaf.g_01017	Syab.g_02289
OG0000005	Syal	Syaf.g_01017	Syal.g_00606
OG0000005	Syag	Syaf.g_01017	Syag.g_01708
OG0000005	Syak	Syaf.g_01017	Syak.g_02401
OG0000005	Syaq	Syaf.g_01017	Syaq.g_01658
OG0000005	Syar	Syaf.g_01017	Syar.g_02952
OG0000005	Syan	Syaf.g_01017	Syan.g_01423
OG0000005	Syao	Syaf.g_01017	Syao.g_01680
OG0000005	Syap	Syaf.g_01017	Syap.g_01773
OG0000005	Syas	Syaf.g_01017	Syas.g_02665
OG0000005	Syat	Syaf.g_01017	Syat.g_03065
OG0000005	Syad	Syaf.g_01017	Syad.g_02639
OG0000005	Syaj	Syaf.g_01017	Syaj.g_01736
OG0000005	Syae	Syaf.g_01017	Syae.g_01179
OG0000005	Syac	Syaf.g_01017	Syac.g_00527
OG0000005	Syah	Syaf.g_01017	Syah.g_02403
OG0000005	Syaa	Syaf.g_01017	Syaa.g_00534
OG0000005	Syam	Syaf.g_01017	Syam.g_02004
OG0000005	Syai	Syaf.g_01017	Syai.g_02393
OG0000005	Praf	Syaf.g_01057	Praf.g_00503
OG0000005	Prah	Syaf.g_01057	Prah.g_01652
OG0000005	Prbj	Syaf.g_01057	Prbj.g_00883
OG0000005	Prbk	Syaf.g_01057	Prbk.g_00933
OG0000005	Prbl	Syaf.g_01057	Prbl.g_00419
OG0000005	Pral	Syaf.g_01057	Pral.g_01075
OG0000005	Prat	Syaf.g_01057	Prat.g_01440
OG0000005	Prak	Syaf.g_01057	Prak.g_01474
OG0000005	Prap	Syaf.g_01057	Prap.g_00204
OG0000005	Prbe	Syaf.g_01057	Prbe.g_00228
OG0000005	Prbf	Syaf.g_01057	Prbf.g_00240
OG0000005	Prbg	Syaf.g_01057	Prbg.g_00674
OG0000005	Prbn	Syaf.g_01057	Prbn.g_00899
OG0000005	Pram	Syaf.g_01057	Pram.g_01295
OG0000005	Prbh	Syaf.g_01057	Prbh.g_00182
OG0000005	Prac	Syaf.g_01057	Prac.g_00335
OG0000005	Praq	Syaf.g_01057	Praq.g_00370
OG0000005	Prar	Syaf.g_01057	Prar.g_00771
OG0000005	Praa	Syaf.g_01057	Praa.g_01553
OG0000005	Prad	Syaf.g_01057	Prad.g_00438
OG0000005	Prae	Syaf.g_01057	Prae.g_01535
OG0000005	Prag	Syaf.g_01057	Prag.g_01566
OG0000005	Praw	Syaf.g_01057	Praw.g_00413
OG0000005	Prax	Syaf.g_01057	Prax.g_01652
OG0000005	Pray	Syaf.g_01057	Pray.g_01646
OG0000005	Praz	Syaf.g_01057	Praz.g_00965
OG0000005	Prba	Syaf.g_01057	Prba.g_00312
OG0000005	Prbi	Syaf.g_01057	Prbi.g_01666
OG0000005	Prao	Syaf.g_01057	Prao.g_01472
OG0000005	Prav	Syaf.g_01057	Prav.g_01654
OG0000005	Prbd	Syaf.g_01057	Prbd.g_01612
OG0000005	Pras	Syaf.g_01057	Pras.g_00429
OG0000005	Prau	Syaf.g_01057	Prau.g_01607
OG0000005	Prab	Syaf.g_01057	Prab.g_01542
OG0000005	Pran	Syaf.g_01057	Pran.g_00657
OG0000005	Prai	Syaf.g_01057	Prai.g_01538
OG0000005	Syap	Syaf.g_01057	Syap.g_01218
OG0000005	Syat	Syaf.g_01057	Syat.g_03105
OG0000005	Syas	Syaf.g_01057	Syas.g_02704
OG0000005	Prbc	Syaf.g_01057	Prbc.g_00788
OG0000005	Praj	Syaf.g_01057	Praj.g_01712
OG0000005	Prbb	Syaf.g_01057	Prbb.g_01766
OG0000005	Prbm	Syaf.g_01057	Prbm.g_01790
OG0000005	Syar	Syaf.g_01057	Syar.g_02909
OG0000005	Syaq	Syaf.g_01057	Syaq.g_01692
OG0000005	Syad	Syaf.g_01057	Syad.g_02596
OG0000005	Syaj	Syaf.g_01057	Syaj.g_01698
OG0000005	Syan	Syaf.g_01057	Syan.g_01378
OG0000005	Syao	Syaf.g_01057	Syao.g_01578
OG0000005	Syae	Syaf.g_01057	Syae.g_01143
OG0000005	Syah	Syaf.g_01057	Syah.g_02363
OG0000005	Syaa	Syaf.g_01057	Syaa.g_00573
OG0000005	Syab	Syaf.g_01057	Syab.g_02232
OG0000005	Syac	Syaf.g_01057	Syac.g_00569
OG0000005	Syag	Syaf.g_01057	Syag.g_01667
OG0000005	Syai	Syaf.g_01057	Syai.g_02356
OG0000005	Syak	Syaf.g_01057	Syak.g_02436
OG0000005	Syal	Syaf.g_01057	Syal.g_00565
OG0000005	Syam	Syaf.g_01057	Syam.g_01970
OG0000005	Syaq	Syaf.g_01352, Syaf.g_01732	Syaq.g_00236
OG0000005	Syab	Syaf.g_01352, Syaf.g_01732	Syab.g_00981
OG0000005	Syal	Syaf.g_01352, Syaf.g_01732	Syal.g_01664
OG0000005	Syat	Syaf.g_01352, Syaf.g_01732	Syat.g_01038
OG0000005	Syar	Syaf.g_01352, Syaf.g_01732	Syar.g_01752
OG0000005	Syan	Syaf.g_01352, Syaf.g_01732	Syan.g_00449
OG0000005	Syao	Syaf.g_01352, Syaf.g_01732	Syao.g_01210
OG0000005	Syad	Syaf.g_01352, Syaf.g_01732	Syad.g_02028
OG0000005	Syaj	Syaf.g_01352, Syaf.g_01732	Syaj.g_01155
OG0000005	Syac	Syaf.g_01352, Syaf.g_01732	Syac.g_01087
OG0000005	Syah	Syaf.g_01352, Syaf.g_01732	Syah.g_01827
OG0000005	Syai	Syaf.g_01352	Syai.g_02068
OG0000005	Syam	Syaf.g_01352	Syam.g_00715
OG0000005	Syaa	Syaf.g_01732	Syaa.g_01449
OG0000005	Syae	Syaf.g_01732	Syae.g_00257
OG0000005	Syam	Syaf.g_01732	Syam.g_01029
OG0000005	Syai	Syaf.g_01732	Syai.g_01611
OG0000006	Prab	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prab.g_00231
OG0000006	Prai	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prai.g_00252, Prai.g_00254
OG0000006	Pran	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Pran.g_01951
OG0000006	Prac	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prac.g_01689
OG0000006	Praq	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Praq.g_01761
OG0000006	Prar	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prar.g_00086
OG0000006	Praa	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Praa.g_00241, Praa.g_01245
OG0000006	Prad	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prad.g_01750
OG0000006	Prae	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prae.g_00244
OG0000006	Prao	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prao.g_00379
OG0000006	Pras	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Pras.g_00148, Pras.g_01093
OG0000006	Prau	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prau.g_01316
OG0000006	Prax	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prax.g_01972
OG0000006	Pray	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Pray.g_00722
OG0000006	Praz	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Praz.g_00601
OG0000006	Prba	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prba.g_00460
OG0000006	Prbd	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbd.g_00998
OG0000006	Prbi	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbi.g_00265
OG0000006	Prag	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prag.g_00234, Prag.g_01231
OG0000006	Prav	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prav.g_02001
OG0000006	Praw	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Praw.g_01950
OG0000006	Prat	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prat.g_00248
OG0000006	Prak	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prak.g_00258
OG0000006	Prap	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prap.g_01470
OG0000006	Prbe	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbe.g_01794
OG0000006	Prbf	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbf.g_01580
OG0000006	Prbg	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbg.g_01024
OG0000006	Prbn	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbn.g_00308
OG0000006	Pram	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Pram.g_00229
OG0000006	Prbh	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbh.g_00538
OG0000006	Pral	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Pral.g_00797
OG0000006	Praj	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Praj.g_00282, Praj.g_01281, Praj.g_01505
OG0000006	Prbb	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbb.g_00299, Prbb.g_01328, Prbb.g_01560
OG0000006	Prbc	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbc.g_02202
OG0000006	Prbm	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbm.g_00302, Prbm.g_01236, Prbm.g_01588
OG0000006	Prah	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prah.g_00475, Prah.g_01767
OG0000006	Praf	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Praf.g_00396, Praf.g_01719
OG0000006	Prbj	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbj.g_02699
OG0000006	Prbk	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbk.g_02695
OG0000006	Prbl	Syaf.g_02288, Syaf.g_00179, Syaf.g_02778	Prbl.g_02601
OG0000006	Syap	Syaf.g_02288	Syap.g_02770
