Orthogroup	Species	Syag	Orthologs
OG0000001	Syas	Syag.g_01943	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000001	Syao	Syag.g_01943	Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syan	Syag.g_01943	Syan.g_02266
OG0000001	Syar	Syag.g_01943	Syar.g_00070
OG0000001	Syat	Syag.g_01943	Syat.g_02908, Syat.g_02909
OG0000001	Syak	Syag.g_01943	Syak.g_02138
OG0000001	Syab	Syag.g_01943	Syab.g_02553, Syab.g_02555
OG0000001	Syal	Syag.g_01943	Syal.g_00874, Syal.g_01184
OG0000001	Prah	Syag.g_01943	Prah.g_02270
OG0000001	Praf	Syag.g_01943	Praf.g_02422
OG0000001	Prbj	Syag.g_01943	Prbj.g_01549, Prbj.g_02662
OG0000001	Prbk	Syag.g_01943	Prbk.g_00561, Prbk.g_02701
OG0000001	Prbl	Syag.g_01943	Prbl.g_00808, Prbl.g_02598
OG0000001	Syah	Syag.g_01943	Syah.g_00040, Syah.g_00041
OG0000001	Syaf	Syag.g_01943	Syaf.g_00845
OG0000001	Syac	Syag.g_01943	Syac.g_00341, Syac.g_00340
OG0000001	Syai	Syag.g_01943	Syai.g_02595
OG0000001	Syae	Syag.g_01943	Syae.g_01417
OG0000001	Syad	Syag.g_01943	Syad.g_02865
OG0000001	Syaj	Syag.g_01943	Syaj.g_01950
OG0000001	Syaq	Syag.g_01943	Syaq.g_01434
OG0000001	Syab	Syag.g_00520	Syab.g_01509, Syab.g_01510
OG0000001	Syaj	Syag.g_00520	Syaj.g_02660
OG0000001	Syad	Syag.g_00520	Syad.g_01238, Syad.g_00611
OG0000001	Syaf	Syag.g_00520	Syaf.g_01634
OG0000001	Syai	Syag.g_00520	Syai.g_01729
OG0000001	Syam	Syag.g_00520	Syam.g_00929
OG0000001	Syac	Syag.g_00520	Syac.g_02169
OG0000001	Syah	Syag.g_00520	Syah.g_00710
OG0000001	Syaa	Syag.g_00520	Syaa.g_02329
OG0000001	Syae	Syag.g_00520	Syae.g_02055
OG0000001	Syak	Syag.g_00520	Syak.g_00275, Syak.g_00579
OG0000001	Syaq	Syag.g_00520	Syaq.g_02178, Syaq.g_02413
OG0000001	Syan	Syag.g_00520	Syan.g_01149
OG0000001	Syat	Syag.g_00520	Syat.g_01540
OG0000003	Syaq	Syag.g_01246, Syag.g_01565, Syag.g_01570, Syag.g_00064, Syag.g_00065, Syag.g_01566, Syag.g_01571, Syag.g_01561	Syaq.g_01566, Syaq.g_00887
OG0000003	Syar	Syag.g_01246, Syag.g_01565, Syag.g_01570, Syag.g_00064, Syag.g_00065, Syag.g_01566, Syag.g_01571, Syag.g_01561	Syar.g_00836
OG0000003	Syas	Syag.g_01246, Syag.g_01565, Syag.g_01570, Syag.g_00064, Syag.g_00065, Syag.g_01566, Syag.g_01571, Syag.g_01561	Syas.g_01418
OG0000003	Syan	Syag.g_01246, Syag.g_01565, Syag.g_01570, Syag.g_00064, Syag.g_00065, Syag.g_01566, Syag.g_01571, Syag.g_01561	Syan.g_00157, Syan.g_00032
OG0000003	Syap	Syag.g_01246, Syag.g_01565, Syag.g_01570, Syag.g_00064, Syag.g_00065, Syag.g_01566, Syag.g_01571, Syag.g_01561	Syap.g_00679
OG0000003	Prah	Syag.g_01565	Prah.g_02448
OG0000003	Syal	Syag.g_01570, Syag.g_00064, Syag.g_00065, Syag.g_01566, Syag.g_01571, Syag.g_01561	Syal.g_00009
OG0000003	Praf	Syag.g_01569	Praf.g_02463
OG0000003	Syal	Syag.g_01569	Syal.g_01214
OG0000003	Praf	Syag.g_01572	Praf.g_01102
OG0000003	Syad	Syag.g_00691, Syag.g_01261, Syag.g_00931, Syag.g_01260	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996
OG0000003	Syal	Syag.g_00691	Syal.g_02153
OG0000003	Praf	Syag.g_00691	Praf.g_02523
OG0000003	Syan	Syag.g_00691	Syan.g_01063, Syan.g_01258, Syan.g_02794, Syan.g_01055
OG0000003	Prah	Syag.g_01261, Syag.g_00931, Syag.g_01260	Prah.g_02447, Prah.g_00270, Prah.g_01119, Prah.g_02431, Prah.g_01063, Prah.g_00269, Prah.g_00926, Prah.g_00927, Prah.g_02435, Prah.g_00281, Prah.g_01075, Prah.g_00275, Prah.g_02449, Prah.g_02433, Prah.g_00169, Prah.g_00935, Prah.g_02436, Prah.g_00271, Prah.g_00273, Prah.g_00930, Prah.g_02446, Prah.g_00226, Prah.g_00272, Prah.g_02434, Prah.g_02451, Prah.g_02432, Prah.g_01064
OG0000003	Praf	Syag.g_01261, Syag.g_00931, Syag.g_01260	Praf.g_01086, Praf.g_02530, Praf.g_01260, Praf.g_02464, Praf.g_01101, Praf.g_01162, Praf.g_00199, Praf.g_00383, Praf.g_01762, Praf.g_02595, Praf.g_01088, Praf.g_01104, Praf.g_01995, Praf.g_00381, Praf.g_00343, Praf.g_00382, Praf.g_00473
OG0000003	Syas	Syag.g_01261, Syag.g_00931, Syag.g_01260	Syas.g_00054
OG0000003	Prbj	Syag.g_01261, Syag.g_00931, Syag.g_01260	Prbj.g_00170, Prbj.g_01574, Prbj.g_02693, Prbj.g_02694, Prbj.g_00096, Prbj.g_02605, Prbj.g_00226, Prbj.g_00059, Prbj.g_00058, Prbj.g_00079
OG0000003	Prbk	Syag.g_01261, Syag.g_00931, Syag.g_01260	Prbk.g_01375, Prbk.g_00214, Prbk.g_02704, Prbk.g_02705, Prbk.g_00332, Prbk.g_01523, Prbk.g_00695, Prbk.g_01676, Prbk.g_01675, Prbk.g_00349
OG0000003	Prbl	Syag.g_01261, Syag.g_00931, Syag.g_01260	Prbl.g_01929, Prbl.g_01308, Prbl.g_02640, Prbl.g_02639, Prbl.g_00656, Prbl.g_00202, Prbl.g_00139, Prbl.g_01063, Prbl.g_01064, Prbl.g_00673
OG0000003	Prbj	Syag.g_02658	Prbj.g_01354, Prbj.g_01356, Prbj.g_01916, Prbj.g_01831
OG0000003	Prbk	Syag.g_02658	Prbk.g_00999, Prbk.g_02681, Prbk.g_02121, Prbk.g_00049
OG0000003	Prbl	Syag.g_02658	Prbl.g_01504, Prbl.g_01502, Prbl.g_02278, Prbl.g_00920
OG0000003	Prah	Syag.g_02658	Prah.g_00936, Prah.g_01869, Prah.g_01005, Prah.g_01056
OG0000003	Praf	Syag.g_02658	Praf.g_01103
OG0000003	Syad	Syag.g_02658	Syad.g_01327, Syad.g_01331
OG0000003	Syab	Syag.g_02658	Syab.g_01580
OG0000004	Syaq	Syag.g_00988	Syaq.g_02603
OG0000004	Praj	Syag.g_00988	Praj.g_01396
OG0000004	Prbc	Syag.g_00988	Prbc.g_01381
OG0000004	Prbm	Syag.g_00988	Prbm.g_01483
OG0000004	Prbb	Syag.g_00988	Prbb.g_01450
OG0000004	Syan	Syag.g_00988	Syan.g_00183
OG0000004	Syar	Syag.g_00988	Syar.g_02051
OG0000004	Syas	Syag.g_00988	Syas.g_00176
OG0000004	Syao	Syag.g_00988	Syao.g_02374
OG0000004	Prbj	Syag.g_00988	Prbj.g_00754
OG0000004	Prbk	Syag.g_00988	Prbk.g_01760
OG0000004	Prbl	Syag.g_00988	Prbl.g_00021
OG0000004	Praf	Syag.g_00988	Praf.g_01121
OG0000004	Prah	Syag.g_00988	Prah.g_01022
OG0000004	Prab	Syag.g_00988	Prab.g_00700
OG0000004	Pran	Syag.g_00988	Pran.g_01483
OG0000004	Prai	Syag.g_00988	Prai.g_00724
OG0000004	Prad	Syag.g_00988	Prad.g_01269
OG0000004	Praa	Syag.g_00988	Praa.g_00695
OG0000004	Pray	Syag.g_00988	Pray.g_01068
OG0000004	Praz	Syag.g_00988	Praz.g_01635
OG0000004	Prba	Syag.g_00988	Prba.g_01622
OG0000004	Prax	Syag.g_00988	Prax.g_00947
OG0000004	Prag	Syag.g_00988	Prag.g_00673
OG0000004	Praw	Syag.g_00988	Praw.g_01827
OG0000004	Prac	Syag.g_00988	Prac.g_00676
OG0000004	Praq	Syag.g_00988	Praq.g_00824
OG0000004	Prar	Syag.g_00988	Prar.g_01525
OG0000004	Prae	Syag.g_00988	Prae.g_00669
OG0000004	Prbd	Syag.g_00988	Prbd.g_00549
OG0000004	Prav	Syag.g_00988	Prav.g_01293
OG0000004	Prao	Syag.g_00988	Prao.g_00133
OG0000004	Prbi	Syag.g_00988	Prbi.g_00698
OG0000004	Pras	Syag.g_00988	Pras.g_01571
OG0000004	Prau	Syag.g_00988	Prau.g_00735
OG0000004	Pral	Syag.g_00988	Pral.g_01743
OG0000004	Prat	Syag.g_00988	Prat.g_00772
OG0000004	Prak	Syag.g_00988	Prak.g_00826
OG0000004	Prap	Syag.g_00988	Prap.g_00802
OG0000004	Prbe	Syag.g_00988	Prbe.g_01203
OG0000004	Prbf	Syag.g_00988	Prbf.g_01264
OG0000004	Prbg	Syag.g_00988	Prbg.g_01140
OG0000004	Prbn	Syag.g_00988	Prbn.g_01565
OG0000004	Pram	Syag.g_00988	Pram.g_00789
OG0000004	Prbh	Syag.g_00988	Prbh.g_00933
OG0000004	Syae	Syag.g_00988	Syae.g_00779
OG0000004	Syac	Syag.g_00988	Syac.g_00898
OG0000004	Syah	Syag.g_00988	Syah.g_02017
OG0000004	Syam	Syag.g_00988	Syam.g_00787
OG0000004	Syai	Syag.g_00988	Syai.g_01994
OG0000004	Syaf	Syag.g_00988	Syaf.g_01455
OG0000004	Syaa	Syag.g_00988	Syaa.g_00892
OG0000004	Syad	Syag.g_00988	Syad.g_01304
OG0000004	Syaj	Syag.g_00988	Syaj.g_00441
OG0000004	Syak	Syag.g_00988	Syak.g_00720
OG0000004	Syab	Syag.g_00988	Syab.g_01193
OG0000004	Syal	Syag.g_00988	Syal.g_01809
OG0000004	Praf	Syag.g_00370, Syag.g_01790	Praf.g_00743
OG0000004	Prah	Syag.g_00370, Syag.g_01790	Prah.g_01413
OG0000004	Prbj	Syag.g_00370, Syag.g_01790	Prbj.g_01777
OG0000004	Prbk	Syag.g_00370, Syag.g_01790	Prbk.g_01134
OG0000004	Prbl	Syag.g_00370, Syag.g_01790	Prbl.g_01771
OG0000004	Prbm	Syag.g_00370, Syag.g_01790	Prbm.g_00291
OG0000004	Praj	Syag.g_00370, Syag.g_01790	Praj.g_00271
OG0000004	Prbb	Syag.g_00370, Syag.g_01790	Prbb.g_00288
OG0000004	Prbc	Syag.g_00370, Syag.g_01790	Prbc.g_00339
OG0000004	Pram	Syag.g_00370, Syag.g_01790	Pram.g_00219
OG0000004	Prbh	Syag.g_00370, Syag.g_01790	Prbh.g_00548
OG0000004	Prak	Syag.g_00370, Syag.g_01790	Prak.g_00248
OG0000004	Prap	Syag.g_00370, Syag.g_01790	Prap.g_01480
OG0000004	Prbe	Syag.g_00370, Syag.g_01790	Prbe.g_01784
OG0000004	Prbf	Syag.g_00370, Syag.g_01790	Prbf.g_01570
OG0000004	Prbg	Syag.g_00370, Syag.g_01790	Prbg.g_01014
OG0000004	Prbn	Syag.g_00370, Syag.g_01790	Prbn.g_00318
OG0000004	Prat	Syag.g_00370, Syag.g_01790	Prat.g_00236
OG0000004	Pral	Syag.g_00370, Syag.g_01790	Pral.g_00809
OG0000004	Prac	Syag.g_00370, Syag.g_01790	Prac.g_01698
OG0000004	Praq	Syag.g_00370, Syag.g_01790	Praq.g_01770
OG0000004	Prar	Syag.g_00370, Syag.g_01790	Prar.g_00095
OG0000004	Prav	Syag.g_00370, Syag.g_01790	Prav.g_00806
OG0000004	Prai	Syag.g_00370, Syag.g_01790	Prai.g_00243
OG0000004	Prab	Syag.g_00370, Syag.g_01790	Prab.g_00223
OG0000004	Pran	Syag.g_00370, Syag.g_01790	Pran.g_00200
OG0000004	Prag	Syag.g_00370, Syag.g_01790	Prag.g_00225
OG0000004	Praw	Syag.g_00370, Syag.g_01790	Praw.g_01203
OG0000004	Praa	Syag.g_00370, Syag.g_01790	Praa.g_00232
OG0000004	Pras	Syag.g_00370, Syag.g_01790	Pras.g_01084
OG0000004	Prau	Syag.g_00370, Syag.g_01790	Prau.g_00233
OG0000004	Prae	Syag.g_00370, Syag.g_01790	Prae.g_00235
OG0000004	Prax	Syag.g_00370, Syag.g_01790	Prax.g_00986
OG0000004	Pray	Syag.g_00370, Syag.g_01790	Pray.g_00713
OG0000004	Praz	Syag.g_00370, Syag.g_01790	Praz.g_00592
OG0000004	Prba	Syag.g_00370, Syag.g_01790	Prba.g_00451
OG0000004	Prbd	Syag.g_00370, Syag.g_01790	Prbd.g_01007
OG0000004	Prbi	Syag.g_00370, Syag.g_01790	Prbi.g_00256
OG0000004	Prad	Syag.g_00370, Syag.g_01790	Prad.g_01759
OG0000004	Prao	Syag.g_00370, Syag.g_01790	Prao.g_00370
OG0000004	Syar	Syag.g_00370	Syar.g_02225
OG0000004	Syan	Syag.g_00370	Syan.g_00989
OG0000004	Syao	Syag.g_00370	Syao.g_01007
OG0000004	Syas	Syag.g_00370	Syas.g_00174, Syas.g_00311
OG0000004	Syak	Syag.g_00370	Syak.g_00003
OG0000004	Syab	Syag.g_00370	Syab.g_01911
OG0000004	Syal	Syag.g_00370	Syal.g_02718
OG0000004	Syaq	Syag.g_00370	Syaq.g_02042
OG0000004	Syaa	Syag.g_00370	Syaa.g_01667
OG0000004	Syae	Syag.g_00370	Syae.g_00042
OG0000004	Syad	Syag.g_00370	Syad.g_02184
OG0000004	Syaj	Syag.g_00370	Syaj.g_01314
OG0000004	Syac	Syag.g_00370	Syac.g_00948
OG0000004	Syah	Syag.g_00370	Syah.g_01967
OG0000004	Syaf	Syag.g_00370	Syaf.g_02351
OG0000004	Syai	Syag.g_00370	Syai.g_01062
OG0000004	Syam	Syag.g_00370	Syam.g_01499
OG0000004	Syap	Syag.g_01790	Syap.g_01987
OG0000004	Syar	Syag.g_01790	Syar.g_00842
OG0000004	Syas	Syag.g_01790	Syas.g_00072
OG0000004	Syad	Syag.g_01790	Syad.g_00810
OG0000004	Syaj	Syag.g_01790	Syaj.g_02853
OG0000004	Syae	Syag.g_01790	Syae.g_02231
OG0000004	Syaa	Syag.g_01790	Syaa.g_02116
OG0000004	Syac	Syag.g_01790	Syac.g_01975
OG0000004	Syah	Syag.g_01790	Syah.g_00901
OG0000004	Syaf	Syag.g_01790	Syaf.g_02794
OG0000004	Syai	Syag.g_01790	Syai.g_00530
OG0000004	Syam	Syag.g_01790	Syam.g_00501
OG0000004	Syaq	Syag.g_01790	Syaq.g_01567
OG0000004	Syak	Syag.g_01790	Syak.g_02297
OG0000004	Syab	Syag.g_01790	Syab.g_02377
OG0000004	Syal	Syag.g_01790	Syal.g_00691
OG0000005	Prav	Syag.g_01708	Prav.g_01774
OG0000005	Prag	Syag.g_01708	Prag.g_01682
OG0000005	Praw	Syag.g_01708	Praw.g_00528
OG0000005	Prad	Syag.g_01708	Prad.g_00928
OG0000005	Prae	Syag.g_01708	Prae.g_01636
OG0000005	Prax	Syag.g_01708	Prax.g_01546
OG0000005	Prau	Syag.g_01708	Prau.g_01745
OG0000005	Pras	Syag.g_01708	Pras.g_00563
OG0000005	Prbd	Syag.g_01708	Prbd.g_01512
OG0000005	Prao	Syag.g_01708	Prao.g_01565
OG0000005	Prac	Syag.g_01708	Prac.g_00612
OG0000005	Praq	Syag.g_01708	Praq.g_00484
OG0000005	Prar	Syag.g_01708	Prar.g_01130
OG0000005	Prbi	Syag.g_01708	Prbi.g_01800
OG0000005	Praa	Syag.g_01708	Praa.g_01648
OG0000005	Pray	Syag.g_01708	Pray.g_01546
OG0000005	Praz	Syag.g_01708	Praz.g_00864
OG0000005	Prba	Syag.g_01708	Prba.g_00607
OG0000005	Prab	Syag.g_01708	Prab.g_01682
OG0000005	Pran	Syag.g_01708	Pran.g_00983
OG0000005	Prai	Syag.g_01708	Prai.g_01651
OG0000005	Prbc	Syag.g_01708	Prbc.g_00098
OG0000005	Praj	Syag.g_01708	Praj.g_01349
OG0000005	Prbb	Syag.g_01708	Prbb.g_01393
OG0000005	Syab	Syag.g_01708	Syab.g_02289
OG0000005	Syal	Syag.g_01708	Syal.g_00606
OG0000005	Syar	Syag.g_01708	Syar.g_02952
OG0000005	Syan	Syag.g_01708	Syan.g_01423
OG0000005	Syao	Syag.g_01708	Syao.g_01680
OG0000005	Syat	Syag.g_01708	Syat.g_03065
OG0000005	Syae	Syag.g_01708	Syae.g_01179
OG0000005	Syac	Syag.g_01708	Syac.g_00527
OG0000005	Syah	Syag.g_01708	Syah.g_02403
OG0000005	Syaa	Syag.g_01708	Syaa.g_00534
OG0000005	Syam	Syag.g_01708	Syam.g_02004
OG0000005	Syaf	Syag.g_01708	Syaf.g_01017
OG0000005	Syai	Syag.g_01708	Syai.g_02393
OG0000005	Syad	Syag.g_01708	Syad.g_02639
OG0000005	Syaj	Syag.g_01708	Syaj.g_01736
OG0000005	Syap	Syag.g_01708	Syap.g_01773
OG0000005	Syas	Syag.g_01708	Syas.g_02665
OG0000005	Syak	Syag.g_01708	Syak.g_02401
OG0000005	Syaq	Syag.g_01708	Syaq.g_01658
OG0000005	Praf	Syag.g_01667	Praf.g_00503
OG0000005	Prah	Syag.g_01667	Prah.g_01652
OG0000005	Prbj	Syag.g_01667	Prbj.g_00883
OG0000005	Prbk	Syag.g_01667	Prbk.g_00933
OG0000005	Prbl	Syag.g_01667	Prbl.g_00419
OG0000005	Pral	Syag.g_01667	Pral.g_01075
OG0000005	Prat	Syag.g_01667	Prat.g_01440
OG0000005	Prak	Syag.g_01667	Prak.g_01474
OG0000005	Prap	Syag.g_01667	Prap.g_00204
OG0000005	Prbe	Syag.g_01667	Prbe.g_00228
OG0000005	Prbf	Syag.g_01667	Prbf.g_00240
OG0000005	Prbg	Syag.g_01667	Prbg.g_00674
OG0000005	Prbn	Syag.g_01667	Prbn.g_00899
OG0000005	Pram	Syag.g_01667	Pram.g_01295
OG0000005	Prbh	Syag.g_01667	Prbh.g_00182
OG0000005	Prac	Syag.g_01667	Prac.g_00335
OG0000005	Praq	Syag.g_01667	Praq.g_00370
OG0000005	Prar	Syag.g_01667	Prar.g_00771
OG0000005	Praa	Syag.g_01667	Praa.g_01553
OG0000005	Prad	Syag.g_01667	Prad.g_00438
OG0000005	Prae	Syag.g_01667	Prae.g_01535
OG0000005	Prag	Syag.g_01667	Prag.g_01566
OG0000005	Praw	Syag.g_01667	Praw.g_00413
OG0000005	Prax	Syag.g_01667	Prax.g_01652
OG0000005	Pray	Syag.g_01667	Pray.g_01646
OG0000005	Praz	Syag.g_01667	Praz.g_00965
OG0000005	Prba	Syag.g_01667	Prba.g_00312
OG0000005	Prbi	Syag.g_01667	Prbi.g_01666
OG0000005	Prao	Syag.g_01667	Prao.g_01472
OG0000005	Prav	Syag.g_01667	Prav.g_01654
OG0000005	Prbd	Syag.g_01667	Prbd.g_01612
OG0000005	Pras	Syag.g_01667	Pras.g_00429
OG0000005	Prau	Syag.g_01667	Prau.g_01607
OG0000005	Prab	Syag.g_01667	Prab.g_01542
OG0000005	Pran	Syag.g_01667	Pran.g_00657
OG0000005	Prai	Syag.g_01667	Prai.g_01538
OG0000005	Syap	Syag.g_01667	Syap.g_01218
OG0000005	Syat	Syag.g_01667	Syat.g_03105
OG0000005	Syas	Syag.g_01667	Syas.g_02704
OG0000005	Prbc	Syag.g_01667	Prbc.g_00788
OG0000005	Praj	Syag.g_01667	Praj.g_01712
OG0000005	Prbb	Syag.g_01667	Prbb.g_01766
OG0000005	Prbm	Syag.g_01667	Prbm.g_01790
OG0000005	Syar	Syag.g_01667	Syar.g_02909
OG0000005	Syaq	Syag.g_01667	Syaq.g_01692
OG0000005	Syad	Syag.g_01667	Syad.g_02596
OG0000005	Syaj	Syag.g_01667	Syaj.g_01698
OG0000005	Syan	Syag.g_01667	Syan.g_01378
OG0000005	Syao	Syag.g_01667	Syao.g_01578
OG0000005	Syae	Syag.g_01667	Syae.g_01143
OG0000005	Syah	Syag.g_01667	Syah.g_02363
OG0000005	Syaa	Syag.g_01667	Syaa.g_00573
OG0000005	Syab	Syag.g_01667	Syab.g_02232
OG0000005	Syac	Syag.g_01667	Syac.g_00569
OG0000005	Syaf	Syag.g_01667	Syaf.g_01057
OG0000005	Syai	Syag.g_01667	Syai.g_02356
OG0000005	Syak	Syag.g_01667	Syak.g_02436
OG0000005	Syal	Syag.g_01667	Syal.g_00565
OG0000005	Syam	Syag.g_01667	Syam.g_01970
OG0000006	Prab	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prab.g_00231
OG0000006	Prai	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prai.g_00252, Prai.g_00254
OG0000006	Pran	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Pran.g_01951
OG0000006	Prac	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prac.g_01689
OG0000006	Praq	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Praq.g_01761
OG0000006	Prar	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prar.g_00086
OG0000006	Praa	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Praa.g_00241, Praa.g_01245
OG0000006	Prad	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prad.g_01750
OG0000006	Prae	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prae.g_00244
OG0000006	Prao	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prao.g_00379
OG0000006	Pras	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Pras.g_00148, Pras.g_01093
OG0000006	Prau	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prau.g_01316
OG0000006	Prax	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prax.g_01972
OG0000006	Pray	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Pray.g_00722
OG0000006	Praz	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Praz.g_00601
OG0000006	Prba	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prba.g_00460
OG0000006	Prbd	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prbd.g_00998
OG0000006	Prbi	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prbi.g_00265
OG0000006	Prag	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prag.g_00234, Prag.g_01231
OG0000006	Prav	Syag.g_00435, Syag.g_01772, Syag.g_02678, Syag.g_02687	Prav.g_02001
