Orthogroup	Species	Prbj	Orthologs
OG0000000	Prbk	Prbj.g_00165	Prbk.g_00166
OG0000000	Prbl	Prbj.g_00165	Prbl.g_00117
OG0000000	Pral	Prbj.g_00164	Pral.g_00037
OG0000000	Prak	Prbj.g_00164	Prak.g_01562
OG0000000	Prap	Prbj.g_00164	Prap.g_01862
OG0000000	Prbe	Prbj.g_00164	Prbe.g_01119
OG0000000	Prbf	Prbj.g_00164	Prbf.g_00776
OG0000000	Prbg	Prbj.g_00164	Prbg.g_01567
OG0000000	Prbn	Prbj.g_00164	Prbn.g_01662
OG0000000	Pram	Prbj.g_00164	Pram.g_01511
OG0000000	Prbh	Prbj.g_00164	Prbh.g_01903
OG0000000	Prac	Prbj.g_00164	Prac.g_00292
OG0000000	Praq	Prbj.g_00164	Praq.g_00026
OG0000000	Prar	Prbj.g_00164	Prar.g_00729
OG0000000	Prab	Prbj.g_00164	Prab.g_00760, Prab.g_01630, Prab.g_01598
OG0000000	Pran	Prbj.g_00164	Pran.g_01423, Pran.g_00931, Pran.g_00601
OG0000000	Prag	Prbj.g_00164	Prag.g_00721, Prag.g_01648, Prag.g_01608, Prag.g_01230, Prag.g_01348
OG0000000	Praw	Prbj.g_00164	Praw.g_01780, Praw.g_00494, Praw.g_00455, Praw.g_00893, Praw.g_00974
OG0000000	Praa	Prbj.g_00164	Praa.g_01598, Praa.g_01244
OG0000000	Pras	Prbj.g_00164	Pras.g_00470
OG0000000	Prau	Prbj.g_00164	Prau.g_01648
OG0000000	Prad	Prbj.g_00164	Prad.g_00392
OG0000000	Prbd	Prbj.g_00164	Prbd.g_01568
OG0000000	Prae	Prbj.g_00164	Prae.g_01580
OG0000000	Prbi	Prbj.g_00164	Prbi.g_01709
OG0000000	Pray	Prbj.g_00164	Pray.g_01603
OG0000000	Praz	Prbj.g_00164	Praz.g_00921
OG0000000	Prba	Prbj.g_00164	Prba.g_00269
OG0000000	Prax	Prbj.g_00164	Prax.g_01608, Prax.g_00496
OG0000000	Prai	Prbj.g_00164	Prai.g_01592
OG0000000	Prao	Prbj.g_00164	Prao.g_01515
OG0000000	Prav	Prbj.g_00164	Prav.g_01695, Prav.g_00973
OG0000000	Praj	Prbj.g_00164	Praj.g_01272, Praj.g_01309, Praj.g_01078, Praj.g_00417, Praj.g_01202
OG0000000	Prbb	Prbj.g_00164	Prbb.g_00431, Prbb.g_01121, Prbb.g_01319, Prbb.g_01244
OG0000000	Prbc	Prbj.g_00164	Prbc.g_02165
OG0000000	Prbm	Prbj.g_00164	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436
OG0000000	Prat	Prbj.g_00164	Prat.g_01549
OG0000000	Praf	Prbj.g_00164	Praf.g_00813
OG0000000	Prah	Prbj.g_00164	Prah.g_01348
OG0000000	Prbk	Prbj.g_00164	Prbk.g_00165
OG0000000	Prbl	Prbj.g_00164	Prbl.g_00116
OG0000001	Prax	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prax.g_01878
OG0000001	Prbi	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prbi.g_01424
OG0000001	Prao	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prao.g_01254
OG0000001	Prav	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prav.g_01458
OG0000001	Prag	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prag.g_01374
OG0000001	Praw	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Praw.g_01000
OG0000001	Prad	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prad.g_00609
OG0000001	Prac	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prac.g_00202
OG0000001	Praq	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Praq.g_00160
OG0000001	Prar	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prar.g_00926
OG0000001	Prbd	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prbd.g_01779
OG0000001	Prae	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prae.g_01353
OG0000001	Praa	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Praa.g_01351
OG0000001	Pray	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Pray.g_01844
OG0000001	Praz	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Praz.g_01154
OG0000001	Prba	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prba.g_00211
OG0000001	Prai	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prai.g_01235, Prai.g_01356
OG0000001	Prau	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prau.g_01394
OG0000001	Pras	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Pras.g_00235
OG0000001	Prbb	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prbb.g_01611
OG0000001	Prbc	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prbc.g_00588
OG0000001	Praj	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Praj.g_01549
OG0000001	Prbm	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prbm.g_01633
OG0000001	Pral	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Pral.g_01236
OG0000001	Prat	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prat.g_01285, Prat.g_01286
OG0000001	Prak	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prak.g_01302
OG0000001	Prbg	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prbg.g_00502
OG0000001	Prap	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prap.g_01925
OG0000001	Prbe	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prbe.g_00400
OG0000001	Prbf	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prbf.g_00068
OG0000001	Prbn	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prbn.g_01213
OG0000001	Prbh	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Prbh.g_00001
OG0000001	Pram	Prbj.g_00672, Prbj.g_00169, Prbj.g_01549, Prbj.g_02662, Prbj.g_02690	Pram.g_01954, Pram.g_01953
OG0000001	Praf	Prbj.g_00672	Praf.g_01895
OG0000001	Prah	Prbj.g_00672	Prah.g_00324
OG0000001	Prbk	Prbj.g_00672	Prbk.g_01196
OG0000001	Prbl	Prbj.g_00672	Prbl.g_00725
OG0000001	Prah	Prbj.g_00169	Prah.g_01343
OG0000001	Praf	Prbj.g_00169	Praf.g_00818
OG0000001	Prbk	Prbj.g_00169	Prbk.g_00170
OG0000001	Prbl	Prbj.g_00169	Prbl.g_00121
OG0000001	Syap	Prbj.g_01549, Prbj.g_02662	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615
OG0000001	Syas	Prbj.g_01549, Prbj.g_02662	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000001	Syao	Prbj.g_01549, Prbj.g_02662	Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syan	Prbj.g_01549, Prbj.g_02662	Syan.g_02266
OG0000001	Syar	Prbj.g_01549, Prbj.g_02662	Syar.g_00070
OG0000001	Syat	Prbj.g_01549, Prbj.g_02662	Syat.g_02908, Syat.g_02909
OG0000001	Syag	Prbj.g_01549, Prbj.g_02662	Syag.g_01943
OG0000001	Syaq	Prbj.g_01549, Prbj.g_02662	Syaq.g_01434
OG0000001	Syak	Prbj.g_01549, Prbj.g_02662	Syak.g_02138
OG0000001	Syab	Prbj.g_01549, Prbj.g_02662	Syab.g_02553, Syab.g_02555
OG0000001	Syal	Prbj.g_01549, Prbj.g_02662	Syal.g_00874, Syal.g_01184
OG0000001	Syah	Prbj.g_01549, Prbj.g_02662	Syah.g_00040, Syah.g_00041
OG0000001	Syaf	Prbj.g_01549, Prbj.g_02662	Syaf.g_00845
OG0000001	Syac	Prbj.g_01549, Prbj.g_02662	Syac.g_00341, Syac.g_00340
OG0000001	Syai	Prbj.g_01549, Prbj.g_02662	Syai.g_02595
OG0000001	Syae	Prbj.g_01549, Prbj.g_02662	Syae.g_01417
OG0000001	Syad	Prbj.g_01549, Prbj.g_02662	Syad.g_02865
OG0000001	Syaj	Prbj.g_01549, Prbj.g_02662	Syaj.g_01950
OG0000001	Prah	Prbj.g_01549, Prbj.g_02662	Prah.g_02270
OG0000001	Praf	Prbj.g_01549, Prbj.g_02662	Praf.g_02422
OG0000001	Prbl	Prbj.g_01549	Prbl.g_00808
OG0000001	Prbk	Prbj.g_01549	Prbk.g_00561
OG0000001	Prbk	Prbj.g_02662	Prbk.g_02701
OG0000001	Prbl	Prbj.g_02662	Prbl.g_02598
OG0000001	Syan	Prbj.g_02690	Syan.g_02528
OG0000001	Syap	Prbj.g_02690	Syap.g_00399
OG0000001	Syar	Prbj.g_02690	Syar.g_02229
OG0000001	Syat	Prbj.g_02690	Syat.g_00878
OG0000001	Syab	Prbj.g_02690	Syab.g_00673
OG0000001	Praf	Prbj.g_02690	Praf.g_01293
OG0000001	Prah	Prbj.g_02690	Prah.g_00896
OG0000001	Prbk	Prbj.g_02690	Prbk.g_00630
OG0000001	Prbl	Prbj.g_02690	Prbl.g_02578
OG0000002	Syai	Prbj.g_02517, Prbj.g_00030	Syai.g_01728
OG0000002	Syam	Prbj.g_02517, Prbj.g_00030	Syam.g_00931
OG0000002	Syad	Prbj.g_02517, Prbj.g_00030	Syad.g_00619
OG0000002	Syaj	Prbj.g_02517, Prbj.g_00030	Syaj.g_02667
OG0000002	Syab	Prbj.g_02517, Prbj.g_00030	Syab.g_02285
OG0000002	Syac	Prbj.g_02517, Prbj.g_00030	Syac.g_01084
OG0000002	Syah	Prbj.g_02517, Prbj.g_00030	Syah.g_01829
OG0000002	Prav	Prbj.g_02517	Prav.g_01466
OG0000002	Prag	Prbj.g_02517	Prag.g_01382
OG0000002	Praw	Prbj.g_02517	Praw.g_01009
OG0000002	Prad	Prbj.g_02517	Prad.g_00601
OG0000002	Prai	Prbj.g_02517	Prai.g_01363
OG0000002	Pras	Prbj.g_02517	Pras.g_00243
OG0000002	Prau	Prbj.g_02517	Prau.g_01402
OG0000002	Prax	Prbj.g_02517	Prax.g_01870
OG0000002	Prbd	Prbj.g_02517	Prbd.g_01771
OG0000002	Pray	Prbj.g_02517	Pray.g_01836
OG0000002	Praz	Prbj.g_02517	Praz.g_01146
OG0000002	Prba	Prbj.g_02517	Prba.g_00203
OG0000002	Prbi	Prbj.g_02517	Prbi.g_01432
OG0000002	Prac	Prbj.g_02517	Prac.g_00210
OG0000002	Praq	Prbj.g_02517	Praq.g_00168
OG0000002	Prar	Prbj.g_02517	Prar.g_00918
OG0000002	Prae	Prbj.g_02517	Prae.g_01361
OG0000002	Praa	Prbj.g_02517	Praa.g_01359
OG0000002	Prao	Prbj.g_02517	Prao.g_01246
OG0000002	Praj	Prbj.g_02517	Praj.g_00832
OG0000002	Prbc	Prbj.g_02517	Prbc.g_01920
OG0000002	Prbb	Prbj.g_02517	Prbb.g_00844
OG0000002	Prbm	Prbj.g_02517	Prbm.g_00874
OG0000002	Prak	Prbj.g_02517	Prak.g_00908, Prak.g_00913
OG0000002	Prap	Prbj.g_02517	Prap.g_00720, Prap.g_00715
OG0000002	Prbe	Prbj.g_02517	Prbe.g_01285, Prbe.g_01290
OG0000002	Prbf	Prbj.g_02517	Prbf.g_01182, Prbf.g_01177
OG0000002	Prbg	Prbj.g_02517	Prbg.g_01222, Prbg.g_01227
OG0000002	Prbn	Prbj.g_02517	Prbn.g_01483, Prbn.g_01478
OG0000002	Pram	Prbj.g_02517	Pram.g_00873, Pram.g_00879
OG0000002	Prbh	Prbj.g_02517	Prbh.g_01016, Prbh.g_01022
OG0000002	Pral	Prbj.g_02517	Pral.g_01549, Pral.g_01554
OG0000002	Prat	Prbj.g_02517	Prat.g_00977
OG0000002	Praf	Prbj.g_02517	Praf.g_01631
OG0000002	Prah	Prbj.g_02517	Prah.g_00562
OG0000002	Prbk	Prbj.g_02517	Prbk.g_02574
OG0000002	Prbl	Prbj.g_02517	Prbl.g_01582
OG0000002	Praj	Prbj.g_00030	Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492, Praj.g_00670
OG0000002	Prbb	Prbj.g_00030	Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549, Prbb.g_00683
OG0000002	Prbm	Prbj.g_00030	Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581, Prbm.g_00712
OG0000002	Prbc	Prbj.g_00030	Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478, Prbc.g_01759
OG0000002	Pral	Prbj.g_00030	Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052, Pral.g_01764
OG0000002	Prat	Prbj.g_00030	Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462, Prat.g_00751
OG0000002	Prak	Prbj.g_00030	Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207, Prak.g_01494, Prak.g_00805
OG0000002	Prap	Prbj.g_00030	Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224, Prap.g_00823
OG0000002	Prbe	Prbj.g_00030	Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208, Prbe.g_00452
OG0000002	Prbf	Prbj.g_00030	Prbf.g_00888, Prbf.g_00089, Prbf.g_00890, Prbf.g_00883, Prbf.g_00260, Prbf.g_01285
OG0000002	Prbg	Prbj.g_00030	Prbg.g_01516, Prbg.g_00523, Prbg.g_01514, Prbg.g_01521, Prbg.g_00694, Prbg.g_01119
OG0000002	Prbn	Prbj.g_00030	Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154, Prbn.g_00879, Prbn.g_01586
OG0000002	Pram	Prbj.g_00030	Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278, Pram.g_00768
OG0000002	Prbh	Prbj.g_00030	Prbh.g_01313, Prbh.g_00006, Prbh.g_01311, Prbh.g_01317, Prbh.g_00199, Prbh.g_00912
OG0000002	Prag	Prbj.g_00030	Prag.g_00656
OG0000002	Praw	Prbj.g_00030	Praw.g_01844
OG0000002	Prav	Prbj.g_00030	Prav.g_01276
OG0000002	Prab	Prbj.g_00030	Prab.g_00683
OG0000002	Pran	Prbj.g_00030	Pran.g_01500
OG0000002	Prai	Prbj.g_00030	Prai.g_00707
OG0000002	Prac	Prbj.g_00030	Prac.g_00693
OG0000002	Praq	Prbj.g_00030	Praq.g_00807
OG0000002	Prar	Prbj.g_00030	Prar.g_01508
OG0000002	Pras	Prbj.g_00030	Pras.g_01554
OG0000002	Prau	Prbj.g_00030	Prau.g_00718
OG0000002	Praa	Prbj.g_00030	Praa.g_00678
OG0000002	Prae	Prbj.g_00030	Prae.g_00652
OG0000002	Prax	Prbj.g_00030	Prax.g_00964
OG0000002	Prbi	Prbj.g_00030	Prbi.g_00681
OG0000002	Prao	Prbj.g_00030	Prao.g_00116
OG0000002	Pray	Prbj.g_00030	Pray.g_01085
OG0000002	Praz	Prbj.g_00030	Praz.g_01652
OG0000002	Prba	Prbj.g_00030	Prba.g_01639
OG0000002	Prbd	Prbj.g_00030	Prbd.g_00566
OG0000002	Prad	Prbj.g_00030	Prad.g_01252
OG0000002	Praf	Prbj.g_00030	Praf.g_00948
OG0000002	Prah	Prbj.g_00030	Prah.g_01226
OG0000002	Prbk	Prbj.g_00030	Prbk.g_01649
OG0000002	Prbl	Prbj.g_00030	Prbl.g_01092
OG0000003	Syad	Prbj.g_02017	Syad.g_01931, Syad.g_01926, Syad.g_02599
OG0000003	Praf	Prbj.g_02017	Praf.g_02727
OG0000003	Prbk	Prbj.g_02017	Prbk.g_02222
OG0000003	Prbl	Prbj.g_02017	Prbl.g_02177
OG0000003	Syad	Prbj.g_00170, Prbj.g_01574, Prbj.g_02693, Prbj.g_02694, Prbj.g_00096, Prbj.g_02605, Prbj.g_00226, Prbj.g_00059, Prbj.g_00058, Prbj.g_00079	Syad.g_01998, Syad.g_02748, Syad.g_02240, Syad.g_01927, Syad.g_01929, Syad.g_02601, Syad.g_01996
OG0000003	Syag	Prbj.g_00170, Prbj.g_01574, Prbj.g_02693, Prbj.g_02694, Prbj.g_00096, Prbj.g_02605, Prbj.g_00226, Prbj.g_00059, Prbj.g_00058, Prbj.g_00079	Syag.g_01261, Syag.g_00931, Syag.g_01260
OG0000003	Syas	Prbj.g_00170, Prbj.g_01574	Syas.g_00054
OG0000003	Praf	Prbj.g_00170	Praf.g_01162
OG0000003	Prbk	Prbj.g_00170	Prbk.g_01375
OG0000003	Prbl	Prbj.g_00170	Prbl.g_01929
OG0000003	Praf	Prbj.g_01574	Praf.g_00199
OG0000003	Prah	Prbj.g_01574	Prah.g_00169
OG0000003	Prbk	Prbj.g_01574	Prbk.g_00214
OG0000003	Prbl	Prbj.g_01574	Prbl.g_01308
OG0000003	Praf	Prbj.g_02693, Prbj.g_02694	Praf.g_01088, Praf.g_01104
OG0000003	Prah	Prbj.g_02693, Prbj.g_02694	Prah.g_02446
OG0000003	Prbk	Prbj.g_02693	Prbk.g_02704
OG0000003	Prbl	Prbj.g_02693	Prbl.g_02640
OG0000003	Prbk	Prbj.g_02694	Prbk.g_02705
OG0000003	Prbl	Prbj.g_02694	Prbl.g_02639
OG0000003	Praf	Prbj.g_00096	Praf.g_01995
OG0000003	Prah	Prbj.g_00096	Prah.g_00226
OG0000003	Prbk	Prbj.g_00096	Prbk.g_00332
OG0000003	Prbl	Prbj.g_00096	Prbl.g_00656
OG0000003	Prbk	Prbj.g_02605	Prbk.g_01523
OG0000003	Prbl	Prbj.g_02605	Prbl.g_00202
OG0000003	Prbk	Prbj.g_00226	Prbk.g_00695
OG0000003	Prbl	Prbj.g_00226	Prbl.g_00139
OG0000003	Prbk	Prbj.g_00059	Prbk.g_01676
OG0000003	Prbl	Prbj.g_00059	Prbl.g_01063
OG0000003	Prah	Prbj.g_00058	Prah.g_00272, Prah.g_02434
OG0000003	Praf	Prbj.g_00058	Praf.g_00381, Praf.g_00343
OG0000003	Prbk	Prbj.g_00058	Prbk.g_01675
OG0000003	Prbl	Prbj.g_00058	Prbl.g_01064
OG0000003	Prah	Prbj.g_00079	Prah.g_02451, Prah.g_02432
OG0000003	Praf	Prbj.g_00079	Praf.g_00382
OG0000003	Prbk	Prbj.g_00079	Prbk.g_00349
OG0000003	Prbl	Prbj.g_00079	Prbl.g_00673
OG0000003	Syag	Prbj.g_01354, Prbj.g_01356, Prbj.g_01916, Prbj.g_01831	Syag.g_02658
OG0000003	Prbk	Prbj.g_01354	Prbk.g_00999
OG0000003	Prbl	Prbj.g_01354	Prbl.g_01504
OG0000003	Prah	Prbj.g_01356	Prah.g_00936, Prah.g_01869
OG0000003	Prbk	Prbj.g_01356	Prbk.g_02681
OG0000003	Prbl	Prbj.g_01356	Prbl.g_01502
OG0000003	Praf	Prbj.g_01916, Prbj.g_01831	Praf.g_01103
OG0000003	Syad	Prbj.g_01916, Prbj.g_01831	Syad.g_01327, Syad.g_01331
OG0000003	Prah	Prbj.g_01916, Prbj.g_01831	Prah.g_01005, Prah.g_01056
OG0000003	Syab	Prbj.g_01916, Prbj.g_01831	Syab.g_01580
OG0000003	Prbk	Prbj.g_01916	Prbk.g_02121
OG0000003	Prbl	Prbj.g_01916	Prbl.g_02278
OG0000003	Prbk	Prbj.g_01831	Prbk.g_00049
OG0000003	Prbl	Prbj.g_01831	Prbl.g_00920
OG0000004	Syaq	Prbj.g_00754	Syaq.g_02603
OG0000004	Praj	Prbj.g_00754	Praj.g_01396
OG0000004	Prbc	Prbj.g_00754	Prbc.g_01381
OG0000004	Prbm	Prbj.g_00754	Prbm.g_01483
OG0000004	Prbb	Prbj.g_00754	Prbb.g_01450
OG0000004	Syan	Prbj.g_00754	Syan.g_00183
OG0000004	Syar	Prbj.g_00754	Syar.g_02051
OG0000004	Syas	Prbj.g_00754	Syas.g_00176
OG0000004	Syao	Prbj.g_00754	Syao.g_02374
OG0000004	Syae	Prbj.g_00754	Syae.g_00779
OG0000004	Syac	Prbj.g_00754	Syac.g_00898
OG0000004	Syah	Prbj.g_00754	Syah.g_02017
OG0000004	Syam	Prbj.g_00754	Syam.g_00787
OG0000004	Syai	Prbj.g_00754	Syai.g_01994
OG0000004	Syaf	Prbj.g_00754	Syaf.g_01455
OG0000004	Syaa	Prbj.g_00754	Syaa.g_00892
OG0000004	Syad	Prbj.g_00754	Syad.g_01304
OG0000004	Syaj	Prbj.g_00754	Syaj.g_00441
OG0000004	Syab	Prbj.g_00754	Syab.g_00549, Syab.g_01193
OG0000004	Syak	Prbj.g_00754	Syak.g_01219, Syak.g_00720
OG0000004	Syag	Prbj.g_00754	Syag.g_00988
OG0000004	Syal	Prbj.g_00754	Syal.g_01809
OG0000004	Prab	Prbj.g_00754	Prab.g_00700
OG0000004	Pran	Prbj.g_00754	Pran.g_01483
OG0000004	Prai	Prbj.g_00754	Prai.g_00724
OG0000004	Prad	Prbj.g_00754	Prad.g_01269
OG0000004	Praa	Prbj.g_00754	Praa.g_00695
OG0000004	Pray	Prbj.g_00754	Pray.g_01068
OG0000004	Praz	Prbj.g_00754	Praz.g_01635
OG0000004	Prba	Prbj.g_00754	Prba.g_01622
OG0000004	Prax	Prbj.g_00754	Prax.g_00947
OG0000004	Prag	Prbj.g_00754	Prag.g_00673
OG0000004	Praw	Prbj.g_00754	Praw.g_01827
OG0000004	Prac	Prbj.g_00754	Prac.g_00676
OG0000004	Praq	Prbj.g_00754	Praq.g_00824
OG0000004	Prar	Prbj.g_00754	Prar.g_01525
OG0000004	Prae	Prbj.g_00754	Prae.g_00669
OG0000004	Prbd	Prbj.g_00754	Prbd.g_00549
OG0000004	Prav	Prbj.g_00754	Prav.g_01293
OG0000004	Prao	Prbj.g_00754	Prao.g_00133
OG0000004	Prbi	Prbj.g_00754	Prbi.g_00698
OG0000004	Pras	Prbj.g_00754	Pras.g_01571
OG0000004	Prau	Prbj.g_00754	Prau.g_00735
OG0000004	Pral	Prbj.g_00754	Pral.g_01743
OG0000004	Prat	Prbj.g_00754	Prat.g_00772
OG0000004	Prak	Prbj.g_00754	Prak.g_00826
OG0000004	Prap	Prbj.g_00754	Prap.g_00802
OG0000004	Prbe	Prbj.g_00754	Prbe.g_01203
OG0000004	Prbf	Prbj.g_00754	Prbf.g_01264
OG0000004	Prbg	Prbj.g_00754	Prbg.g_01140
OG0000004	Prbn	Prbj.g_00754	Prbn.g_01565
OG0000004	Pram	Prbj.g_00754	Pram.g_00789
OG0000004	Prbh	Prbj.g_00754	Prbh.g_00933
OG0000004	Praf	Prbj.g_00754	Praf.g_01121
OG0000004	Prah	Prbj.g_00754	Prah.g_01022
OG0000004	Prbk	Prbj.g_00754	Prbk.g_01760
OG0000004	Prbl	Prbj.g_00754	Prbl.g_00021
