Orthogroup	Species	Syat	Orthologs
OG0000001	Syai	Syat.g_02910, Syat.g_02911	Syai.g_01197, Syai.g_02594
OG0000001	Syae	Syat.g_02910, Syat.g_02911	Syae.g_01416
OG0000001	Syag	Syat.g_02910, Syat.g_02911	Syag.g_01942
OG0000001	Syal	Syat.g_02910, Syat.g_02911	Syal.g_02215
OG0000001	Syar	Syat.g_02910, Syat.g_02911	Syar.g_00069
OG0000001	Syao	Syat.g_02910, Syat.g_02911	Syao.g_00314
OG0000001	Syap	Syat.g_02908, Syat.g_02909	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615
OG0000001	Syas	Syat.g_02908, Syat.g_02909	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000001	Syao	Syat.g_02908, Syat.g_02909	Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syaa	Syat.g_02908, Syat.g_02909	Syaa.g_02439
OG0000001	Syam	Syat.g_02908, Syat.g_02909	Syam.g_02178
OG0000001	Syai	Syat.g_02908, Syat.g_02909	Syai.g_00891, Syai.g_02595
OG0000001	Syak	Syat.g_02908, Syat.g_02909	Syak.g_02138
OG0000001	Syab	Syat.g_02908, Syat.g_02909	Syab.g_02553, Syab.g_02555
OG0000001	Syal	Syat.g_02908, Syat.g_02909	Syal.g_00874, Syal.g_01184
OG0000001	Prah	Syat.g_02908, Syat.g_02909	Prah.g_02270
OG0000001	Praf	Syat.g_02908, Syat.g_02909	Praf.g_02422
OG0000001	Prbj	Syat.g_02908, Syat.g_02909	Prbj.g_01549, Prbj.g_02662
OG0000001	Prbk	Syat.g_02908, Syat.g_02909	Prbk.g_00561, Prbk.g_02701
OG0000001	Prbl	Syat.g_02908, Syat.g_02909	Prbl.g_00808, Prbl.g_02598
OG0000001	Syah	Syat.g_02908, Syat.g_02909	Syah.g_00040, Syah.g_00041
OG0000001	Syaf	Syat.g_02908, Syat.g_02909	Syaf.g_00845
OG0000001	Syac	Syat.g_02908, Syat.g_02909	Syac.g_00341, Syac.g_00340
OG0000001	Syae	Syat.g_02908, Syat.g_02909	Syae.g_01417
OG0000001	Syad	Syat.g_02908, Syat.g_02909	Syad.g_02865
OG0000001	Syaj	Syat.g_02908, Syat.g_02909	Syaj.g_01950
OG0000001	Syag	Syat.g_02908, Syat.g_02909	Syag.g_01943
OG0000001	Syaq	Syat.g_02908, Syat.g_02909	Syaq.g_01434
OG0000001	Syan	Syat.g_02908, Syat.g_02909	Syan.g_02266
OG0000001	Syar	Syat.g_02908, Syat.g_02909	Syar.g_00070
OG0000001	Syab	Syat.g_01540	Syab.g_01509, Syab.g_01510
OG0000001	Syaj	Syat.g_01540	Syaj.g_02660
OG0000001	Syad	Syat.g_01540	Syad.g_01238, Syad.g_00611
OG0000001	Syaf	Syat.g_01540	Syaf.g_01634
OG0000001	Syai	Syat.g_01540	Syai.g_01729
OG0000001	Syam	Syat.g_01540	Syam.g_00929
OG0000001	Syac	Syat.g_01540	Syac.g_02169
OG0000001	Syah	Syat.g_01540	Syah.g_00710
OG0000001	Syaa	Syat.g_01540	Syaa.g_02329
OG0000001	Syae	Syat.g_01540	Syae.g_02055
OG0000001	Syag	Syat.g_01540	Syag.g_00520
OG0000001	Syan	Syat.g_01540	Syan.g_01149
OG0000001	Syak	Syat.g_01540	Syak.g_00579
OG0000001	Syaq	Syat.g_01540	Syaq.g_02413
OG0000001	Syab	Syat.g_00878	Syab.g_00673
OG0000001	Prbj	Syat.g_00878	Prbj.g_02690
OG0000001	Prbk	Syat.g_00878	Prbk.g_00630
OG0000001	Prbl	Syat.g_00878	Prbl.g_02578
OG0000001	Praf	Syat.g_00878	Praf.g_01293
OG0000001	Prah	Syat.g_00878	Prah.g_00896
OG0000001	Syan	Syat.g_00878	Syan.g_02528
OG0000001	Syap	Syat.g_00878	Syap.g_00399
OG0000001	Syar	Syat.g_00878	Syar.g_02229
OG0000005	Prav	Syat.g_03065	Prav.g_01774
OG0000005	Prag	Syat.g_03065	Prag.g_01682
OG0000005	Praw	Syat.g_03065	Praw.g_00528
OG0000005	Prad	Syat.g_03065	Prad.g_00928
OG0000005	Prae	Syat.g_03065	Prae.g_01636
OG0000005	Prax	Syat.g_03065	Prax.g_01546
OG0000005	Prau	Syat.g_03065	Prau.g_01745
OG0000005	Pras	Syat.g_03065	Pras.g_00563
OG0000005	Prbd	Syat.g_03065	Prbd.g_01512
OG0000005	Prao	Syat.g_03065	Prao.g_01565
OG0000005	Prac	Syat.g_03065	Prac.g_00612
OG0000005	Praq	Syat.g_03065	Praq.g_00484
OG0000005	Prar	Syat.g_03065	Prar.g_01130
OG0000005	Prbi	Syat.g_03065	Prbi.g_01800
OG0000005	Praa	Syat.g_03065	Praa.g_01648
OG0000005	Pray	Syat.g_03065	Pray.g_01546
OG0000005	Praz	Syat.g_03065	Praz.g_00864
OG0000005	Prba	Syat.g_03065	Prba.g_00607
OG0000005	Prab	Syat.g_03065	Prab.g_01682
OG0000005	Pran	Syat.g_03065	Pran.g_00983
OG0000005	Prai	Syat.g_03065	Prai.g_01651
OG0000005	Prbc	Syat.g_03065	Prbc.g_00098
OG0000005	Praj	Syat.g_03065	Praj.g_01349
OG0000005	Prbb	Syat.g_03065	Prbb.g_01393
OG0000005	Syab	Syat.g_03065	Syab.g_02289
OG0000005	Syal	Syat.g_03065	Syal.g_00606
OG0000005	Syag	Syat.g_03065	Syag.g_01708
OG0000005	Syak	Syat.g_03065	Syak.g_02401
OG0000005	Syaq	Syat.g_03065	Syaq.g_01658
OG0000005	Syar	Syat.g_03065	Syar.g_02952
OG0000005	Syan	Syat.g_03065	Syan.g_01423
OG0000005	Syao	Syat.g_03065	Syao.g_01680
OG0000005	Syap	Syat.g_03065	Syap.g_01773
OG0000005	Syas	Syat.g_03065	Syas.g_02665
OG0000005	Syae	Syat.g_03065	Syae.g_01179
OG0000005	Syac	Syat.g_03065	Syac.g_00527
OG0000005	Syah	Syat.g_03065	Syah.g_02403
OG0000005	Syaa	Syat.g_03065	Syaa.g_00534
OG0000005	Syam	Syat.g_03065	Syam.g_02004
OG0000005	Syaf	Syat.g_03065	Syaf.g_01017
OG0000005	Syai	Syat.g_03065	Syai.g_02393
OG0000005	Syad	Syat.g_03065	Syad.g_02639
OG0000005	Syaj	Syat.g_03065	Syaj.g_01736
OG0000005	Praf	Syat.g_03105	Praf.g_00503
OG0000005	Prah	Syat.g_03105	Prah.g_01652
OG0000005	Prbj	Syat.g_03105	Prbj.g_00883
OG0000005	Prbk	Syat.g_03105	Prbk.g_00933
OG0000005	Prbl	Syat.g_03105	Prbl.g_00419
OG0000005	Pral	Syat.g_03105	Pral.g_01075
OG0000005	Prat	Syat.g_03105	Prat.g_01440
OG0000005	Prak	Syat.g_03105	Prak.g_01474
OG0000005	Prap	Syat.g_03105	Prap.g_00204
OG0000005	Prbe	Syat.g_03105	Prbe.g_00228
OG0000005	Prbf	Syat.g_03105	Prbf.g_00240
OG0000005	Prbg	Syat.g_03105	Prbg.g_00674
OG0000005	Prbn	Syat.g_03105	Prbn.g_00899
OG0000005	Pram	Syat.g_03105	Pram.g_01295
OG0000005	Prbh	Syat.g_03105	Prbh.g_00182
OG0000005	Prac	Syat.g_03105	Prac.g_00335
OG0000005	Praq	Syat.g_03105	Praq.g_00370
OG0000005	Prar	Syat.g_03105	Prar.g_00771
OG0000005	Praa	Syat.g_03105	Praa.g_01553
OG0000005	Prad	Syat.g_03105	Prad.g_00438
OG0000005	Prae	Syat.g_03105	Prae.g_01535
OG0000005	Prag	Syat.g_03105	Prag.g_01566
OG0000005	Praw	Syat.g_03105	Praw.g_00413
OG0000005	Prax	Syat.g_03105	Prax.g_01652
OG0000005	Pray	Syat.g_03105	Pray.g_01646
OG0000005	Praz	Syat.g_03105	Praz.g_00965
OG0000005	Prba	Syat.g_03105	Prba.g_00312
OG0000005	Prbi	Syat.g_03105	Prbi.g_01666
OG0000005	Prao	Syat.g_03105	Prao.g_01472
OG0000005	Prav	Syat.g_03105	Prav.g_01654
OG0000005	Prbd	Syat.g_03105	Prbd.g_01612
OG0000005	Pras	Syat.g_03105	Pras.g_00429
OG0000005	Prau	Syat.g_03105	Prau.g_01607
OG0000005	Prab	Syat.g_03105	Prab.g_01542
OG0000005	Pran	Syat.g_03105	Pran.g_00657
OG0000005	Prai	Syat.g_03105	Prai.g_01538
OG0000005	Syab	Syat.g_03105	Syab.g_02806, Syab.g_02232
OG0000005	Prbc	Syat.g_03105	Prbc.g_00788
OG0000005	Praj	Syat.g_03105	Praj.g_01712
OG0000005	Prbb	Syat.g_03105	Prbb.g_01766
OG0000005	Prbm	Syat.g_03105	Prbm.g_01790
OG0000005	Syar	Syat.g_03105	Syar.g_02909
OG0000005	Syaq	Syat.g_03105	Syaq.g_01692
OG0000005	Syad	Syat.g_03105	Syad.g_02596
OG0000005	Syaj	Syat.g_03105	Syaj.g_01698
OG0000005	Syan	Syat.g_03105	Syan.g_01378
OG0000005	Syao	Syat.g_03105	Syao.g_01578
OG0000005	Syae	Syat.g_03105	Syae.g_01143
OG0000005	Syaa	Syat.g_03105	Syaa.g_00573
OG0000005	Syac	Syat.g_03105	Syac.g_00569
OG0000005	Syaf	Syat.g_03105	Syaf.g_01057
OG0000005	Syag	Syat.g_03105	Syag.g_01667
OG0000005	Syai	Syat.g_03105	Syai.g_02356
OG0000005	Syak	Syat.g_03105	Syak.g_02436
OG0000005	Syal	Syat.g_03105	Syal.g_00565
OG0000005	Syam	Syat.g_03105	Syam.g_01970
OG0000005	Syah	Syat.g_03105	Syah.g_02363
OG0000005	Syas	Syat.g_03105	Syas.g_02704
OG0000005	Syap	Syat.g_03105	Syap.g_01218
OG0000005	Syan	Syat.g_01038	Syan.g_00449
OG0000005	Syao	Syat.g_01038	Syao.g_01210
OG0000005	Syad	Syat.g_01038	Syad.g_02028
OG0000005	Syaj	Syat.g_01038	Syaj.g_01155
OG0000005	Syac	Syat.g_01038	Syac.g_01087
OG0000005	Syah	Syat.g_01038	Syah.g_01827
OG0000005	Syaf	Syat.g_01038	Syaf.g_01352, Syaf.g_01732
OG0000005	Syai	Syat.g_01038	Syai.g_02068, Syai.g_01611
OG0000005	Syam	Syat.g_01038	Syam.g_00715, Syam.g_01029
OG0000005	Syae	Syat.g_01038	Syae.g_00257
OG0000005	Syaa	Syat.g_01038	Syaa.g_01449
OG0000005	Syaq	Syat.g_01038	Syaq.g_00236
OG0000005	Syab	Syat.g_01038	Syab.g_00981
OG0000005	Syal	Syat.g_01038	Syal.g_01664
OG0000005	Syar	Syat.g_01038	Syar.g_01752
OG0000006	Prab	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prab.g_00231
OG0000006	Prai	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prai.g_00252, Prai.g_00254
OG0000006	Pran	Syat.g_00371, Syat.g_01439, Syat.g_01865	Pran.g_01951
OG0000006	Prac	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prac.g_01689
OG0000006	Praq	Syat.g_00371, Syat.g_01439, Syat.g_01865	Praq.g_01761
OG0000006	Prar	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prar.g_00086
OG0000006	Praa	Syat.g_00371, Syat.g_01439, Syat.g_01865	Praa.g_00241, Praa.g_01245
OG0000006	Prad	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prad.g_01750
OG0000006	Prae	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prae.g_00244
OG0000006	Prao	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prao.g_00379
OG0000006	Pras	Syat.g_00371, Syat.g_01439, Syat.g_01865	Pras.g_00148, Pras.g_01093
OG0000006	Prau	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prau.g_01316
OG0000006	Prax	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prax.g_01972
OG0000006	Pray	Syat.g_00371, Syat.g_01439, Syat.g_01865	Pray.g_00722
OG0000006	Praz	Syat.g_00371, Syat.g_01439, Syat.g_01865	Praz.g_00601
OG0000006	Prba	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prba.g_00460
OG0000006	Prbd	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbd.g_00998
OG0000006	Prbi	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbi.g_00265
OG0000006	Prag	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prag.g_00234, Prag.g_01231
OG0000006	Prav	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prav.g_02001
OG0000006	Praw	Syat.g_00371, Syat.g_01439, Syat.g_01865	Praw.g_01950
OG0000006	Prat	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prat.g_00248
OG0000006	Prak	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prak.g_00258
OG0000006	Prap	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prap.g_01470
OG0000006	Prbe	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbe.g_01794
OG0000006	Prbf	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbf.g_01580
OG0000006	Prbg	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbg.g_01024
OG0000006	Prbn	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbn.g_00308
OG0000006	Pram	Syat.g_00371, Syat.g_01439, Syat.g_01865	Pram.g_00229
OG0000006	Prbh	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbh.g_00538
OG0000006	Pral	Syat.g_00371, Syat.g_01439, Syat.g_01865	Pral.g_00797
OG0000006	Praj	Syat.g_00371, Syat.g_01439, Syat.g_01865	Praj.g_00282, Praj.g_01281, Praj.g_01505
OG0000006	Prbb	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbb.g_00299, Prbb.g_01328, Prbb.g_01560
OG0000006	Prbc	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbc.g_02202
OG0000006	Prbm	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbm.g_00302, Prbm.g_01236, Prbm.g_01588
OG0000006	Prah	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prah.g_00475, Prah.g_01767
OG0000006	Praf	Syat.g_00371, Syat.g_01439, Syat.g_01865	Praf.g_00396, Praf.g_01719
OG0000006	Prbj	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbj.g_02699
OG0000006	Prbk	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbk.g_02695
OG0000006	Prbl	Syat.g_00371, Syat.g_01439, Syat.g_01865	Prbl.g_02601
OG0000006	Syap	Syat.g_00371	Syap.g_02770
OG0000006	Syar	Syat.g_00371	Syar.g_02439
OG0000006	Syan	Syat.g_00371	Syan.g_00791
OG0000006	Syao	Syat.g_00371	Syao.g_00919
OG0000006	Syag	Syat.g_00371	Syag.g_00435
OG0000006	Syak	Syat.g_00371	Syak.g_00057
OG0000006	Syaq	Syat.g_00371	Syaq.g_02108
OG0000006	Syab	Syat.g_00371	Syab.g_01849
OG0000006	Syal	Syat.g_00371	Syal.g_02611
OG0000006	Syac	Syat.g_00371	Syac.g_01002
OG0000006	Syah	Syat.g_00371	Syah.g_01912
OG0000006	Syai	Syat.g_00371	Syai.g_01126
OG0000006	Syam	Syat.g_00371	Syam.g_01446
OG0000006	Syaf	Syat.g_00371	Syaf.g_02288
OG0000006	Syad	Syat.g_00371	Syad.g_02130
OG0000006	Syaa	Syat.g_00371	Syaa.g_01611
OG0000006	Syae	Syat.g_00371	Syae.g_00096
OG0000006	Syan	Syat.g_01439, Syat.g_01865	Syan.g_01505, Syan.g_02101, Syan.g_02441
OG0000006	Syas	Syat.g_01439, Syat.g_01865	Syas.g_01684, Syas.g_02565
OG0000006	Syad	Syat.g_01439, Syat.g_01865	Syad.g_00588, Syad.g_00829
OG0000006	Syaf	Syat.g_01439, Syat.g_01865	Syaf.g_00179, Syaf.g_02778
OG0000006	Syag	Syat.g_01439, Syat.g_01865	Syag.g_01772, Syag.g_02678, Syag.g_02687
OG0000006	Syak	Syat.g_01439, Syat.g_01865	Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317
OG0000006	Syaq	Syat.g_01439, Syat.g_01865	Syaq.g_00696, Syaq.g_01590
OG0000006	Syab	Syat.g_01439, Syat.g_01865	Syab.g_00365, Syab.g_01847, Syab.g_02361
OG0000006	Syal	Syat.g_01439, Syat.g_01865	Syal.g_00674
OG0000006	Syaj	Syat.g_01439, Syat.g_01865	Syaj.g_02635
OG0000006	Syae	Syat.g_01439, Syat.g_01865	Syae.g_02030, Syae.g_02248
OG0000006	Syac	Syat.g_01439, Syat.g_01865	Syac.g_01958, Syac.g_01961, Syac.g_02194
OG0000006	Syah	Syat.g_01439, Syat.g_01865	Syah.g_00683, Syah.g_00915, Syah.g_00681, Syah.g_00918
OG0000006	Syai	Syat.g_01439, Syat.g_01865	Syai.g_00317, Syai.g_00547
OG0000006	Syam	Syat.g_01439, Syat.g_01865	Syam.g_00286, Syam.g_00518
OG0000006	Syaa	Syat.g_01439, Syat.g_01865	Syaa.g_01043, Syaa.g_02353, Syaa.g_02099
OG0000006	Syar	Syat.g_01439, Syat.g_01865	Syar.g_00151, Syar.g_02056, Syar.g_03013
OG0000007	Prab	Syat.g_03191	Prab.g_00501
OG0000007	Pran	Syat.g_03191	Pran.g_01681
OG0000007	Prai	Syat.g_03191	Prai.g_00527
OG0000007	Prad	Syat.g_03191	Prad.g_00132
OG0000007	Prax	Syat.g_03191	Prax.g_00704
OG0000007	Prag	Syat.g_03191	Prag.g_00476
OG0000007	Praw	Syat.g_03191	Praw.g_00651
OG0000007	Prav	Syat.g_03191	Prav.g_01095
OG0000007	Prac	Syat.g_03191	Prac.g_00874
OG0000007	Prar	Syat.g_03191	Prar.g_01328
OG0000007	Praq	Syat.g_03191	Praq.g_01105
OG0000007	Pras	Syat.g_03191	Pras.g_01375
OG0000007	Prau	Syat.g_03191	Prau.g_00538
OG0000007	Prao	Syat.g_03191	Prao.g_00603
OG0000007	Praa	Syat.g_03191	Praa.g_00497
OG0000007	Prbi	Syat.g_03191	Prbi.g_00500
OG0000007	Prbd	Syat.g_03191	Prbd.g_00745
OG0000007	Praz	Syat.g_03191	Praz.g_01831
OG0000007	Prba	Syat.g_03191	Prba.g_00964
OG0000007	Pray	Syat.g_03191	Pray.g_00988, Pray.g_00987
OG0000007	Prae	Syat.g_03191	Prae.g_00471
OG0000007	Prbb	Syat.g_03191	Prbb.g_00501
OG0000007	Prbm	Syat.g_03191	Prbm.g_00522
OG0000007	Praj	Syat.g_03191	Praj.g_00489
OG0000007	Prbc	Syat.g_03191	Prbc.g_01556
OG0000007	Prak	Syat.g_03191	Prak.g_00458
OG0000007	Prap	Syat.g_03191	Prap.g_01270
OG0000007	Prbe	Syat.g_03191	Prbe.g_00636
OG0000007	Prbf	Syat.g_03191	Prbf.g_01780
OG0000007	Prbg	Syat.g_03191	Prbg.g_00216
OG0000007	Prbn	Syat.g_03191	Prbn.g_00617
OG0000007	Pram	Syat.g_03191	Pram.g_00433
OG0000007	Prbh	Syat.g_03191	Prbh.g_00334
OG0000007	Pral	Syat.g_03191	Pral.g_00593
OG0000007	Prat	Syat.g_03191	Prat.g_00458
OG0000007	Prbj	Syat.g_03191	Prbj.g_01610
OG0000007	Prbl	Syat.g_03191	Prbl.g_00531
OG0000007	Praf	Syat.g_03191	Praf.g_00614
OG0000007	Prah	Syat.g_03191	Prah.g_01546
OG0000007	Syag	Syat.g_03191	Syag.g_01507
OG0000007	Syak	Syat.g_03191	Syak.g_02595
OG0000007	Syaq	Syat.g_03191	Syaq.g_01793
OG0000007	Syab	Syat.g_03191	Syab.g_02117
OG0000007	Syal	Syat.g_03191	Syal.g_02918
OG0000007	Syad	Syat.g_03191	Syad.g_00923
OG0000007	Syaj	Syat.g_03191	Syaj.g_00091
OG0000007	Syaa	Syat.g_03191	Syaa.g_02032
OG0000007	Syac	Syat.g_03191	Syac.g_01885
OG0000007	Syah	Syat.g_03191	Syah.g_01016
OG0000007	Syai	Syat.g_03191	Syai.g_00657
OG0000007	Syaf	Syat.g_03191	Syaf.g_02702
OG0000007	Syam	Syat.g_03191	Syam.g_00602
OG0000007	Syae	Syat.g_03191	Syae.g_02328
OG0000007	Syan	Syat.g_03191	Syan.g_02743
OG0000007	Syao	Syat.g_03191	Syao.g_00105
OG0000007	Syar	Syat.g_03191	Syar.g_01491
OG0000007	Syas	Syat.g_03191	Syas.g_01232
OG0000007	Syap	Syat.g_03191	Syap.g_00275
OG0000007	Syak	Syat.g_03124	Syak.g_02416
OG0000007	Syaq	Syat.g_03124	Syaq.g_01673
OG0000007	Syab	Syat.g_03124	Syab.g_02256
OG0000007	Syal	Syat.g_03124	Syal.g_00587
OG0000007	Syag	Syat.g_03124	Syag.g_01687
OG0000007	Syaa	Syat.g_03124	Syaa.g_00551
OG0000007	Syac	Syat.g_03124	Syac.g_00544
OG0000007	Syah	Syat.g_03124	Syah.g_02384
OG0000007	Syae	Syat.g_03124	Syae.g_01163
OG0000007	Syad	Syat.g_03124	Syad.g_02623
OG0000007	Syaj	Syat.g_03124	Syaj.g_01721
OG0000007	Syaf	Syat.g_03124	Syaf.g_01033
OG0000007	Syai	Syat.g_03124	Syai.g_02378
OG0000007	Syam	Syat.g_03124	Syam.g_01990
OG0000007	Prbj	Syat.g_03124	Prbj.g_00857
OG0000007	Prbk	Syat.g_03124	Prbk.g_00907
OG0000007	Prbl	Syat.g_03124	Prbl.g_00394
OG0000007	Praf	Syat.g_03124	Praf.g_00480
OG0000007	Prah	Syat.g_03124	Prah.g_01676
OG0000007	Prbb	Syat.g_03124	Prbb.g_01823
OG0000007	Praj	Syat.g_03124	Praj.g_01768
OG0000007	Prbc	Syat.g_03124	Prbc.g_00832
OG0000007	Prbm	Syat.g_03124	Prbm.g_01841
