Orthogroup	Species	Syak	Orthologs
OG0000004	Prbb	Syak.g_01219, Syak.g_00720	Prbb.g_01450
OG0000004	Syan	Syak.g_01219, Syak.g_00720	Syan.g_00183
OG0000004	Syar	Syak.g_01219, Syak.g_00720	Syar.g_02051
OG0000004	Syas	Syak.g_01219, Syak.g_00720	Syas.g_00176
OG0000004	Syao	Syak.g_01219, Syak.g_00720	Syao.g_02374
OG0000004	Prbj	Syak.g_01219, Syak.g_00720	Prbj.g_00754
OG0000004	Prbk	Syak.g_01219, Syak.g_00720	Prbk.g_01760
OG0000004	Prbl	Syak.g_01219, Syak.g_00720	Prbl.g_00021
OG0000004	Praf	Syak.g_01219, Syak.g_00720	Praf.g_01121
OG0000004	Prah	Syak.g_01219, Syak.g_00720	Prah.g_01022
OG0000004	Prab	Syak.g_01219, Syak.g_00720	Prab.g_00700
OG0000004	Pran	Syak.g_01219, Syak.g_00720	Pran.g_01483
OG0000004	Prai	Syak.g_01219, Syak.g_00720	Prai.g_00724
OG0000004	Prad	Syak.g_01219, Syak.g_00720	Prad.g_01269
OG0000004	Praa	Syak.g_01219, Syak.g_00720	Praa.g_00695
OG0000004	Pray	Syak.g_01219, Syak.g_00720	Pray.g_01068
OG0000004	Praz	Syak.g_01219, Syak.g_00720	Praz.g_01635
OG0000004	Prba	Syak.g_01219, Syak.g_00720	Prba.g_01622
OG0000004	Prax	Syak.g_01219, Syak.g_00720	Prax.g_00947
OG0000004	Prag	Syak.g_01219, Syak.g_00720	Prag.g_00673
OG0000004	Praw	Syak.g_01219, Syak.g_00720	Praw.g_01827
OG0000004	Prac	Syak.g_01219, Syak.g_00720	Prac.g_00676
OG0000004	Praq	Syak.g_01219, Syak.g_00720	Praq.g_00824
OG0000004	Prar	Syak.g_01219, Syak.g_00720	Prar.g_01525
OG0000004	Prae	Syak.g_01219, Syak.g_00720	Prae.g_00669
OG0000004	Prbd	Syak.g_01219, Syak.g_00720	Prbd.g_00549
OG0000004	Prav	Syak.g_01219, Syak.g_00720	Prav.g_01293
OG0000004	Prao	Syak.g_01219, Syak.g_00720	Prao.g_00133
OG0000004	Prbi	Syak.g_01219, Syak.g_00720	Prbi.g_00698
OG0000004	Pras	Syak.g_01219, Syak.g_00720	Pras.g_01571
OG0000004	Prau	Syak.g_01219, Syak.g_00720	Prau.g_00735
OG0000004	Pral	Syak.g_01219, Syak.g_00720	Pral.g_01743
OG0000004	Prat	Syak.g_01219, Syak.g_00720	Prat.g_00772
OG0000004	Prak	Syak.g_01219, Syak.g_00720	Prak.g_00826
OG0000004	Prap	Syak.g_01219, Syak.g_00720	Prap.g_00802
OG0000004	Prbe	Syak.g_01219, Syak.g_00720	Prbe.g_01203
OG0000004	Prbf	Syak.g_01219, Syak.g_00720	Prbf.g_01264
OG0000004	Prbg	Syak.g_01219, Syak.g_00720	Prbg.g_01140
OG0000004	Prbn	Syak.g_01219, Syak.g_00720	Prbn.g_01565
OG0000004	Pram	Syak.g_01219, Syak.g_00720	Pram.g_00789
OG0000004	Prbh	Syak.g_01219, Syak.g_00720	Prbh.g_00933
OG0000004	Syae	Syak.g_01219, Syak.g_00720	Syae.g_00779
OG0000004	Syac	Syak.g_01219, Syak.g_00720	Syac.g_00898
OG0000004	Syah	Syak.g_01219, Syak.g_00720	Syah.g_02017
OG0000004	Syam	Syak.g_01219, Syak.g_00720	Syam.g_00787
OG0000004	Syai	Syak.g_01219, Syak.g_00720	Syai.g_01994
OG0000004	Syaf	Syak.g_01219, Syak.g_00720	Syaf.g_01455
OG0000004	Syaa	Syak.g_01219, Syak.g_00720	Syaa.g_00892
OG0000004	Syad	Syak.g_01219, Syak.g_00720	Syad.g_01304
OG0000004	Syaj	Syak.g_01219, Syak.g_00720	Syaj.g_00441
OG0000004	Syab	Syak.g_01219	Syab.g_00549
OG0000004	Syag	Syak.g_00720	Syag.g_00988
OG0000004	Syab	Syak.g_00720	Syab.g_01193
OG0000004	Syal	Syak.g_00720	Syal.g_01809
OG0000004	Praf	Syak.g_00003, Syak.g_02297	Praf.g_00743
OG0000004	Prah	Syak.g_00003, Syak.g_02297	Prah.g_01413
OG0000004	Prbj	Syak.g_00003, Syak.g_02297	Prbj.g_01777
OG0000004	Prbk	Syak.g_00003, Syak.g_02297	Prbk.g_01134
OG0000004	Prbl	Syak.g_00003, Syak.g_02297	Prbl.g_01771
OG0000004	Prbm	Syak.g_00003, Syak.g_02297	Prbm.g_00291
OG0000004	Praj	Syak.g_00003, Syak.g_02297	Praj.g_00271
OG0000004	Prbb	Syak.g_00003, Syak.g_02297	Prbb.g_00288
OG0000004	Prbc	Syak.g_00003, Syak.g_02297	Prbc.g_00339
OG0000004	Pram	Syak.g_00003, Syak.g_02297	Pram.g_00219
OG0000004	Prbh	Syak.g_00003, Syak.g_02297	Prbh.g_00548
OG0000004	Prak	Syak.g_00003, Syak.g_02297	Prak.g_00248
OG0000004	Prap	Syak.g_00003, Syak.g_02297	Prap.g_01480
OG0000004	Prbe	Syak.g_00003, Syak.g_02297	Prbe.g_01784
OG0000004	Prbf	Syak.g_00003, Syak.g_02297	Prbf.g_01570
OG0000004	Prbg	Syak.g_00003, Syak.g_02297	Prbg.g_01014
OG0000004	Prbn	Syak.g_00003, Syak.g_02297	Prbn.g_00318
OG0000004	Prat	Syak.g_00003, Syak.g_02297	Prat.g_00236
OG0000004	Pral	Syak.g_00003, Syak.g_02297	Pral.g_00809
OG0000004	Prac	Syak.g_00003, Syak.g_02297	Prac.g_01698
OG0000004	Praq	Syak.g_00003, Syak.g_02297	Praq.g_01770
OG0000004	Prar	Syak.g_00003, Syak.g_02297	Prar.g_00095
OG0000004	Prav	Syak.g_00003, Syak.g_02297	Prav.g_00806
OG0000004	Prai	Syak.g_00003, Syak.g_02297	Prai.g_00243
OG0000004	Prab	Syak.g_00003, Syak.g_02297	Prab.g_00223
OG0000004	Pran	Syak.g_00003, Syak.g_02297	Pran.g_00200
OG0000004	Prag	Syak.g_00003, Syak.g_02297	Prag.g_00225
OG0000004	Praw	Syak.g_00003, Syak.g_02297	Praw.g_01203
OG0000004	Praa	Syak.g_00003, Syak.g_02297	Praa.g_00232
OG0000004	Pras	Syak.g_00003, Syak.g_02297	Pras.g_01084
OG0000004	Prau	Syak.g_00003, Syak.g_02297	Prau.g_00233
OG0000004	Prae	Syak.g_00003, Syak.g_02297	Prae.g_00235
OG0000004	Prax	Syak.g_00003, Syak.g_02297	Prax.g_00986
OG0000004	Pray	Syak.g_00003, Syak.g_02297	Pray.g_00713
OG0000004	Praz	Syak.g_00003, Syak.g_02297	Praz.g_00592
OG0000004	Prba	Syak.g_00003, Syak.g_02297	Prba.g_00451
OG0000004	Prbd	Syak.g_00003, Syak.g_02297	Prbd.g_01007
OG0000004	Prbi	Syak.g_00003, Syak.g_02297	Prbi.g_00256
OG0000004	Prad	Syak.g_00003, Syak.g_02297	Prad.g_01759
OG0000004	Prao	Syak.g_00003, Syak.g_02297	Prao.g_00370
OG0000004	Syar	Syak.g_00003	Syar.g_02225
OG0000004	Syan	Syak.g_00003	Syan.g_00989
OG0000004	Syao	Syak.g_00003	Syao.g_01007
OG0000004	Syas	Syak.g_00003	Syas.g_00174, Syas.g_00311
OG0000004	Syaq	Syak.g_00003	Syaq.g_02042
OG0000004	Syaa	Syak.g_00003	Syaa.g_01667
OG0000004	Syae	Syak.g_00003	Syae.g_00042
OG0000004	Syad	Syak.g_00003	Syad.g_02184
OG0000004	Syaj	Syak.g_00003	Syaj.g_01314
OG0000004	Syag	Syak.g_00003	Syag.g_00370
OG0000004	Syac	Syak.g_00003	Syac.g_00948
OG0000004	Syah	Syak.g_00003	Syah.g_01967
OG0000004	Syaf	Syak.g_00003	Syaf.g_02351
OG0000004	Syai	Syak.g_00003	Syai.g_01062
OG0000004	Syam	Syak.g_00003	Syam.g_01499
OG0000004	Syab	Syak.g_00003	Syab.g_01911
OG0000004	Syal	Syak.g_00003	Syal.g_02718
OG0000004	Syap	Syak.g_02297	Syap.g_01987
OG0000004	Syar	Syak.g_02297	Syar.g_00842
OG0000004	Syas	Syak.g_02297	Syas.g_00072
OG0000004	Syad	Syak.g_02297	Syad.g_00810
OG0000004	Syaj	Syak.g_02297	Syaj.g_02853
OG0000004	Syae	Syak.g_02297	Syae.g_02231
OG0000004	Syaa	Syak.g_02297	Syaa.g_02116
OG0000004	Syac	Syak.g_02297	Syac.g_01975
OG0000004	Syah	Syak.g_02297	Syah.g_00901
OG0000004	Syaf	Syak.g_02297	Syaf.g_02794
OG0000004	Syai	Syak.g_02297	Syai.g_00530
OG0000004	Syam	Syak.g_02297	Syam.g_00501
OG0000004	Syag	Syak.g_02297	Syag.g_01790
OG0000004	Syaq	Syak.g_02297	Syaq.g_01567
OG0000004	Syab	Syak.g_02297	Syab.g_02377
OG0000004	Syal	Syak.g_02297	Syal.g_00691
OG0000005	Prav	Syak.g_02401	Prav.g_01774
OG0000005	Prag	Syak.g_02401	Prag.g_01682
OG0000005	Praw	Syak.g_02401	Praw.g_00528
OG0000005	Prad	Syak.g_02401	Prad.g_00928
OG0000005	Prae	Syak.g_02401	Prae.g_01636
OG0000005	Prax	Syak.g_02401	Prax.g_01546
OG0000005	Prau	Syak.g_02401	Prau.g_01745
OG0000005	Pras	Syak.g_02401	Pras.g_00563
OG0000005	Prbd	Syak.g_02401	Prbd.g_01512
OG0000005	Prao	Syak.g_02401	Prao.g_01565
OG0000005	Prac	Syak.g_02401	Prac.g_00612
OG0000005	Praq	Syak.g_02401	Praq.g_00484
OG0000005	Prar	Syak.g_02401	Prar.g_01130
OG0000005	Prbi	Syak.g_02401	Prbi.g_01800
OG0000005	Praa	Syak.g_02401	Praa.g_01648
OG0000005	Pray	Syak.g_02401	Pray.g_01546
OG0000005	Praz	Syak.g_02401	Praz.g_00864
OG0000005	Prba	Syak.g_02401	Prba.g_00607
OG0000005	Prab	Syak.g_02401	Prab.g_01682
OG0000005	Pran	Syak.g_02401	Pran.g_00983
OG0000005	Prai	Syak.g_02401	Prai.g_01651
OG0000005	Prbc	Syak.g_02401	Prbc.g_00098
OG0000005	Praj	Syak.g_02401	Praj.g_01349
OG0000005	Prbb	Syak.g_02401	Prbb.g_01393
OG0000005	Syab	Syak.g_02401	Syab.g_02289
OG0000005	Syal	Syak.g_02401	Syal.g_00606
OG0000005	Syar	Syak.g_02401	Syar.g_02952
OG0000005	Syan	Syak.g_02401	Syan.g_01423
OG0000005	Syao	Syak.g_02401	Syao.g_01680
OG0000005	Syat	Syak.g_02401	Syat.g_03065
OG0000005	Syae	Syak.g_02401	Syae.g_01179
OG0000005	Syac	Syak.g_02401	Syac.g_00527
OG0000005	Syah	Syak.g_02401	Syah.g_02403
OG0000005	Syaa	Syak.g_02401	Syaa.g_00534
OG0000005	Syam	Syak.g_02401	Syam.g_02004
OG0000005	Syaf	Syak.g_02401	Syaf.g_01017
OG0000005	Syai	Syak.g_02401	Syai.g_02393
OG0000005	Syad	Syak.g_02401	Syad.g_02639
OG0000005	Syaj	Syak.g_02401	Syaj.g_01736
OG0000005	Syap	Syak.g_02401	Syap.g_01773
OG0000005	Syas	Syak.g_02401	Syas.g_02665
OG0000005	Syag	Syak.g_02401	Syag.g_01708
OG0000005	Syaq	Syak.g_02401	Syaq.g_01658
OG0000005	Praf	Syak.g_00885, Syak.g_02436	Praf.g_00503
OG0000005	Prah	Syak.g_00885, Syak.g_02436	Prah.g_01652
OG0000005	Prbj	Syak.g_00885, Syak.g_02436	Prbj.g_00883
OG0000005	Prbk	Syak.g_00885, Syak.g_02436	Prbk.g_00933
OG0000005	Prbl	Syak.g_00885, Syak.g_02436	Prbl.g_00419
OG0000005	Pral	Syak.g_00885, Syak.g_02436	Pral.g_01075
OG0000005	Prat	Syak.g_00885, Syak.g_02436	Prat.g_01440
OG0000005	Prak	Syak.g_00885, Syak.g_02436	Prak.g_01474
OG0000005	Prap	Syak.g_00885, Syak.g_02436	Prap.g_00204
OG0000005	Prbe	Syak.g_00885, Syak.g_02436	Prbe.g_00228
OG0000005	Prbf	Syak.g_00885, Syak.g_02436	Prbf.g_00240
OG0000005	Prbg	Syak.g_00885, Syak.g_02436	Prbg.g_00674
OG0000005	Prbn	Syak.g_00885, Syak.g_02436	Prbn.g_00899
OG0000005	Pram	Syak.g_00885, Syak.g_02436	Pram.g_01295
OG0000005	Prbh	Syak.g_00885, Syak.g_02436	Prbh.g_00182
OG0000005	Prac	Syak.g_00885, Syak.g_02436	Prac.g_00335
OG0000005	Praq	Syak.g_00885, Syak.g_02436	Praq.g_00370
OG0000005	Prar	Syak.g_00885, Syak.g_02436	Prar.g_00771
OG0000005	Praa	Syak.g_00885, Syak.g_02436	Praa.g_01553
OG0000005	Prad	Syak.g_00885, Syak.g_02436	Prad.g_00438
OG0000005	Prae	Syak.g_00885, Syak.g_02436	Prae.g_01535
OG0000005	Prag	Syak.g_00885, Syak.g_02436	Prag.g_01566
OG0000005	Praw	Syak.g_00885, Syak.g_02436	Praw.g_00413
OG0000005	Prax	Syak.g_00885, Syak.g_02436	Prax.g_01652
OG0000005	Pray	Syak.g_00885, Syak.g_02436	Pray.g_01646
OG0000005	Praz	Syak.g_00885, Syak.g_02436	Praz.g_00965
OG0000005	Prba	Syak.g_00885, Syak.g_02436	Prba.g_00312
OG0000005	Prbi	Syak.g_00885, Syak.g_02436	Prbi.g_01666
OG0000005	Prao	Syak.g_00885, Syak.g_02436	Prao.g_01472
OG0000005	Prav	Syak.g_00885, Syak.g_02436	Prav.g_01654
OG0000005	Prbd	Syak.g_00885, Syak.g_02436	Prbd.g_01612
OG0000005	Pras	Syak.g_00885, Syak.g_02436	Pras.g_00429
OG0000005	Prau	Syak.g_00885, Syak.g_02436	Prau.g_01607
OG0000005	Prab	Syak.g_00885, Syak.g_02436	Prab.g_01542
OG0000005	Pran	Syak.g_00885, Syak.g_02436	Pran.g_00657
OG0000005	Prai	Syak.g_00885, Syak.g_02436	Prai.g_01538
OG0000005	Syap	Syak.g_02436	Syap.g_01218
OG0000005	Syat	Syak.g_02436	Syat.g_03105
OG0000005	Syas	Syak.g_02436	Syas.g_02704
OG0000005	Prbc	Syak.g_02436	Prbc.g_00788
OG0000005	Praj	Syak.g_02436	Praj.g_01712
OG0000005	Prbb	Syak.g_02436	Prbb.g_01766
OG0000005	Prbm	Syak.g_02436	Prbm.g_01790
OG0000005	Syar	Syak.g_02436	Syar.g_02909
OG0000005	Syaq	Syak.g_02436	Syaq.g_01692
OG0000005	Syad	Syak.g_02436	Syad.g_02596
OG0000005	Syaj	Syak.g_02436	Syaj.g_01698
OG0000005	Syan	Syak.g_02436	Syan.g_01378
OG0000005	Syao	Syak.g_02436	Syao.g_01578
OG0000005	Syae	Syak.g_02436	Syae.g_01143
OG0000005	Syah	Syak.g_02436	Syah.g_02363
OG0000005	Syaa	Syak.g_02436	Syaa.g_00573
OG0000005	Syab	Syak.g_02436	Syab.g_02232
OG0000005	Syac	Syak.g_02436	Syac.g_00569
OG0000005	Syaf	Syak.g_02436	Syaf.g_01057
OG0000005	Syag	Syak.g_02436	Syag.g_01667
OG0000005	Syai	Syak.g_02436	Syai.g_02356
OG0000005	Syal	Syak.g_02436	Syal.g_00565
OG0000005	Syam	Syak.g_02436	Syam.g_01970
OG0000006	Prab	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prab.g_00231
OG0000006	Prai	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prai.g_00252, Prai.g_00254
OG0000006	Pran	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Pran.g_01951
OG0000006	Prac	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prac.g_01689
OG0000006	Praq	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Praq.g_01761
OG0000006	Prar	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prar.g_00086
OG0000006	Praa	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Praa.g_00241, Praa.g_01245
OG0000006	Prad	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prad.g_01750
OG0000006	Prae	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prae.g_00244
OG0000006	Prao	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prao.g_00379
OG0000006	Pras	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Pras.g_00148, Pras.g_01093
OG0000006	Prau	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prau.g_01316
OG0000006	Prax	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prax.g_01972
OG0000006	Pray	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Pray.g_00722
OG0000006	Praz	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Praz.g_00601
OG0000006	Prba	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prba.g_00460
OG0000006	Prbd	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prbd.g_00998
OG0000006	Prbi	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prbi.g_00265
OG0000006	Prag	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prag.g_00234, Prag.g_01231
OG0000006	Prav	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prav.g_02001
OG0000006	Praw	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Praw.g_01950
OG0000006	Prat	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prat.g_00248
OG0000006	Prak	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prak.g_00258
OG0000006	Prap	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prap.g_01470
OG0000006	Prbe	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prbe.g_01794
OG0000006	Prbf	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prbf.g_01580
OG0000006	Prbg	Syak.g_00057, Syak.g_00059, Syak.g_00061, Syak.g_01394, Syak.g_02315, Syak.g_02317	Prbg.g_01024
