Orthogroup	Prac	Syaj
OG0000098	Prac.g_00199	Syaj.g_02671
OG0000099	Prac.g_00256	Syaj.g_02503
OG0000100	Prac.g_00337	Syaj.g_00987
OG0000101	Prac.g_00548	Syaj.g_02738
OG0000102	Prac.g_00046	Syaj.g_02411
OG0000103	Prac.g_00123	Syaj.g_02243
OG0000104	Prac.g_00131	Syaj.g_02258
OG0000105	Prac.g_01657	Syaj.g_02573
OG0000106	Prac.g_01163	Syaj.g_01130
OG0000107	Prac.g_01148	Syaj.g_02637
OG0000108	Prac.g_01064	Syaj.g_00072
OG0000109	Prac.g_01050	Syaj.g_00087
OG0000110	Prac.g_00798	Syaj.g_00215
OG0000111	Prac.g_00672	Syaj.g_00437
OG0000112	Prac.g_01507	Syaj.g_00907
OG0000113	Prac.g_01453	Syaj.g_00992
OG0000114	Prac.g_01384	Syaj.g_00741
OG0000115	Prac.g_01040	Syaj.g_01402
OG0000116	Prac.g_00995	Syaj.g_00289
OG0000117	Prac.g_01955	Syaj.g_00637
OG0000118	Prac.g_00187	Syaj.g_00267
OG0000119	Prac.g_00213	Syaj.g_00317
OG0000120	Prac.g_00248	Syaj.g_02502
OG0000121	Prac.g_00409	Syaj.g_01383
OG0000122	Prac.g_00371	Syaj.g_01250
OG0000123	Prac.g_00554	Syaj.g_02745
OG0000124	Prac.g_00056	Syaj.g_02388
OG0000125	Prac.g_00092	Syaj.g_02117
OG0000126	Prac.g_00130	Syaj.g_02256
OG0000128	Prac.g_01936	Syaj.g_02274
OG0000129	Prac.g_01888	Syaj.g_02106
OG0000130	Prac.g_01862	Syaj.g_01818
OG0000131	Prac.g_01785	Syaj.g_01964
OG0000132	Prac.g_01766	Syaj.g_00688, Syaj.g_01984
OG0000133	Prac.g_01609	Syaj.g_00902
OG0000134	Prac.g_01177	Syaj.g_02832
OG0000135	Prac.g_01150	Syaj.g_02167
OG0000136	Prac.g_01106	Syaj.g_01550
OG0000137	Prac.g_01069	Syaj.g_01444
OG0000138	Prac.g_01049	Syaj.g_00088, Syaj.g_02631
OG0000139	Prac.g_00835	Syaj.g_00150
OG0000140	Prac.g_00834	Syaj.g_00153
OG0000141	Prac.g_00764	Syaj.g_01340
OG0000142	Prac.g_00736	Syaj.g_01283
OG0000143	Prac.g_00732	Syaj.g_01279
OG0000144	Prac.g_00719	Syaj.g_01151
OG0000145	Prac.g_01508	Syaj.g_00094
OG0000146	Prac.g_01506	Syaj.g_00908
OG0000147	Prac.g_01505	Syaj.g_00909
OG0000148	Prac.g_01459	Syaj.g_01003, Syaj.g_01002
OG0000149	Prac.g_01429	Syaj.g_00369
OG0000150	Prac.g_01421	Syaj.g_01339, Syaj.g_00154
OG0000151	Prac.g_01374	Syaj.g_01074
OG0000152	Prac.g_01327	Syaj.g_00898
OG0000153	Prac.g_01308	Syaj.g_00842
OG0000154	Prac.g_01282	Syaj.g_00814
OG0000155	Prac.g_00965	Syaj.g_00338
OG0000156	Prac.g_00164	Syaj.g_00282
OG0000157	Prac.g_00165	Syaj.g_00281
OG0000158	Prac.g_00447	Syaj.g_02445
OG0000160	Prac.g_00410	Syaj.g_01382
OG0000161	Prac.g_00404	Syaj.g_01389
OG0000162	Prac.g_00398	Syaj.g_01395
OG0000163	Prac.g_00364	Syaj.g_01639
OG0000164	Prac.g_00601	Syaj.g_01758
OG0000165	Prac.g_00594	Syaj.g_01582
OG0000166	Prac.g_00512	Syaj.g_02698
OG0000167	Prac.g_00015	Syaj.g_02460
OG0000168	Prac.g_00025	Syaj.g_02444
OG0000169	Prac.g_00035	Syaj.g_02431, Syaj.g_02429
OG0000170	Prac.g_00037	Syaj.g_02422
OG0000171	Prac.g_00055	Syaj.g_02389
OG0000172	Prac.g_00063	Syaj.g_02365
OG0000173	Prac.g_00078	Syaj.g_02321
OG0000174	Prac.g_00105	Syaj.g_02169
OG0000175	Prac.g_00115	Syaj.g_02229
OG0000176	Prac.g_01943	Syaj.g_02266
OG0000177	Prac.g_01942	Syaj.g_02267
OG0000178	Prac.g_01941	Syaj.g_02268
OG0000179	Prac.g_01931	Syaj.g_02283
OG0000180	Prac.g_01930	Syaj.g_02284
OG0000181	Prac.g_01929	Syaj.g_02285
OG0000182	Prac.g_01928	Syaj.g_02286
OG0000183	Prac.g_01924	Syaj.g_02290
OG0000184	Prac.g_01885	Syaj.g_02098
OG0000185	Prac.g_01882	Syaj.g_02087
OG0000186	Prac.g_01867	Syaj.g_01812
OG0000187	Prac.g_01866	Syaj.g_01814
OG0000188	Prac.g_01849	Syaj.g_01837
OG0000189	Prac.g_01835	Syaj.g_01874
OG0000190	Prac.g_01834	Syaj.g_01876
OG0000191	Prac.g_01814	Syaj.g_01910
OG0000192	Prac.g_01810	Syaj.g_01919
OG0000193	Prac.g_01784	Syaj.g_01965
OG0000194	Prac.g_01781	Syaj.g_01968
OG0000195	Prac.g_01779	Syaj.g_01971
OG0000196	Prac.g_01769	Syaj.g_01981
OG0000197	Prac.g_01768	Syaj.g_01982
OG0000198	Prac.g_01767	Syaj.g_01983
OG0000199	Prac.g_01760	Syaj.g_01991
OG0000200	Prac.g_01746	Syaj.g_02008
OG0000201	Prac.g_01738	Syaj.g_02024
OG0000202	Prac.g_01737	Syaj.g_02025
OG0000203	Prac.g_01736	Syaj.g_02026
OG0000204	Prac.g_01735	Syaj.g_02027
OG0000205	Prac.g_01728	Syaj.g_02035
OG0000206	Prac.g_01723	Syaj.g_02043
OG0000207	Prac.g_01721	Syaj.g_02045
OG0000208	Prac.g_01720	Syaj.g_02046
OG0000209	Prac.g_01711	Syaj.g_02070
OG0000210	Prac.g_01710	Syaj.g_02071
OG0000211	Prac.g_01697	Syaj.g_02856
OG0000212	Prac.g_01690	Syaj.g_02881
OG0000213	Prac.g_01674	Syaj.g_02601
OG0000214	Prac.g_01664	Syaj.g_02582
OG0000215	Prac.g_01639	Syaj.g_02551
OG0000216	Prac.g_01637	Syaj.g_02547
OG0000217	Prac.g_01634	Syaj.g_02543
OG0000218	Prac.g_01632	Syaj.g_02541
OG0000219	Prac.g_01631	Syaj.g_02540
OG0000220	Prac.g_01630	Syaj.g_02539
OG0000221	Prac.g_01629	Syaj.g_02530
OG0000222	Prac.g_01621	Syaj.g_02516
OG0000223	Prac.g_01608	Syaj.g_02494
OG0000224	Prac.g_01606	Syaj.g_02487
OG0000225	Prac.g_01188	Syaj.g_02821
OG0000226	Prac.g_01184	Syaj.g_02825
OG0000227	Prac.g_01182	Syaj.g_02827
OG0000228	Prac.g_01179	Syaj.g_02828
OG0000229	Prac.g_01111	Syaj.g_01555
OG0000230	Prac.g_01109	Syaj.g_01553
OG0000231	Prac.g_01098	Syaj.g_01541
OG0000232	Prac.g_01089	Syaj.g_01497
OG0000233	Prac.g_01082	Syaj.g_01481
OG0000234	Prac.g_01068	Syaj.g_01442
OG0000235	Prac.g_01065	Syaj.g_00071
OG0000236	Prac.g_01051	Syaj.g_00086
OG0000237	Prac.g_00865	Syaj.g_00103
OG0000238	Prac.g_00859	Syaj.g_00108
OG0000239	Prac.g_00847	Syaj.g_00125
OG0000240	Prac.g_00846	Syaj.g_00126
OG0000241	Prac.g_00842	Syaj.g_01291
OG0000242	Prac.g_00840	Syaj.g_00142
OG0000243	Prac.g_00829	Syaj.g_00164
OG0000244	Prac.g_00826	Syaj.g_00180
OG0000245	Prac.g_00824	Syaj.g_00182
OG0000246	Prac.g_00820	Syaj.g_00186
OG0000247	Prac.g_00810	Syaj.g_00197
OG0000248	Prac.g_00808	Syaj.g_00200
OG0000249	Prac.g_00806	Syaj.g_00202
OG0000250	Prac.g_00801	Syaj.g_00211
OG0000251	Prac.g_00782	Syaj.g_00237
OG0000252	Prac.g_00778	Syaj.g_00243
OG0000253	Prac.g_00777	Syaj.g_00245
OG0000254	Prac.g_00760	Syaj.g_01335
OG0000255	Prac.g_00754	Syaj.g_01315
OG0000256	Prac.g_00744	Syaj.g_01297
OG0000257	Prac.g_00741	Syaj.g_01292
OG0000258	Prac.g_00728	Syaj.g_01274
OG0000259	Prac.g_00711	Syaj.g_00707
OG0000260	Prac.g_00708	Syaj.g_00712
OG0000261	Prac.g_00706	Syaj.g_00715
OG0000262	Prac.g_00702	Syaj.g_00720
OG0000263	Prac.g_00690	Syaj.g_00605
OG0000264	Prac.g_00680	Syaj.g_00485
OG0000265	Prac.g_01560	Syaj.g_00510
OG0000266	Prac.g_01550	Syaj.g_00946
OG0000267	Prac.g_01539	Syaj.g_00770
OG0000268	Prac.g_01538	Syaj.g_00771
OG0000269	Prac.g_01480	Syaj.g_01031
OG0000270	Prac.g_01477	Syaj.g_01025
OG0000271	Prac.g_01469	Syaj.g_01017
OG0000272	Prac.g_01468	Syaj.g_01016
OG0000273	Prac.g_01445	Syaj.g_00389
OG0000274	Prac.g_01444	Syaj.g_00388
OG0000275	Prac.g_01442	Syaj.g_00384
OG0000276	Prac.g_01437	Syaj.g_00377
OG0000277	Prac.g_01436	Syaj.g_00376
OG0000278	Prac.g_01433	Syaj.g_00373
OG0000279	Prac.g_01426	Syaj.g_00357
OG0000280	Prac.g_01425	Syaj.g_00348
OG0000281	Prac.g_01420	Syaj.g_02670
OG0000282	Prac.g_01382	Syaj.g_00743
OG0000283	Prac.g_01350	Syaj.g_00790
OG0000284	Prac.g_01345	Syaj.g_00930
OG0000285	Prac.g_01340	Syaj.g_00917
OG0000286	Prac.g_01328	Syaj.g_00899
OG0000287	Prac.g_01311	Syaj.g_00849
OG0000288	Prac.g_01283	Syaj.g_00815
OG0000289	Prac.g_01272	Syaj.g_00800
OG0000290	Prac.g_01259	Syaj.g_00424
OG0000291	Prac.g_01257	Syaj.g_00426
OG0000292	Prac.g_01207	Syaj.g_02255
OG0000293	Prac.g_00994	Syaj.g_00290
OG0000294	Prac.g_00993	Syaj.g_00291
OG0000295	Prac.g_00973	Syaj.g_00330
OG0000296	Prac.g_00971	Syaj.g_00332
OG0000297	Prac.g_00963	Syaj.g_00639
OG0000298	Prac.g_00962	Syaj.g_00638
OG0000299	Prac.g_00945	Syaj.g_00592
OG0000300	Prac.g_00942	Syaj.g_00586
OG0000301	Prac.g_00941	Syaj.g_00585
OG0000302	Prac.g_00939	Syaj.g_00582
OG0000303	Prac.g_00932	Syaj.g_00572
OG0000304	Prac.g_00928	Syaj.g_00566
OG0000305	Prac.g_00209	Syaj.g_00429
OG0000306	Prac.g_00212	Syaj.g_01126
OG0000307	Prac.g_00226	Syaj.g_00051
OG0000308	Prac.g_00227	Syaj.g_00049
OG0000309	Prac.g_00231	Syaj.g_00044
OG0000310	Prac.g_00426	Syaj.g_01358
OG0000311	Prac.g_00424	Syaj.g_01362
OG0000312	Prac.g_00421	Syaj.g_01368
OG0000313	Prac.g_00407	Syaj.g_01386
OG0000314	Prac.g_00384	Syaj.g_01420
OG0000315	Prac.g_00374	Syaj.g_01430
OG0000316	Prac.g_00354	Syaj.g_01664
OG0000317	Prac.g_00627	Syaj.g_01715
OG0000318	Prac.g_00624	Syaj.g_01722
OG0000319	Prac.g_00611	Syaj.g_01741
OG0000320	Prac.g_00609	Syaj.g_01743
OG0000321	Prac.g_00608	Syaj.g_01744
OG0000322	Prac.g_00607	Syaj.g_01745
OG0000323	Prac.g_00598	Syaj.g_01760
OG0000324	Prac.g_00572	Syaj.g_01609
OG0000325	Prac.g_00477	Syaj.g_02638
OG0000326	Prac.g_00483	Syaj.g_02645
OG0000327	Prac.g_00507	Syaj.g_02693
OG0000328	Prac.g_00508	Syaj.g_02694
OG0000329	Prac.g_00525	Syaj.g_02712
OG0000330	Prac.g_00526	Syaj.g_02713
OG0000331	Prac.g_00527	Syaj.g_02714
OG0000332	Prac.g_00541	Syaj.g_02729
OG0000333	Prac.g_00543	Syaj.g_02732
OG0000334	Prac.g_00551	Syaj.g_02741
OG0000335	Prac.g_00555	Syaj.g_02746
OG0000336	Prac.g_00559	Syaj.g_02750
OG0000337	Prac.g_00013	Syaj.g_02466
OG0000338	Prac.g_00014	Syaj.g_02462
OG0000339	Prac.g_00018	Syaj.g_02455
OG0000340	Prac.g_00026	Syaj.g_02443
OG0000341	Prac.g_00028	Syaj.g_02441
OG0000342	Prac.g_00029	Syaj.g_02440
OG0000343	Prac.g_00030	Syaj.g_02437
OG0000344	Prac.g_00033	Syaj.g_02433
OG0000345	Prac.g_00038	Syaj.g_02421
OG0000346	Prac.g_00042	Syaj.g_02416
OG0000347	Prac.g_00057	Syaj.g_02383
OG0000348	Prac.g_00066	Syaj.g_02333
OG0000349	Prac.g_00083	Syaj.g_02314
OG0000350	Prac.g_00101	Syaj.g_02652
OG0000351	Prac.g_00118	Syaj.g_02234
OG0000352	Prac.g_00119	Syaj.g_02235
OG0000353	Prac.g_01948	Syaj.g_02261
OG0000355	Prac.g_01946	Syaj.g_02263
OG0000356	Prac.g_01945	Syaj.g_02264
OG0000357	Prac.g_01944	Syaj.g_02265
OG0000358	Prac.g_01940	Syaj.g_02269
OG0000359	Prac.g_01939	Syaj.g_02271
OG0000360	Prac.g_01938	Syaj.g_02272
OG0000361	Prac.g_01937	Syaj.g_02273
OG0000362	Prac.g_01935	Syaj.g_02275
OG0000363	Prac.g_01933	Syaj.g_02277
OG0000364	Prac.g_01932	Syaj.g_02278
OG0000365	Prac.g_01927	Syaj.g_02287
OG0000366	Prac.g_01926	Syaj.g_02288
OG0000367	Prac.g_01925	Syaj.g_02289
OG0000368	Prac.g_01923	Syaj.g_02291
OG0000369	Prac.g_01922	Syaj.g_02292
OG0000370	Prac.g_01921	Syaj.g_02293
OG0000371	Prac.g_01915	Syaj.g_02301
OG0000372	Prac.g_01911	Syaj.g_02307
OG0000373	Prac.g_01910	Syaj.g_02308
OG0000374	Prac.g_01909	Syaj.g_02309
OG0000375	Prac.g_01892	Syaj.g_02310
OG0000376	Prac.g_01890	Syaj.g_02312
OG0000377	Prac.g_01886	Syaj.g_02105
OG0000378	Prac.g_01884	Syaj.g_02091
OG0000379	Prac.g_01881	Syaj.g_02086
OG0000380	Prac.g_01865	Syaj.g_01815
OG0000381	Prac.g_01861	Syaj.g_01819
OG0000382	Prac.g_01850	Syaj.g_01836
OG0000383	Prac.g_01848	Syaj.g_01839
OG0000384	Prac.g_01847	Syaj.g_01840
OG0000385	Prac.g_01846	Syaj.g_01841
OG0000386	Prac.g_01845	Syaj.g_01842
OG0000387	Prac.g_01832	Syaj.g_01878
OG0000388	Prac.g_01829	Syaj.g_01882
OG0000389	Prac.g_01825	Syaj.g_01886
OG0000390	Prac.g_01818	Syaj.g_01904
OG0000391	Prac.g_01815	Syaj.g_01909
OG0000392	Prac.g_01811	Syaj.g_01918
OG0000393	Prac.g_01809	Syaj.g_01922
OG0000394	Prac.g_01808	Syaj.g_01923
OG0000395	Prac.g_01807	Syaj.g_01924
OG0000396	Prac.g_01804	Syaj.g_01928
OG0000397	Prac.g_01802	Syaj.g_01930
OG0000398	Prac.g_01800	Syaj.g_01935
OG0000399	Prac.g_01799	Syaj.g_01936
OG0000400	Prac.g_01798	Syaj.g_01937
OG0000401	Prac.g_01797	Syaj.g_01938
OG0000402	Prac.g_01795	Syaj.g_01940
OG0000403	Prac.g_01794	Syaj.g_01941
OG0000404	Prac.g_01793	Syaj.g_01943
OG0000405	Prac.g_01789	Syaj.g_01961
OG0000406	Prac.g_01783	Syaj.g_01966
OG0000407	Prac.g_01782	Syaj.g_01967
OG0000408	Prac.g_01780	Syaj.g_01970
OG0000409	Prac.g_01778	Syaj.g_01972
OG0000410	Prac.g_01777	Syaj.g_01973
OG0000411	Prac.g_01776	Syaj.g_01974
OG0000412	Prac.g_01775	Syaj.g_01975
OG0000413	Prac.g_01774	Syaj.g_01977
OG0000415	Prac.g_01772	Syaj.g_01978
OG0000416	Prac.g_01771	Syaj.g_01979
OG0000417	Prac.g_01770	Syaj.g_01980
OG0000418	Prac.g_01765	Syaj.g_01985
OG0000419	Prac.g_01763	Syaj.g_01987
OG0000420	Prac.g_01762	Syaj.g_01989
OG0000421	Prac.g_01757	Syaj.g_01994
OG0000422	Prac.g_01756	Syaj.g_01995
OG0000423	Prac.g_01755	Syaj.g_01996
OG0000424	Prac.g_01754	Syaj.g_01997
OG0000425	Prac.g_01753	Syaj.g_01998
OG0000426	Prac.g_01752	Syaj.g_01999
OG0000427	Prac.g_01751	Syaj.g_02000
OG0000428	Prac.g_01749	Syaj.g_02003
OG0000429	Prac.g_01748	Syaj.g_02005
OG0000430	Prac.g_01747	Syaj.g_02007
OG0000431	Prac.g_01745	Syaj.g_02010
OG0000432	Prac.g_01742	Syaj.g_02017
OG0000433	Prac.g_01741	Syaj.g_02020
OG0000434	Prac.g_01740	Syaj.g_02021
OG0000435	Prac.g_01739	Syaj.g_02023
OG0000436	Prac.g_01734	Syaj.g_02029
OG0000437	Prac.g_01733	Syaj.g_02030
OG0000438	Prac.g_01732	Syaj.g_02031
OG0000439	Prac.g_01730	Syaj.g_02033
OG0000440	Prac.g_01729	Syaj.g_02034
OG0000441	Prac.g_01726	Syaj.g_02038
OG0000442	Prac.g_01725	Syaj.g_02039
OG0000443	Prac.g_01724	Syaj.g_02040
OG0000444	Prac.g_01719	Syaj.g_02052
OG0000445	Prac.g_01718	Syaj.g_02053
OG0000446	Prac.g_01717	Syaj.g_02055
OG0000447	Prac.g_01716	Syaj.g_02058
OG0000448	Prac.g_01715	Syaj.g_02059
OG0000449	Prac.g_01714	Syaj.g_02060
OG0000450	Prac.g_01713	Syaj.g_02067
OG0000451	Prac.g_01712	Syaj.g_02068
OG0000452	Prac.g_01709	Syaj.g_02072
OG0000453	Prac.g_01708	Syaj.g_02073
OG0000454	Prac.g_01707	Syaj.g_02074
OG0000455	Prac.g_01706	Syaj.g_02075
OG0000456	Prac.g_01705	Syaj.g_02076
OG0000457	Prac.g_01704	Syaj.g_02078
OG0000458	Prac.g_01703	Syaj.g_02079
OG0000459	Prac.g_01702	Syaj.g_02080
OG0000460	Prac.g_01695	Syaj.g_02858
OG0000461	Prac.g_01688	Syaj.g_02623
OG0000462	Prac.g_01686	Syaj.g_02620
OG0000463	Prac.g_01685	Syaj.g_02619
OG0000464	Prac.g_01684	Syaj.g_02618
OG0000465	Prac.g_01683	Syaj.g_02617
OG0000466	Prac.g_01680	Syaj.g_02612
OG0000467	Prac.g_01679	Syaj.g_02610
OG0000468	Prac.g_01678	Syaj.g_02605
OG0000469	Prac.g_01669	Syaj.g_02590
OG0000470	Prac.g_01667	Syaj.g_02586
OG0000471	Prac.g_01666	Syaj.g_02585
OG0000472	Prac.g_01665	Syaj.g_02583
OG0000473	Prac.g_01663	Syaj.g_02581
OG0000474	Prac.g_01662	Syaj.g_02580
OG0000475	Prac.g_01661	Syaj.g_02579
OG0000476	Prac.g_01660	Syaj.g_02577
OG0000477	Prac.g_01656	Syaj.g_02571
OG0000478	Prac.g_01655	Syaj.g_02570
OG0000479	Prac.g_01654	Syaj.g_02569
OG0000480	Prac.g_01649	Syaj.g_02562
OG0000481	Prac.g_01647	Syaj.g_02560
OG0000482	Prac.g_01646	Syaj.g_02559
OG0000483	Prac.g_01643	Syaj.g_02555
OG0000484	Prac.g_01642	Syaj.g_02554
OG0000485	Prac.g_01641	Syaj.g_02553
OG0000486	Prac.g_01640	Syaj.g_02552
OG0000487	Prac.g_01636	Syaj.g_02546
OG0000488	Prac.g_01633	Syaj.g_02542
OG0000489	Prac.g_01628	Syaj.g_02529
OG0000490	Prac.g_01623	Syaj.g_02519
OG0000491	Prac.g_01622	Syaj.g_02517
OG0000492	Prac.g_01620	Syaj.g_02515
OG0000493	Prac.g_01619	Syaj.g_02514
OG0000494	Prac.g_01618	Syaj.g_02513
OG0000495	Prac.g_01617	Syaj.g_02512
OG0000496	Prac.g_01616	Syaj.g_02511
OG0000497	Prac.g_01615	Syaj.g_02510
OG0000498	Prac.g_01614	Syaj.g_02509
OG0000499	Prac.g_01613	Syaj.g_02508
OG0000500	Prac.g_01612	Syaj.g_02507
OG0000501	Prac.g_01610	Syaj.g_02504
OG0000502	Prac.g_01607	Syaj.g_02492
OG0000503	Prac.g_01200	Syaj.g_02805
OG0000504	Prac.g_01199	Syaj.g_02807
OG0000505	Prac.g_01198	Syaj.g_02808
OG0000506	Prac.g_01196	Syaj.g_02810
OG0000507	Prac.g_01193	Syaj.g_02816
OG0000508	Prac.g_01189	Syaj.g_02820
OG0000509	Prac.g_01187	Syaj.g_02822
OG0000510	Prac.g_01186	Syaj.g_02823
OG0000511	Prac.g_01185	Syaj.g_02824
OG0000512	Prac.g_01183	Syaj.g_02826
OG0000513	Prac.g_01176	Syaj.g_02833
OG0000514	Prac.g_01116	Syaj.g_02839
OG0000515	Prac.g_01115	Syaj.g_02840
OG0000516	Prac.g_01114	Syaj.g_01561
OG0000517	Prac.g_01112	Syaj.g_01556
OG0000518	Prac.g_01101	Syaj.g_01544
OG0000519	Prac.g_01100	Syaj.g_01543
OG0000520	Prac.g_01099	Syaj.g_01542
OG0000521	Prac.g_01094	Syaj.g_00271
OG0000522	Prac.g_01092	Syaj.g_00273
OG0000523	Prac.g_01091	Syaj.g_00274
OG0000524	Prac.g_01084	Syaj.g_01485
OG0000525	Prac.g_01081	Syaj.g_01454
OG0000526	Prac.g_01080	Syaj.g_01451
OG0000527	Prac.g_01071	Syaj.g_01446
OG0000528	Prac.g_01066	Syaj.g_00065
OG0000529	Prac.g_01063	Syaj.g_00073
OG0000530	Prac.g_01060	Syaj.g_00076
OG0000531	Prac.g_01059	Syaj.g_00077
OG0000532	Prac.g_01057	Syaj.g_00080
OG0000533	Prac.g_01056	Syaj.g_00081
OG0000534	Prac.g_01055	Syaj.g_00082
OG0000535	Prac.g_01054	Syaj.g_00083
OG0000536	Prac.g_01053	Syaj.g_00084
OG0000537	Prac.g_01052	Syaj.g_00085
OG0000538	Prac.g_00871	Syaj.g_00096
OG0000539	Prac.g_00870	Syaj.g_00097
OG0000540	Prac.g_00869	Syaj.g_00098
OG0000541	Prac.g_00868	Syaj.g_00099
OG0000542	Prac.g_00866	Syaj.g_00102
OG0000543	Prac.g_00864	Syaj.g_00104
OG0000544	Prac.g_00863	Syaj.g_00105
OG0000545	Prac.g_00861	Syaj.g_00107
OG0000546	Prac.g_00858	Syaj.g_00109
OG0000547	Prac.g_00857	Syaj.g_00111
OG0000548	Prac.g_00856	Syaj.g_00112
OG0000549	Prac.g_00854	Syaj.g_00118
OG0000550	Prac.g_00849	Syaj.g_00123
OG0000551	Prac.g_00845	Syaj.g_00128
OG0000552	Prac.g_00844	Syaj.g_00129
OG0000553	Prac.g_00843	Syaj.g_00133
OG0000554	Prac.g_00838	Syaj.g_00145
OG0000555	Prac.g_00830	Syaj.g_00163
OG0000556	Prac.g_00828	Syaj.g_00167
OG0000557	Prac.g_00827	Syaj.g_00178
OG0000558	Prac.g_00825	Syaj.g_00181
OG0000559	Prac.g_00821	Syaj.g_00185
OG0000560	Prac.g_00818	Syaj.g_00188
OG0000561	Prac.g_00817	Syaj.g_00189
OG0000562	Prac.g_00816	Syaj.g_00190
