Orthogroup	Prac	Prbd
OG0000096	Prac.g_00139	Prbd.g_01870
OG0000097	Prac.g_00944	Prbd.g_00509
OG0000098	Prac.g_00199	Prbd.g_01782
OG0000099	Prac.g_00256	Prbd.g_01734
OG0000100	Prac.g_00337	Prbd.g_01614
OG0000101	Prac.g_00548	Prbd.g_01391
OG0000102	Prac.g_00046	Prbd.g_01330
OG0000103	Prac.g_00123	Prbd.g_01250
OG0000104	Prac.g_00131	Prbd.g_01241
OG0000105	Prac.g_01657	Prbd.g_00965
OG0000106	Prac.g_01163	Prbd.g_00868
OG0000107	Prac.g_01148	Prbd.g_00852
OG0000108	Prac.g_01064	Prbd.g_00762
OG0000109	Prac.g_01050	Prbd.g_00748
OG0000110	Prac.g_00798	Prbd.g_00668
OG0000111	Prac.g_00672	Prbd.g_00545
OG0000112	Prac.g_01507	Prbd.g_00066
OG0000113	Prac.g_01453	Prbd.g_00124
OG0000114	Prac.g_01384	Prbd.g_00206
OG0000115	Prac.g_01040	Prbd.g_00401
OG0000116	Prac.g_00995	Prbd.g_00458
OG0000117	Prac.g_01955	Prbd.g_01895
OG0000118	Prac.g_00187	Prbd.g_01789
OG0000119	Prac.g_00213	Prbd.g_01768
OG0000120	Prac.g_00248	Prbd.g_01737
OG0000121	Prac.g_00409	Prbd.g_01687
OG0000122	Prac.g_00371	Prbd.g_01649
OG0000123	Prac.g_00554	Prbd.g_01384
OG0000124	Prac.g_00056	Prbd.g_01318
OG0000125	Prac.g_00092	Prbd.g_01281
OG0000126	Prac.g_00130	Prbd.g_01242
OG0000128	Prac.g_01936	Prbd.g_01226
OG0000129	Prac.g_01888	Prbd.g_01194
OG0000130	Prac.g_01862	Prbd.g_01175
OG0000131	Prac.g_01785	Prbd.g_01095
OG0000132	Prac.g_01766	Prbd.g_01076
OG0000133	Prac.g_01609	Prbd.g_00917
OG0000134	Prac.g_01177	Prbd.g_00882
OG0000135	Prac.g_01150	Prbd.g_00855
OG0000136	Prac.g_01106	Prbd.g_00801
OG0000137	Prac.g_01069	Prbd.g_00767
OG0000138	Prac.g_01049	Prbd.g_00747
OG0000139	Prac.g_00835	Prbd.g_00705
OG0000140	Prac.g_00834	Prbd.g_00704
OG0000141	Prac.g_00764	Prbd.g_00637
OG0000142	Prac.g_00736	Prbd.g_00609
OG0000143	Prac.g_00732	Prbd.g_00605
OG0000144	Prac.g_00719	Prbd.g_00592
OG0000145	Prac.g_01508	Prbd.g_00062
OG0000146	Prac.g_01506	Prbd.g_00067
OG0000147	Prac.g_01505	Prbd.g_00068
OG0000148	Prac.g_01459	Prbd.g_00118
OG0000149	Prac.g_01429	Prbd.g_00149
OG0000150	Prac.g_01421	Prbd.g_00157
OG0000151	Prac.g_01374	Prbd.g_00216
OG0000152	Prac.g_01327	Prbd.g_00264
OG0000153	Prac.g_01308	Prbd.g_00283
OG0000154	Prac.g_01282	Prbd.g_00314
OG0000155	Prac.g_00965	Prbd.g_00488
OG0000156	Prac.g_00164	Prbd.g_01812
OG0000157	Prac.g_00165	Prbd.g_01811
OG0000158	Prac.g_00447	Prbd.g_01736
OG0000159	Prac.g_00452, Prac.g_00257	Prbd.g_01735
OG0000160	Prac.g_00410	Prbd.g_01688
OG0000161	Prac.g_00404	Prbd.g_01682
OG0000162	Prac.g_00398	Prbd.g_01676
OG0000163	Prac.g_00364	Prbd.g_01642
OG0000164	Prac.g_00601	Prbd.g_01501
OG0000165	Prac.g_00594	Prbd.g_01494
OG0000166	Prac.g_00512	Prbd.g_01427
OG0000167	Prac.g_00015	Prbd.g_01361
OG0000168	Prac.g_00025	Prbd.g_01351
OG0000169	Prac.g_00035	Prbd.g_01341
OG0000170	Prac.g_00037	Prbd.g_01339
OG0000171	Prac.g_00055	Prbd.g_01319
OG0000172	Prac.g_00063	Prbd.g_01310
OG0000173	Prac.g_00078	Prbd.g_01295
OG0000174	Prac.g_00105	Prbd.g_01268
OG0000175	Prac.g_00115	Prbd.g_01258
OG0000176	Prac.g_01943	Prbd.g_01233
OG0000177	Prac.g_01942	Prbd.g_01232
OG0000178	Prac.g_01941	Prbd.g_01231
OG0000179	Prac.g_01931	Prbd.g_01221
OG0000180	Prac.g_01930	Prbd.g_01220
OG0000181	Prac.g_01929	Prbd.g_01219
OG0000182	Prac.g_01928	Prbd.g_01218
OG0000183	Prac.g_01924	Prbd.g_01214
OG0000184	Prac.g_01885	Prbd.g_01191
OG0000185	Prac.g_01882	Prbd.g_01188
OG0000186	Prac.g_01867	Prbd.g_01180
OG0000187	Prac.g_01866	Prbd.g_01179
OG0000188	Prac.g_01849	Prbd.g_01162
OG0000189	Prac.g_01835	Prbd.g_01148
OG0000190	Prac.g_01834	Prbd.g_01147
OG0000191	Prac.g_01814	Prbd.g_01126
OG0000192	Prac.g_01810	Prbd.g_01122
OG0000193	Prac.g_01784	Prbd.g_01094
OG0000194	Prac.g_01781	Prbd.g_01091
OG0000195	Prac.g_01779	Prbd.g_01089
OG0000196	Prac.g_01769	Prbd.g_01079
OG0000197	Prac.g_01768	Prbd.g_01078
OG0000198	Prac.g_01767	Prbd.g_01077
OG0000199	Prac.g_01760	Prbd.g_01070
OG0000200	Prac.g_01746	Prbd.g_01056
OG0000201	Prac.g_01738	Prbd.g_01048
OG0000202	Prac.g_01737	Prbd.g_01047
OG0000203	Prac.g_01736	Prbd.g_01046
OG0000204	Prac.g_01735	Prbd.g_01045
OG0000205	Prac.g_01728	Prbd.g_01038
OG0000206	Prac.g_01723	Prbd.g_01033
OG0000207	Prac.g_01721	Prbd.g_01031
OG0000208	Prac.g_01720	Prbd.g_01030
OG0000209	Prac.g_01711	Prbd.g_01021
OG0000210	Prac.g_01710	Prbd.g_01020
OG0000211	Prac.g_01697	Prbd.g_01006
OG0000212	Prac.g_01690	Prbd.g_00999
OG0000213	Prac.g_01674	Prbd.g_00982
OG0000214	Prac.g_01664	Prbd.g_00972
OG0000215	Prac.g_01639	Prbd.g_00947
OG0000216	Prac.g_01637	Prbd.g_00945
OG0000217	Prac.g_01634	Prbd.g_00942
OG0000218	Prac.g_01632	Prbd.g_00940
OG0000219	Prac.g_01631	Prbd.g_00939
OG0000220	Prac.g_01630	Prbd.g_00938
OG0000221	Prac.g_01629	Prbd.g_00937
OG0000222	Prac.g_01621	Prbd.g_00929
OG0000223	Prac.g_01608	Prbd.g_00916
OG0000224	Prac.g_01606	Prbd.g_00914
OG0000225	Prac.g_01188	Prbd.g_00893
OG0000226	Prac.g_01184	Prbd.g_00889
OG0000227	Prac.g_01182	Prbd.g_00887
OG0000228	Prac.g_01179	Prbd.g_00884
OG0000229	Prac.g_01111	Prbd.g_00806
OG0000230	Prac.g_01109	Prbd.g_00804
OG0000231	Prac.g_01098	Prbd.g_00793
OG0000232	Prac.g_01089	Prbd.g_00784
OG0000233	Prac.g_01082	Prbd.g_00779
OG0000234	Prac.g_01068	Prbd.g_00766
OG0000235	Prac.g_01065	Prbd.g_00763
OG0000236	Prac.g_01051	Prbd.g_00749
OG0000237	Prac.g_00865	Prbd.g_00736
OG0000238	Prac.g_00859	Prbd.g_00730
OG0000239	Prac.g_00847	Prbd.g_00717
OG0000240	Prac.g_00846	Prbd.g_00716
OG0000241	Prac.g_00842	Prbd.g_00712
OG0000242	Prac.g_00840	Prbd.g_00710
OG0000243	Prac.g_00829	Prbd.g_00699
OG0000244	Prac.g_00826	Prbd.g_00696
OG0000245	Prac.g_00824	Prbd.g_00694
OG0000246	Prac.g_00820	Prbd.g_00690
OG0000247	Prac.g_00810	Prbd.g_00680
OG0000248	Prac.g_00808	Prbd.g_00678
OG0000249	Prac.g_00806	Prbd.g_00676
OG0000250	Prac.g_00801	Prbd.g_00671
OG0000251	Prac.g_00782	Prbd.g_00653
OG0000252	Prac.g_00778	Prbd.g_00650
OG0000253	Prac.g_00777	Prbd.g_00649
OG0000254	Prac.g_00760	Prbd.g_00633
OG0000255	Prac.g_00754	Prbd.g_00627
OG0000256	Prac.g_00744	Prbd.g_00617
OG0000257	Prac.g_00741	Prbd.g_00614
OG0000258	Prac.g_00728	Prbd.g_00601
OG0000259	Prac.g_00711	Prbd.g_00584
OG0000260	Prac.g_00708	Prbd.g_00581
OG0000261	Prac.g_00706	Prbd.g_00579
OG0000262	Prac.g_00702	Prbd.g_00575
OG0000263	Prac.g_00690	Prbd.g_00563
OG0000264	Prac.g_00680	Prbd.g_00553
OG0000265	Prac.g_01560	Prbd.g_00007
OG0000266	Prac.g_01550	Prbd.g_00017
OG0000267	Prac.g_01539	Prbd.g_00028
OG0000268	Prac.g_01538	Prbd.g_00029
OG0000269	Prac.g_01480	Prbd.g_00097
OG0000270	Prac.g_01477	Prbd.g_00100
OG0000271	Prac.g_01469	Prbd.g_00108
OG0000272	Prac.g_01468	Prbd.g_00109
OG0000273	Prac.g_01445	Prbd.g_00132
OG0000274	Prac.g_01444	Prbd.g_00133
OG0000275	Prac.g_01442	Prbd.g_00136
OG0000276	Prac.g_01437	Prbd.g_00141
OG0000277	Prac.g_01436	Prbd.g_00142
OG0000278	Prac.g_01433	Prbd.g_00145
OG0000279	Prac.g_01426	Prbd.g_00152
OG0000280	Prac.g_01425	Prbd.g_00153
OG0000281	Prac.g_01420	Prbd.g_00158
OG0000282	Prac.g_01382	Prbd.g_00208
OG0000283	Prac.g_01350	Prbd.g_00241
OG0000284	Prac.g_01345	Prbd.g_00246
OG0000285	Prac.g_01340	Prbd.g_00251
OG0000286	Prac.g_01328	Prbd.g_00263
OG0000287	Prac.g_01311	Prbd.g_00280
OG0000288	Prac.g_01283	Prbd.g_00313
OG0000289	Prac.g_01272	Prbd.g_00324
OG0000290	Prac.g_01259	Prbd.g_00337
OG0000291	Prac.g_01257	Prbd.g_00339
OG0000292	Prac.g_01207	Prbd.g_00389
OG0000293	Prac.g_00994	Prbd.g_00459
OG0000294	Prac.g_00993	Prbd.g_00460
OG0000295	Prac.g_00973	Prbd.g_00480
OG0000296	Prac.g_00971	Prbd.g_00482
OG0000297	Prac.g_00963	Prbd.g_00490
OG0000298	Prac.g_00962	Prbd.g_00491
OG0000299	Prac.g_00945	Prbd.g_00508
OG0000300	Prac.g_00942	Prbd.g_00511
OG0000301	Prac.g_00941	Prbd.g_00512
OG0000302	Prac.g_00939	Prbd.g_00514
OG0000303	Prac.g_00932	Prbd.g_00521
OG0000304	Prac.g_00928	Prbd.g_00525
OG0000305	Prac.g_00209	Prbd.g_01772
OG0000306	Prac.g_00212	Prbd.g_01769
OG0000307	Prac.g_00226	Prbd.g_01755
OG0000308	Prac.g_00227	Prbd.g_01754
OG0000309	Prac.g_00231	Prbd.g_01750
OG0000310	Prac.g_00426	Prbd.g_01704
OG0000311	Prac.g_00424	Prbd.g_01702
OG0000312	Prac.g_00421	Prbd.g_01699
OG0000313	Prac.g_00407	Prbd.g_01685
OG0000314	Prac.g_00384	Prbd.g_01662
OG0000315	Prac.g_00374	Prbd.g_01652
OG0000316	Prac.g_00354	Prbd.g_01632
OG0000317	Prac.g_00627	Prbd.g_01527
OG0000318	Prac.g_00624	Prbd.g_01524
OG0000319	Prac.g_00611	Prbd.g_01511
OG0000320	Prac.g_00609	Prbd.g_01509
OG0000321	Prac.g_00608	Prbd.g_01508
OG0000322	Prac.g_00607	Prbd.g_01507
OG0000323	Prac.g_00598	Prbd.g_01498
OG0000324	Prac.g_00572	Prbd.g_01471
OG0000325	Prac.g_00477	Prbd.g_01462
OG0000326	Prac.g_00483	Prbd.g_01456
OG0000327	Prac.g_00507	Prbd.g_01432
OG0000328	Prac.g_00508	Prbd.g_01431
OG0000329	Prac.g_00525	Prbd.g_01414
OG0000330	Prac.g_00526	Prbd.g_01413
OG0000331	Prac.g_00527	Prbd.g_01412
OG0000332	Prac.g_00541	Prbd.g_01398
OG0000333	Prac.g_00543	Prbd.g_01396
OG0000334	Prac.g_00551	Prbd.g_01388
OG0000335	Prac.g_00555	Prbd.g_01383
OG0000336	Prac.g_00559	Prbd.g_01379
OG0000337	Prac.g_00013	Prbd.g_01363
OG0000338	Prac.g_00014	Prbd.g_01362
OG0000339	Prac.g_00018	Prbd.g_01358
OG0000340	Prac.g_00026	Prbd.g_01350
OG0000341	Prac.g_00028	Prbd.g_01348
OG0000342	Prac.g_00029	Prbd.g_01347
OG0000343	Prac.g_00030	Prbd.g_01346
OG0000344	Prac.g_00033	Prbd.g_01343
OG0000345	Prac.g_00038	Prbd.g_01338
OG0000346	Prac.g_00042	Prbd.g_01334
OG0000347	Prac.g_00057	Prbd.g_01317
OG0000348	Prac.g_00066	Prbd.g_01307
OG0000349	Prac.g_00083	Prbd.g_01290
OG0000350	Prac.g_00101	Prbd.g_01272
OG0000351	Prac.g_00118	Prbd.g_01255
OG0000352	Prac.g_00119	Prbd.g_01254
OG0000353	Prac.g_01948	Prbd.g_01238
OG0000355	Prac.g_01946	Prbd.g_01236
OG0000356	Prac.g_01945	Prbd.g_01235
OG0000357	Prac.g_01944	Prbd.g_01234
OG0000358	Prac.g_01940	Prbd.g_01230
OG0000359	Prac.g_01939	Prbd.g_01229
OG0000360	Prac.g_01938	Prbd.g_01228
OG0000361	Prac.g_01937	Prbd.g_01227
OG0000362	Prac.g_01935	Prbd.g_01225
OG0000363	Prac.g_01933	Prbd.g_01223
OG0000364	Prac.g_01932	Prbd.g_01222
OG0000365	Prac.g_01927	Prbd.g_01217
OG0000366	Prac.g_01926	Prbd.g_01216
OG0000367	Prac.g_01925	Prbd.g_01215
OG0000368	Prac.g_01923	Prbd.g_01213
OG0000369	Prac.g_01922	Prbd.g_01212
OG0000370	Prac.g_01921	Prbd.g_01211
OG0000371	Prac.g_01915	Prbd.g_01205
OG0000372	Prac.g_01911	Prbd.g_01202
OG0000373	Prac.g_01910	Prbd.g_01201
OG0000374	Prac.g_01909	Prbd.g_01200
OG0000375	Prac.g_01892	Prbd.g_01198
OG0000376	Prac.g_01890	Prbd.g_01196
OG0000377	Prac.g_01886	Prbd.g_01192
OG0000378	Prac.g_01884	Prbd.g_01190
OG0000379	Prac.g_01881	Prbd.g_01187
OG0000380	Prac.g_01865	Prbd.g_01178
OG0000381	Prac.g_01861	Prbd.g_01174
OG0000382	Prac.g_01850	Prbd.g_01163
OG0000383	Prac.g_01848	Prbd.g_01161
OG0000384	Prac.g_01847	Prbd.g_01160
OG0000385	Prac.g_01846	Prbd.g_01159
OG0000386	Prac.g_01845	Prbd.g_01158
OG0000387	Prac.g_01832	Prbd.g_01145
OG0000388	Prac.g_01829	Prbd.g_01142
OG0000389	Prac.g_01825	Prbd.g_01138
OG0000390	Prac.g_01818	Prbd.g_01131
OG0000391	Prac.g_01815	Prbd.g_01127
OG0000392	Prac.g_01811	Prbd.g_01123
OG0000393	Prac.g_01809	Prbd.g_01121
OG0000394	Prac.g_01808	Prbd.g_01120
OG0000395	Prac.g_01807	Prbd.g_01119
OG0000396	Prac.g_01804	Prbd.g_01116
OG0000397	Prac.g_01802	Prbd.g_01114
OG0000398	Prac.g_01800	Prbd.g_01112
OG0000399	Prac.g_01799	Prbd.g_01111
OG0000400	Prac.g_01798	Prbd.g_01110
OG0000401	Prac.g_01797	Prbd.g_01109
OG0000402	Prac.g_01795	Prbd.g_01107
OG0000403	Prac.g_01794	Prbd.g_01106
OG0000404	Prac.g_01793	Prbd.g_01105
OG0000405	Prac.g_01789	Prbd.g_01100
OG0000406	Prac.g_01783	Prbd.g_01093
OG0000407	Prac.g_01782	Prbd.g_01092
OG0000408	Prac.g_01780	Prbd.g_01090
OG0000409	Prac.g_01778	Prbd.g_01088
OG0000410	Prac.g_01777	Prbd.g_01087
OG0000411	Prac.g_01776	Prbd.g_01086
OG0000412	Prac.g_01775	Prbd.g_01085
OG0000413	Prac.g_01774	Prbd.g_01084
OG0000414	Prac.g_01773	Prbd.g_01083
OG0000415	Prac.g_01772	Prbd.g_01082
OG0000416	Prac.g_01771	Prbd.g_01081
OG0000417	Prac.g_01770	Prbd.g_01080
OG0000418	Prac.g_01765	Prbd.g_01075
OG0000419	Prac.g_01763	Prbd.g_01073
OG0000420	Prac.g_01762	Prbd.g_01072
OG0000421	Prac.g_01757	Prbd.g_01067
OG0000422	Prac.g_01756	Prbd.g_01066
OG0000423	Prac.g_01755	Prbd.g_01065
OG0000424	Prac.g_01754	Prbd.g_01064
OG0000425	Prac.g_01753	Prbd.g_01063
OG0000426	Prac.g_01752	Prbd.g_01062
OG0000427	Prac.g_01751	Prbd.g_01061
OG0000428	Prac.g_01749	Prbd.g_01059
OG0000429	Prac.g_01748	Prbd.g_01058
OG0000430	Prac.g_01747	Prbd.g_01057
OG0000431	Prac.g_01745	Prbd.g_01055
OG0000432	Prac.g_01742	Prbd.g_01052
OG0000433	Prac.g_01741	Prbd.g_01051
OG0000434	Prac.g_01740	Prbd.g_01050
OG0000435	Prac.g_01739	Prbd.g_01049
OG0000436	Prac.g_01734	Prbd.g_01044
OG0000437	Prac.g_01733	Prbd.g_01043
OG0000438	Prac.g_01732	Prbd.g_01042
OG0000439	Prac.g_01730	Prbd.g_01040
OG0000440	Prac.g_01729	Prbd.g_01039
OG0000441	Prac.g_01726	Prbd.g_01036
OG0000442	Prac.g_01725	Prbd.g_01035
OG0000443	Prac.g_01724	Prbd.g_01034
OG0000444	Prac.g_01719	Prbd.g_01029
OG0000445	Prac.g_01718	Prbd.g_01028
OG0000446	Prac.g_01717	Prbd.g_01027
OG0000447	Prac.g_01716	Prbd.g_01026
OG0000448	Prac.g_01715	Prbd.g_01025
OG0000449	Prac.g_01714	Prbd.g_01024
OG0000450	Prac.g_01713	Prbd.g_01023
OG0000451	Prac.g_01712	Prbd.g_01022
OG0000452	Prac.g_01709	Prbd.g_01019
OG0000453	Prac.g_01708	Prbd.g_01018
OG0000454	Prac.g_01707	Prbd.g_01017
OG0000455	Prac.g_01706	Prbd.g_01016
OG0000456	Prac.g_01705	Prbd.g_01015
OG0000457	Prac.g_01704	Prbd.g_01013
OG0000458	Prac.g_01703	Prbd.g_01012
OG0000459	Prac.g_01702	Prbd.g_01011
OG0000460	Prac.g_01695	Prbd.g_01004
OG0000461	Prac.g_01688	Prbd.g_00997
OG0000462	Prac.g_01686	Prbd.g_00995
OG0000463	Prac.g_01685	Prbd.g_00994
OG0000464	Prac.g_01684	Prbd.g_00993
OG0000465	Prac.g_01683	Prbd.g_00992
OG0000466	Prac.g_01680	Prbd.g_00989
OG0000467	Prac.g_01679	Prbd.g_00988
OG0000468	Prac.g_01678	Prbd.g_00986
OG0000469	Prac.g_01669	Prbd.g_00977
OG0000470	Prac.g_01667	Prbd.g_00975
OG0000471	Prac.g_01666	Prbd.g_00974
OG0000472	Prac.g_01665	Prbd.g_00973
OG0000473	Prac.g_01663	Prbd.g_00971
OG0000474	Prac.g_01662	Prbd.g_00970
OG0000475	Prac.g_01661	Prbd.g_00969
OG0000476	Prac.g_01660	Prbd.g_00968
OG0000477	Prac.g_01656	Prbd.g_00964
OG0000478	Prac.g_01655	Prbd.g_00963
OG0000479	Prac.g_01654	Prbd.g_00962
OG0000480	Prac.g_01649	Prbd.g_00957
OG0000481	Prac.g_01647	Prbd.g_00955
OG0000482	Prac.g_01646	Prbd.g_00954
OG0000483	Prac.g_01643	Prbd.g_00951
OG0000484	Prac.g_01642	Prbd.g_00950
OG0000485	Prac.g_01641	Prbd.g_00949
OG0000486	Prac.g_01640	Prbd.g_00948
OG0000487	Prac.g_01636	Prbd.g_00944
OG0000488	Prac.g_01633	Prbd.g_00941
OG0000489	Prac.g_01628	Prbd.g_00936
OG0000490	Prac.g_01623	Prbd.g_00931
OG0000491	Prac.g_01622	Prbd.g_00930
OG0000492	Prac.g_01620	Prbd.g_00928
OG0000493	Prac.g_01619	Prbd.g_00927
OG0000494	Prac.g_01618	Prbd.g_00926
OG0000495	Prac.g_01617	Prbd.g_00925
OG0000496	Prac.g_01616	Prbd.g_00924
OG0000497	Prac.g_01615	Prbd.g_00923
OG0000498	Prac.g_01614	Prbd.g_00922
OG0000499	Prac.g_01613	Prbd.g_00921
OG0000500	Prac.g_01612	Prbd.g_00920
OG0000501	Prac.g_01610	Prbd.g_00918
OG0000502	Prac.g_01607	Prbd.g_00915
OG0000503	Prac.g_01200	Prbd.g_00905
OG0000504	Prac.g_01199	Prbd.g_00904
OG0000505	Prac.g_01198	Prbd.g_00903
OG0000506	Prac.g_01196	Prbd.g_00901
OG0000507	Prac.g_01193	Prbd.g_00898
OG0000508	Prac.g_01189	Prbd.g_00894
OG0000509	Prac.g_01187	Prbd.g_00892
OG0000510	Prac.g_01186	Prbd.g_00891
OG0000511	Prac.g_01185	Prbd.g_00890
OG0000512	Prac.g_01183	Prbd.g_00888
OG0000513	Prac.g_01176	Prbd.g_00881
OG0000514	Prac.g_01116	Prbd.g_00811
OG0000515	Prac.g_01115	Prbd.g_00810
OG0000516	Prac.g_01114	Prbd.g_00809
OG0000517	Prac.g_01112	Prbd.g_00807
OG0000518	Prac.g_01101	Prbd.g_00796
OG0000519	Prac.g_01100	Prbd.g_00795
OG0000520	Prac.g_01099	Prbd.g_00794
OG0000521	Prac.g_01094	Prbd.g_00789
OG0000522	Prac.g_01092	Prbd.g_00787
OG0000523	Prac.g_01091	Prbd.g_00786
OG0000524	Prac.g_01084	Prbd.g_00781
OG0000525	Prac.g_01081	Prbd.g_00778
OG0000526	Prac.g_01080	Prbd.g_00777
OG0000527	Prac.g_01071	Prbd.g_00769
OG0000528	Prac.g_01066	Prbd.g_00764
OG0000529	Prac.g_01063	Prbd.g_00761
OG0000530	Prac.g_01060	Prbd.g_00758
OG0000531	Prac.g_01059	Prbd.g_00757
OG0000532	Prac.g_01057	Prbd.g_00755
OG0000533	Prac.g_01056	Prbd.g_00754
OG0000534	Prac.g_01055	Prbd.g_00753
OG0000535	Prac.g_01054	Prbd.g_00752
OG0000536	Prac.g_01053	Prbd.g_00751
OG0000537	Prac.g_01052	Prbd.g_00750
OG0000538	Prac.g_00871	Prbd.g_00742
OG0000539	Prac.g_00870	Prbd.g_00741
OG0000540	Prac.g_00869	Prbd.g_00740
OG0000541	Prac.g_00868	Prbd.g_00739
OG0000542	Prac.g_00866	Prbd.g_00737
OG0000543	Prac.g_00864	Prbd.g_00735
OG0000544	Prac.g_00863	Prbd.g_00734
OG0000545	Prac.g_00861	Prbd.g_00732
OG0000546	Prac.g_00858	Prbd.g_00729
