Orthogroup	Prac	Prbk
OG0000115	Prac.g_01040	Prbk.g_01234
OG0000116	Prac.g_00995	Prbk.g_01034
OG0000117	Prac.g_01955	Prbk.g_01496
OG0000118	Prac.g_00187	Prbk.g_01169
OG0000119	Prac.g_00213	Prbk.g_01746, Prbk.g_01786
OG0000120	Prac.g_00248	Prbk.g_00477
OG0000121	Prac.g_00409	Prbk.g_00267, Prbk.g_00261
OG0000122	Prac.g_00371	Prbk.g_02664
OG0000123	Prac.g_00554	Prbk.g_00805
OG0000124	Prac.g_00056	Prbk.g_01539
OG0000125	Prac.g_00092	Prbk.g_02168
OG0000126	Prac.g_00130	Prbk.g_02272
OG0000128	Prac.g_01936	Prbk.g_02290
OG0000129	Prac.g_01888	Prbk.g_02156
OG0000130	Prac.g_01862	Prbk.g_01320
OG0000131	Prac.g_01785	Prbk.g_00751
OG0000132	Prac.g_01766	Prbk.g_00771
OG0000133	Prac.g_01609	Prbk.g_00472
OG0000134	Prac.g_01177	Prbk.g_00361
OG0000135	Prac.g_01150	Prbk.g_02209
OG0000136	Prac.g_01106	Prbk.g_00323
OG0000137	Prac.g_01069	Prbk.g_02113
OG0000138	Prac.g_01049	Prbk.g_02078
OG0000139	Prac.g_00835	Prbk.g_01086
OG0000140	Prac.g_00834	Prbk.g_01092
OG0000141	Prac.g_00764	Prbk.g_01154
OG0000142	Prac.g_00736	Prbk.g_02631
OG0000143	Prac.g_00732	Prbk.g_02635
OG0000144	Prac.g_00719	Prbk.g_00739
OG0000145	Prac.g_01508	Prbk.g_01863
OG0000146	Prac.g_01506	Prbk.g_02333
OG0000147	Prac.g_01505	Prbk.g_02334
OG0000148	Prac.g_01459	Prbk.g_02487
OG0000149	Prac.g_01429	Prbk.g_02544
OG0000150	Prac.g_01421	Prbk.g_02567
OG0000151	Prac.g_01374	Prbk.g_02417
OG0000152	Prac.g_01327	Prbk.g_02324
OG0000153	Prac.g_01308	Prbk.g_02297
OG0000154	Prac.g_01282	Prbk.g_00584
OG0000155	Prac.g_00965	Prbk.g_00099
OG0000156	Prac.g_00164	Prbk.g_00164
OG0000157	Prac.g_00165	Prbk.g_00163
OG0000158	Prac.g_00447	Prbk.g_00526
OG0000160	Prac.g_00410	Prbk.g_00260
OG0000161	Prac.g_00404	Prbk.g_00274
OG0000162	Prac.g_00398	Prbk.g_00280
OG0000163	Prac.g_00364	Prbk.g_02002
OG0000164	Prac.g_00601	Prbk.g_01432
OG0000165	Prac.g_00594	Prbk.g_01423
OG0000166	Prac.g_00512	Prbk.g_00982
OG0000167	Prac.g_00015	Prbk.g_00512
OG0000168	Prac.g_00025	Prbk.g_00527
OG0000169	Prac.g_00035	Prbk.g_00220
OG0000170	Prac.g_00037	Prbk.g_00232
OG0000171	Prac.g_00055	Prbk.g_01538
OG0000172	Prac.g_00063	Prbk.g_01573
OG0000173	Prac.g_00078	Prbk.g_01594
OG0000174	Prac.g_00105	Prbk.g_02211
OG0000175	Prac.g_00115	Prbk.g_02249
OG0000176	Prac.g_01943	Prbk.g_02282
OG0000177	Prac.g_01942	Prbk.g_02283
OG0000178	Prac.g_01941	Prbk.g_02284
OG0000179	Prac.g_01931	Prbk.g_01633
OG0000180	Prac.g_01930	Prbk.g_01632
OG0000181	Prac.g_01929	Prbk.g_01631
OG0000182	Prac.g_01928	Prbk.g_01630
OG0000183	Prac.g_01924	Prbk.g_01626
OG0000184	Prac.g_01885	Prbk.g_02148
OG0000185	Prac.g_01882	Prbk.g_02126
OG0000186	Prac.g_01867	Prbk.g_01326
OG0000187	Prac.g_01866	Prbk.g_01324
OG0000188	Prac.g_01849	Prbk.g_01303
OG0000189	Prac.g_01835	Prbk.g_00024
OG0000190	Prac.g_01834	Prbk.g_00022
OG0000191	Prac.g_01814	Prbk.g_00197
OG0000192	Prac.g_01810	Prbk.g_00206
OG0000193	Prac.g_01784	Prbk.g_00752
OG0000194	Prac.g_01781	Prbk.g_00755
OG0000195	Prac.g_01779	Prbk.g_00757
OG0000196	Prac.g_01769	Prbk.g_00768
OG0000197	Prac.g_01768	Prbk.g_00769
OG0000198	Prac.g_01767	Prbk.g_00770
OG0000199	Prac.g_01760	Prbk.g_00777
OG0000200	Prac.g_01746	Prbk.g_01280
OG0000201	Prac.g_01738	Prbk.g_01261
OG0000202	Prac.g_01737	Prbk.g_01260
OG0000203	Prac.g_01736	Prbk.g_01259
OG0000204	Prac.g_01735	Prbk.g_01258
OG0000205	Prac.g_01728	Prbk.g_01251
OG0000206	Prac.g_01723	Prbk.g_00632
OG0000207	Prac.g_01721	Prbk.g_00686
OG0000208	Prac.g_01720	Prbk.g_00685
OG0000209	Prac.g_01711	Prbk.g_00658
OG0000210	Prac.g_01710	Prbk.g_00657
OG0000211	Prac.g_01697	Prbk.g_01368
OG0000212	Prac.g_01690	Prbk.g_01514
OG0000213	Prac.g_01674	Prbk.g_00374
OG0000214	Prac.g_01664	Prbk.g_00401
OG0000215	Prac.g_01639	Prbk.g_00431
OG0000216	Prac.g_01637	Prbk.g_00434
OG0000217	Prac.g_01634	Prbk.g_00438
OG0000218	Prac.g_01632	Prbk.g_00442
OG0000219	Prac.g_01631	Prbk.g_00443
OG0000220	Prac.g_01630	Prbk.g_00444
OG0000221	Prac.g_01629	Prbk.g_00449
OG0000222	Prac.g_01621	Prbk.g_00458
OG0000223	Prac.g_01608	Prbk.g_00481
OG0000224	Prac.g_01606	Prbk.g_00492
OG0000225	Prac.g_01188	Prbk.g_00889
OG0000226	Prac.g_01184	Prbk.g_00893
OG0000227	Prac.g_01182	Prbk.g_00895
OG0000228	Prac.g_01179	Prbk.g_00365
OG0000229	Prac.g_01111	Prbk.g_00328
OG0000230	Prac.g_01109	Prbk.g_00326
OG0000231	Prac.g_01098	Prbk.g_00311
OG0000232	Prac.g_01089	Prbk.g_00295
OG0000233	Prac.g_01082	Prbk.g_02092
OG0000234	Prac.g_01068	Prbk.g_02114
OG0000235	Prac.g_01065	Prbk.g_02060
OG0000236	Prac.g_01051	Prbk.g_02076
OG0000237	Prac.g_00865	Prbk.g_01047
OG0000238	Prac.g_00859	Prbk.g_01051
OG0000239	Prac.g_00847	Prbk.g_01067
OG0000240	Prac.g_00846	Prbk.g_01068
OG0000241	Prac.g_00842	Prbk.g_01965
OG0000242	Prac.g_00840	Prbk.g_01078
OG0000243	Prac.g_00829	Prbk.g_02684
OG0000244	Prac.g_00826	Prbk.g_01897
OG0000245	Prac.g_00824	Prbk.g_01894
OG0000246	Prac.g_00820	Prbk.g_01890
OG0000247	Prac.g_00810	Prbk.g_01879
OG0000248	Prac.g_00808	Prbk.g_01876
OG0000249	Prac.g_00806	Prbk.g_01874
OG0000250	Prac.g_00801	Prbk.g_01106
OG0000251	Prac.g_00782	Prbk.g_01130
OG0000252	Prac.g_00778	Prbk.g_01133
OG0000253	Prac.g_00777	Prbk.g_01139
OG0000254	Prac.g_00760	Prbk.g_01158
OG0000255	Prac.g_00754	Prbk.g_02604
OG0000256	Prac.g_00744	Prbk.g_02618
OG0000257	Prac.g_00741	Prbk.g_02624
OG0000258	Prac.g_00728	Prbk.g_02647
OG0000259	Prac.g_00711	Prbk.g_00720
OG0000260	Prac.g_00708	Prbk.g_00717
OG0000261	Prac.g_00706	Prbk.g_00714
OG0000262	Prac.g_00702	Prbk.g_00709
OG0000263	Prac.g_00690	Prbk.g_00672
OG0000264	Prac.g_00680	Prbk.g_01815
OG0000265	Prac.g_01560	Prbk.g_01835, Prbk.g_00619
OG0000266	Prac.g_01550	Prbk.g_00608
OG0000267	Prac.g_01539	Prbk.g_02371
OG0000268	Prac.g_01538	Prbk.g_02370
OG0000269	Prac.g_01480	Prbk.g_02463
OG0000270	Prac.g_01477	Prbk.g_02466
OG0000271	Prac.g_01469	Prbk.g_02474
OG0000272	Prac.g_01468	Prbk.g_02475
OG0000273	Prac.g_01445	Prbk.g_02526
OG0000274	Prac.g_01444	Prbk.g_02527
OG0000275	Prac.g_01442	Prbk.g_02530
OG0000276	Prac.g_01437	Prbk.g_02536
OG0000277	Prac.g_01436	Prbk.g_02537
OG0000278	Prac.g_01433	Prbk.g_02540
OG0000279	Prac.g_01426	Prbk.g_02548
OG0000280	Prac.g_01425	Prbk.g_02554
OG0000281	Prac.g_01420	Prbk.g_02568
OG0000282	Prac.g_01382	Prbk.g_02398
OG0000283	Prac.g_01350	Prbk.g_02359
OG0000284	Prac.g_01345	Prbk.g_02353
OG0000285	Prac.g_01340	Prbk.g_01698
OG0000286	Prac.g_01328	Prbk.g_02325
OG0000287	Prac.g_01311	Prbk.g_01728
OG0000288	Prac.g_01283	Prbk.g_00583
OG0000289	Prac.g_01272	Prbk.g_00596
OG0000290	Prac.g_01259	Prbk.g_00059
OG0000291	Prac.g_01257	Prbk.g_00057
OG0000292	Prac.g_01207	Prbk.g_02271
OG0000293	Prac.g_00994	Prbk.g_01032
OG0000294	Prac.g_00993	Prbk.g_01031
OG0000295	Prac.g_00973	Prbk.g_00106
OG0000296	Prac.g_00971	Prbk.g_00104
OG0000297	Prac.g_00963	Prbk.g_01498
OG0000298	Prac.g_00962	Prbk.g_01497
OG0000299	Prac.g_00945	Prbk.g_01508
OG0000300	Prac.g_00942	Prbk.g_00186
OG0000301	Prac.g_00941	Prbk.g_00185
OG0000302	Prac.g_00939	Prbk.g_00182
OG0000303	Prac.g_00932	Prbk.g_00097
OG0000304	Prac.g_00928	Prbk.g_00121
OG0000305	Prac.g_00209	Prbk.g_00055
OG0000306	Prac.g_00212	Prbk.g_02578
OG0000307	Prac.g_00226	Prbk.g_02044
OG0000308	Prac.g_00227	Prbk.g_02042
OG0000309	Prac.g_00231	Prbk.g_02038
OG0000310	Prac.g_00426	Prbk.g_01937
OG0000311	Prac.g_00424	Prbk.g_00243
OG0000312	Prac.g_00421	Prbk.g_00247
OG0000313	Prac.g_00407	Prbk.g_00271
OG0000314	Prac.g_00384	Prbk.g_01222
OG0000315	Prac.g_00374	Prbk.g_01212
OG0000316	Prac.g_00354	Prbk.g_01991
OG0000317	Prac.g_00627	Prbk.g_00913
OG0000318	Prac.g_00624	Prbk.g_00906
OG0000319	Prac.g_00611	Prbk.g_01443
OG0000320	Prac.g_00609	Prbk.g_01441
OG0000321	Prac.g_00608	Prbk.g_01440
OG0000322	Prac.g_00607	Prbk.g_01439
OG0000323	Prac.g_00598	Prbk.g_01428
OG0000324	Prac.g_00572	Prbk.g_01399
OG0000325	Prac.g_00477	Prbk.g_01904
OG0000326	Prac.g_00483	Prbk.g_01912
OG0000327	Prac.g_00507	Prbk.g_00987
OG0000328	Prac.g_00508	Prbk.g_00986
OG0000329	Prac.g_00525	Prbk.g_00969
OG0000330	Prac.g_00526	Prbk.g_00968
OG0000331	Prac.g_00527	Prbk.g_00967
OG0000332	Prac.g_00541	Prbk.g_00952
OG0000333	Prac.g_00543	Prbk.g_00950
OG0000334	Prac.g_00551	Prbk.g_00801
OG0000335	Prac.g_00555	Prbk.g_00806
OG0000336	Prac.g_00559	Prbk.g_00810
OG0000337	Prac.g_00013	Prbk.g_00506
OG0000338	Prac.g_00014	Prbk.g_00510
OG0000339	Prac.g_00018	Prbk.g_00516
OG0000340	Prac.g_00026	Prbk.g_00528
OG0000341	Prac.g_00028	Prbk.g_00530
OG0000342	Prac.g_00029	Prbk.g_00531
OG0000343	Prac.g_00030	Prbk.g_00215
OG0000344	Prac.g_00033	Prbk.g_00218
OG0000345	Prac.g_00038	Prbk.g_00233
OG0000346	Prac.g_00042	Prbk.g_00238
OG0000347	Prac.g_00057	Prbk.g_01540
OG0000348	Prac.g_00066	Prbk.g_01578
OG0000349	Prac.g_00083	Prbk.g_01602
OG0000350	Prac.g_00101	Prbk.g_02204
OG0000351	Prac.g_00118	Prbk.g_02252
OG0000352	Prac.g_00119	Prbk.g_02253
OG0000353	Prac.g_01948	Prbk.g_02277
OG0000355	Prac.g_01946	Prbk.g_02279
OG0000356	Prac.g_01945	Prbk.g_02280
OG0000357	Prac.g_01944	Prbk.g_02281
OG0000358	Prac.g_01940	Prbk.g_02285
OG0000359	Prac.g_01939	Prbk.g_02287
OG0000360	Prac.g_01938	Prbk.g_02288
OG0000361	Prac.g_01937	Prbk.g_02289
OG0000362	Prac.g_01935	Prbk.g_02291
OG0000363	Prac.g_01933	Prbk.g_01639
OG0000364	Prac.g_01932	Prbk.g_01638
OG0000365	Prac.g_01927	Prbk.g_01629
OG0000366	Prac.g_01926	Prbk.g_01628
OG0000367	Prac.g_01925	Prbk.g_01627
OG0000368	Prac.g_01923	Prbk.g_01625
OG0000369	Prac.g_01922	Prbk.g_01624
OG0000370	Prac.g_01921	Prbk.g_01623
OG0000371	Prac.g_01915	Prbk.g_01614
OG0000372	Prac.g_01911	Prbk.g_01609
OG0000373	Prac.g_01910	Prbk.g_01608
OG0000374	Prac.g_01909	Prbk.g_01607
OG0000375	Prac.g_01892	Prbk.g_01606
OG0000376	Prac.g_01890	Prbk.g_01604
OG0000377	Prac.g_01886	Prbk.g_02155
OG0000378	Prac.g_01884	Prbk.g_02141
OG0000379	Prac.g_01881	Prbk.g_02125
OG0000380	Prac.g_01865	Prbk.g_01323
OG0000381	Prac.g_01861	Prbk.g_01319
OG0000382	Prac.g_01850	Prbk.g_01304
OG0000383	Prac.g_01848	Prbk.g_01302
OG0000384	Prac.g_01847	Prbk.g_01301
OG0000385	Prac.g_01846	Prbk.g_01300
OG0000386	Prac.g_01845	Prbk.g_01299
OG0000387	Prac.g_01832	Prbk.g_00020
OG0000388	Prac.g_01829	Prbk.g_00016
OG0000389	Prac.g_01825	Prbk.g_00012
OG0000390	Prac.g_01818	Prbk.g_00191
OG0000391	Prac.g_01815	Prbk.g_00196
OG0000392	Prac.g_01811	Prbk.g_00202
OG0000393	Prac.g_01809	Prbk.g_00207
OG0000394	Prac.g_01808	Prbk.g_00208
OG0000395	Prac.g_01807	Prbk.g_00209
OG0000396	Prac.g_01804	Prbk.g_00542
OG0000397	Prac.g_01802	Prbk.g_00544
OG0000398	Prac.g_01800	Prbk.g_00549
OG0000399	Prac.g_01799	Prbk.g_00550
OG0000400	Prac.g_01798	Prbk.g_00551
OG0000401	Prac.g_01797	Prbk.g_00552
OG0000402	Prac.g_01795	Prbk.g_00554
OG0000403	Prac.g_01794	Prbk.g_00555
OG0000404	Prac.g_01793	Prbk.g_00557
OG0000405	Prac.g_01789	Prbk.g_00749
OG0000406	Prac.g_01783	Prbk.g_00753
OG0000407	Prac.g_01782	Prbk.g_00754
OG0000408	Prac.g_01780	Prbk.g_00756
OG0000409	Prac.g_01778	Prbk.g_00758
OG0000410	Prac.g_01777	Prbk.g_00759
OG0000411	Prac.g_01776	Prbk.g_00760
OG0000412	Prac.g_01775	Prbk.g_00761
OG0000413	Prac.g_01774	Prbk.g_00763
OG0000414	Prac.g_01590, Prac.g_01773	Prbk.g_00764
OG0000415	Prac.g_01772	Prbk.g_00765
OG0000416	Prac.g_01771	Prbk.g_00766
OG0000417	Prac.g_01770	Prbk.g_00767
OG0000418	Prac.g_01765	Prbk.g_00772
OG0000419	Prac.g_01763	Prbk.g_00774
OG0000420	Prac.g_01762	Prbk.g_00775
OG0000421	Prac.g_01757	Prbk.g_00779
OG0000422	Prac.g_01756	Prbk.g_00780
OG0000423	Prac.g_01755	Prbk.g_00781
OG0000424	Prac.g_01754	Prbk.g_00782
OG0000425	Prac.g_01753	Prbk.g_00783
OG0000426	Prac.g_01752	Prbk.g_00784
OG0000427	Prac.g_01751	Prbk.g_00785
OG0000428	Prac.g_01749	Prbk.g_02425
OG0000429	Prac.g_01748	Prbk.g_01283
OG0000430	Prac.g_01747	Prbk.g_01281
OG0000431	Prac.g_01745	Prbk.g_01277
OG0000432	Prac.g_01742	Prbk.g_01270
OG0000433	Prac.g_01741	Prbk.g_01267
OG0000434	Prac.g_01740	Prbk.g_01266
OG0000435	Prac.g_01739	Prbk.g_01263
OG0000436	Prac.g_01734	Prbk.g_01257
OG0000437	Prac.g_01733	Prbk.g_01256
OG0000438	Prac.g_01732	Prbk.g_01255
OG0000439	Prac.g_01730	Prbk.g_01253
OG0000440	Prac.g_01729	Prbk.g_01252
OG0000441	Prac.g_01726	Prbk.g_01245
OG0000442	Prac.g_01725	Prbk.g_01244
OG0000443	Prac.g_01724	Prbk.g_00631
OG0000444	Prac.g_01719	Prbk.g_00683
OG0000445	Prac.g_01718	Prbk.g_00682
OG0000446	Prac.g_01717	Prbk.g_00680
OG0000447	Prac.g_01716	Prbk.g_00670
OG0000448	Prac.g_01715	Prbk.g_00669
OG0000449	Prac.g_01714	Prbk.g_00668
OG0000450	Prac.g_01713	Prbk.g_00662
OG0000451	Prac.g_01712	Prbk.g_00661
OG0000452	Prac.g_01709	Prbk.g_00656
OG0000453	Prac.g_01708	Prbk.g_00655
OG0000454	Prac.g_01707	Prbk.g_00654
OG0000455	Prac.g_01706	Prbk.g_00653
OG0000456	Prac.g_01705	Prbk.g_00652
OG0000457	Prac.g_01704	Prbk.g_00650
OG0000458	Prac.g_01703	Prbk.g_00649
OG0000459	Prac.g_01702	Prbk.g_00648
OG0000460	Prac.g_01695	Prbk.g_01369
OG0000461	Prac.g_01688	Prbk.g_01900
OG0000462	Prac.g_01686	Prbk.g_01012
OG0000463	Prac.g_01685	Prbk.g_01011
OG0000464	Prac.g_01684	Prbk.g_01010
OG0000465	Prac.g_01683	Prbk.g_01008
OG0000466	Prac.g_01680	Prbk.g_01003
OG0000467	Prac.g_01679	Prbk.g_01001
OG0000468	Prac.g_01678	Prbk.g_00371
OG0000469	Prac.g_01669	Prbk.g_00384
OG0000470	Prac.g_01667	Prbk.g_00397
OG0000471	Prac.g_01666	Prbk.g_00398
OG0000472	Prac.g_01665	Prbk.g_00400
OG0000473	Prac.g_01663	Prbk.g_00402
OG0000474	Prac.g_01662	Prbk.g_00403
OG0000475	Prac.g_01661	Prbk.g_00404
OG0000476	Prac.g_01660	Prbk.g_00406
OG0000477	Prac.g_01656	Prbk.g_00411
OG0000478	Prac.g_01655	Prbk.g_00412
OG0000479	Prac.g_01654	Prbk.g_00413
OG0000480	Prac.g_01649	Prbk.g_00420
OG0000481	Prac.g_01647	Prbk.g_00422
OG0000482	Prac.g_01646	Prbk.g_00423
OG0000483	Prac.g_01643	Prbk.g_00427
OG0000484	Prac.g_01642	Prbk.g_00428
OG0000485	Prac.g_01641	Prbk.g_00429
OG0000486	Prac.g_01640	Prbk.g_00430
OG0000487	Prac.g_01636	Prbk.g_00435
OG0000488	Prac.g_01633	Prbk.g_00439
OG0000489	Prac.g_01628	Prbk.g_00450
OG0000490	Prac.g_01623	Prbk.g_00456
OG0000491	Prac.g_01622	Prbk.g_00457
OG0000492	Prac.g_01620	Prbk.g_00460
OG0000493	Prac.g_01619	Prbk.g_00461
OG0000494	Prac.g_01618	Prbk.g_00462
OG0000495	Prac.g_01617	Prbk.g_00463
OG0000496	Prac.g_01616	Prbk.g_00464
OG0000497	Prac.g_01615	Prbk.g_00465
OG0000498	Prac.g_01614	Prbk.g_00466
OG0000499	Prac.g_01613	Prbk.g_00467
OG0000500	Prac.g_01612	Prbk.g_00468
OG0000501	Prac.g_01610	Prbk.g_00471
OG0000502	Prac.g_01607	Prbk.g_00483
OG0000503	Prac.g_01200	Prbk.g_00871
OG0000504	Prac.g_01199	Prbk.g_00873
OG0000505	Prac.g_01198	Prbk.g_00874
OG0000506	Prac.g_01196	Prbk.g_00876
OG0000507	Prac.g_01193	Prbk.g_00881
OG0000508	Prac.g_01189	Prbk.g_00888
OG0000509	Prac.g_01187	Prbk.g_00890
OG0000510	Prac.g_01186	Prbk.g_00891
OG0000511	Prac.g_01185	Prbk.g_00892
OG0000512	Prac.g_01183	Prbk.g_00894
OG0000513	Prac.g_01176	Prbk.g_00360
OG0000514	Prac.g_01116	Prbk.g_00352
OG0000515	Prac.g_01115	Prbk.g_00351
OG0000516	Prac.g_01114	Prbk.g_00339
OG0000517	Prac.g_01112	Prbk.g_00329
OG0000518	Prac.g_01101	Prbk.g_00317
OG0000519	Prac.g_01100	Prbk.g_00316
OG0000520	Prac.g_01099	Prbk.g_00315
OG0000521	Prac.g_01094	Prbk.g_00301
OG0000522	Prac.g_01092	Prbk.g_00299
OG0000523	Prac.g_01091	Prbk.g_00298
OG0000524	Prac.g_01084	Prbk.g_02088
OG0000525	Prac.g_01081	Prbk.g_02105
OG0000526	Prac.g_01080	Prbk.g_02107
OG0000527	Prac.g_01071	Prbk.g_02111
OG0000528	Prac.g_01066	Prbk.g_02056
OG0000529	Prac.g_01063	Prbk.g_02062
OG0000530	Prac.g_01060	Prbk.g_02065
OG0000531	Prac.g_01059	Prbk.g_02066
OG0000532	Prac.g_01057	Prbk.g_02069
OG0000533	Prac.g_01056	Prbk.g_02071
OG0000534	Prac.g_01055	Prbk.g_02072
OG0000535	Prac.g_01054	Prbk.g_02073
OG0000536	Prac.g_01053	Prbk.g_02074
OG0000537	Prac.g_01052	Prbk.g_02075
OG0000538	Prac.g_00871	Prbk.g_01865
OG0000539	Prac.g_00870	Prbk.g_01041
OG0000540	Prac.g_00869	Prbk.g_01042
OG0000541	Prac.g_00868	Prbk.g_01043
OG0000542	Prac.g_00866	Prbk.g_01046
OG0000543	Prac.g_00864	Prbk.g_01048
OG0000544	Prac.g_00863	Prbk.g_01049
OG0000545	Prac.g_00861	Prbk.g_01050
OG0000546	Prac.g_00858	Prbk.g_01052
OG0000547	Prac.g_00857	Prbk.g_01054
OG0000548	Prac.g_00856	Prbk.g_01055
OG0000549	Prac.g_00854	Prbk.g_01061
OG0000550	Prac.g_00849	Prbk.g_01066
OG0000551	Prac.g_00845	Prbk.g_01070
OG0000552	Prac.g_00844	Prbk.g_01071
OG0000553	Prac.g_00843	Prbk.g_01076
OG0000554	Prac.g_00838	Prbk.g_01081
OG0000555	Prac.g_00830	Prbk.g_01099
OG0000556	Prac.g_00828	Prbk.g_02686
OG0000557	Prac.g_00827	Prbk.g_01898
OG0000558	Prac.g_00825	Prbk.g_01895
OG0000559	Prac.g_00821	Prbk.g_01891
OG0000560	Prac.g_00818	Prbk.g_01888
OG0000561	Prac.g_00817	Prbk.g_01887
OG0000562	Prac.g_00816	Prbk.g_01886
OG0000563	Prac.g_00815	Prbk.g_01885
OG0000564	Prac.g_00814	Prbk.g_01884
OG0000565	Prac.g_00811	Prbk.g_01881
OG0000566	Prac.g_00809	Prbk.g_01877
