Orthogroup	Prac	Prbl
OG0000103	Prac.g_00123	Prbl.g_02139
OG0000104	Prac.g_00131	Prbl.g_02125
OG0000105	Prac.g_01657	Prbl.g_01461
OG0000106	Prac.g_01163	Prbl.g_00411
OG0000107	Prac.g_01148	Prbl.g_02681
OG0000108	Prac.g_01064	Prbl.g_00511
OG0000109	Prac.g_01050	Prbl.g_00527
OG0000110	Prac.g_00798	Prbl.g_01795
OG0000111	Prac.g_00672	Prbl.g_00026
OG0000112	Prac.g_01507	Prbl.g_02470
OG0000113	Prac.g_01453	Prbl.g_02310
OG0000114	Prac.g_01384	Prbl.g_02407
OG0000115	Prac.g_01040	Prbl.g_00687
OG0000116	Prac.g_00995	Prbl.g_02069
OG0000117	Prac.g_01955	Prbl.g_01384
OG0000118	Prac.g_00187	Prbl.g_01736
OG0000119	Prac.g_00213	Prbl.g_00007, Prbl.g_00046
OG0000120	Prac.g_00248	Prbl.g_00892
OG0000121	Prac.g_00409	Prbl.g_00234, Prbl.g_00240
OG0000122	Prac.g_00371	Prbl.g_01808
OG0000123	Prac.g_00554	Prbl.g_01135
OG0000124	Prac.g_00056	Prbl.g_02054
OG0000125	Prac.g_00092	Prbl.g_02231
OG0000126	Prac.g_00130	Prbl.g_02127
OG0000128	Prac.g_01936	Prbl.g_02109
OG0000129	Prac.g_01888	Prbl.g_02243
OG0000130	Prac.g_01862	Prbl.g_00608
OG0000131	Prac.g_01785	Prbl.g_00303
OG0000132	Prac.g_01766	Prbl.g_00283
OG0000133	Prac.g_01609	Prbl.g_00897
OG0000134	Prac.g_01177	Prbl.g_02677
OG0000135	Prac.g_01150	Prbl.g_02190
OG0000136	Prac.g_01106	Prbl.g_00647
OG0000137	Prac.g_01069	Prbl.g_01340
OG0000138	Prac.g_01049	Prbl.g_00528
OG0000139	Prac.g_00835	Prbl.g_00760
OG0000140	Prac.g_00834	Prbl.g_00754
OG0000141	Prac.g_00764	Prbl.g_01751
OG0000142	Prac.g_00736	Prbl.g_01639
OG0000143	Prac.g_00732	Prbl.g_01643
OG0000144	Prac.g_00719	Prbl.g_01042
OG0000145	Prac.g_01508	Prbl.g_00534
OG0000146	Prac.g_01506	Prbl.g_02469
OG0000147	Prac.g_01505	Prbl.g_02468
OG0000148	Prac.g_01459	Prbl.g_02316
OG0000149	Prac.g_01429	Prbl.g_01552
OG0000150	Prac.g_01421	Prbl.g_01576
OG0000151	Prac.g_01374	Prbl.g_02386
OG0000152	Prac.g_01327	Prbl.g_02478
OG0000153	Prac.g_01308	Prbl.g_02505
OG0000154	Prac.g_01282	Prbl.g_02532
OG0000155	Prac.g_00965	Prbl.g_00185
OG0000156	Prac.g_00164	Prbl.g_00115
OG0000157	Prac.g_00165	Prbl.g_00114
OG0000158	Prac.g_00447	Prbl.g_00843
OG0000160	Prac.g_00410	Prbl.g_00241
OG0000161	Prac.g_00404	Prbl.g_00227
OG0000162	Prac.g_00398	Prbl.g_00221
OG0000163	Prac.g_00364	Prbl.g_00452
OG0000164	Prac.g_00601	Prbl.g_00365
OG0000165	Prac.g_00594	Prbl.g_00356
OG0000166	Prac.g_00512	Prbl.g_00962
OG0000167	Prac.g_00015	Prbl.g_00857
OG0000168	Prac.g_00025	Prbl.g_00842
OG0000169	Prac.g_00035	Prbl.g_01302
OG0000170	Prac.g_00037	Prbl.g_01290
OG0000171	Prac.g_00055	Prbl.g_02055
OG0000172	Prac.g_00063	Prbl.g_02021
OG0000173	Prac.g_00078	Prbl.g_02000
OG0000174	Prac.g_00105	Prbl.g_02188
OG0000175	Prac.g_00115	Prbl.g_02150
OG0000176	Prac.g_01943	Prbl.g_02117
OG0000177	Prac.g_01942	Prbl.g_02116
OG0000178	Prac.g_01941	Prbl.g_02115
OG0000179	Prac.g_01931	Prbl.g_01961
OG0000180	Prac.g_01930	Prbl.g_01962
OG0000181	Prac.g_01929	Prbl.g_01963
OG0000182	Prac.g_01928	Prbl.g_01964
OG0000183	Prac.g_01924	Prbl.g_01968
OG0000184	Prac.g_01885	Prbl.g_02251
OG0000185	Prac.g_01882	Prbl.g_02273
OG0000186	Prac.g_01867	Prbl.g_00614
OG0000187	Prac.g_01866	Prbl.g_00613
OG0000188	Prac.g_01849	Prbl.g_00591
OG0000189	Prac.g_01835	Prbl.g_00565
OG0000190	Prac.g_01834	Prbl.g_00563
OG0000191	Prac.g_01814	Prbl.g_01325
OG0000192	Prac.g_01810	Prbl.g_01316
OG0000193	Prac.g_01784	Prbl.g_00302
OG0000194	Prac.g_01781	Prbl.g_00299
OG0000195	Prac.g_01779	Prbl.g_00297
OG0000196	Prac.g_01769	Prbl.g_00286
OG0000197	Prac.g_01768	Prbl.g_00285
OG0000198	Prac.g_01767	Prbl.g_00284
OG0000199	Prac.g_01760	Prbl.g_00277
OG0000200	Prac.g_01746	Prbl.g_00069
OG0000201	Prac.g_01738	Prbl.g_00088
OG0000202	Prac.g_01737	Prbl.g_00089
OG0000203	Prac.g_01736	Prbl.g_00090
OG0000204	Prac.g_01735	Prbl.g_00091
OG0000205	Prac.g_01728	Prbl.g_00098
OG0000206	Prac.g_01723	Prbl.g_01282
OG0000207	Prac.g_01721	Prbl.g_00130
OG0000208	Prac.g_01720	Prbl.g_00129
OG0000209	Prac.g_01711	Prbl.g_01256
OG0000210	Prac.g_01710	Prbl.g_01257
OG0000211	Prac.g_01697	Prbl.g_01922
OG0000212	Prac.g_01690	Prbl.g_00192
OG0000213	Prac.g_01674	Prbl.g_01496
OG0000214	Prac.g_01664	Prbl.g_01469
OG0000215	Prac.g_01639	Prbl.g_01439
OG0000216	Prac.g_01637	Prbl.g_01436
OG0000217	Prac.g_01634	Prbl.g_01432
OG0000218	Prac.g_01632	Prbl.g_01428
OG0000219	Prac.g_01631	Prbl.g_01427
OG0000220	Prac.g_01630	Prbl.g_01426
OG0000221	Prac.g_01629	Prbl.g_01421
OG0000222	Prac.g_01621	Prbl.g_00911
OG0000223	Prac.g_01608	Prbl.g_00888
OG0000224	Prac.g_01606	Prbl.g_00877
OG0000225	Prac.g_01188	Prbl.g_01218
OG0000226	Prac.g_01184	Prbl.g_01222
OG0000227	Prac.g_01182	Prbl.g_01224
OG0000228	Prac.g_01179	Prbl.g_02673
OG0000229	Prac.g_01111	Prbl.g_00652
OG0000230	Prac.g_01109	Prbl.g_00650
OG0000231	Prac.g_01098	Prbl.g_00635
OG0000232	Prac.g_01089	Prbl.g_00619
OG0000233	Prac.g_01082	Prbl.g_01360
OG0000234	Prac.g_01068	Prbl.g_01339
OG0000235	Prac.g_01065	Prbl.g_00510
OG0000236	Prac.g_01051	Prbl.g_00526
OG0000237	Prac.g_00865	Prbl.g_00800
OG0000238	Prac.g_00859	Prbl.g_00795
OG0000239	Prac.g_00847	Prbl.g_00779
OG0000240	Prac.g_00846	Prbl.g_00778
OG0000241	Prac.g_00842	Prbl.g_01526
OG0000242	Prac.g_00840	Prbl.g_00768
OG0000243	Prac.g_00829	Prbl.g_02647
OG0000244	Prac.g_00826	Prbl.g_01879
OG0000245	Prac.g_00824	Prbl.g_01882
OG0000246	Prac.g_00820	Prbl.g_01886
OG0000247	Prac.g_00810	Prbl.g_01897
OG0000248	Prac.g_00808	Prbl.g_01900
OG0000249	Prac.g_00806	Prbl.g_01902
OG0000250	Prac.g_00801	Prbl.g_01799
OG0000251	Prac.g_00782	Prbl.g_01775
OG0000252	Prac.g_00778	Prbl.g_01772
OG0000253	Prac.g_00777	Prbl.g_01766
OG0000254	Prac.g_00760	Prbl.g_01747
OG0000255	Prac.g_00754	Prbl.g_01612
OG0000256	Prac.g_00744	Prbl.g_01626
OG0000257	Prac.g_00741	Prbl.g_01632
OG0000258	Prac.g_00728	Prbl.g_01655
OG0000259	Prac.g_00711	Prbl.g_01406
OG0000260	Prac.g_00708	Prbl.g_01403
OG0000261	Prac.g_00706	Prbl.g_01400
OG0000262	Prac.g_00702	Prbl.g_01395
OG0000263	Prac.g_00690	Prbl.g_01242
OG0000264	Prac.g_00680	Prbl.g_01859
OG0000265	Prac.g_01560	Prbl.g_01839, Prbl.g_02567
OG0000266	Prac.g_01550	Prbl.g_02556
OG0000267	Prac.g_01539	Prbl.g_02431
OG0000268	Prac.g_01538	Prbl.g_02432
OG0000269	Prac.g_01480	Prbl.g_02340
OG0000270	Prac.g_01477	Prbl.g_02337
OG0000271	Prac.g_01469	Prbl.g_02329
OG0000272	Prac.g_01468	Prbl.g_02328
OG0000273	Prac.g_01445	Prbl.g_01534
OG0000274	Prac.g_01444	Prbl.g_01535
OG0000275	Prac.g_01442	Prbl.g_01538
OG0000276	Prac.g_01437	Prbl.g_01544
OG0000277	Prac.g_01436	Prbl.g_01545
OG0000278	Prac.g_01433	Prbl.g_01548
OG0000279	Prac.g_01426	Prbl.g_01556
OG0000280	Prac.g_01425	Prbl.g_01562
OG0000281	Prac.g_01420	Prbl.g_01577
OG0000282	Prac.g_01382	Prbl.g_02405
OG0000283	Prac.g_01350	Prbl.g_02443
OG0000284	Prac.g_01345	Prbl.g_02449
OG0000285	Prac.g_01340	Prbl.g_01688
OG0000286	Prac.g_01328	Prbl.g_02477
OG0000287	Prac.g_01311	Prbl.g_02608
OG0000288	Prac.g_01283	Prbl.g_02531
OG0000289	Prac.g_01272	Prbl.g_02544
OG0000290	Prac.g_01259	Prbl.g_00930
OG0000291	Prac.g_01257	Prbl.g_00928
OG0000292	Prac.g_01207	Prbl.g_02128
OG0000293	Prac.g_00994	Prbl.g_02071
OG0000294	Prac.g_00993	Prbl.g_02072
OG0000295	Prac.g_00973	Prbl.g_00178
OG0000296	Prac.g_00971	Prbl.g_00180
OG0000297	Prac.g_00963	Prbl.g_01382
OG0000298	Prac.g_00962	Prbl.g_01383
OG0000299	Prac.g_00945	Prbl.g_01372
OG0000300	Prac.g_00942	Prbl.g_02582
OG0000301	Prac.g_00941	Prbl.g_02583
OG0000302	Prac.g_00939	Prbl.g_02586
OG0000303	Prac.g_00932	Prbl.g_00187
OG0000304	Prac.g_00928	Prbl.g_01102
OG0000305	Prac.g_00209	Prbl.g_00926
OG0000306	Prac.g_00212	Prbl.g_01586
OG0000307	Prac.g_00226	Prbl.g_00494
OG0000308	Prac.g_00227	Prbl.g_00492
OG0000309	Prac.g_00231	Prbl.g_00488
OG0000310	Prac.g_00426	Prbl.g_00160
OG0000311	Prac.g_00424	Prbl.g_00258
OG0000312	Prac.g_00421	Prbl.g_00254
OG0000313	Prac.g_00407	Prbl.g_00230
OG0000314	Prac.g_00384	Prbl.g_00699
OG0000315	Prac.g_00374	Prbl.g_00709
OG0000316	Prac.g_00354	Prbl.g_00441
OG0000317	Prac.g_00627	Prbl.g_00399
OG0000318	Prac.g_00624	Prbl.g_00393
OG0000319	Prac.g_00611	Prbl.g_00376
OG0000320	Prac.g_00609	Prbl.g_00374
OG0000321	Prac.g_00608	Prbl.g_00373
OG0000322	Prac.g_00607	Prbl.g_00372
OG0000323	Prac.g_00598	Prbl.g_00361
OG0000324	Prac.g_00572	Prbl.g_00332
OG0000325	Prac.g_00477	Prbl.g_02683
OG0000326	Prac.g_00483	Prbl.g_01059
OG0000327	Prac.g_00507	Prbl.g_00957
OG0000328	Prac.g_00508	Prbl.g_00958
OG0000329	Prac.g_00525	Prbl.g_00975
OG0000330	Prac.g_00526	Prbl.g_00976
OG0000331	Prac.g_00527	Prbl.g_00977
OG0000332	Prac.g_00541	Prbl.g_00992
OG0000333	Prac.g_00543	Prbl.g_00994
OG0000334	Prac.g_00551	Prbl.g_01131
OG0000335	Prac.g_00555	Prbl.g_01136
OG0000336	Prac.g_00559	Prbl.g_01140
OG0000337	Prac.g_00013	Prbl.g_00863
OG0000338	Prac.g_00014	Prbl.g_00859
OG0000339	Prac.g_00018	Prbl.g_00853
OG0000340	Prac.g_00026	Prbl.g_00841
OG0000341	Prac.g_00028	Prbl.g_00839
OG0000342	Prac.g_00029	Prbl.g_00838
OG0000343	Prac.g_00030	Prbl.g_01307
OG0000344	Prac.g_00033	Prbl.g_01304
OG0000345	Prac.g_00038	Prbl.g_01289
OG0000346	Prac.g_00042	Prbl.g_01284
OG0000347	Prac.g_00057	Prbl.g_02053
OG0000348	Prac.g_00066	Prbl.g_02016
OG0000349	Prac.g_00083	Prbl.g_01992
OG0000350	Prac.g_00101	Prbl.g_02195
OG0000351	Prac.g_00118	Prbl.g_02147
OG0000352	Prac.g_00119	Prbl.g_02146
OG0000353	Prac.g_01948	Prbl.g_02122
OG0000355	Prac.g_01946	Prbl.g_02120
OG0000356	Prac.g_01945	Prbl.g_02119
OG0000357	Prac.g_01944	Prbl.g_02118
OG0000358	Prac.g_01940	Prbl.g_02114
OG0000359	Prac.g_01939	Prbl.g_02112
OG0000360	Prac.g_01938	Prbl.g_02111
OG0000361	Prac.g_01937	Prbl.g_02110
OG0000362	Prac.g_01935	Prbl.g_02108
OG0000363	Prac.g_01933	Prbl.g_01955
OG0000364	Prac.g_01932	Prbl.g_01956
OG0000365	Prac.g_01927	Prbl.g_01965
OG0000366	Prac.g_01926	Prbl.g_01966
OG0000367	Prac.g_01925	Prbl.g_01967
OG0000368	Prac.g_01923	Prbl.g_01969
OG0000369	Prac.g_01922	Prbl.g_01970
OG0000370	Prac.g_01921	Prbl.g_01971
OG0000371	Prac.g_01915	Prbl.g_01980
OG0000372	Prac.g_01911	Prbl.g_01985
OG0000373	Prac.g_01910	Prbl.g_01986
OG0000374	Prac.g_01909	Prbl.g_01987
OG0000375	Prac.g_01892	Prbl.g_01988
OG0000376	Prac.g_01890	Prbl.g_01990
OG0000377	Prac.g_01886	Prbl.g_02244
OG0000378	Prac.g_01884	Prbl.g_02258
OG0000379	Prac.g_01881	Prbl.g_02274
OG0000380	Prac.g_01865	Prbl.g_00612
OG0000381	Prac.g_01861	Prbl.g_00607
OG0000382	Prac.g_01850	Prbl.g_00592
OG0000383	Prac.g_01848	Prbl.g_00590
OG0000384	Prac.g_01847	Prbl.g_00589
OG0000385	Prac.g_01846	Prbl.g_00588
OG0000386	Prac.g_01845	Prbl.g_00587
OG0000387	Prac.g_01832	Prbl.g_00561
OG0000388	Prac.g_01829	Prbl.g_00557
OG0000389	Prac.g_01825	Prbl.g_00553
OG0000390	Prac.g_01818	Prbl.g_01331
OG0000391	Prac.g_01815	Prbl.g_01326
OG0000392	Prac.g_01811	Prbl.g_01320
OG0000393	Prac.g_01809	Prbl.g_01315
OG0000394	Prac.g_01808	Prbl.g_01314
OG0000395	Prac.g_01807	Prbl.g_01313
OG0000396	Prac.g_01804	Prbl.g_00827
OG0000397	Prac.g_01802	Prbl.g_00825
OG0000398	Prac.g_01800	Prbl.g_00820
OG0000399	Prac.g_01799	Prbl.g_00819
OG0000400	Prac.g_01798	Prbl.g_00818
OG0000401	Prac.g_01797	Prbl.g_00817
OG0000402	Prac.g_01795	Prbl.g_00815
OG0000403	Prac.g_01794	Prbl.g_00814
OG0000404	Prac.g_01793	Prbl.g_00812
OG0000405	Prac.g_01789	Prbl.g_00305
OG0000406	Prac.g_01783	Prbl.g_00301
OG0000407	Prac.g_01782	Prbl.g_00300
OG0000408	Prac.g_01780	Prbl.g_00298
OG0000409	Prac.g_01778	Prbl.g_00296
OG0000410	Prac.g_01777	Prbl.g_00295
OG0000411	Prac.g_01776	Prbl.g_00294
OG0000412	Prac.g_01775	Prbl.g_00293
OG0000413	Prac.g_01774	Prbl.g_00291
OG0000414	Prac.g_01590, Prac.g_01773	Prbl.g_00290
OG0000415	Prac.g_01772	Prbl.g_00289
OG0000416	Prac.g_01771	Prbl.g_00288
OG0000417	Prac.g_01770	Prbl.g_00287
OG0000418	Prac.g_01765	Prbl.g_00282
OG0000419	Prac.g_01763	Prbl.g_00280
OG0000420	Prac.g_01762	Prbl.g_00279
OG0000421	Prac.g_01757	Prbl.g_00275
OG0000422	Prac.g_01756	Prbl.g_00274
OG0000423	Prac.g_01755	Prbl.g_00273
OG0000424	Prac.g_01754	Prbl.g_00272
OG0000425	Prac.g_01753	Prbl.g_00271
OG0000426	Prac.g_01752	Prbl.g_00270
OG0000427	Prac.g_01751	Prbl.g_00269
OG0000428	Prac.g_01749	Prbl.g_02377
OG0000429	Prac.g_01748	Prbl.g_00066
OG0000430	Prac.g_01747	Prbl.g_00068
OG0000431	Prac.g_01745	Prbl.g_00072
OG0000432	Prac.g_01742	Prbl.g_00079
OG0000433	Prac.g_01741	Prbl.g_00082
OG0000434	Prac.g_01740	Prbl.g_00083
OG0000435	Prac.g_01739	Prbl.g_00086
OG0000436	Prac.g_01734	Prbl.g_00092
OG0000437	Prac.g_01733	Prbl.g_00093
OG0000438	Prac.g_01732	Prbl.g_00094
OG0000439	Prac.g_01730	Prbl.g_00096
OG0000440	Prac.g_01729	Prbl.g_00097
OG0000441	Prac.g_01726	Prbl.g_00104
OG0000442	Prac.g_01725	Prbl.g_00105
OG0000443	Prac.g_01724	Prbl.g_01283
OG0000444	Prac.g_01719	Prbl.g_00127
OG0000445	Prac.g_01718	Prbl.g_00126
OG0000446	Prac.g_01717	Prbl.g_00124
OG0000447	Prac.g_01716	Prbl.g_01244
OG0000448	Prac.g_01715	Prbl.g_01245
OG0000449	Prac.g_01714	Prbl.g_01246
OG0000450	Prac.g_01713	Prbl.g_01252
OG0000451	Prac.g_01712	Prbl.g_01253
OG0000452	Prac.g_01709	Prbl.g_01258
OG0000453	Prac.g_01708	Prbl.g_01259
OG0000454	Prac.g_01707	Prbl.g_01260
OG0000455	Prac.g_01706	Prbl.g_01261
OG0000456	Prac.g_01705	Prbl.g_01262
OG0000457	Prac.g_01704	Prbl.g_01264
OG0000458	Prac.g_01703	Prbl.g_01265
OG0000459	Prac.g_01702	Prbl.g_01266
OG0000460	Prac.g_01695	Prbl.g_01923
OG0000461	Prac.g_01688	Prbl.g_02679
OG0000462	Prac.g_01686	Prbl.g_02666
OG0000463	Prac.g_01685	Prbl.g_01516
OG0000464	Prac.g_01684	Prbl.g_01515
OG0000465	Prac.g_01683	Prbl.g_01513
OG0000466	Prac.g_01680	Prbl.g_01508
OG0000467	Prac.g_01679	Prbl.g_01506
OG0000468	Prac.g_01678	Prbl.g_01499
OG0000469	Prac.g_01669	Prbl.g_01486
OG0000470	Prac.g_01667	Prbl.g_01473
OG0000471	Prac.g_01666	Prbl.g_01472
OG0000472	Prac.g_01665	Prbl.g_01470
OG0000473	Prac.g_01663	Prbl.g_01468
OG0000474	Prac.g_01662	Prbl.g_01467
OG0000475	Prac.g_01661	Prbl.g_01466
OG0000476	Prac.g_01660	Prbl.g_01464
OG0000477	Prac.g_01656	Prbl.g_01459
OG0000478	Prac.g_01655	Prbl.g_01458
OG0000479	Prac.g_01654	Prbl.g_01457
OG0000480	Prac.g_01649	Prbl.g_01450
OG0000481	Prac.g_01647	Prbl.g_01448
OG0000482	Prac.g_01646	Prbl.g_01447
OG0000483	Prac.g_01643	Prbl.g_01443
OG0000484	Prac.g_01642	Prbl.g_01442
OG0000485	Prac.g_01641	Prbl.g_01441
OG0000486	Prac.g_01640	Prbl.g_01440
OG0000487	Prac.g_01636	Prbl.g_01435
OG0000488	Prac.g_01633	Prbl.g_01431
OG0000489	Prac.g_01628	Prbl.g_01420
OG0000490	Prac.g_01623	Prbl.g_01414
OG0000491	Prac.g_01622	Prbl.g_01413
OG0000492	Prac.g_01620	Prbl.g_00909
OG0000493	Prac.g_01619	Prbl.g_00908
OG0000494	Prac.g_01618	Prbl.g_00907
OG0000495	Prac.g_01617	Prbl.g_00906
OG0000496	Prac.g_01616	Prbl.g_00905
OG0000497	Prac.g_01615	Prbl.g_00904
OG0000498	Prac.g_01614	Prbl.g_00903
OG0000499	Prac.g_01613	Prbl.g_00902
OG0000500	Prac.g_01612	Prbl.g_00901
OG0000501	Prac.g_01610	Prbl.g_00898
OG0000502	Prac.g_01607	Prbl.g_00886
OG0000503	Prac.g_01200	Prbl.g_01201
OG0000504	Prac.g_01199	Prbl.g_01203
OG0000505	Prac.g_01198	Prbl.g_01204
OG0000506	Prac.g_01196	Prbl.g_01206
OG0000507	Prac.g_01193	Prbl.g_01210
OG0000508	Prac.g_01189	Prbl.g_01217
OG0000509	Prac.g_01187	Prbl.g_01219
OG0000510	Prac.g_01186	Prbl.g_01220
OG0000511	Prac.g_01185	Prbl.g_01221
OG0000512	Prac.g_01183	Prbl.g_01223
OG0000513	Prac.g_01176	Prbl.g_02678
OG0000514	Prac.g_01116	Prbl.g_00676
OG0000515	Prac.g_01115	Prbl.g_00675
OG0000516	Prac.g_01114	Prbl.g_00663
OG0000517	Prac.g_01112	Prbl.g_00653
OG0000518	Prac.g_01101	Prbl.g_00641
OG0000519	Prac.g_01100	Prbl.g_00640
OG0000520	Prac.g_01099	Prbl.g_00639
OG0000521	Prac.g_01094	Prbl.g_00625
OG0000522	Prac.g_01092	Prbl.g_00623
OG0000523	Prac.g_01091	Prbl.g_00622
OG0000524	Prac.g_01084	Prbl.g_01364
OG0000525	Prac.g_01081	Prbl.g_01348
OG0000526	Prac.g_01080	Prbl.g_01346
OG0000527	Prac.g_01071	Prbl.g_01342
OG0000528	Prac.g_01066	Prbl.g_00506
OG0000529	Prac.g_01063	Prbl.g_00512
OG0000530	Prac.g_01060	Prbl.g_00515
OG0000531	Prac.g_01059	Prbl.g_00516
OG0000532	Prac.g_01057	Prbl.g_00519
OG0000533	Prac.g_01056	Prbl.g_00521
OG0000534	Prac.g_01055	Prbl.g_00522
OG0000535	Prac.g_01054	Prbl.g_00523
OG0000536	Prac.g_01053	Prbl.g_00524
OG0000537	Prac.g_01052	Prbl.g_00525
OG0000538	Prac.g_00871	Prbl.g_00536
OG0000539	Prac.g_00870	Prbl.g_00806
OG0000540	Prac.g_00869	Prbl.g_00805
OG0000541	Prac.g_00868	Prbl.g_00804
OG0000542	Prac.g_00866	Prbl.g_00801
OG0000543	Prac.g_00864	Prbl.g_00799
OG0000544	Prac.g_00863	Prbl.g_00798
OG0000545	Prac.g_00861	Prbl.g_00797
OG0000546	Prac.g_00858	Prbl.g_00794
OG0000547	Prac.g_00857	Prbl.g_00792
OG0000548	Prac.g_00856	Prbl.g_00791
OG0000549	Prac.g_00854	Prbl.g_00785
OG0000550	Prac.g_00849	Prbl.g_00780
OG0000551	Prac.g_00845	Prbl.g_00776
OG0000552	Prac.g_00844	Prbl.g_00775
OG0000553	Prac.g_00843	Prbl.g_00770
OG0000554	Prac.g_00838	Prbl.g_00765
OG0000555	Prac.g_00830	Prbl.g_00747
OG0000556	Prac.g_00828	Prbl.g_02645
OG0000557	Prac.g_00827	Prbl.g_01878
OG0000558	Prac.g_00825	Prbl.g_01881
OG0000559	Prac.g_00821	Prbl.g_01885
OG0000560	Prac.g_00818	Prbl.g_01888
OG0000561	Prac.g_00817	Prbl.g_01889
OG0000562	Prac.g_00816	Prbl.g_01890
OG0000563	Prac.g_00815	Prbl.g_01891
OG0000564	Prac.g_00814	Prbl.g_01892
