Orthogroup	Prbe	Pras
OG0000079	Prbe.g_00911	Pras.g_01236
OG0000080	Prbe.g_01449	Pras.g_00327, Pras.g_01545
OG0000081	Prbe.g_00466	Pras.g_01567
OG0000082	Prbe.g_01229	Pras.g_01708
OG0000083	Prbe.g_01570	Pras.g_01772
OG0000084	Prbe.g_01350	Pras.g_01859
OG0000085	Prbe.g_01594	Pras.g_01982
OG0000086	Prbe.g_00041	Pras.g_00023
OG0000087	Prbe.g_01118	Pras.g_00494
OG0000090	Prbe.g_00350	Pras.g_00294
OG0000091	Prbe.g_00303	Pras.g_00358
OG0000092	Prbe.g_00714	Pras.g_00477
OG0000093	Prbe.g_01094	Pras.g_00637
OG0000094	Prbe.g_00840	Pras.g_00684
OG0000095	Prbe.g_00802	Pras.g_00717
OG0000096	Prbe.g_01150	Pras.g_00789
OG0000097	Prbe.g_00709	Pras.g_00131
OG0000098	Prbe.g_01068	Pras.g_00845
OG0000099	Prbe.g_00123	Pras.g_00865
OG0000101	Prbe.g_00152	Pras.g_00902
OG0000102	Prbe.g_01657	Pras.g_00964
OG0000103	Prbe.g_01666	Pras.g_00972
OG0000104	Prbe.g_01683	Pras.g_00990
OG0000105	Prbe.g_01718	Pras.g_01021
OG0000106	Prbe.g_01732	Pras.g_01035
OG0000107	Prbe.g_01741	Pras.g_01043
OG0000108	Prbe.g_01751	Pras.g_01053
OG0000109	Prbe.g_01792	Pras.g_01091
OG0000110	Prbe.g_01804	Pras.g_01103
OG0000111	Prbe.g_01828	Pras.g_01126
OG0000113	Prbe.g_01852	Pras.g_01148
OG0000114	Prbe.g_01878	Pras.g_01177
OG0000115	Prbe.g_00659	Pras.g_01352
OG0000116	Prbe.g_00657	Pras.g_01354
OG0000117	Prbe.g_00653	Pras.g_01358
OG0000118	Prbe.g_00633	Pras.g_01377
OG0000119	Prbe.g_00603	Pras.g_01409
OG0000120	Prbe.g_00602	Pras.g_01410
OG0000121	Prbe.g_00592	Pras.g_01420
OG0000122	Prbe.g_00583	Pras.g_01429
OG0000123	Prbe.g_00551	Pras.g_01461
OG0000124	Prbe.g_01468	Pras.g_01527
OG0000125	Prbe.g_01467	Pras.g_01528
OG0000126	Prbe.g_01466	Pras.g_01529
OG0000127	Prbe.g_00461	Pras.g_01562
OG0000128	Prbe.g_01216	Pras.g_01608, Pras.g_00302
OG0000129	Prbe.g_01417	Pras.g_01628
OG0000130	Prbe.g_01314	Pras.g_01686
OG0000131	Prbe.g_01220	Pras.g_01699
OG0000132	Prbe.g_01257	Pras.g_01734
OG0000133	Prbe.g_00434	Pras.g_01818
OG0000134	Prbe.g_01448	Pras.g_01827
OG0000135	Prbe.g_01354	Pras.g_01863
OG0000136	Prbe.g_01300	Pras.g_01931
OG0000137	Prbe.g_00044	Pras.g_00026
OG0000139	Prbe.g_01543	Pras.g_00062
OG0000140	Prbe.g_00501	Pras.g_00114
OG0000141	Prbe.g_00215	Pras.g_00122
OG0000142	Prbe.g_00880	Pras.g_00221, Pras.g_00222
OG0000143	Prbe.g_00373	Pras.g_00250
OG0000144	Prbe.g_00323	Pras.g_00337
OG0000145	Prbe.g_00310	Pras.g_00351
OG0000146	Prbe.g_00274	Pras.g_00388
OG0000147	Prbe.g_00227	Pras.g_00430
OG0000148	Prbe.g_00226	Pras.g_00431
OG0000149	Prbe.g_00988	Pras.g_00548
OG0000150	Prbe.g_00949	Pras.g_00586
OG0000151	Prbe.g_00946	Pras.g_00589
OG0000152	Prbe.g_00926	Pras.g_00609
OG0000153	Prbe.g_01088	Pras.g_00646
OG0000154	Prbe.g_00842	Pras.g_00682
OG0000155	Prbe.g_00823	Pras.g_00700
OG0000156	Prbe.g_00790	Pras.g_00728
OG0000157	Prbe.g_00746	Pras.g_00761
OG0000158	Prbe.g_01189	Pras.g_00824
OG0000160	Prbe.g_01066	Pras.g_00843
OG0000161	Prbe.g_01067	Pras.g_00844
OG0000162	Prbe.g_01069	Pras.g_00846
OG0000163	Prbe.g_01070	Pras.g_00847
OG0000164	Prbe.g_01071	Pras.g_00848
OG0000165	Prbe.g_01072	Pras.g_00849
OG0000166	Prbe.g_01073	Pras.g_00850
OG0000167	Prbe.g_01074	Pras.g_00851
OG0000168	Prbe.g_01075	Pras.g_00852
OG0000169	Prbe.g_01077	Pras.g_00854
OG0000170	Prbe.g_00114	Pras.g_00856
OG0000171	Prbe.g_00115	Pras.g_00857
OG0000172	Prbe.g_00116	Pras.g_00858
OG0000173	Prbe.g_00117	Pras.g_00859
OG0000174	Prbe.g_00118	Pras.g_00860
OG0000175	Prbe.g_00119	Pras.g_00861
OG0000176	Prbe.g_00120	Pras.g_00862
OG0000177	Prbe.g_00121	Pras.g_00863
OG0000178	Prbe.g_00122	Pras.g_00864
OG0000179	Prbe.g_00124	Pras.g_00866
OG0000180	Prbe.g_00125	Pras.g_00867
OG0000181	Prbe.g_00126	Pras.g_00868
OG0000182	Prbe.g_00127	Pras.g_00869
OG0000183	Prbe.g_00128	Pras.g_00870
OG0000184	Prbe.g_00130	Pras.g_00871
OG0000185	Prbe.g_00133	Pras.g_00874
OG0000186	Prbe.g_00136	Pras.g_00877
OG0000187	Prbe.g_00137	Pras.g_00878
OG0000188	Prbe.g_00138	Pras.g_00879
OG0000189	Prbe.g_00140	Pras.g_00893
OG0000190	Prbe.g_00142	Pras.g_00895
OG0000191	Prbe.g_00144	Pras.g_00896
OG0000192	Prbe.g_00145	Pras.g_00897
OG0000193	Prbe.g_00146	Pras.g_00898
OG0000194	Prbe.g_00149	Pras.g_00899
OG0000195	Prbe.g_00150	Pras.g_00900
OG0000196	Prbe.g_00151	Pras.g_00901
OG0000197	Prbe.g_00153	Pras.g_00903
OG0000198	Prbe.g_00154	Pras.g_00904
OG0000199	Prbe.g_00156	Pras.g_00905
OG0000200	Prbe.g_00168	Pras.g_00916
OG0000201	Prbe.g_00169	Pras.g_00917
OG0000202	Prbe.g_00170	Pras.g_00918
OG0000203	Prbe.g_00174	Pras.g_00921
OG0000204	Prbe.g_00175	Pras.g_00922
OG0000205	Prbe.g_00178	Pras.g_00924
OG0000206	Prbe.g_00180	Pras.g_00926
OG0000207	Prbe.g_00182	Pras.g_00928
OG0000208	Prbe.g_00183	Pras.g_00929
OG0000209	Prbe.g_00066	Pras.g_00930
OG0000210	Prbe.g_00184	Pras.g_00931
OG0000211	Prbe.g_00185	Pras.g_00932
OG0000212	Prbe.g_00186	Pras.g_00933
OG0000213	Prbe.g_00187	Pras.g_00934
OG0000214	Prbe.g_00188	Pras.g_00935
OG0000215	Prbe.g_00189	Pras.g_00936
OG0000216	Prbe.g_00190	Pras.g_00937
OG0000217	Prbe.g_00192	Pras.g_00939
OG0000218	Prbe.g_00193	Pras.g_00940
OG0000219	Prbe.g_01630	Pras.g_00941
OG0000220	Prbe.g_01631	Pras.g_00942
OG0000221	Prbe.g_01634	Pras.g_00945
OG0000222	Prbe.g_01635	Pras.g_00946
OG0000223	Prbe.g_01636	Pras.g_00947
OG0000224	Prbe.g_01638	Pras.g_00948
OG0000225	Prbe.g_01639	Pras.g_00949
OG0000226	Prbe.g_01640	Pras.g_00950
OG0000227	Prbe.g_01642	Pras.g_00951
OG0000228	Prbe.g_01643	Pras.g_00952
OG0000229	Prbe.g_01644	Pras.g_00953
OG0000230	Prbe.g_01645	Pras.g_00954
OG0000231	Prbe.g_01646	Pras.g_00955
OG0000232	Prbe.g_01647	Pras.g_00957
OG0000233	Prbe.g_01649	Pras.g_00958
OG0000234	Prbe.g_01650	Pras.g_00959
OG0000235	Prbe.g_01651	Pras.g_00960
OG0000236	Prbe.g_01654	Pras.g_00961
OG0000237	Prbe.g_01655	Pras.g_00962
OG0000238	Prbe.g_01656	Pras.g_00963
OG0000239	Prbe.g_01658	Pras.g_00965
OG0000240	Prbe.g_01659	Pras.g_00966
OG0000241	Prbe.g_01660	Pras.g_00967
OG0000242	Prbe.g_01661	Pras.g_00968
OG0000243	Prbe.g_01664	Pras.g_00971
OG0000244	Prbe.g_01667	Pras.g_00973
OG0000245	Prbe.g_01668	Pras.g_00974
OG0000246	Prbe.g_01669	Pras.g_00975
OG0000247	Prbe.g_01671	Pras.g_00978
OG0000248	Prbe.g_01673	Pras.g_00980
OG0000249	Prbe.g_01675	Pras.g_00981
OG0000250	Prbe.g_01676	Pras.g_00982
OG0000251	Prbe.g_01677	Pras.g_00983
OG0000252	Prbe.g_01678	Pras.g_00984
OG0000253	Prbe.g_01679	Pras.g_00985
OG0000254	Prbe.g_01412	Pras.g_00987
OG0000255	Prbe.g_01681	Pras.g_00988
OG0000256	Prbe.g_01684	Pras.g_00991
OG0000257	Prbe.g_01686	Pras.g_00993
OG0000258	Prbe.g_01692	Pras.g_00996
OG0000259	Prbe.g_01693	Pras.g_00997
OG0000260	Prbe.g_01694	Pras.g_00998
OG0000261	Prbe.g_01695	Pras.g_00999
OG0000262	Prbe.g_01696	Pras.g_01000
OG0000263	Prbe.g_01698	Pras.g_01002
OG0000264	Prbe.g_01699	Pras.g_01003
OG0000265	Prbe.g_01700	Pras.g_01004
OG0000266	Prbe.g_01701	Pras.g_01005
OG0000267	Prbe.g_01702	Pras.g_01006
OG0000268	Prbe.g_01704	Pras.g_01007
OG0000269	Prbe.g_01706	Pras.g_01009
OG0000270	Prbe.g_01707	Pras.g_01010
OG0000271	Prbe.g_01708	Pras.g_01011
OG0000272	Prbe.g_01709	Pras.g_01012
OG0000273	Prbe.g_01710	Pras.g_01013
OG0000274	Prbe.g_01711	Pras.g_01014
OG0000275	Prbe.g_01712	Pras.g_01015
OG0000276	Prbe.g_01713	Pras.g_01016
OG0000277	Prbe.g_01715	Pras.g_01018
OG0000278	Prbe.g_01716	Pras.g_01019
OG0000279	Prbe.g_01717	Pras.g_01020
OG0000280	Prbe.g_01719	Pras.g_01022
OG0000281	Prbe.g_01721	Pras.g_01024
OG0000282	Prbe.g_01722	Pras.g_01025
OG0000283	Prbe.g_01723	Pras.g_01026
OG0000284	Prbe.g_01724	Pras.g_01027
OG0000285	Prbe.g_01725	Pras.g_01028
OG0000286	Prbe.g_01726	Pras.g_01029
OG0000287	Prbe.g_01727	Pras.g_01030
OG0000288	Prbe.g_01729	Pras.g_01032
OG0000289	Prbe.g_01730	Pras.g_01033
OG0000290	Prbe.g_01731	Pras.g_01034
OG0000291	Prbe.g_01733	Pras.g_01036
OG0000292	Prbe.g_01735	Pras.g_01037
OG0000293	Prbe.g_01736	Pras.g_01038
OG0000294	Prbe.g_01737	Pras.g_01039
OG0000295	Prbe.g_01738	Pras.g_01040
OG0000296	Prbe.g_01739	Pras.g_01041
OG0000297	Prbe.g_01740	Pras.g_01042
OG0000298	Prbe.g_01742	Pras.g_01044
OG0000299	Prbe.g_01743	Pras.g_01045
OG0000300	Prbe.g_01744	Pras.g_01046
OG0000301	Prbe.g_01745	Pras.g_01047
OG0000302	Prbe.g_01746	Pras.g_01048
OG0000303	Prbe.g_01747	Pras.g_01049
OG0000304	Prbe.g_01749	Pras.g_01051
OG0000305	Prbe.g_01750	Pras.g_01052
OG0000306	Prbe.g_01753	Pras.g_01055
OG0000307	Prbe.g_01754	Pras.g_01056
OG0000308	Prbe.g_01755	Pras.g_01057
OG0000309	Prbe.g_01756	Pras.g_01059
OG0000310	Prbe.g_01757	Pras.g_01060
OG0000311	Prbe.g_01759	Pras.g_01061
OG0000312	Prbe.g_01760	Pras.g_01062
OG0000313	Prbe.g_01761	Pras.g_01063
OG0000314	Prbe.g_01762	Pras.g_01064
OG0000315	Prbe.g_01763	Pras.g_01065
OG0000316	Prbe.g_01764	Pras.g_01066
OG0000317	Prbe.g_01765	Pras.g_01067
OG0000318	Prbe.g_01766	Pras.g_01068
OG0000319	Prbe.g_01767	Pras.g_01069
OG0000320	Prbe.g_01768	Pras.g_01070
OG0000321	Prbe.g_01769	Pras.g_01071
OG0000322	Prbe.g_01770	Pras.g_01072
OG0000323	Prbe.g_01771	Pras.g_01073
OG0000324	Prbe.g_01772	Pras.g_01074
OG0000325	Prbe.g_01773	Pras.g_01075
OG0000326	Prbe.g_01774	Pras.g_01076
OG0000327	Prbe.g_01775	Pras.g_01077
OG0000328	Prbe.g_01777	Pras.g_01078
OG0000329	Prbe.g_01778	Pras.g_01079
OG0000330	Prbe.g_01779	Pras.g_01080
OG0000331	Prbe.g_01781	Pras.g_01081
OG0000332	Prbe.g_01782	Pras.g_01082
OG0000333	Prbe.g_01783	Pras.g_01083
OG0000334	Prbe.g_01784	Pras.g_01084
OG0000335	Prbe.g_01785	Pras.g_01085
OG0000336	Prbe.g_01787	Pras.g_01087
OG0000337	Prbe.g_01788	Pras.g_01088
OG0000338	Prbe.g_01793	Pras.g_01092
OG0000339	Prbe.g_01795	Pras.g_01094
OG0000340	Prbe.g_01797	Pras.g_01096
OG0000341	Prbe.g_01798	Pras.g_01097
OG0000342	Prbe.g_01799	Pras.g_01098
OG0000343	Prbe.g_01800	Pras.g_01099
OG0000344	Prbe.g_01803	Pras.g_01102
OG0000345	Prbe.g_01807	Pras.g_01105
OG0000346	Prbe.g_01808	Pras.g_01106
OG0000347	Prbe.g_01811	Pras.g_01109
OG0000348	Prbe.g_01812	Pras.g_01111
OG0000349	Prbe.g_01813	Pras.g_01112
OG0000350	Prbe.g_01815	Pras.g_01114
OG0000351	Prbe.g_01816	Pras.g_01115
OG0000352	Prbe.g_01817	Pras.g_01116
OG0000353	Prbe.g_01818	Pras.g_01117
OG0000354	Prbe.g_01820	Pras.g_01118
OG0000355	Prbe.g_01821	Pras.g_01119
OG0000356	Prbe.g_01822	Pras.g_01120
OG0000357	Prbe.g_01823	Pras.g_01121
OG0000358	Prbe.g_01824	Pras.g_01122
OG0000359	Prbe.g_01826	Pras.g_01123
OG0000360	Prbe.g_01829	Pras.g_01127
OG0000361	Prbe.g_01830	Pras.g_01128
OG0000362	Prbe.g_01831	Pras.g_01129
OG0000363	Prbe.g_01832	Pras.g_01130
OG0000364	Prbe.g_01836	Pras.g_01134
OG0000365	Prbe.g_01837	Pras.g_01135
OG0000366	Prbe.g_01840	Pras.g_01137
OG0000367	Prbe.g_01841	Pras.g_01138
OG0000368	Prbe.g_01842	Pras.g_01139
OG0000369	Prbe.g_01843	Pras.g_01140
OG0000370	Prbe.g_01844	Pras.g_01141
OG0000371	Prbe.g_01846	Pras.g_01142
OG0000372	Prbe.g_01847	Pras.g_01143
OG0000373	Prbe.g_01848	Pras.g_01144
OG0000374	Prbe.g_01849	Pras.g_01145
OG0000375	Prbe.g_01850	Pras.g_01146
OG0000376	Prbe.g_01853	Pras.g_01149
OG0000377	Prbe.g_01854	Pras.g_01150
OG0000378	Prbe.g_01855	Pras.g_01151
OG0000379	Prbe.g_01856	Pras.g_01152
OG0000380	Prbe.g_01857	Pras.g_01153
OG0000381	Prbe.g_01858	Pras.g_01155
OG0000382	Prbe.g_01859	Pras.g_01156
OG0000383	Prbe.g_01860	Pras.g_01157
OG0000384	Prbe.g_01862	Pras.g_01160
OG0000385	Prbe.g_01863	Pras.g_01161
OG0000386	Prbe.g_01864	Pras.g_01162
OG0000387	Prbe.g_01865	Pras.g_01163
OG0000388	Prbe.g_01866	Pras.g_01164
OG0000389	Prbe.g_01867	Pras.g_01165
OG0000390	Prbe.g_01868	Pras.g_01166
OG0000391	Prbe.g_01869	Pras.g_01167
OG0000392	Prbe.g_01870	Pras.g_01168
OG0000393	Prbe.g_01871	Pras.g_01169
OG0000394	Prbe.g_01872	Pras.g_01170
OG0000395	Prbe.g_01873	Pras.g_01171
OG0000396	Prbe.g_01874	Pras.g_01173
OG0000397	Prbe.g_01876	Pras.g_01175
OG0000398	Prbe.g_01877	Pras.g_01176
OG0000399	Prbe.g_01879	Pras.g_01179
OG0000400	Prbe.g_01885	Pras.g_01180
OG0000401	Prbe.g_01886	Pras.g_01181
OG0000402	Prbe.g_01892	Pras.g_01187
OG0000403	Prbe.g_01894	Pras.g_01188
OG0000404	Prbe.g_01895	Pras.g_01189
OG0000405	Prbe.g_01896	Pras.g_01191
OG0000406	Prbe.g_01899	Pras.g_01194
OG0000407	Prbe.g_01900	Pras.g_01195
OG0000408	Prbe.g_01903	Pras.g_01198
OG0000409	Prbe.g_01904	Pras.g_01199
OG0000410	Prbe.g_01905	Pras.g_01200
OG0000411	Prbe.g_01906	Pras.g_01201
OG0000412	Prbe.g_01907	Pras.g_01202
OG0000413	Prbe.g_01908	Pras.g_01203
OG0000414	Prbe.g_01909	Pras.g_01204
OG0000415	Prbe.g_01910	Pras.g_01205
OG0000416	Prbe.g_01914	Pras.g_01208
OG0000417	Prbe.g_01915	Pras.g_01209
OG0000418	Prbe.g_01917	Pras.g_01210
OG0000419	Prbe.g_01918	Pras.g_01211
OG0000420	Prbe.g_01277	Pras.g_01212
OG0000421	Prbe.g_01593	Pras.g_01224
OG0000422	Prbe.g_01033	Pras.g_01232
OG0000423	Prbe.g_01588	Pras.g_01233
OG0000424	Prbe.g_00921	Pras.g_01239
OG0000425	Prbe.g_01929	Pras.g_01309
OG0000426	Prbe.g_01930	Pras.g_01310
OG0000427	Prbe.g_01931	Pras.g_01311
OG0000428	Prbe.g_01933	Pras.g_01313
OG0000429	Prbe.g_01934	Pras.g_01314
OG0000430	Prbe.g_01936	Pras.g_01316
OG0000431	Prbe.g_01937	Pras.g_01317
OG0000432	Prbe.g_01938	Pras.g_01318
OG0000433	Prbe.g_01939	Pras.g_01319
OG0000434	Prbe.g_01940	Pras.g_01320
OG0000435	Prbe.g_01941	Pras.g_01321
OG0000436	Prbe.g_01942	Pras.g_01322
OG0000437	Prbe.g_01943	Pras.g_01323
OG0000438	Prbe.g_01944	Pras.g_01324
OG0000439	Prbe.g_01945	Pras.g_01325
OG0000440	Prbe.g_01946	Pras.g_01326
OG0000441	Prbe.g_01947	Pras.g_01327
OG0000442	Prbe.g_01948	Pras.g_01328
OG0000443	Prbe.g_01949	Pras.g_01329
OG0000444	Prbe.g_01950	Pras.g_01330
OG0000445	Prbe.g_00676	Pras.g_01331
OG0000446	Prbe.g_00674	Pras.g_01332
OG0000447	Prbe.g_00673	Pras.g_01333
OG0000448	Prbe.g_00672	Pras.g_01335
OG0000449	Prbe.g_00668	Pras.g_01339
OG0000450	Prbe.g_00667	Pras.g_01340
OG0000451	Prbe.g_00666	Pras.g_01341
OG0000452	Prbe.g_00664	Pras.g_01342
OG0000453	Prbe.g_00663	Pras.g_01343
OG0000454	Prbe.g_00662	Pras.g_01349
OG0000455	Prbe.g_00660	Pras.g_01351
OG0000456	Prbe.g_00656	Pras.g_01355
OG0000457	Prbe.g_00655	Pras.g_01356
OG0000458	Prbe.g_00654	Pras.g_01357
OG0000459	Prbe.g_00652	Pras.g_01359
OG0000460	Prbe.g_00650	Pras.g_01361
OG0000461	Prbe.g_00649	Pras.g_01362
OG0000462	Prbe.g_00648	Pras.g_01363
OG0000463	Prbe.g_00646	Pras.g_01365
OG0000464	Prbe.g_00645	Pras.g_01366
OG0000465	Prbe.g_00644	Pras.g_01367
OG0000466	Prbe.g_00643	Pras.g_01368
OG0000467	Prbe.g_00642	Pras.g_01369
OG0000468	Prbe.g_00641	Pras.g_01370
OG0000469	Prbe.g_00640	Pras.g_01371
OG0000470	Prbe.g_00639	Pras.g_01372
OG0000471	Prbe.g_00638	Pras.g_01373
OG0000472	Prbe.g_00632	Pras.g_01378
OG0000473	Prbe.g_00631	Pras.g_01379
OG0000474	Prbe.g_00630	Pras.g_01380
OG0000475	Prbe.g_00629	Pras.g_01381
OG0000476	Prbe.g_00628	Pras.g_01383
OG0000477	Prbe.g_00627	Pras.g_01384
OG0000478	Prbe.g_00626	Pras.g_01385
OG0000479	Prbe.g_00625	Pras.g_01386
OG0000480	Prbe.g_00623	Pras.g_01388
OG0000481	Prbe.g_00621	Pras.g_01390
OG0000482	Prbe.g_00620	Pras.g_01391
OG0000483	Prbe.g_00618	Pras.g_01393
OG0000484	Prbe.g_00617	Pras.g_01394
OG0000485	Prbe.g_00616	Pras.g_01395
OG0000486	Prbe.g_00615	Pras.g_01396
OG0000487	Prbe.g_00611	Pras.g_01401
OG0000488	Prbe.g_00610	Pras.g_01402
OG0000489	Prbe.g_00609	Pras.g_01403
OG0000490	Prbe.g_00608	Pras.g_01404
OG0000491	Prbe.g_00607	Pras.g_01405
OG0000492	Prbe.g_00606	Pras.g_01406
OG0000493	Prbe.g_00605	Pras.g_01407
OG0000494	Prbe.g_00604	Pras.g_01408
OG0000495	Prbe.g_00601	Pras.g_01411
OG0000496	Prbe.g_00600	Pras.g_01412
OG0000497	Prbe.g_00599	Pras.g_01413
OG0000498	Prbe.g_00598	Pras.g_01414
OG0000499	Prbe.g_00597	Pras.g_01415
OG0000500	Prbe.g_00595	Pras.g_01417
OG0000501	Prbe.g_00594	Pras.g_01418
OG0000502	Prbe.g_00593	Pras.g_01419
OG0000503	Prbe.g_00591	Pras.g_01421
OG0000504	Prbe.g_00590	Pras.g_01422
OG0000505	Prbe.g_00589	Pras.g_01423
OG0000506	Prbe.g_00588	Pras.g_01424
OG0000507	Prbe.g_00587	Pras.g_01425
OG0000508	Prbe.g_00586	Pras.g_01426
OG0000509	Prbe.g_00585	Pras.g_01427
OG0000510	Prbe.g_00584	Pras.g_01428
OG0000511	Prbe.g_00582	Pras.g_01430
OG0000512	Prbe.g_00581	Pras.g_01431
OG0000513	Prbe.g_00580	Pras.g_01432
OG0000514	Prbe.g_00579	Pras.g_01433
OG0000515	Prbe.g_00578	Pras.g_01434
OG0000516	Prbe.g_00577	Pras.g_01435
OG0000517	Prbe.g_00576	Pras.g_01437
OG0000518	Prbe.g_00575	Pras.g_01438
OG0000519	Prbe.g_00573	Pras.g_01439
OG0000520	Prbe.g_00571	Pras.g_01440
OG0000521	Prbe.g_00570	Pras.g_01441
OG0000522	Prbe.g_00569	Pras.g_01442
OG0000523	Prbe.g_00568	Pras.g_01443
OG0000524	Prbe.g_00567	Pras.g_01444
OG0000525	Prbe.g_00566	Pras.g_01445
OG0000526	Prbe.g_00565	Pras.g_01446
OG0000527	Prbe.g_00564	Pras.g_01447
OG0000528	Prbe.g_00563	Pras.g_01448
OG0000529	Prbe.g_00562	Pras.g_01449
OG0000530	Prbe.g_00561	Pras.g_01450
OG0000531	Prbe.g_00560	Pras.g_01451
OG0000532	Prbe.g_00559	Pras.g_01452
OG0000533	Prbe.g_00557	Pras.g_01454
OG0000534	Prbe.g_00556	Pras.g_01455
OG0000535	Prbe.g_00555	Pras.g_01456
OG0000536	Prbe.g_00554	Pras.g_01457
OG0000537	Prbe.g_00553	Pras.g_01459
OG0000538	Prbe.g_00552	Pras.g_01460
OG0000539	Prbe.g_00548	Pras.g_01463
OG0000540	Prbe.g_00547	Pras.g_01464
OG0000541	Prbe.g_00546	Pras.g_01465
OG0000542	Prbe.g_00543	Pras.g_01467
OG0000543	Prbe.g_00542	Pras.g_01468
OG0000544	Prbe.g_00541	Pras.g_01469
OG0000545	Prbe.g_00540	Pras.g_01470
OG0000546	Prbe.g_00539	Pras.g_01471
OG0000547	Prbe.g_00538	Pras.g_01472
OG0000548	Prbe.g_00537	Pras.g_01473
OG0000549	Prbe.g_00535	Pras.g_01475
OG0000550	Prbe.g_00534	Pras.g_01476
OG0000551	Prbe.g_00533	Pras.g_01477
OG0000552	Prbe.g_00532	Pras.g_01478
OG0000553	Prbe.g_00531	Pras.g_01479
OG0000554	Prbe.g_00530	Pras.g_01480
OG0000555	Prbe.g_00528	Pras.g_01481
OG0000556	Prbe.g_00527	Pras.g_01482
OG0000557	Prbe.g_00526	Pras.g_01483
OG0000558	Prbe.g_00525	Pras.g_01484
OG0000559	Prbe.g_00524	Pras.g_01485
OG0000560	Prbe.g_00523	Pras.g_01486
