Orthogroup	Prbe	Pran
OG0000072	Prbe.g_00893	Pran.g_00938, Pran.g_00876
OG0000074	Prbe.g_00353	Pran.g_00752
OG0000075	Prbe.g_00836	Pran.g_01105
OG0000077	Prbe.g_01076	Pran.g_01268
OG0000078	Prbe.g_01875	Pran.g_01872
OG0000079	Prbe.g_00911	Pran.g_01812
OG0000080	Prbe.g_01449	Pran.g_01509
OG0000081	Prbe.g_00466	Pran.g_01487
OG0000082	Prbe.g_01229	Pran.g_01336
OG0000083	Prbe.g_01570	Pran.g_00179
OG0000084	Prbe.g_01350	Pran.g_00487
OG0000085	Prbe.g_01594	Pran.g_00135
OG0000086	Prbe.g_00041	Pran.g_00093
OG0000090	Prbe.g_00350	Pran.g_00806
OG0000091	Prbe.g_00303	Pran.g_00725, Pran.g_00787
OG0000092	Prbe.g_00714	Pran.g_00575, Pran.g_00912
OG0000094	Prbe.g_00840	Pran.g_01102
OG0000095	Prbe.g_00802	Pran.g_01135
OG0000096	Prbe.g_01150	Pran.g_01204
OG0000097	Prbe.g_00709	Pran.g_01222
OG0000098	Prbe.g_01068	Pran.g_01260
OG0000099	Prbe.g_00123	Pran.g_00401
OG0000101	Prbe.g_00152	Pran.g_00376
OG0000102	Prbe.g_01657	Pran.g_00320
OG0000103	Prbe.g_01666	Pran.g_00312
OG0000104	Prbe.g_01683	Pran.g_00295
OG0000105	Prbe.g_01718	Pran.g_00262
OG0000106	Prbe.g_01732	Pran.g_00248
OG0000107	Prbe.g_01741	Pran.g_00240
OG0000108	Prbe.g_01751	Pran.g_00230
OG0000109	Prbe.g_01792	Pran.g_00194
OG0000110	Prbe.g_01804	Pran.g_01941
OG0000111	Prbe.g_01828	Pran.g_01920
OG0000113	Prbe.g_01852	Pran.g_01897
OG0000114	Prbe.g_01878	Pran.g_01869
OG0000115	Prbe.g_00659	Pran.g_01704
OG0000116	Prbe.g_00657	Pran.g_01702
OG0000117	Prbe.g_00653	Pran.g_01698
OG0000118	Prbe.g_00633	Pran.g_01679
OG0000119	Prbe.g_00603	Pran.g_01646
OG0000120	Prbe.g_00602	Pran.g_01645
OG0000121	Prbe.g_00592	Pran.g_01635
OG0000122	Prbe.g_00583	Pran.g_01626
OG0000123	Prbe.g_00551	Pran.g_01594
OG0000124	Prbe.g_01468	Pran.g_01527
OG0000125	Prbe.g_01467	Pran.g_01526
OG0000126	Prbe.g_01466	Pran.g_01525
OG0000127	Prbe.g_00461	Pran.g_01492
OG0000128	Prbe.g_01216	Pran.g_01458
OG0000129	Prbe.g_01417	Pran.g_01438
OG0000130	Prbe.g_01314	Pran.g_01358
OG0000131	Prbe.g_01220	Pran.g_01345
OG0000132	Prbe.g_01257	Pran.g_01310
OG0000133	Prbe.g_00434	Pran.g_00445
OG0000134	Prbe.g_01448	Pran.g_00455
OG0000135	Prbe.g_01354	Pran.g_00491
OG0000136	Prbe.g_01300	Pran.g_00565
OG0000137	Prbe.g_00044	Pran.g_00090
OG0000138	Prbe.g_01555	Pran.g_00065
OG0000139	Prbe.g_01543	Pran.g_00054
OG0000140	Prbe.g_00501	Pran.g_00003
OG0000141	Prbe.g_00215	Pran.g_00918
OG0000142	Prbe.g_00880	Pran.g_00864
OG0000143	Prbe.g_00373	Pran.g_00841
OG0000144	Prbe.g_00323	Pran.g_00746
OG0000145	Prbe.g_00310	Pran.g_00732
OG0000146	Prbe.g_00274	Pran.g_00696
OG0000147	Prbe.g_00227	Pran.g_00656
OG0000148	Prbe.g_00226	Pran.g_00655
OG0000149	Prbe.g_00988	Pran.g_00968
OG0000150	Prbe.g_00949	Pran.g_01006
OG0000151	Prbe.g_00946	Pran.g_01009
OG0000152	Prbe.g_00926	Pran.g_01043, Pran.g_01028
OG0000153	Prbe.g_01088	Pran.g_01063
OG0000154	Prbe.g_00842	Pran.g_01100
OG0000155	Prbe.g_00823	Pran.g_01118
OG0000156	Prbe.g_00790	Pran.g_01145
OG0000157	Prbe.g_00746	Pran.g_01177
OG0000158	Prbe.g_01189	Pran.g_01239
OG0000160	Prbe.g_01066	Pran.g_01258
OG0000161	Prbe.g_01067	Pran.g_01259
OG0000162	Prbe.g_01069	Pran.g_01261
OG0000163	Prbe.g_01070	Pran.g_01262
OG0000164	Prbe.g_01071	Pran.g_01263
OG0000165	Prbe.g_01072	Pran.g_01264
OG0000166	Prbe.g_01073	Pran.g_01265
OG0000167	Prbe.g_01074	Pran.g_01266
OG0000168	Prbe.g_01075	Pran.g_01267
OG0000169	Prbe.g_01077	Pran.g_01269
OG0000170	Prbe.g_00114	Pran.g_00410
OG0000171	Prbe.g_00115	Pran.g_00409
OG0000172	Prbe.g_00116	Pran.g_00408
OG0000173	Prbe.g_00117	Pran.g_00407
OG0000174	Prbe.g_00118	Pran.g_00406
OG0000175	Prbe.g_00119	Pran.g_00405
OG0000176	Prbe.g_00120	Pran.g_00404
OG0000177	Prbe.g_00121	Pran.g_00403
OG0000178	Prbe.g_00122	Pran.g_00402
OG0000179	Prbe.g_00124	Pran.g_00400
OG0000180	Prbe.g_00125	Pran.g_00399
OG0000181	Prbe.g_00126	Pran.g_00398
OG0000182	Prbe.g_00127	Pran.g_00397
OG0000183	Prbe.g_00128	Pran.g_00396
OG0000184	Prbe.g_00130	Pran.g_00395
OG0000185	Prbe.g_00133	Pran.g_00392
OG0000186	Prbe.g_00136	Pran.g_00389
OG0000187	Prbe.g_00137	Pran.g_00388
OG0000188	Prbe.g_00138	Pran.g_00387
OG0000189	Prbe.g_00140	Pran.g_00385
OG0000190	Prbe.g_00142	Pran.g_00383
OG0000191	Prbe.g_00144	Pran.g_00382
OG0000192	Prbe.g_00145	Pran.g_00381
OG0000193	Prbe.g_00146	Pran.g_00380
OG0000194	Prbe.g_00149	Pran.g_00379
OG0000195	Prbe.g_00150	Pran.g_00378
OG0000196	Prbe.g_00151	Pran.g_00377
OG0000197	Prbe.g_00153	Pran.g_00375
OG0000198	Prbe.g_00154	Pran.g_00374
OG0000199	Prbe.g_00156	Pran.g_00373
OG0000200	Prbe.g_00168	Pran.g_00368
OG0000201	Prbe.g_00169	Pran.g_00367
OG0000202	Prbe.g_00170	Pran.g_00366
OG0000203	Prbe.g_00174	Pran.g_00363
OG0000204	Prbe.g_00175	Pran.g_00362
OG0000205	Prbe.g_00178	Pran.g_00359
OG0000206	Prbe.g_00180	Pran.g_00357
OG0000207	Prbe.g_00182	Pran.g_00355
OG0000208	Prbe.g_00183	Pran.g_00354
OG0000209	Prbe.g_00066	Pran.g_00353
OG0000210	Prbe.g_00184	Pran.g_00352
OG0000211	Prbe.g_00185	Pran.g_00351
OG0000212	Prbe.g_00186	Pran.g_00350
OG0000213	Prbe.g_00187	Pran.g_00349
OG0000214	Prbe.g_00188	Pran.g_00348
OG0000215	Prbe.g_00189	Pran.g_00347
OG0000216	Prbe.g_00190	Pran.g_00346
OG0000217	Prbe.g_00192	Pran.g_00344
OG0000218	Prbe.g_00193	Pran.g_00343
OG0000219	Prbe.g_01630	Pran.g_00342
OG0000220	Prbe.g_01631	Pran.g_00341
OG0000221	Prbe.g_01634	Pran.g_00339
OG0000222	Prbe.g_01635	Pran.g_00338
OG0000223	Prbe.g_01636	Pran.g_00337
OG0000224	Prbe.g_01638	Pran.g_00336
OG0000225	Prbe.g_01639	Pran.g_00335
OG0000226	Prbe.g_01640	Pran.g_00334
OG0000227	Prbe.g_01642	Pran.g_00333
OG0000228	Prbe.g_01643	Pran.g_00332
OG0000229	Prbe.g_01644	Pran.g_00331
OG0000230	Prbe.g_01645	Pran.g_00330
OG0000231	Prbe.g_01646	Pran.g_00329
OG0000232	Prbe.g_01647	Pran.g_00327
OG0000233	Prbe.g_01649	Pran.g_00326
OG0000234	Prbe.g_01650	Pran.g_00325
OG0000235	Prbe.g_01651	Pran.g_00324
OG0000236	Prbe.g_01654	Pran.g_00323
OG0000237	Prbe.g_01655	Pran.g_00322
OG0000238	Prbe.g_01656	Pran.g_00321
OG0000239	Prbe.g_01658	Pran.g_00319
OG0000240	Prbe.g_01659	Pran.g_00318
OG0000241	Prbe.g_01660	Pran.g_00317
OG0000242	Prbe.g_01661	Pran.g_00316
OG0000243	Prbe.g_01664	Pran.g_00313
OG0000244	Prbe.g_01667	Pran.g_00311
OG0000245	Prbe.g_01668	Pran.g_00310
OG0000246	Prbe.g_01669	Pran.g_00309
OG0000247	Prbe.g_01671	Pran.g_00307
OG0000248	Prbe.g_01673	Pran.g_00305
OG0000249	Prbe.g_01675	Pran.g_00304
OG0000250	Prbe.g_01676	Pran.g_00303
OG0000251	Prbe.g_01677	Pran.g_00302
OG0000252	Prbe.g_01678	Pran.g_00301
OG0000253	Prbe.g_01679	Pran.g_00300
OG0000254	Prbe.g_01412	Pran.g_00298
OG0000255	Prbe.g_01681	Pran.g_00297
OG0000256	Prbe.g_01684	Pran.g_00294
OG0000257	Prbe.g_01686	Pran.g_00292
OG0000258	Prbe.g_01692	Pran.g_00288
OG0000259	Prbe.g_01693	Pran.g_00287
OG0000260	Prbe.g_01694	Pran.g_00286
OG0000261	Prbe.g_01695	Pran.g_00285
OG0000262	Prbe.g_01696	Pran.g_00283
OG0000263	Prbe.g_01698	Pran.g_00281
OG0000264	Prbe.g_01699	Pran.g_00280
OG0000265	Prbe.g_01700	Pran.g_00279
OG0000266	Prbe.g_01701	Pran.g_00278
OG0000267	Prbe.g_01702	Pran.g_00277
OG0000268	Prbe.g_01704	Pran.g_00276
OG0000269	Prbe.g_01706	Pran.g_00274
OG0000270	Prbe.g_01707	Pran.g_00273
OG0000271	Prbe.g_01708	Pran.g_00272
OG0000272	Prbe.g_01709	Pran.g_00271
OG0000273	Prbe.g_01710	Pran.g_00270
OG0000274	Prbe.g_01711	Pran.g_00269
OG0000275	Prbe.g_01712	Pran.g_00268
OG0000276	Prbe.g_01713	Pran.g_00267
OG0000277	Prbe.g_01715	Pran.g_00265
OG0000278	Prbe.g_01716	Pran.g_00264
OG0000279	Prbe.g_01717	Pran.g_00263
OG0000280	Prbe.g_01719	Pran.g_00261
OG0000281	Prbe.g_01721	Pran.g_00259
OG0000282	Prbe.g_01722	Pran.g_00258
OG0000283	Prbe.g_01723	Pran.g_00257
OG0000284	Prbe.g_01724	Pran.g_00256
OG0000285	Prbe.g_01725	Pran.g_00255
OG0000286	Prbe.g_01726	Pran.g_00254
OG0000287	Prbe.g_01727	Pran.g_00253
OG0000288	Prbe.g_01729	Pran.g_00251
OG0000289	Prbe.g_01730	Pran.g_00250
OG0000290	Prbe.g_01731	Pran.g_00249
OG0000291	Prbe.g_01733	Pran.g_00247
OG0000292	Prbe.g_01735	Pran.g_00246
OG0000293	Prbe.g_01736	Pran.g_00245
OG0000294	Prbe.g_01737	Pran.g_00244
OG0000295	Prbe.g_01738	Pran.g_00243
OG0000296	Prbe.g_01739	Pran.g_00242
OG0000297	Prbe.g_01740	Pran.g_00241
OG0000298	Prbe.g_01742	Pran.g_00239
OG0000299	Prbe.g_01743	Pran.g_00238
OG0000300	Prbe.g_01744	Pran.g_00237
OG0000301	Prbe.g_01745	Pran.g_00236
OG0000302	Prbe.g_01746	Pran.g_00235
OG0000303	Prbe.g_01747	Pran.g_00234
OG0000304	Prbe.g_01749	Pran.g_00232
OG0000305	Prbe.g_01750	Pran.g_00231
OG0000306	Prbe.g_01753	Pran.g_00228
OG0000307	Prbe.g_01754	Pran.g_00227
OG0000308	Prbe.g_01755	Pran.g_00226
OG0000309	Prbe.g_01756	Pran.g_00225
OG0000310	Prbe.g_01757	Pran.g_00224
OG0000311	Prbe.g_01759	Pran.g_00223
OG0000312	Prbe.g_01760	Pran.g_00222
OG0000313	Prbe.g_01761	Pran.g_00221
OG0000314	Prbe.g_01762	Pran.g_00220
OG0000315	Prbe.g_01763	Pran.g_00219
OG0000316	Prbe.g_01764	Pran.g_00218
OG0000317	Prbe.g_01765	Pran.g_00217
OG0000318	Prbe.g_01766	Pran.g_00216
OG0000319	Prbe.g_01767	Pran.g_00215
OG0000320	Prbe.g_01768	Pran.g_00214
OG0000321	Prbe.g_01769	Pran.g_00213
OG0000322	Prbe.g_01770	Pran.g_00212
OG0000323	Prbe.g_01771	Pran.g_00211
OG0000324	Prbe.g_01772	Pran.g_00210
OG0000325	Prbe.g_01773	Pran.g_00209
OG0000326	Prbe.g_01774	Pran.g_00208
OG0000327	Prbe.g_01775	Pran.g_00207
OG0000328	Prbe.g_01777	Pran.g_00206
OG0000329	Prbe.g_01778	Pran.g_00205
OG0000330	Prbe.g_01779	Pran.g_00204
OG0000331	Prbe.g_01781	Pran.g_00203
OG0000332	Prbe.g_01782	Pran.g_00202
OG0000333	Prbe.g_01783	Pran.g_00201
OG0000334	Prbe.g_01784	Pran.g_00200
OG0000335	Prbe.g_01785	Pran.g_00199
OG0000336	Prbe.g_01787	Pran.g_00197
OG0000337	Prbe.g_01788	Pran.g_00196
OG0000338	Prbe.g_01793	Pran.g_00193
OG0000339	Prbe.g_01795	Pran.g_01950
OG0000340	Prbe.g_01797	Pran.g_01948
OG0000341	Prbe.g_01798	Pran.g_01947
OG0000342	Prbe.g_01799	Pran.g_01946
OG0000343	Prbe.g_01800	Pran.g_01945
OG0000344	Prbe.g_01803	Pran.g_01942
OG0000345	Prbe.g_01807	Pran.g_01939
OG0000346	Prbe.g_01808	Pran.g_01938
OG0000347	Prbe.g_01811	Pran.g_01935
OG0000348	Prbe.g_01812	Pran.g_01934
OG0000349	Prbe.g_01813	Pran.g_01933
OG0000350	Prbe.g_01815	Pran.g_01931
OG0000351	Prbe.g_01816	Pran.g_01930
OG0000352	Prbe.g_01817	Pran.g_01929
OG0000353	Prbe.g_01818	Pran.g_01928
OG0000354	Prbe.g_01820	Pran.g_01927
OG0000355	Prbe.g_01821	Pran.g_01926
OG0000356	Prbe.g_01822	Pran.g_01925
OG0000357	Prbe.g_01823	Pran.g_01924
OG0000358	Prbe.g_01824	Pran.g_01923
OG0000359	Prbe.g_01826	Pran.g_01922
OG0000360	Prbe.g_01829	Pran.g_01919
OG0000361	Prbe.g_01830	Pran.g_01918
OG0000362	Prbe.g_01831	Pran.g_01917
OG0000363	Prbe.g_01832	Pran.g_01916
OG0000364	Prbe.g_01836	Pran.g_01912
OG0000365	Prbe.g_01837	Pran.g_01911
OG0000366	Prbe.g_01840	Pran.g_01909
OG0000367	Prbe.g_01841	Pran.g_01908
OG0000368	Prbe.g_01842	Pran.g_01907
OG0000369	Prbe.g_01843	Pran.g_01906
OG0000370	Prbe.g_01844	Pran.g_01905
OG0000371	Prbe.g_01846	Pran.g_01904
OG0000372	Prbe.g_01847	Pran.g_01903
OG0000373	Prbe.g_01848	Pran.g_01902
OG0000374	Prbe.g_01849	Pran.g_01900
OG0000375	Prbe.g_01850	Pran.g_01899
OG0000376	Prbe.g_01853	Pran.g_01896
OG0000377	Prbe.g_01854	Pran.g_01895
OG0000378	Prbe.g_01855	Pran.g_01894
OG0000379	Prbe.g_01856	Pran.g_01893
OG0000380	Prbe.g_01857	Pran.g_01892
OG0000381	Prbe.g_01858	Pran.g_01891
OG0000382	Prbe.g_01859	Pran.g_01890
OG0000383	Prbe.g_01860	Pran.g_01889
OG0000384	Prbe.g_01862	Pran.g_01886
OG0000385	Prbe.g_01863	Pran.g_01885
OG0000386	Prbe.g_01864	Pran.g_01884
OG0000387	Prbe.g_01865	Pran.g_01883
OG0000388	Prbe.g_01866	Pran.g_01882
OG0000389	Prbe.g_01867	Pran.g_01881
OG0000390	Prbe.g_01868	Pran.g_01880
OG0000391	Prbe.g_01869	Pran.g_01879
OG0000392	Prbe.g_01870	Pran.g_01878
OG0000393	Prbe.g_01871	Pran.g_01877
OG0000394	Prbe.g_01872	Pran.g_01876
OG0000395	Prbe.g_01873	Pran.g_01875
OG0000396	Prbe.g_01874	Pran.g_01873
OG0000397	Prbe.g_01876	Pran.g_01871
OG0000398	Prbe.g_01877	Pran.g_01870
OG0000399	Prbe.g_01879	Pran.g_01867
OG0000400	Prbe.g_01885	Pran.g_01866
OG0000401	Prbe.g_01886	Pran.g_01865
OG0000402	Prbe.g_01892	Pran.g_01860
OG0000403	Prbe.g_01894	Pran.g_01859
OG0000404	Prbe.g_01895	Pran.g_01858
OG0000405	Prbe.g_01896	Pran.g_01857
OG0000406	Prbe.g_01899	Pran.g_01854
OG0000407	Prbe.g_01900	Pran.g_01853
OG0000408	Prbe.g_01903	Pran.g_01850
OG0000409	Prbe.g_01904	Pran.g_01849
OG0000410	Prbe.g_01905	Pran.g_01848
OG0000411	Prbe.g_01906	Pran.g_01847
OG0000412	Prbe.g_01907	Pran.g_01846
OG0000413	Prbe.g_01908	Pran.g_01845
OG0000414	Prbe.g_01909	Pran.g_01844
OG0000415	Prbe.g_01910	Pran.g_01843
OG0000416	Prbe.g_01914	Pran.g_01840
OG0000417	Prbe.g_01915	Pran.g_01839
OG0000418	Prbe.g_01917	Pran.g_01838
OG0000419	Prbe.g_01918	Pran.g_01837
OG0000420	Prbe.g_01277	Pran.g_01835
OG0000421	Prbe.g_01593	Pran.g_01823
OG0000422	Prbe.g_01033	Pran.g_01816
OG0000423	Prbe.g_01588	Pran.g_01815
OG0000424	Prbe.g_00921	Pran.g_01808
OG0000425	Prbe.g_01929	Pran.g_01749
OG0000426	Prbe.g_01930	Pran.g_01748
OG0000427	Prbe.g_01931	Pran.g_01747
OG0000428	Prbe.g_01933	Pran.g_01745
OG0000429	Prbe.g_01934	Pran.g_01744
OG0000430	Prbe.g_01936	Pran.g_01742
OG0000431	Prbe.g_01937	Pran.g_01741
OG0000432	Prbe.g_01938	Pran.g_01740
OG0000433	Prbe.g_01939	Pran.g_01739
OG0000434	Prbe.g_01940	Pran.g_01738
OG0000435	Prbe.g_01941	Pran.g_01737
OG0000436	Prbe.g_01942	Pran.g_01736
OG0000437	Prbe.g_01943	Pran.g_01735
OG0000438	Prbe.g_01944	Pran.g_01734
OG0000439	Prbe.g_01945	Pran.g_01733
OG0000440	Prbe.g_01946	Pran.g_01729
OG0000441	Prbe.g_01947	Pran.g_01728
OG0000442	Prbe.g_01948	Pran.g_01727
OG0000443	Prbe.g_01949	Pran.g_01726
OG0000444	Prbe.g_01950	Pran.g_01725
OG0000445	Prbe.g_00676	Pran.g_01724
OG0000446	Prbe.g_00674	Pran.g_01723
OG0000447	Prbe.g_00673	Pran.g_01722
OG0000448	Prbe.g_00672	Pran.g_01720
OG0000449	Prbe.g_00668	Pran.g_01717
OG0000450	Prbe.g_00667	Pran.g_01716
OG0000451	Prbe.g_00666	Pran.g_01715
OG0000452	Prbe.g_00664	Pran.g_01714
OG0000453	Prbe.g_00663	Pran.g_01713
OG0000454	Prbe.g_00662	Pran.g_01707
OG0000455	Prbe.g_00660	Pran.g_01705
OG0000456	Prbe.g_00656	Pran.g_01701
OG0000457	Prbe.g_00655	Pran.g_01700
OG0000458	Prbe.g_00654	Pran.g_01699
OG0000459	Prbe.g_00652	Pran.g_01697
OG0000460	Prbe.g_00650	Pran.g_01695
OG0000461	Prbe.g_00649	Pran.g_01694
OG0000462	Prbe.g_00648	Pran.g_01693
OG0000463	Prbe.g_00646	Pran.g_01691
OG0000464	Prbe.g_00645	Pran.g_01690
OG0000465	Prbe.g_00644	Pran.g_01689
OG0000466	Prbe.g_00643	Pran.g_01688
OG0000467	Prbe.g_00642	Pran.g_01687
OG0000468	Prbe.g_00641	Pran.g_01686
OG0000469	Prbe.g_00640	Pran.g_01685
OG0000470	Prbe.g_00639	Pran.g_01684
OG0000471	Prbe.g_00638	Pran.g_01683
OG0000472	Prbe.g_00632	Pran.g_01678
OG0000473	Prbe.g_00631	Pran.g_01677
OG0000474	Prbe.g_00630	Pran.g_01676
OG0000475	Prbe.g_00629	Pran.g_01675
OG0000476	Prbe.g_00628	Pran.g_01673
OG0000477	Prbe.g_00627	Pran.g_01672
OG0000478	Prbe.g_00626	Pran.g_01671
OG0000479	Prbe.g_00625	Pran.g_01670
OG0000480	Prbe.g_00623	Pran.g_01668
OG0000481	Prbe.g_00621	Pran.g_01666
OG0000482	Prbe.g_00620	Pran.g_01665
OG0000483	Prbe.g_00618	Pran.g_01663
OG0000484	Prbe.g_00617	Pran.g_01662
OG0000485	Prbe.g_00616	Pran.g_01661
OG0000486	Prbe.g_00615	Pran.g_01660
OG0000487	Prbe.g_00611	Pran.g_01655
OG0000488	Prbe.g_00610	Pran.g_01653
OG0000489	Prbe.g_00609	Pran.g_01652
OG0000490	Prbe.g_00608	Pran.g_01651
OG0000491	Prbe.g_00607	Pran.g_01650
OG0000492	Prbe.g_00606	Pran.g_01649
OG0000493	Prbe.g_00605	Pran.g_01648
OG0000494	Prbe.g_00604	Pran.g_01647
OG0000495	Prbe.g_00601	Pran.g_01644
OG0000496	Prbe.g_00600	Pran.g_01643
OG0000497	Prbe.g_00599	Pran.g_01642
OG0000498	Prbe.g_00598	Pran.g_01641
OG0000499	Prbe.g_00597	Pran.g_01640
OG0000500	Prbe.g_00595	Pran.g_01638
OG0000501	Prbe.g_00594	Pran.g_01637
OG0000502	Prbe.g_00593	Pran.g_01636
OG0000503	Prbe.g_00591	Pran.g_01634
OG0000504	Prbe.g_00590	Pran.g_01633
OG0000505	Prbe.g_00589	Pran.g_01632
OG0000506	Prbe.g_00588	Pran.g_01631
OG0000507	Prbe.g_00587	Pran.g_01630
OG0000508	Prbe.g_00586	Pran.g_01629
OG0000509	Prbe.g_00585	Pran.g_01628
OG0000510	Prbe.g_00584	Pran.g_01627
OG0000511	Prbe.g_00582	Pran.g_01625
OG0000512	Prbe.g_00581	Pran.g_01624
OG0000513	Prbe.g_00580	Pran.g_01623
OG0000514	Prbe.g_00579	Pran.g_01622
OG0000515	Prbe.g_00578	Pran.g_01621
OG0000516	Prbe.g_00577	Pran.g_01620
OG0000517	Prbe.g_00576	Pran.g_01618
OG0000518	Prbe.g_00575	Pran.g_01617
OG0000519	Prbe.g_00573	Pran.g_01616
OG0000520	Prbe.g_00571	Pran.g_01614
OG0000521	Prbe.g_00570	Pran.g_01613
OG0000522	Prbe.g_00569	Pran.g_01612
OG0000523	Prbe.g_00568	Pran.g_01611
OG0000524	Prbe.g_00567	Pran.g_01610
OG0000525	Prbe.g_00566	Pran.g_01609
OG0000526	Prbe.g_00565	Pran.g_01608
OG0000527	Prbe.g_00564	Pran.g_01607
OG0000528	Prbe.g_00563	Pran.g_01606
OG0000529	Prbe.g_00562	Pran.g_01605
OG0000530	Prbe.g_00561	Pran.g_01604
OG0000531	Prbe.g_00560	Pran.g_01603
OG0000532	Prbe.g_00559	Pran.g_01602
OG0000533	Prbe.g_00557	Pran.g_01600
OG0000534	Prbe.g_00556	Pran.g_01599
OG0000535	Prbe.g_00555	Pran.g_01598
OG0000536	Prbe.g_00554	Pran.g_01597
OG0000537	Prbe.g_00553	Pran.g_01596
OG0000538	Prbe.g_00552	Pran.g_01595
OG0000539	Prbe.g_00548	Pran.g_01592
OG0000540	Prbe.g_00547	Pran.g_01591
OG0000541	Prbe.g_00546	Pran.g_01590
OG0000542	Prbe.g_00543	Pran.g_01587
OG0000543	Prbe.g_00542	Pran.g_01586
OG0000544	Prbe.g_00541	Pran.g_01585
OG0000545	Prbe.g_00540	Pran.g_01584
OG0000546	Prbe.g_00539	Pran.g_01583
OG0000547	Prbe.g_00538	Pran.g_01582
OG0000548	Prbe.g_00537	Pran.g_01581
OG0000549	Prbe.g_00535	Pran.g_01579
OG0000550	Prbe.g_00534	Pran.g_01578
OG0000551	Prbe.g_00533	Pran.g_01577
OG0000552	Prbe.g_00532	Pran.g_01576
OG0000553	Prbe.g_00531	Pran.g_01575
OG0000554	Prbe.g_00530	Pran.g_01574
OG0000555	Prbe.g_00528	Pran.g_01573
OG0000556	Prbe.g_00527	Pran.g_01572
OG0000557	Prbe.g_00526	Pran.g_01571
OG0000558	Prbe.g_00525	Pran.g_01570
OG0000559	Prbe.g_00524	Pran.g_01569
OG0000560	Prbe.g_00523	Pran.g_01568
OG0000561	Prbe.g_00522	Pran.g_01567
OG0000562	Prbe.g_00521	Pran.g_01566
OG0000563	Prbe.g_00520	Pran.g_01565
OG0000564	Prbe.g_00519	Pran.g_01564
